DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,TA,PA,RH,VPD,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,CO2_SIGMA,H2O_SIGMA,PPFD_IN
1,0.25,-0.4203503,-57.86065,-34.898275,-5.82655,0.2495942,0.034495,15.432275,14.21989,99.181505,49.6984,0,290.2607,11.3416,0.1429044,0.12501155,0.02883,0.1508124,0.001003296,0.046525472,0
1,0.75,-0.356806875,-54.54525,-15.364525,-10.80075,0.259528875,0.0269,14.9355625,14.3693,99.225875,55.243235,0,294.2156,11.4264475,0.189374625,0.15825325,0.0324625,0.14977925,0.000953344,0.0399201264,0
1,1.25,-0.346949,-72.6258,-16.79305,-15.952,0.21514215,0.039515,14.54852,13.791435,99.220175,56.3486725,0,288.862625,11.79814,0.16076125,0.1573573,0.030225,0.10625865,0.000917541875,0.0360873912,0
1,1.75,-0.338314625,-60.1305,-50.4326,-12.49375,0.2400465,0.037725,14.284275,13.0867,99.1950375,49.3981225,0,288.8335,11.52531,0.153458375,0.174722,0.030675,0.127012625,0.000854056,0.0350944888,0
1,2.25,-0.4083255,-57.21725,-29.40455,-4.937525,0.4361365,0.0297375,13.9338875,12.8342875,99.1826375,57.774075,0,289.4433,10.955265,0.166586875,0.1655515,0.0324125,0.115284,0.000892024,0.0352096752,0
1,2.75,-0.3324632,-54.9116,-81.7598,-7.823025,0.4154912,0.0344,13.62074,12.60764,99.2177,40.33236,0,290.62825,9.7937615,0.1427512,0.170726,0.03358,0.1055364,0.000874944,0.025750424,0
1,3.25,-0.341209,-52.155,-19.8108,-4.906075,0.371548125,0.038835,13.3413425,12.2075025,99.1997175,45.85676,0,290.371325,10.59812,0.1772597,0.1769026,0.031265,0.0801425,0.000785064,0.0337057728,0
1,3.75,-0.336918,-51.118925,-20.2172,-6.5465,0.325271675,0.0326125,13.27516,12.143105,99.1771375,58.965915,0,294.29925,10.9873,0.16450405,0.189898675,0.0350575,0.0917304,0.00084672,0.0277870656,0
1,4.25,-0.38873525,-51.248525,-26.231775,-7.0797,0.368995975,0.0331525,12.9036225,11.777605,99.15774,44.526525,0,295.9426,10.22877,0.181352,0.13831175,0.038545,0.0895175,0.000783552,0.0272632696,0
1,4.75,-0.364955,-52.032,-30.2663,-12.4801,0.3279912,0.03336,12.59282,11.65446,99.15162,43.0306825,0,293.481975,10.01938675,0.1969878,0.1725802,0.03084,0.0905,0.000881220025,0.0328203512,0
1,5.25,-0.3199548,-53.727,-31.530075,-17.362,0.344691,0.03934,12.20954,11.50718,99.12672,49.3386225,0,295.499,10.31971,0.1926752,0.1701186,0.037,0.0833,0.000859996,0.0293983648,0
