DOY2,HR2,NEE,FC,SC,LE,SLE,H,SH,CO2,H2O,USTAR,WS,T_SONIC,TA,RH,PA,TS_1_1_1,PPFD_IN,SW_IN,NETRAD,FCH4,SCH4,CH4,TA_1_1_2
1,0.25,13.2422354,11.6814398,43.288024,46.3580643999999,34.8302542999998,3.39844590000001,8.931906,463.93866999868,48.06379755,0.39527125,2.503334,30.48651925,26.6234,100,99.583722,25.1251603987343,0.2448,0.1758,-7.05688,228.012125,562.413875,3022.2305,27.7885116
1,0.75,23.574758775,24.907417225,17.668297925,111.2002105,17.8757827999999,7.182085775,7.958134,451.86624575884,48.3224078,0.268087524999999,2.425641425,30.1690722,26.2566,100,99.5255372,24.9662938336608,0.2406,0.184,-7.43762,129.87355,250.111,3212.327775,27.54647095
1,1.25,24.0960128,22.2276476,18.73217495,39.266079625,20.0632060499999,11.32380525,8.18454639999999,476.83504783876,48.8734771,0.3293355,2.38707675,29.85396725,25.95465,100,99.514918,24.9385199802751,0.234775,0.19685,-8.3074225,273.9885,443.566225,3273.63785,26.96355995
1,1.75,35.86391525,13.34886635,32.616467775,26.5976912,37.529555375,12.47702405,6.5206036,511.65431551834,46.9380692,0.336994474999999,2.27453795,29.648056125,25.73485,100,99.483478225,24.9384836412319,0.234775,0.187325,-6.98071,247.973075,316.4901,3270.93465,26.829957
1,2.25,23.729012,17.004379775,17.45380045,26.63973745,15.6951456,4.185607,5.70946365,454.94583080488,48.1953168,0.305565724999999,2.25730085,29.594143,25.49985,100,99.459948375,24.8855094345717,0.23155,0.19065,-6.6167525,221.95765,361.0024,3479.318225,26.7805465
1,2.75,18.2425245,9.460037,49.127307625,7.8625225,56.92101675,3.33128674999998,8.775136,514.70695366612,48.9976663,0.267004475,2.09542255,29.50639625,25.255,100,99.44857395,24.8407118992127,0.230775,0.19565,-4.50947250000001,130.5622,347.825,3162.878,26.6561785
1,3.25,36.47936015,17.5193421,31.84614695,11.81105905,34.5653564999998,8.55370740000001,6.8035128,533.71027978906,48.4198923,0.2831181,2.1480028,29.3799297,25.05715,100,99.4218184,24.810404364029,0.230775,0.1971,-5.495495,101.9752,269.265125,3281.884325,26.4806335
1,3.75,20.248756675,18.254186725,81.94329345,26.53670345,38.1472328000002,10.5232714,9.35068955,497.49637394092,42.4755828,0.28951965,2.3796998,29.16821145,24.935875,100,99.4095862,24.8036429824841,0.230775,0.19855,-3.725535,104.57325,978.62825,3343.178425,26.3154255
1,4.25,36.05458235,16.467329425,25.83473925,14.161265,37.559403875,6.65101822499999,11.77120645,523.37292696052,42.7677098,0.2902005,1.97848395,28.99855485,24.75535,100,99.4212093,24.8478969785377,0.22855,0.205425,-2.51801,336.6414,234.723075,3331.037875,26.410276675
1,4.75,14.63963975,24.697632625,43.68227515,45.5454729,27.237636525,7.0053553,13.622725125,544.07149902835,42.428400625,0.365008425,2.29821315,29.023447925,24.85895,100,99.436777175,25.0766288333957,0.227,0.210775,-2.1218425,273.6114,449.8245,3231.0805,26.218531625
1,5.25,20.74915225,43.5584414249999,31.984724375,27.927534975,44.0472164000001,7.04678690000001,16.7472234,491.31176774629,41.86749895,0.3069845,2.024864375,29.160119375,24.662375,100,99.457070425,25.0310304860372,0.240325,0.212,-2.434745,233.0082,490.70795,3671.129,26.4267612
1,5.75,40.42328605,24.4887783,26.54210665,151.1248988,22.927479925,4.32731044999999,17.08466575,505.34403033478,41.634121525,0.27575475,1.782683625,28.8690725,24.73125,100,99.511972275,25.2008356829865,8.42425,3.3945,-1.6553525,280.2225,395.153,3406.779,26.34863355
1,6.25,27.639549825,31.128498725,28.5711631,16.56669435,26.583410125,6.306957,15.7275966,505.4982816757,39.29150875,0.2555774,2.2068586,28.937733,24.850625,100,99.539730825,25.0618278251326,87.6275,40.1175,5.810725,221.91915,331.3782,3274.9815,26.6120104
1,6.75,34.36878865,34.5705254,22.5694559499999,37.4944916,90.59162515,5.065296,19.799595,491.833323072475,45.8629508,0.286711775,1.926963775,28.948675575,25.118575,100,99.577352375,25.202964609697,290.255,138.675,56.342675,217.76885,1027.9872,3367.980775,26.681919125
1,7.25,30.476378175,29.4209095,9.19340979999999,142.84334675,37.02045765,33.139843625,28.579415,535.21129561396,47.798316,0.3171507,2.09252855,29.31864925,25.453075,100,99.622927625,25.1714797281729,530.3275,231.045,153.93575,249.461,182.86405,3614.777825,27.0114721
1,7.75,19.9713525,24.28604405,16.36591555,168.63347355,42.651845425,44.787246,27.283084275,552.68076809884,49.31564,0.3758826,2.2096957,30.345719075,26.49265,100,99.651001225,25.2727916275104,739.085,326.0725,237.6855,557.66225,63.3464749999999,3086.094275,27.9102635
1,8.25,23.005926325,33.98202825,4.11902300000001,224.92325925,42.6084031,74.4929847,35.74723765,488.122258676575,49.992221125,0.36373625,2.15261765,31.4813192,27.5662,100,99.69041975,25.5173180155356,1007.65,442.705,342.669,493.2668,41.9784,2856.4562,28.756116975
1,8.75,0.676406750000004,31.8131956,1.539696125,261.55213145,153.4841453,126.019967175,31.77349675,509.30882365705,48.9137885,0.47046395,2.3750775,32.4577451,28.58455,100,99.7211712,25.9783234289122,1256.425,540.5825,454.6145,313.5476,31.5935,2877.0063,29.821231225
1,9.25,-8.0768393,-2.50452730000001,41.735171125,265.6106915,37.7572689,99.9299412000001,23.632778625,505.24827822085,49.24340025,0.417780175,2.3884832,33.093732425,29.5295,100,99.732079325,26.2309911156591,1478.575,641.7175,567.97625,133.8284,28.70395,2792.0898,30.5802765
1,9.75,-5.54361585000001,-2.14739305,3.55189414999999,363.02850375,46.27890225,85.1103208,23.7318083,521.912294591335,49.917435875,0.52396475,2.477446,33.5731814,30.14575,99.863425,99.7499821,26.48410569532,1631.175,691.7925,592.0935,108.2627,17.851,2779.852,31.18434645
1,10.25,6.18922349999997,-7.71754185,54.0603360000001,388.8496236,44.95883475,95.2161886000001,25.20556125,466.43331418375,49.8403525,0.48445575,2.16554075,33.913215875,30.5356,100,99.744586,26.4963478937235,1796.4,761.6275,666.50475,110.30875,12.125225,2615.73915,31.6651775
1,10.75,-8.20443600000001,-5.97193630000001,5.43152694999999,386.03818045,49.204935925,98.973423,24.73104365,439.224265226515,49.3889085,0.473296749999999,2.3957754,34.20123005,31.05275,100,99.744371375,26.5631612837591,1915.4,822.85,715.661,142.887475,17.43155,2606.336175,31.92790425
1,11.25,-12.061043325,-11.778633325,7.803617,433.095807775,62.0887471249999,144.7961781,21.884238525,434.52557958868,49.3686742,0.4913332,2.6406054,34.50331225,31.2853,100,99.708017125,26.6275735908459,2002.35,832,719.675,108.3875,25.759125,2339.482,32.223867075
1,11.75,-9.729200125,-8.3449775,20.1940572749999,358.890436425,58.1228582,108.04010365,24.8831312,452.7189206272,49.4051706,0.49805705,2.793885025,34.68450035,31.573375,100,99.675139125,26.7891939981971,2067.725,856.475,742.522,128.602275,76.093,2261.9509,32.592335975
1,12.25,-14.503633475,-8.195238775,4.080230025,655.973039375,113.0519292,187.225101375,27.1416832,445.32064675423,49.4950754,0.55672455,2.83191425,34.9079193,31.786,99.73995,99.6261524,26.9068350785391,2050.4,855.9,747.20425,143.7175,15.179475,2218.71385,32.884572975
1,12.75,-13.9870712,-9.3138672,11.6400265,473.1894285,41.345668775,168.331163025,24.826502,428.65928138251,49.61699635,0.604649199999999,2.7831754,35.1824511,31.9262,98.7968,99.547819575,27.0525654660885,2028.075,840.6,736.482,126.50325,20.163025,2143.130825,33.0811909
1,13.25,-8.614959325,-8.529457025,3.457044375,451.7244748,94.027262625,130.141314675,31.010076225,459.27742353442,49.1355008,0.6501471,3.2444488,35.206703625,31.9776,99.9358,99.4699019,27.1368057468425,2005.05,838,749.458,105.94825,36.1238,2113.56925,33.18320825
1,13.75,-10.7331448,-8.15754540000001,3.2307582,503.5875012,117.461748775,131.6917445,26.9454055,467.05759745872,49.3333423,0.64826145,3.23701625,35.18715165,32.033,100,99.44860705,27.2210460275966,1896.6,819.8,756.938,115.46925,40.9154999999999,2083.69225,33.212374
1,14.25,0.459270149999989,-3.264986625,7.55521040000001,410.573379,65.94861465,87.689170875,23.131733875,443.04846755305,48.86203725,0.6614139,2.70592,35.2825504,32.243,100,99.421611725,27.1680667953241,1908.425,758.18,648.062,101.525,13.17865,2089.198,33.217343225
1,14.75,-1.350156,-1.03442685000001,3.380448,389.0318567,143.2723224,83.1041686,18.6500895,494.72889594778,49.72407965,0.5758205,3.2094165,35.2775045,32.414525,100,99.390669025,27.1193786628313,1567.6,690.48,581.62925,77.2785,34.291525,2103.74225,33.2641259
1,15.25,4.7907475,-0.86170725,16.0831205,397.4728382,65.7854426,108.326425025,16.668518,448.841849592115,49.81621385,0.5456845,2.6055603,35.522894525,32.540275,100,99.354284275,26.9799786139211,1375.4,622.195,524.893,69.9936,30.7595,2121.1306,33.092725525
1,15.75,0.894496,2.25659375,3.0700995,308.4976785,79.72526875,75.732209775,18.757449,417.6941794204,49.7860497,0.4946267,3.285529,35.402788125,32.4567,100,99.3323752,26.8839001166798,1130.775,484.9275,395.87975,204.559425,46.767875,2129.5401,33.2125871
