DOY2,HR2,T_CANOPY_1_1_1,CO2_1_1_1,FC_1_1_1,H2O_1_1_1,G,H,LE,PA_1_1_1,RH_1_1_1,T_SONIC_1_1_1,T_SONIC_SIGMA_1_1_1,TA_1_1_1,NETRAD,LW_IN_1_1_1,LW_OUT_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,TS_1,TAU_1_1_1,U_SIGMA_1_1_1,USTAR_1_1_1,V_SIGMA_1_1_1,W_SIGMA,WS_1_1_1,NEE
1,0.25,6.207365175,333.4105,2.417525,8.811098,-4.864491290625,-34.1513725,-19.63634,100.28859470599,69.8978,6.2945,0.0701384575,6.207365175,-68.254635,237.619125959162,320.625532451699,0.1197844,0.1334952725,12.7218249166667,-0.2156268,0.120109,0.0256493675,0.0959159,0.02278133,0.04372599,2.417525
1,0.75,5.796153,331.02035,2.17902775,8.7802095,-4.67663869,-29.752025,-20.595575,100.24055470599,69.71636,6.00260000000004,0.05654176,5.796153,-63.67983,235.512340463319,320.123372359675,0.1197844,0.104360985,12.579365,-0.2042184,0.106138475,0.02506524,0.113093,0.0213406,0.043045925,2.17902775
1,1.25,5.558880375,331.001025,1.97314,8.74354225,-5.5751687075,-35.05586,-16.2470125,100.21170470599,69.375465,5.62177500000003,0.05874673,5.558880375,-63.389034,235.412069674848,318.562677889716,0.089349365,0.1514576,12.437715,-0.18709325,0.10837375,0.0220469,0.104648675,0.020766545,0.04402263,1.97314
1,1.75,5.391906625,334.879,2.2993225,8.679679,-5.54596992,-35.929,-18.513885,100.21734720599,69.95752,5.26735000000004,0.052901755,5.391906625,-60.5322515,235.933538504566,316.40336466718,0.05891433,0.050255928,12.3169138333333,-0.153857375,0.11000475,0.0221262875,0.10217605,0.0211701625,0.06017476,2.2993225
1,2.25,4.915291325,328.502,2.37372625,8.5559895,-5.963780109,-37.8409775,-18.6332325,100.23499970599,69.85216,5.01675000000002,0.0624581,4.915291325,-64.380016,235.861266690837,314.741343546048,0.028479295,0.0995357515,12.185012,-0.1641554,0.1162004,0.0235947,0.1272295,0.0215642,0.061429625,2.37372625
1,2.75,4.585806,334.3984,1.8441175,8.45662,-6.449239065,-33.621895,-18.43194,100.212304367696,70.7596,4.68840000000002,0.042295,4.585806,-64.420573,234.595805728355,314.564400060382,0.0727278555,0.13059825,12.055981,-0.1439153,0.1160677,0.01858054,0.1080782,0.02207096,0.080016035,1.8441175
1,3.25,4.399981,331.992375,2.2876725,8.285474,-6.68625552,-38.34028,-14.398765,100.26655470599,71.3934325,4.57370000000001,0.0620035,4.399981,-65.0234845,232.597316067193,313.31989101053,0.23725766,0.09583066225,11.9834003333333,-0.140226,0.0958228,0.0239083,0.10313845,0.0202755,0.0663240275,2.2876725
1,3.75,4.28783,332.75265,1.84409625,8.274775,-7.01089262333333,-34.0979675,-17.892455,100.27751470599,73.427825,4.19392500000002,0.056920565,4.28783,-65.2110095,233.095436907893,312.091856890689,0.116633975,0.2002645075,11.8706018333333,-0.1296382,0.1149479,0.02220858,0.1066155,0.0216888675,0.06421178,1.84409625
1,4.25,3.94960365,332.9686,2.149769,8.12999575,-7.36727868,-36.2004575,-14.6035,100.31116470599,72.75876,3.78800000000001,0.068589465,3.94960365,-64.2290475,234.503080643068,312.880346455373,0.0249246605,0.148985815,11.8021205,-0.13150735,0.11927035,0.020590665,0.1105375,0.0213064,0.0959858,2.149769
1,4.75,3.6336405,335.73205,2.0522065,8.066944,-7.62591249833333,-34.240535,-16.22297,100.32899970599,69.25408,3.73162500000003,0.07206776,3.6336405,-62.7626125,232.409474357512,311.337776040591,0.03707766825,0.14032526275,11.708827,-0.137748825,0.103627175,0.0252583025,0.115757125,0.0214813125,0.06637667,2.0522065
1,5.25,3.5542933,334.3802,2.471824,7.6413295,-7.82315162833333,-30.23494,-10.14466,100.34831970599,67.76455,3.73280000000005,0.0589676,3.5542933,-61.3076065,233.186708068573,310.970123362019,0.01640683,0.086918936,11.6043591666667,-0.12634325,0.091735805,0.0217511,0.113360075,0.02129575,0.048463265,2.471824
1,5.75,3.603976725,330.221375,1.4389052,7.95424575,-8.13241871666667,-38.3490325,-18.2273375,100.36362970599,69.6146,3.71900000000002,0.06750998,3.603976725,-53.4532005,236.048888101062,311.982164331795,0.23041215,0.32818844,11.506536,-0.15492575,0.120598475,0.02496334,0.1238498,0.0220667325,0.0662690625,1.4389052
1,6.25,3.7542684,330.960775,0.7053335,8.203117,-8.26249988333333,-27.3038875,-14.32254,100.37600970599,69.7387775,4.07240000000005,0.0719126425,3.7542684,-39.9094005,236.23117796909,313.36508660688,4.3798336,0.91352886,11.391793,-0.1619868,0.116430925,0.025386,0.118118375,0.022741745,0.04541031,0.7053335
1,6.75,5.3907418,331.9147,0.2634707,8.4340775,-8.53160671666667,-28.711115,-23.29249,100.341563509841,74.52571,5.41245000000005,0.077616,5.3907418,-23.371026,230.60450413254,324.072022669681,13.413018,2.0456266,11.3022266666667,-0.1814765,0.124879,0.0237547975,0.1207028,0.0360800675,0.070285295,0.2634707
1,7.25,8.1895202,331.555,-2.4380275,8.92772075,-8.68097971666667,-12.33595,-20.8117,100.338679582043,71.8519,8.55840000000005,0.1032047825,8.1895202,-4.080688775,229.91058566029,344.946217537787,26.02110725,4.168393875,11.2402279166667,-0.16029875,0.15896355,0.040738365,0.155528125,0.09345295,0.068482935,-2.4380275
1,7.75,9.6591126,323.0195,-3.2900175,9.14104475,-8.76028539166667,-8.538495,-5.718657,100.298194477194,70.8879,10.808775,0.10920408,9.6591126,6.626854675,232.072796491613,362.65222270111,33.0757585,5.05490435,11.2826465833333,-0.228779625,0.21821685,0.06434498,0.2317308,0.126477075,0.13327415,-3.2900175
1,8.25,10.7137205,329.472675,-5.04530875,9.3442,-8.35234129166667,6.9589125,-14.587575,100.25619220599,64.3543725,12.4124,0.1377635,10.7137205,21.56411225,231.874208232817,371.84341042189,48.5834755,7.035006825,11.3222874166667,-0.2566396,0.2887904,0.06621118,0.30570965,0.1581955,0.1965158,-5.04530875
1,8.75,11.363831,327.61,-5.2882445,8.824048,-7.86845905,7.9066365,-1.5543345,100.208665095645,59.08828,13.060575,0.193895,11.363831,36.316888,232.556884345366,375.853749791129,72.399545,10.37198375,11.296946,-0.2726655,0.42824,0.0839594775,0.414531025,0.193744,0.388510025,-5.2882445
1,9.25,12.172332,328.449,-6.9707735,8.528426,-7.22379516666667,21.912585,9.141584,100.15355970599,54.6761825,13.927,0.202049,12.172332,43.597995,236.447802871328,383.721333629203,87.6034,13.1333625,11.48283,-0.291785925,0.440011775,0.11521105,0.45910895,0.21205155,0.384949475,-6.9707735
1,9.75,12.778662,331.3066,-6.677926,8.17616375,-6.48741216666667,30.1109025,15.84958,100.12733470599,50.21088,14.313375,0.2653284,12.778662,63.36731,238.612074131686,384.487979434924,115.415175,16.1456925,11.6722416666667,-0.3563607,0.5072102,0.137813,0.55480325,0.2284651,0.4749266,-6.677926
1,10.25,13.047922,332.297375,-6.9080525,8.099434,-5.71115316666667,28.293845,12.95598325,100.14665970599,49.86715,14.4635,0.2330389,13.047922,56.98436,244.392566940315,387.655279307741,103.9194,16.5450825,11.7494816666667,-0.439111875,0.602838,0.131142375,0.60814375,0.25464275,0.324356375,-6.9080525
1,10.75,12.563978,332.06435,-7.3340365,8.320544,-4.68014261666667,27.9988325,11.04371875,100.168285338295,47.8867875,13.5915,0.3152162,12.563978,57.5911315,247.607348183897,386.053316993046,137.70973,19.37123725,11.966067,-0.418798475,0.611264275,0.140099,0.628469175,0.264753925,0.49373495,-7.3340365
1,11.25,13.05881125,332.417625,-8.045296,8.3740815,-3.79560595,32.043195,16.6433975,100.14988970599,46.967265,14.2011,0.300964,13.05881125,68.91188825,249.470875680974,389.806493481733,151.349475,22.78367325,12.1004015833333,-0.428543,0.6474434,0.18587725,0.61273405,0.265082,0.48108035,-8.045296
1,11.75,13.588418,332.5,-8.03286125,8.1053575,-3.093612275,37.24756,14.74276,100.13911220599,44.9626,14.8836,0.372975,13.588418,111.01401,251.317252546455,391.998426334492,188.35082,28.444985,12.1974683333333,-0.500298675,0.6426196,0.188717975,0.707638,0.296642975,0.500169675,-8.03286125
1,12.25,13.51031325,332.59605,-8.52734875,8.24389,-2.31945203133333,49.9289225,20.771895,100.12556220599,45.162025,14.906625,0.33763575,13.51031325,108.27873,252.398084780698,388.149704724127,173.5258025,26.4752645,12.2097181666667,-0.49023585,0.695089225,0.20449435,0.744481725,0.301233675,0.593531925,-8.52734875
1,12.75,13.521552,332.6634,-7.77159675,8.1359675,-1.94064682,42.61502,20.227,100.12424470599,43.64098,15.0999,0.27993595,13.521552,105.690035,251.261896419608,386.408181328211,157.82501,25.600999,12.4701761666667,-0.5122648,0.6982574,0.1980122,0.7700784,0.3101098,0.5787324,-7.77159675
1,13.25,13.70377625,332.3746,-8.31748925,8.477198,-1.47869593666667,46.92081,14.889865,100.10612470599,46.68056,14.8124,0.300577325,13.70377625,107.33981,249.942148548229,387.409188731479,176.19962,26.072518,12.6006246666667,-0.5425495,0.67508895,0.2111235,0.686441075,0.296080225,0.86725605,-8.31748925
1,13.75,13.621476,332.206,-8.09836475,8.1421765,-1.14942706666667,49.13408,23.981975,100.09529970599,45.840905,15.272275,0.37888115,13.621476,126.798805,251.784882807668,390.3187880025,181.90978,26.719905,12.741004,-0.531916,0.704533475,0.18944025,0.78582825,0.29199445,0.836607525,-8.09836475
1,14.25,13.8021695,331.54175,-7.3325675,8.313405,-0.903537216666667,55.7670875,28.1533425,100.07986970599,44.8723,15.1635,0.34160855,13.8021695,122.812125,252.193471921348,391.705413143824,201.01678,32.302234,12.9003363333333,-0.52572355,0.71182195,0.19841495,0.73150845,0.3107537,0.8619294,-7.3325675
