DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,TS_2,WS,G_1,G_2,G_3,G_4,SG_1,SG_2,CO2
1,0.25,0.0879,0.00967289,-1.117203926,0,-22.179,-0.518,75.4417,0.07735,99.195,0.685866667,-1.47053,0,-0.747366667,0.2463,-7.634,-7.37567,-7.93367,-9.043333333,-7.305,-8.387125,445.615
1,0.75,0.0920497,-0.118157,-0.702521557,0,-22.438,-0.533,75.2077,0.073,99.173333335,0.781933333,-1.467633333,0,-0.775,0.15777,-7.88586,-7.132,-7.80373,-8.84069,-7.552275,-8.09238,445.93
1,1.25,0.226186,-0.0992139,-1.22932,0,-22.493,-0.493,75.6897,0.073,99.17665,0.604167,-1.404433333,0,-0.749,0.1803642795,-7.93987,-7.21347,-8.13733,-9.032666667,-7.691015,-8.09595,446.51
1,1.75,0.117988,0.0806550125,0.083,0,-22.202,-0.504,75.8145,0.0758,99.16,0.47195,-1.248385,0,-0.7545,0.19034,-8.13,-7.263735,-8.208665,-9.1446683335,-7.785125,-8.29125,445.35
1,2.25,0.0921,0.1142175,-1.0979895945,0,-22.087,-0.496966667,75.5613,0.0813,99.1,0.465233,-1.09983,0,-0.751,0.211299881,-8.284,-7.339,-8.258,-9.275333333,-7.9222,-8.422835,445.7125
1,2.75,0.0982665,0.0211,-1.464750824,0,-22.0665,-0.492,75.54315,0.08005,99.1,0.6844335,-1.397985,0,-0.7165,0.157564943,-8.3286683335,-7.405065,-8.2975,-9.1811666665,-7.8103,-8.338915,447.48
1,3.25,0.3178329075,-0.0998,-1.268306259,0,-22.171,-0.508,75.4247,0.0803,99.1,0.725,-1.24197,0,-0.737,0.1585685,-8.172333333,-7.4156,-8.262,-8.92567,-7.795515,-8.339,447.4315
1,3.75,0.1301675,-0.1270505,-1.202870607,0,-22.524,-0.504,75.529,0.0709,99.1,0.5930835,-1.30187,0,-0.739,0.17175284,-8.092,-7.4634,-8.37433,-9.061,-7.87795,-8.3982,446.135
1,4.25,0.131407,0.000400000000000001,-0.303962,0,-22.259,-0.502,75.9323,0.0782,99.12,0.512567,-1.42937,0,-0.72,0.185161,-8.09033,-7.5218,-8.35567,-9.19467,-7.95738,-8.322715,446.73
1,4.75,0.169699,-0.128089,-1.1568824625,0,-21.973,-0.496,75.897,0.0758,99.1433,0.585,-1.41097,0,-0.741666667,0.19976,-8.20767,-7.58017,-8.358,-9.178,-7.93215,-8.33,446.3795
1,5.25,0.0783,0.164686,0.109977566,0,-21.4395,-0.492,75.77665,0.08335,99.1227,0.6297833335,-1.3098,0,-0.744883333,0.17662,-8.29833,-7.50235,-8.2883316665,-9.0670016665,-7.301625,-8.3122575,447
1,5.75,0.0925,0.0222,-0.617762,0,-21.122,-0.5005,75.88815,0.0742,99.10015,0.4944335,-1.2007,0,-0.781,0.189853815,-8.339665,-7.58538,-8.3118316665,-9.0549983335,-7.3517675,-8.3555825,446.045
1,6.25,0.287378,-0.1746544545,-2.19058,0,-21.5475,-0.4859666665,75.5343,0.0745,99.1,0.430567,-1.0043335,0,-0.7615,0.2247619615,-8.3725,-7.61285,-8.2705,-9.0405016665,-7.364590525,-8.3712,445
1,6.75,0.2168190995,0.0551,-0.800834,0,-21.679666665,-0.4888666665,75.196333335,0.08745,99.186333335,0.452683,-0.8659165,0,-0.723,0.270922,-8.3525,-7.6868166665,-8.323,-9.11,-7.52298901,-8.4459758335,445.573
1,7.25,0.16366,0.215748,-1.21134,0,-21.801,-0.51,75.1953,0.0819,99.13,0.471567,-1.14137,0,-0.732,0.22845,-8.24867,-7.6337,-8.32467,-9.131,-7.696035,-8.5175,445.59
1,7.75,0.2093405,0.211392,-1.99336,0,-22.324,-0.517,75.315,0.0894,99.16666667,0.45815,-1.15463,0,-0.723133333,0.2010827725,-8.40967,-7.594366667,-8.256,-9.23167,-7.75482,-8.63415,445.71
1,8.25,0.1284905,0.123481,-0.757412,0,-22.393,-0.512,75.163,0.0764,99.14333333,0.448,-1.07553,0,-0.7,0.2299305,-8.47267,-7.66847,-8.25267,-9.15867,-7.72115,-8.715066667,445.69
1,8.75,0.1547305,0.0173223,-0.64898523,0,-21.787,-0.4935,75.24885,0.0815,99.1977,0.394383,-1.114615,0,-0.7155,0.22722,-8.5105,-7.618085,-8.1830016665,-9.1005,-7.5929908335,-8.766585001,447.595
1,9.25,0.289161434,0.0733,-1.7451,0,-22.143,-0.487,75.204,0.08565245,99.1935,0.635567,-1.1116,0.0337102,-0.724,0.224487859,-8.60233,-7.67923,-8.211333333,-9.14633,-8.011785,-8.71833,447.28
1,9.75,0.154269,0.00431,-0.843074,0,-21.804,-0.463,75.1037,0.0732,99.2,1.45973,-1.46413,0.579727,-0.722,0.160501681,-8.55033,-7.7866,-8.267,-9.14367,-7.99872,-8.784833334,446.915
1,10.25,0.0671,0.0555,-0.649658,1.232283333,-21.890333335,-0.464,75.09935,0.0743214,99.21305,3.7385333335,-3.0099,3.749125,-0.754,0.212338041,-8.581335,-7.939915,-8.2480016665,-9.249835,-8.068875,-8.7781175,446.303
1,10.75,0.160823,0.183965,-1.517755,4.1515516665,-21.55,-0.5102,74.97535,0.08065,99.2185,8.66835,-4.965315,9.677538,-0.729,0.251307284,-8.62783,-7.95083,-8.2098333335,-9.269,-8.0197675,-8.7293508345,447.601
1,11.25,0.186505,-0.1270086,-2.78141,11.588,-21.186,-0.542,75.19785,0.0784,99.22725,19.0052,-6.9932,20.216233335,-0.7855,0.218804,-8.562665,-7.898415,-8.1514983335,-9.268,-8.0273325,-8.7557325,447.555
1,11.75,0.1470482195,0.01792,-1.77324,18.9512,-19.747,-0.5955,74.6277,0.0780396,99.23695,31.031833335,-10.5815,31.56839,-0.852,0.31744,-8.550665,-7.80008,-8.119665,-9.287,-8.0063675,-8.81229,446.08
1,12.25,0.115432,0.1227215,-1.598145,25.4625,-19.3785,-0.6075,74.58535,0.07155,99.278983335,38.98235,-12.0479,43.24595,-0.845,0.3054125,-8.395165,-7.738685,-8.0362483335,-9.273,-7.90424,-8.81854,446.66
1,12.75,0.147963,0.0858,-1.87485,31.96185,-18.7475,-0.5675,73.803166665,0.0775,99.26055,45.300983335,-13.346683335,48.63785,-0.8505,0.42155,-8.43217,-7.67503,-7.9666316665,-9.285,-7.9253425,-8.87739,447.062
1,13.25,0.1761685,0.0582657,-1.98788,30.9273,-18.8445,-0.592,73.73,0.0865,99.23745,47.5113,-12.10035,51.359118335,-0.838,0.5006985,-8.1326283335,-7.705765,-8.0324816665,-9.38867,-8.0658433335,-8.9595,446.54
1,13.75,0.110248,0.0522,-1.55061,25.0277,-18.65,-0.54,73.0163,0.0773,99.3,41.8977,-10.8737,44.7518,-0.819,0.434566,-8.178333333,-7.66303,-8.07093,-9.43867,-8.016716667,-8.987,446
1,14.25,0.150795641,-0.02035,-1.656231072,20.542,-18.303,-0.509,72.748,0.08135,99.3,34.0833,-8.4782,36.2104,-0.773,0.536537,-8.21167,-7.659666667,-8.11167,-9.439,-7.939166667,-9.019065,445.585
1,14.75,0.151571,-0.186229,-2.01399,12.248,-18.528,-0.479,74.1577,0.0773,99.2478,21.153,-6.57583,25.0493,-0.717166667,0.4299,-7.877233333,-7.6671,-8.08533,-9.367,-7.873005228,-8.9318,444.508
1,15.25,0.078,-0.00781,-1.07927,5.67098,-18.813,-0.447,74.647833335,0.0729,99.22625,11.35365,-3.5601833335,13.805132165,-0.6775,0.32405,-7.8261833335,-7.6968483335,-8.099835,-9.2688333335,-7.809991667,-8.921335,444.475
1,15.75,0.119836,-0.0741523,-1.947157362,1.829035,-19.799,-0.434,74.852016665,0.0797,99.23265,4.239485,-2.06915,5.825395,-0.676,0.283740235,-7.79855,-7.6949683335,-8.0775016665,-9.270335,-7.793008334,-8.92094,443.83
1,16.25,0.0902,-0.165464,-2.09965,0.07278335,-20.322,-0.419,74.4205,0.0733,99.24775,1.4021816665,-0.7485165,1.4384473335,-0.675,0.232612,-7.73445,-7.691765,-8.07417,-9.214665,-7.741091667,-8.9377525,444.21
1,16.75,0.202408,-0.332131,-2.49362,0,-20.731,-0.4055,74.15815,0.0755,99.2033,0.447867,-0.3764666665,0.0834048,-0.682,0.18553,-7.7279333335,-7.6738333335,-8.101265,-9.1775,-7.9359,-8.9434325,446.03
1,17.25,0.1036235,-0.199393,-1.622504264,0,-20.558166665,-0.416,74.459,0.0781,99.2,0.180667,-0.6430835,0,-0.6935,0.1987411065,-7.68795,-7.7355,-8.114335,-9.2053333335,-7.916714727,-8.9441,445.54
1,17.75,0.0867715,-0.15643,-1.693932643,0,-21.363,-0.423,74.51735,0.08109995,99.2867,0.3138835,-0.633067,0,-0.7135,0.1495770085,-7.6782516665,-7.79212,-8.12717,-9.199,-7.7966258335,-8.95175,446.59
