DOY2,HR2,USTAR_1_1_1,TA_1_1_1,WS_1_1_1,FC_1_1_1,H_1_1_1,LE_1_1_1,G_2_1_1,TS_2_1_1,RH_1_1_1,PA_1_1_1,CO2_1_1_1,VPD_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,H2O_1_1_1,PPFD_DIF_1_1_1,T_SONIC_1_2_1,TA_1_2_1,TA_1_3_1,RH_1_2_1,RH_1_3_1,CO2_1_2_1,H2O_1_2_1,SW_IN_1_2_1,SW_OUT_1_2_1,LW_IN_1_2_1,LW_OUT_1_2_1,U_SIGMA_1_2_1,V_SIGMA_1_2_1,W_SIGMA_1_2_1,T_SONIC_SIGMA_1_2_1,T_SONIC_1_1_1,T_SONIC_SIGMA_1_1_1,PPFD_IN_1_1_2,TA_1_1_2,RH_1_1_2,WS_1_1_2,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_2_1_1,CO2_2_1_1,H2O_2_1_1,LW_BC_IN_1_1_1,LW_BC_OUT_1_1_1,PPFD_BC_IN_1_1_1,TA_2_1_1,G_2_1_2,U_SIGMA_2_1_1,V_SIGMA_2_1_1,W_SIGMA_2_1_1,T_SONIC_SIGMA_2_1_1,WS_1_2_1,WS_2_1_1
1,0.5,0.329064,-5.92667,2.89,0.11465275,-32.47,-2.37486,-9.67675,1.1007525,67.367,97.98305,395.74,0.5,-74.70825,0,-1.4467875,0.0805,236.61875,287.35575,2.730665,0.307,-5.2388125,-4.8258425,-4.855815,72.44135,67.6205,418.7295,3.1643175,-1.72373,0.2434885,240.97375,287.56875,0.63411675,0.6823595,0.423267,0.0717985,-5.2142975,0.0623544,-0.086076325,-5.92166,71.1627,2.8379825,0.667153,0.690409,0.41501925,-5.187555,421.1485,3.4775125,270.0025,289.813,-0.16572,-5.4028,-13.57325,0.18059125,0.20795725,0.0768626,0.063141375,2.057325,0.3448915
1,1.5,0.3159195,-6.0275,2.888,0.1485,-33.495825,-2.799,-9.908,1.07818,68.89425,97.96,396.1195,0.4525,-72.6125,0,-1.562,0.086873025,237.28825,286.70525,2.67475,0.307,-5.70159,-5.2457475,-5.1525025,71.3054,68.913475,418.59775,3.0573925,-1.7629725,0.23044575,240.126,287.95875,0.624066,0.65165,0.39483225,0.0704899,-5.3539875,0.0619773,-0.094394125,-5.66554,70.3575,2.8126975,0.63753025,0.6430305,0.41520575,-5.14217,421.63875,3.434125,270.697,289.13025,-0.15851075,-5.5934175,-13.692175,0.1730565,0.20723175,0.079393275,0.064404275,2.0076825,0.3578065
1,2.5,0.296935,-6.2674975,2.87225,0.12725,-30.599725,-2.626,-9.988,1.06742,70.3275,97.947725,395.9045,0.4325,-72.789,0,-1.59575,0.0903798,234.7,286.129,2.69075,0.307,-5.9095525,-5.279275,-5.287095,73.681325,70.5625,418.802,3.14117,-1.8357775,0.217354,234.934,286.8345,0.61033175,0.6048695,0.3767075,0.0714775,-5.354375,0.0632595,-0.08181975,-5.49216,71.0596,2.6977425,0.620842,0.603599,0.3749445,-5.21228,421.63475,3.397285,269.8175,288.394,-0.1730755,-5.7267775,-13.9113,0.167664,0.189518,0.0736344,0.0610609,1.9348075,0.327909
1,3.5,0.284107,-6.3625,2.91709,0.1645,-32.63,-2.601,-10.223,1.06984,71.743225,97.941,395.769,0.39,-71.665,0,-1.6110475,0.078607375,235.7215,285.202,2.6475,0.307,-5.833905,-5.6593025,-5.548695,74.59745,72.3583,419.067,3.1726875,-1.79811,0.23317775,233.50525,285.5265,0.5896,0.60263675,0.36924025,0.06858675,-5.522315,0.061924,-0.06411405,-6.3328,72.98165,2.750435,0.59481325,0.6102765,0.3936855,-5.798885,421.5335,3.36514,266.7745,287.95225,-0.1658005,-5.8976525,-13.93515,0.1579655,0.190412,0.0739088,0.0664279,1.935995,0.347101
1,4.5,0.2904155,-6.49,2.893,0.0875,-30.75,-2.50968,-10.3075,1.04199,72.88965,97.92825,396.4625,0.35,-69.89,0,-1.497725,0.08387925,233.307,284.634,2.5953475,0.307,-5.9360125,-5.8501,-5.72228,76.098,73.3689,418.873,3.210895,-1.77687,0.2341645,232.6115,284.79725,0.544542,0.57639525,0.35628175,0.067388275,-5.57867,0.0616276,-0.0653628,-6.21692,73.6211,2.725225,0.55632425,0.583256,0.35832175,-5.81942,421.92625,3.360775,265.919,286.407,-0.168683,-6.1992225,-14.0273,0.152301,0.188962,0.0713464,0.0645175,1.90616,0.330852
1,5.5,0.281666,-6.6415,2.8525,0.137752,-32.155,-2.27175,-10.385775,1.03401,73.455,97.938425,396.66,0.3,-69.391,0,-1.5109725,0.07,233.6,283.9875,2.695,0.306,-6.25399,-5.9503325,-5.8980075,76.463,73.6737,419.13,3.16439,-1.7223575,0.239936,237.3705,284.9525,0.557572,0.590813,0.363748,0.0694819,-5.64606,0.059080325,-0.085657425,-6.16504,74.9592,2.706235,0.574873,0.5949845,0.363383,-6.012665,421.8455,3.3291125,266.0275,287.09775,-0.1587545,-6.2880275,-14.35045,0.1647045,0.193707,0.07465365,0.06603045,1.944745,0.3176805
1,6.5,0.2824625,-6.7337475,2.86599,0.146803,-28.7925,-2.5372025,-10.482675,1.02409,73.998325,97.944625,396.9475,0.29,-69.81425,0,-1.484725,0.08027545,234.272,283.145,2.6945,0.306,-6.595755,-6.0711775,-5.9660425,77.8883,74.44265,419.704,3.1287425,-1.6892625,0.20738025,235.3335,283.4955,0.560883,0.581046,0.358492,0.068879,-5.84607,0.06020485,-0.08955545,-6.1651,74.05485,2.656245,0.5485025,0.6011685,0.381986,-6.45878,422.6945,3.32795,262.81175,286.2355,-0.1571305,-6.8097,-14.1174,0.1485875,0.182634,0.0704218,0.06875665,1.89518,0.3206945
1,7.5,0.27502025,-6.975,2.77305,0.12575,-30.286175,-2.4955,-10.59975,1.01,74.603525,97.9755,397.3475,0.3,-69.24125,0,-1.18125,0.09339215,232.613,282.075,2.655,0.315,-7.00865,-6.242855,-6.142065,78.257525,74.70475,419.5635,2.975745,-1.65565,0.22425175,236.131,282.64,0.582353,0.574645,0.351524,0.0732389,-6.2276775,0.06590655,-0.067890325,-6.28429,74.2114,2.51228,0.5419395,0.5480415,0.34998475,-6.608215,423.25,3.269795,263.769,287.051,-0.173601,-7.377475,-13.98655,0.15416975,0.17699975,0.073859875,0.06389775,1.824555,0.30892125
1,8.5,0.29229925,-7.12958,2.7780975,0.20890225,-25.779225,-1.992075,-10.6786,1.02,75.1035,98,397.503,0.28,-25.568,7.7257,6.59629,0.957674,234.323,282.3175,2.6348625,12.56375,-7.31035,-6.29686,-6.11787,78.49315,75.246675,419.486,3.07193,4.549095,0.75287275,233.257,282.056,0.5585195,0.5457115,0.3275915,0.06738575,-6.54986,0.062496825,10.075675,-6.60369,74.1762,2.398075,0.543838,0.531787,0.33343,-6.87306,423.27525,3.39824,262.001,286.326,2.3239475,-7.1781475,-13.74305,0.158569,0.181537,0.07419405,0.06827925,1.730175,0.3178095
1,9.5,0.370153,-6.995665,2.596,0.4215005,-5.288,-0.85094125,-10.65075,0.982,73.531,98.02975,397.94025,0.34,27.123,69.805,34.298,4.2528975,232.325,285.029,2.6505,67.9921,-6.636115,-5.87267,-5.78175,76.81615,74.7277,419.73525,3.103695,26.26,3.12602,231.2505,285.543,0.626772,0.6329285,0.407691,0.0870277,-6.4326525,0.0760638,57.86795,-7.0122625,71.1015,2.4166175,0.61788975,0.63119175,0.4171155,-5.9407175,422.78475,3.35865,263.752,290.973,14.189225,-6.4535275,-13.6373,0.18919425,0.21845275,0.093477675,0.08798895,1.70488,0.36130375
