DOY2,HR2,H,SH,LE,SLE,FC,SC,TAU,CO2,CO2_SIGMA,H2O,H2O_SIGMA,U_SIGMA,V_SIGMA,W_SIGMA,WS,USTAR,T_SONIC,T_SONIC_SIGMA,TA,RH,PA,VPD,TS_1_1_1,TS_1_2_1,TS_1_3_1,G_1_1_1,G_1_2_1,SW_IN,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT
1,0.25,-0.61219475,0.642273,1.919775,0.405452,0.2853175,0.0142,0.003905,398.05375,1.04079094,7.762755,0.089898413,0.76687625,0.70430775,0.24644775,3.77677,0.2121415,9.43998,0.64752025,8.005,57.78,85.9,7.2075644165,4.6835,4.34675,5.9095,-11.86682,-16.40648,-0.000940842,-0.029744,-49.55975,0.0017305485,-0.1206013
1,0.75,-2.871705,0.98983525,2.66661,0.4036395,0.348677,0.017,0.00538,398.20675,1.0676669,7.746695,0.08477292,0.8276165,0.68184525,0.2482535,3.73134,0.21709675,9.28961,0.631659,8.01575,57.07,85.9,7.01545,4.3485,3.83325,5.77525,-11.280625,-16.2919475,-0.00087869,-0.032613,-49.98675,0.0016853185,-0.12062
1,1.25,-2.704605,0.70345875,2.1738475,0.482932,0.3229195,0.0163,0.00475,398.16825,1.0195311375,7.7063125,0.0868521945,0.8083105,0.695857,0.2340425,3.849852327,0.22015135,8.96779,0.6558845,7.901,59.965,85.9,6.99410580475,4.218,3.62775,5.594,-11.3530225,-16.157315,-0.000671183,-0.033085,-50.11929267,0.0014296,-0.11707
1,1.75,-2.278745,0.87692625,2.05764,0.43619,0.28275775,0.011325,0.003305,398.26375,0.9418073025,7.69917233825,0.078547825,0.727598,0.6662445,0.22453525,3.75338,0.208294,8.78183,0.61632575,7.69275,61.2775,86,6.655,3.7915,3.42025,5.35975,-11.46905,-17.0105675,-0.00082937,-0.031412,-49.3405,0.001572826,-0.11709
1,2.25,-2.56728,0.96700075,2.04488,0.411701,0.341814,0.02095,0.0042025,398.15525,1.0380216675,7.791855,0.081510155,0.764814,0.69600375,0.230262,3.785774933,0.21185575,8.56918,0.647788,7.47175,60.975,86,6.590318917,3.47275,3.31675,5.1805,-11.66882,-16.40323,-0.0007983,-0.03332066,-49.841243505,0.0013738,-0.11236
1,2.75,-0.86488425,0.72016625,2.19431,0.636136,0.27323275,0.014425,0.00419,397.88425,0.96605915,7.7064075,0.07381745325,0.781737,0.7141805,0.246384,3.66155,0.22527475,8.41981,0.618275,7.36725,60.73,86,6.515925368,3.2875,3.22775,4.9855,-12.13625,-16.292335,-0.000791368,-0.029269,-46.872,0.0011814,-0.1205924
1,3.25,-2.38924,1.0643425,2.509835,0.417703,0.2817325,0.01295,0.005335,397.7455,1.0441424425,7.61654,0.0865760945,0.808367,0.71585,0.2470775,3.624237741,0.241479,8.22695,0.620347,7.38325,61.12,86,6.4194203215,3.053,3.0285,4.867,-12.3859725,-15.903775,-0.000833983,-0.026652,-47.2485,0.0010179995,-0.12415
1,3.75,-1.775370494,0.975567,2.36809,0.38656675,0.302546,0.0165,0.005305,397.82925,1.000690325,7.6001275,0.078546895,0.84345375,0.71230575,0.2554395,3.648009874,0.24658075,7.95249,0.593867,7.0985,60.67,86,6.14442630975,2.79375,2.8395,4.7305,-12.4065225,-16.90515,-0.001039524,-0.030222,-47.23427724,0.000804642,-0.11829
1,4.25,-1.8579625,0.62481975,1.872205,0.3858,0.270741,0.0136,0.00617,397.746,1.0396191,7.52951,0.0769595185,0.840902,0.730041,0.236239,3.46303,0.234759,7.91241,0.649749,7.08775,63.82,86,6.00911123625,2.5705,2.65275,4.553,-12.03554,-16.12475,-0.001201725,-0.030462,-46.69875,0.000738789,-0.11827
1,4.75,-1.59066,1.04522,1.6892625,0.48884925,0.24492175,0.0161,0.00671,397.5825,1.005142245,7.4736325,0.081860011,0.855632,0.730217,0.235626,3.29668,0.21407225,8.04922,0.62316,7.0335,61.61,85.9,5.9366,2.466,2.50275,4.45275,-13.166,-16.0345,-0.001268208,-0.033799,-49.168,0.00060382,-0.1241787
