DOY2,HR2,FC,LE,H,G_1_1_1,G_2_1_1,G_3_1_1,CO2,H2O,PA,T_SONIC,T_SONIC_SIGMA,TA_1_1_1,TA_1_1_2,TA_1_1_3,RH,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS
1,0.25,2.4835,30.627825,7.50451,2.36826524999999,3.38439324999999,1.0003975,446.171684745,8.4978125,91.5352,8.21977693942498,1.2990958451,6.2876975,8.12082500000001,8.7334,97.7748,0.0107249924999999,0,0,335.7083335,340.41,10.8667,4.229475,4.04154999999999,4.6049,4.69875,4.82875,5.94037499999999,0.974090250000001,2.431651,2.208228,1.31556025,4.724283207625
1,0.75,3.2765,33.895,12.77802,2.7768575,3.66524849999999,1.000711,447.37,8.405,91.52369,8.051699101025,1.136531755675,5.932915,8.2911675,8.8015,97.34325,0.0105919249999997,0,0,335.156667,339.341,11.2135,4.472875,4.0675,4.55125,4.689,4.84,5.988125,1.0004115,2.42506,2.35189075,1.280761,4.65825113159999
1,1.25,3.92,25.6845,19.9375705,2.6392825,4.20651999999999,1.00037875,447.38884932,8.28691,91.5258955,7.9734550785,1.0235910755,5.534721,8.2341,8.34975,97.34025,0,0,0,333.6525,339.62125,9.5565,4.35175,3.99525,4.4411,4.680075,4.8605,6.001025,0.925,2.320675,2.22103,1.220345,4.85175
1,1.75,5.59716000000001,26.266515,12.36810975,2.8577875,2.4554125,0.535330999999997,447.61021268,8.14446,91.5176,7.81656050645,1.4274445,5.0792225,7.885,8.54,97.17195,0.00870002999999978,0,0,334.353334,338.2,10.2608305,4.3221,3.90405,4.31,4.701375,4.881,5.95165,0.972364000000001,2.5661645,2.2728535,1.261676,4.9945226224
1,2.25,3.51075,20.4644979999999,11.10396025,3.93096999999998,2.51906599999999,0.300089999999983,447.61776053,7.928372623775,91.531488,7.0991276717,1.78868275,5.378273,7.55125,8.27,97.3172,0,0,0,335.25833,339.03,11.322,4.24915,3.93575,4.178175,4.7749,4.882,5.9587,0.9867445,2.553256,2.28521125,1.269204,4.892670150925
1,2.75,3.0124,33.67377773125,18.822804878,3.566125,3.038525,0,448.967685845,8.009663,91.5601405,7.623858,1.224607,5.93236,7.53422674999999,7.819,96.991,0,0,0,334.9028355,338.355,10.941,4.37025,3.747,4.101,4.765,4.89125,6.001625,0.97461,2.59292,2.246,1.141162,5.0064
1,3.25,3.6819,26.2751,9.77569,2.0669125,2.426325,0,447.98613625,7.8,91.5414795,7.31722225,1.307005,6.511475,7.1885,8.0011,97.36675,0,0,0,334.560002,338.41275,10.7245,4.25175,3.816,3.963,4.65625,4.89375,6.017875,1.024251734575,2.4584335,2.13612025,1.28871875,4.848897061025
1,3.75,5.13125,26.69659625,14.1768699999999,3.87871000000001,4.0680175,0,444.55589,8.21542875,91.5486,8.69722199999999,1.3441915,6.74434775,7.67334325,8.322625,97.34275,0,0,0,333.31083475,336.5245,10.3695,3.99955,3.97725,3.869825,4.6008,4.904,6.027,0.98525,2.43975775,2.01682,1.232,4.757783385
1,4.25,3.2962175,37.3434002499999,15.0973465,4.37657375,5.2323025,0.3627375,446.5486894625,8.38588,91.5548,7.81659999999999,1.09625,7.567654,7.52018,7.892,97.517025,0,0,0,331.09825,335.73875,10.91250125,4.104,3.978,3.761,4.55225,4.91,6.023875,1.003915,2.3651025,2.19725,1.213956,4.6445
1,4.75,2.963628,25.1989999999999,16.50712075,4.57825499999998,5.68442799999999,0.221891499999997,449.9775,8.591990987,91.560136,7.3375895,1.15456225,7.154095,7.546732,8.0468,97.6393,0,0,0,330.91,336.8,11.3955,4.089325,3.98884999999999,3.814,4.50375,4.91,5.979975,0.9475345,2.4132245,2.4195,1.145343,4.76096825755
