DOY2,HR2,USTAR_1_1_1,TA_1_1_1,WS_1_1_1,NEE_1_1_1,FC_1_1_1,SC_1_1_1,H_1_1_1,SH_1_1_1,LE_1_1_1,SLE_1_1_1,G_2_1_1,G_2_3_1,TS_2_1_1,TS_2_2_1,RH_1_1_1,PA_1_1_1,CO2_1_1_1,VPD_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,H2O_1_1_1,TS_2_3_1,G_3_1_1,TS_3_1_1,TS_3_2_1
1,8.75,0.489175541,2.8079075,5.655895273,1.396975,1.289375,0.02345,40.5158325,1.856387268,20.6597529025,0.38880961,-6.548614576,-8.0975,1.848,2.074,85.4814999,97.809023715,399.53,2.7221975,41.0975,312,155,24.78599205,257.66305,321.860475,5.9021503925,1.1525,-16.451,1.765775,2.1052
1,9.25,0.493330366,3.524350016,5.773816496,1.2332,1.12135,0.0227,61.988,2.269522242,25.758,0.573125647,-6.417,-8.0975,1.73725,2.0425,83.60725,97.803,399.52525,3.0435,92.13073387,483,238.775,42.117255915,261.35275,327.992858775,6.0215451785,1.1795,-16.20475,1.966625,2.38455
1,9.75,0.49664686875,4.64005351775,6.200414811,0.966455,0.94421506925,0.0144,87.0014,2.181493084,30.148,0.372838198,-6.13001457,-8.2175,1.7875,2.0135,81.598826415,97.83258486,398.961,3.4835025,146.075,642.8,318.254225,58.456296765,263.5214028,333.2704,6.07321629325,1.17875,-16.2245,2.293075,2.70915
1,10.25,0.52245296825,5.2592367515,6.262423107,0.93870681125,0.99427,0.01425,111.21932,2.3044,29.186125,0.39592379375,-5.96525,-8.535,1.90875,2.061,79.55,97.828288675,398.935197025,3.94584,194.29355,805,387.65,73.95978139,268.774725,337.69535,6.084593331,1.1995,-16.0115,3.0102,3.6605
1,10.75,0.522702059,6.19065,6.2214613815,0.744078108,0.98605602325,0.00925,133.922,2.147537061,28.7213,0.3592485275,-5.731535923,-8.4875,1.922,2.035,77.255225,97.8445,398.98,4.6473575,234.075,918,446.830645,86.75423607,271.1151,341.0940983,6.183738914,1.23475,-15.8305,3.8463,4.7171
1,11.25,0.52309199175,6.5868,6.1258686125,0.6425725,0.9159425,0.010639,159.459085,2.120705949,30.2275,0.388549321,-5.21,-8.435,1.95325,2.041,73.878725,97.786052,398.65930955,4.9949,269.15638295,1012,491.65,96.6927856925,272.9795,345.6644163,6.267010604,1.25475,-15.784,4.8203,5.6384
1,11.75,0.5367034455,7.3143903685,6.226235,0.8298057375,1.08685,0.00223,173.87938,1.8794429185,29.7138,0.29730429725,-4.8119734125,-8.395,2.07625,2.03,72.91825,97.7447757,398.9,5.4538,297.475,1049.72115,521.7,105.60976445,275.4941643,348.785336825,5.91742,1.29525,-15.754,5.6837,6.7695
1,12.25,0.54536,7.791917285,6.429654953,0.7547975,1.05047,0.0025415,176.15554,1.891239165,30.4013,0.39068036,-2.9281046415,-8.1675,2.1375,2.0505,71.214,97.708768335,398.53275,5.9811,302.6877022,1067.01454,534.66538475,108.93996125,279.65285,351.58135,6.0926744,1.34475,-15.7375,6.5301,7.9256
1,12.75,0.5604404345,8.35133,6.4399275,0.74124,1.03757,0.00485,180.27475,1.56781774775,29.923315,0.347203964,-0.229,-7.615,2.454,2.1115,69.2916392725,97.75714515,398.765,6.5626886925,310.225,1072.7252975,536.3,114.67682785,279.1432,353.694125,6.19174439,1.36325,-15.724,6.5397,8.0891
1,13.25,0.54879,9.0107925,6.35572881125,0.6378620245,0.94336,0.0091525,164.842,1.4030199955,28.487,0.297391118,2.283358889,-5.88925,2.796875,2.149,67.4136575125,97.659312005,397.64,6.7378788575,299.025,1030.678054,510.95,108.3611978,284.2420903,359.5772918,6.378583139,1.39225,-15.7235,7.4488,8.7131
1,13.75,0.5433049945,9.46143385875,6.555057783,0.70832387275,0.88104857,0.0042,147.55206,1.1616,27.5865,0.280773253,3.6561927875,-5.78975,2.966,2.1595,68.313678145,97.660655155,397.86,7.020525,271.375,968.143464,485.138986,104.3955696,283.499075,357.9702,6.35287573,1.4705,-15.85225,7.8662,9.4583
1,14.25,0.540412466,9.8749145505,6.2964694835,0.80658,0.9586,0.0098075,119.357,1.1282317575,24.495247795,0.333181767,5.7207428035,-5.385,3.335,2.2405,67.8415,97.5655,397.26,6.9949125,229.825,867.225468,439.675,96.54591057,288.2153348,361.986995225,6.270464223,1.511,-15.314,9.3543,11.138
1,14.75,0.5225,9.8782823555,6.144114389,0.885,0.975774665,0.0065589,99.906565,0.5648125745,21.823175,0.25986716875,6.25622140375,-4.98925,3.4915,2.2825,67.62083591,97.63689899,397.64,6.948406605,193.575625375,752.06215,389.583645,90.442433465,288.29465,362.159357125,6.2552637735,1.553,-14.717,9.9232,11.985
1,15.25,0.504024924,9.8636968195,6.038405517,0.80901081,0.9014340005,0.012935,68.40063,0.46259201875,20.38475,0.23398557,7.048090157,-4.6455,3.656375,2.318,67.385,97.5940848025,397.145,7.04248129,149.137687025,617.825,322.1250645,76.1955470675,288.69885,363.118708525,6.30901638925,1.57575,-14.2105,10.544,12.674
1,15.75,0.48036227575,9.6063054505,5.690655094,0.954062686,0.98383651375,0.013392,46.8824,0.15377960475,15.82625,0.13685167375,6.5745,-4.393,3.874,2.3625,69.22225,97.64068145,397.3475,6.57804,103.31414045,468.2,255.133486,60.982619915,286.2478,360.864625,6.258949901,1.5805,-13.76125,10.369,12.113
1,16.25,0.432659819,8.61291,5.160468182,1.1269,1.13543018425,0.0259065,21.0267,-0.1744664875,12.362975,0.075775,7.023685626,-4.23875,3.8875,2.3285,71.3975,97.57064992,397.18,6.08729123,48.8875,304,174.860451675,43.58682306,283.991475,359.2930308,6.300756417,1.57125,-13.61425,10.393,12.525
1,16.75,0.4267617195,8.1580731325,4.95463,0.981398219,0.9299630285,0.020425,2.8023636185,-0.281156483,9.724285,0.08874875,7.305435631,-4.24425,3.939,2.29875,72.5025,97.61415786,397.625,5.8157,6.319,145.155045675,95.025,25.18255487,280.5337595,353.484607075,6.149658776,1.562,-13.80775,11.03725,13.49625
1,17.25,0.4104439855,6.885511897,4.5238774675,0.94757,0.8313133055,0.02655,-1.084115,-0.42694178125,6.0042,0.10235349925,7.75415797775,-4.31275,4.00525,2.2185,74.279,97.6062202325,397.7915594,5.3114574075,-17.36587151,39.888981575,36.9059804625,12.8960598175,277.3862,348.467425,6.195283288,1.51675,-14.2455,11.079,13.05425
1,17.75,0.40688073725,6.6620203125,4.471507591,1.106775,1.01317648025,0.01687625,-2.6459473005,-0.34650136675,5.8210825,0.0587345,7.98845891025,-4.23925,3.86475,2.19975,76.623,97.63685552,398.2352745,4.976895,-39.645,7.0878956745,3.2865,1.96794346325,274.9601,346.81602585,6.212847993,1.448,-14.717,10.429,12.602
1,18.25,0.4080359095,5.77613,4.4097957065,1.07641161125,1.0048,0.01705,-0.661,-0.201264897,5.9132,0.0733,5.92888561,-4.9905,3.7295,2.171,77.7529501825,97.6306209875,397.365,4.6781,-42.93,1.0315,0.10625,1.34311955525,272.8741,343.3037408,6.2355,1.40575,-15.10025,9.896875,12.13875
1,18.75,0.4139967605,5.6544625,4.465339918,1.123075,1.05492,0.019688,-0.2845075,-0.07,5.57645,0.0460065,3.86575,-6.498,3.64575,2.1645,79.055525,97.6570048225,398.42,4.50735,-43.039592545,1.015,0,0.6252243,271.913575,341.298678675,6.17069996,1.36575,-15.342,9.215425,10.81725
1,19.25,0.405836136,5.193695,4.35866965275,1.28940016,1.2422808955,0.0176515,-0.2839575,-0.01565,6.469,0.0732165,2.768627641,-6.843,3.4875,2.166,79.76688,97.64370085,397.7275,4.2647,-40.91498475,1.01475,0,0.5252775,271.074875,340.537343,6.09331884575,1.332,-15.64,8.641725,10.469725
1,19.75,0.42585790525,5.0193,4.5634,1.26141626225,1.147984847,0.010615,-0.325815,0.0302,6.23405,0.1013772295,1.167,-7.373,3.4525,2.119,81.8,97.67972724,398.39,4.07425,-36.51,1.014,0,0.5602014,270.016625,339.15295,5.985901133,1.28875,-15.34825,8.51195,9.99155
1,20.25,0.4248571955,4.78260226575,4.74492207425,1.281309171,1.19255685,0.0184,-0.68288,0.0534,6.16965,0.11516874275,-0.064,-7.00275,3.208,2.113,82.425,97.6551727225,398.5025,3.86451,-36.76,0.99875,0.00025,0.56595,268.1817,337.245675825,6.050127472,1.25175,-15.607,7.859825,9.679225
1,20.75,0.43179418,4.5372625,4.956,1.472580687,1.23955,0.00963,-2.350020148,0.06315,6.9701,0.0689,-1.0907144945,-7.6225,3.041,2.125,82.59775,97.6754961125,398.27,3.7846,-33.1246024175,0.6757201035,0.002,0.45569026525,266.5556,335.8346,5.89926188575,1.21925,-16.222,7.6993,8.975
1,21.25,0.4432281985,4.335103464,5.0567630265,1.3298,1.2728,0.01845,-2.12463,0.121760481,7.2247,0.09765,-2.335953628,-8.155,2.9835,2.16125,83.415003655,97.6448659,398.05,3.6125747825,-32.6548749075,0.55975,0.001,0.4624707875,267.2662,335.2818,6.04372253925,1.19825,-15.736,7.31365,8.827075
1,21.75,0.446224085,4.46125,4.947755042,1.328625,1.21587,0.017148,-0.71206,0.0955,7.937765,0.0531,-3.2481145265,-8.18,2.88,2.14575,83.778329365,97.69127243,398.55,3.3768,-34.415567455,0.5139039705,0.00225,0.349357675,262.87,329.992100075,6.08547032675,1.18225,-16.498,6.4393,7.695
1,22.25,0.44874025975,4.12479,5.167431991,1.3102,1.012924826,0.02135,-1.676075,0.151255392,8.431265,0.10597053,-4.218139541,-8.2525,2.729,2.1605,84.111435,97.69859893,398.48,3.30424551,-36.2275,0.56554667325,0.00025,0.37866,265.3258,331.72985,6.020196312,1.16375,-16.519,6.3547,7.715125
1,22.75,0.44746420875,3.86659,5.24965,1.2586916425,1.0208697095,0.01786325,-2.73759,0.17762730425,7.88225,0.05972325,-5.123764555,-8.2525,2.63425,2.129,84.362,97.676941625,398.5325,3.2898625,-36.915,0.51175,0.001,0.37513660475,264.532561625,330.9694,5.985664479,1.1535,-16.52925,6.0668,7.245625
1,23.25,0.43766,3.13906162075,5.202530088,1.324371299,1.17329873075,0.02415,-2.3429425,0.103761374,6.479225,0.10363319675,-5.614814562,-8.2475,2.52625,2.074,83.7,97.756,400.0975,2.9949,-36.32,0.551819681,0.003,0.34265979225,264.9787,330.709,5.88243593625,1.14575,-16.52925,6.0954,7.508775
1,23.75,0.430868789,3.2470576875,5.070798194,1.275875,1.0270244505,0.019,-2.263135,0.1882637875,6.768075,0.122053785,-5.8482645655,-8.2575,2.703,2.46,84.22726263,97.7770059,398.88,3.011855,-31.8366399,0.5379500775,0.001,0.374025,261.957275,327.34755,5.92355548725,1.1435,-16.531,5.959,7.0273
2,0.25,0.436741353,3.60885,4.75555422975,0.9910137105,0.990845,0.012309,-2.80958,0.112598688,7.38517,0.0327,-4.36576090725,-5.97475,3.194,2.666,85.5113594625,97.328461,400.15,3.407775,-17.885,1.015,0.00275,0.633675825,266.45995,332.0519,6.288108244,1.7795,-12.552,20.5705,24.16325
2,0.75,0.434146309,3.57358,4.696315415,1.3045,1.0174574195,0.00757,-3.6828275,0.106687185,7.06235,0.0281,-4.507,-5.955,3.154,2.5945,86.127,97.3320051875,399.57,3.14,-20.74,1.015,0.001,0.666153925,266.090875,330.89091205,6.105800119,1.7635,-12.607,20.546,25.17475
2,1.25,0.446257059,3.3797174555,4.871683339,1.129075,0.9753681885,0.0176,-2.0563775,0.17238990525,7.5709,0.051225,-4.556239546,-5.995,3.121,2.57375,86.2325,97.2965,399.43117195,3.23842,-16.43,0.906678848,0.003,0.66182335,265.90865,330.8587,6.14113424475,1.82475,-12.626,20.3735,24.02125
2,1.75,0.4452011505,3.38057784625,4.80030596975,1.1219921265,0.942480072,0.0097914,-2.0154775,0.199618898,7.4777,0.02941925,-4.5973322735,-6.128,2.98225,2.483,86.19875,97.323896155,400.74,3.30933,-17.175,1.015,0.004,0.69247675,265.773,328.89855,6.042027316,1.81075,-12.70775,19.93225,23.894
2,2.25,0.45614241,3.4645725,4.859020597,1.2801,1.103392775,0.0155,-2.9069425,0.158196749,7.63765,0.0455,-4.5385,-6.19925,2.87125,2.4535,86.6,97.36875,400.025,3.002175,-16.51,0.905297736,0.005,0.53623445,263.659825,328.232068925,5.98140445175,1.61675,-13.044,17.56075,20.72725
2,2.75,0.445070046,3.3127,4.872515,1.0876,0.9883,0.01425,-2.41115,0.04605,7.1089,0.0439065,-4.495864545,-6.1715,2.8345,2.457,87.044,97.37,400.452764525,2.87428,-17.2525,0.9036114805,0.00525,0.575062275,263.830060025,325.419925,6.03734501475,1.5885,-13.084,16.3005,20.251
2,3.25,0.4499815615,2.920825,4.7951851385,1.13942572375,0.969245,0.0133,-2.1495475,0.149327348,7.19965,0.0233,-4.45121090875,-6.1465,2.7885,2.4025,86.9955,97.30089843,399.44033895,2.7870725,-17.0725,1.0125,0.002,0.541583925,263.684625,326.096620325,5.9004573435,1.476,-12.81825,15.97375,19.248
2,3.75,0.456840964,2.7279475,5.018,1.1503,1.0703624975,0.012275,-2.2412175,0.126822259,6.4577,0.033875,-4.5227072735,-6.1115,2.758,2.3755,87.0856011975,97.3027997475,399.6005,2.84074,-16.9,0.940446604,0.002,0.5983727,263.628,325.545724475,5.888053594,1.458,-12.80675,15.73525,19.05325
2,4.25,0.454420876,2.390935625,4.9137768085,1.198175,1.001816763,0.012213,-2.14056,0.187145061,7.72425,0.0427535,-4.7241072745,-6.1255,2.712,2.384,87.262641515,97.308,399.8255397,2.85711,-15.54,1.01275,0.001,0.475364275,263.69125,324.63495,5.83776208425,1.438,-12.9755,15.724,19.26475
2,4.75,0.45873028775,2.64423,5.217494686,1.115,0.94221288275,0.01285,-1.872735,0.14272126875,7.45485,0.078975,-4.755007275,-6.094,2.677,2.33175,87.201642925,97.298573975,399.4455,2.7424,-15.26975,0.949,0.002,0.43502155,262.47463875,323.901705075,5.78260616775,1.425,-13.0665,15.259,18.47875
2,5.25,0.45173997825,2.4035,5.13015062725,1.143325,0.978126161,0.0193025,-2.2984975,0.130163567,7.9526,0.107588716,-4.958953638,-6.0995,2.64475,2.23675,88.392,97.316,401.366429,2.62423,-13.895,1.00275,0.0015,0.5392928,262.7084,324.216549575,5.543018338,1.49925,-12.91275,15.0835,18.0725
2,5.75,0.45026724075,2.1671,4.9921604715,1.08822154,1.00235,0.017606,-1.597455,0.2158734515,6.93515,0.078,-4.881,-6.1675,2.5845,2.2575,88.325,97.33476064,400.2183919,2.5956,-13.3975,1.2005152895,0.005,0.5074417,262.7428,322.899084,5.64336015325,1.49,-12.738,13.67125,16.71425
2,6.25,0.449,1.94772,5.075326291,1.217335775,1.0091425,0.024064,-1.535165,0.22608434075,7.681575,0.11056359125,-5.05,-6.19925,2.5565,2.169,88.4205,97.355,399.629159325,2.67770347,-12.6525,4.625774258,0.0155,0.5234775,263.939,323.6284449,5.61157616225,1.48,-12.81375,13.08175,15.94425
2,6.75,0.452286181,2.1641575,5.026701092,1.3974616875,1.13984201975,0.0182,2.7041,0.419888416,8.9128,0.133579904,-5.237,-6.2895,2.5305,2.202,88.6525,97.3849373875,400.284,2.68231,-11.822,11.9639,0.206,0.511940175,263.5246547,324.29985735,5.59571045625,1.47125,-12.971,12.44125,14.6775
2,7.25,0.46257251725,2.09706,5.0822140305,1.573654633,1.4753756645,0.02295425,9.7415,0.79489020825,12.218025,0.220942108,-5.3525,-6.57075,2.5185,2.1875,88.934573855,97.393,400.39921735,2.7182275,-7.52,30.69975,15.7775,2.80246026925,262.5927,325.472875,5.7864344825,1.398,-13.04425,12.291,14.29025
2,7.75,0.475720893,2.40535,5.096186413,1.4953,1.4448,0.01084,21.440015,1.344215262,15.9203,0.3164889635,-5.5065,-6.64025,2.452,2.14575,88.897,97.3809364625,401.16505805,2.80925952,4.009575,120.085742475,62.65,7.108755687,264.062,326.543604,5.8096,1.4615,-13.09925,12.091,14.822
2,8.25,0.5013417645,3.3817,5.475716816,1.5579,1.290797267,0.0193875,48.782545,1.759899987,23.14805,0.55450563825,-5.274,-6.64025,2.318,2.174,87.34775,97.386217425,400.7066637,3.02586,36.75,305.86161755,143.20675,23.1932129975,264.4654455,327.622687175,5.9103972735,1.455,-12.8645,11.3935,14.052
2,8.75,0.5130896255,4.4971575,5.54652233425,1.24745,1.222675,0.012825,73.6669,2.19071155,28.45,0.47418433625,-5.206,-6.64,2.363,2.155,86.4115,97.39746213,400.745,3.307852485,90.526954805,491.921346,238.9,41.68031335,269.145,333.491478975,6.0993740045,1.444,-12.17675,11.028,13.263
2,9.25,0.536705489,5.28058,5.846628351,1.1158,1.15495,0.00787885,104.753,2.325654633,32.53775,0.449066327,-5.03,-6.63975,2.409,2.174,83.2588425,97.40442718,400.210240025,4.20319808,153.47304555,668.05294595,334.6,60.544799705,271.2086279,337.094075,6.22468023,1.4315,-11.47225,11.07825,12.96975
2,9.75,0.543795282,5.9170425,5.95,1.08353793875,1.16228,0.00603,123.76879,2.37499787,35.092025,0.3718381745,-4.302664542,-6.63875,2.4405,2.2185,80.565,97.425294665,400.1675,4.5569,208.8,850.614278,417.84,79.94568,276.1617811,340.278875,6.332794503,1.4275,-10.19325,10.62875,13.04225
2,10.25,0.5372241195,6.8554825,5.878159883,1.05212101125,1.264355,0.00306,159.59203,2.1274855645,34.15325,0.301777263,-3.819664535,-6.6365,2.43775,2.258,78.09625,97.40151218,400.2775,5.240675,261.8,1007.449367,492.825,96.456153555,281.193442425,346.3516,6.270773533,1.44175,-9.3539,10.8116,12.70775
2,10.75,0.54824633,7.67679,5.91404674,0.9812790725,1.220998873,0.003585,191.119,2.01747929575,33.3205,0.3,-3.344714528,-6.63625,2.43875,2.27075,76.664350635,97.3806579925,400.36725,5.7275275,309,1115.130984,555.65,112.898007,282.23885,349.82802915,6.281848216,1.45825,-8.06865,10.787,12.95225
2,11.25,0.5504563665,8.676525,5.79593932475,1.0096,1.2993,0.00587,211.790745,1.87689178,34.5676433025,0.334288368,-2.6,-6.57375,2.60625,2.2925,72.96928866,97.382217235,399.89,6.0780929375,351.8,1214.57644525,601.05,123.9952381,287.2561,356.334610625,6.3744065835,1.473,-6.5954,10.0147,12.01875
2,11.75,0.544226597,9.09063,5.768902486,1.1024,1.36306,0.00241,221.089,1.916855813,33.936,0.189547264,-2.12916451,-6.23725,2.74875,2.338,72.4369,97.442579485,399.73962895,6.65,384.1897721,1291.274028,637.375,135.1251081,287.558125,359.80004165,6.376573476,1.48375,-4.88465,9.750675,11.8625
2,12.25,0.53853936425,9.83765,5.810070318,1.012269154,1.41986640225,0.0016975,230.02375,1.8309553245,34.91853,0.3017235915,-0.611,-6.23675,3.045,2.49575,70.298,97.373,399.422132975,7.46215,401.4,1318.31382,659.7362435,136.716852825,290.9719,361.708825,6.38822579,1.671,-3.29715,10.346375,12.46325
2,12.75,0.55025,10.26962959,5.979524303,0.950743538,1.368645,0.002275,224.366,1.6176586475,36.507725,0.28232074,1.8803016625,-5.81475,3.3845,2.53625,70.4,97.353,399.305,7.82997301,409.2,1333.2312825,666.925,140.36365395,290.407675,363.750055225,6.30322,1.797,-1.8749,10.0182,11.81425
2,13.25,0.56865472,10.843,6.069992465,1.05275,1.35294,0.005583075,214.973,1.341327195,35.37505,0.268321471,5.209,-5.5935,3.954,2.555,70.257,97.30505746,399.05,8.17338,397.1,1307.25,649.65,139.498722725,294.3968,369.276606375,6.306446635,1.93875,-0.7779225,9.671075,11.71925
2,13.75,0.5508194545,11.06482,6.036525,0.842314681,1.25374491225,0.01051525,202.02098,1.1590205395,35.195875,0.2140768375,7.6743178165,-4.462,4.3,2.625,69.7593691775,97.282475705,399.35,8.4027,374.96685,1227.619027,628.774225,137.0181652,289.896875,367.779425,6.24076549,2.081,0.1245775,9.1121,11.218
2,14.25,0.544206268,11.0566675,5.85564091425,1.0112,1.284475,0.0083,162.687,0.990318192,32.39425,0.2972650845,9.491010663,-2.5735,4.425,2.74975,69.479620325,97.2748905475,398.5855076,8.5424884575,334.4749647,1123.75,580.82,127.6444,294.857325,370.118783325,6.387820616,2.2075,0.7396,9.3277,10.9405
2,14.75,0.533509322,11.1548,5.7675272385,1.155,1.21247334,0.0031725,149.8098175,0.786794343,30.057,0.208569264,11.04466069,0.23925,4.554,2.814,67.847613335,97.2765,398.84,8.513095,300.7,1023.75,536.5,118.4792615,292.5028,369.644746875,6.4883,2.3285,1.0420925,9.57945,11.5325
2,15.25,0.524884566,11.3145,5.742887893,1.16415,1.2096165365,0.01249575,116.6748502,0.6180141475,28.7263,0.201637881,12.105102675,2.201,4.57925,2.8855,68.25,97.268,397.9126322,8.104445,248.3,884.9281755,465.59,104.9667506,295.103,370.373875,6.440331927,2.408,0.9770925,9.88295,11.64225
2,15.75,0.51314936,11.38648,5.66158796225,1.0389,1.184535512,0.0064425,89.3525825,0.272062813,22.6965,0.0988,12.67478571,0.10075,4.6695,2.961,68.9638,97.276,398.1572838,8.145965,199.3861893,696.166206575,388.8528,89.55073,292.51975,369.345184475,6.42571144475,2.4475,0.6945925,8.6594,10.314125
2,16.25,0.49095971825,10.86323,5.37521139,1.192333262,1.1156042545,0.01618825,48.92561074,-0.047279,19.3605,0.15906919575,12.86200536,0.55875,4.82325,3.013,69.97166351,97.2617608575,398.1880982,7.8693,132.95,522.079302075,303.85,72.9182825,293.295575,367.08485,6.550846561,2.44975,0.0270775,8.776475,10.42105
