DOY2,HR2,CO2,CO2_SIGMA,H2O,H2O_SIGMA,FC,LE,H,G,SG,WS,USTAR,TAU,U_SIGMA,V_SIGMA,W_SIGMA,PA,TA_1_1_1,RH_1_1_1,TA_1_1_2,RH_1_1_2,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_1_2,TS_2_1_1,NETRAD_1_1_1,NETRAD_1_1_2,PPFD_IN,SW_IN_1_1_1,SW_OUT,LW_IN,LW_OUT
1,0.25,396.3354875,0.23288501,0.93833266,0.01365604475,0.4571365075,-25.6973,-59.895677,-72.396242,-56.454944,0.43986315,0.0407321065,-1.0526338,0.19503669,0.171066175,0.06653704525,96.960421,-6.2632164,10.375525,-1.9005624,11.769169,1.382435225,-3.14753685,0.02925280125,6.2988798,4.63313625,8.78104545,-71.137882,-91.55057975,0.000114361759775,0.027125,0.0010902776,213.701105,285.32612
1,0.75,396.37802,0.2210146825,0.947272705,0.012445405,0.2762471285,-14.922057,-47.30247975,-70.3000505,-52.435191,0.48500882,0.037970068,-0.956869875,0.17690152,0.163717935,0.06413791,96.926095,-6.4382593,11.65972,-1.99997635,12.71450225,1.112282,-3.804376,0.0372961255,6.1032409,4.502068,8.691702425,-70.884915,-90.98731775,8.26364475e-05,0.027125,0.004715973075,212.98177,284.43069
1,1.25,396.4245,0.224595075,1.180791225,0.01490385,0.231633616,-13.733152,-64.241985,-68.852836,-51.22216025,0.434126925,0.05131134875,-0.9445522925,0.2397932875,0.16194885,0.0441131225,96.916668,-6.4863576,14.273365,-2.1127795,15.615225,1.157618825,-4.012192,0.02930115625,5.9420746,4.3783232,8.6136436,-70.840727,-90.065178,0.0001282772425,0.027125,0.008809721925,214.1928325,283.56077
1,1.75,395.942355,0.20940973,1.2154896,0.01405489975,0.55181089,-8.0742791,-48.81420425,-67.106446,-47.971684,0.43949694,0.047777915,-1.0416265,0.241686765,0.19780681,0.061441327,96.921287,-6.7271708,15.792275,-2.2524786,16.405675,1.192433,-4.51737075,0.028993392,5.7800067,4.2694357,8.6220113,-70.687639,-89.20674075,0.000174871435,0.027125,0.01042777875,214.10317,282.702975
1,2.25,396.421945,0.2061662775,1.329828175,0.0139164145,0.4162006075,-20.98764525,-53.1897525,-66.99484975,-48.266939,0.53426238,0.0387296775,-1.0674756925,0.2228815,0.14616145,0.063831106,96.906858,-6.9997548,24.960209,-3.396516725,19.337484,1.2273524,-4.36050255,0.017466385,5.627694,4.1764658,8.6049266,-71.400303,-87.97223125,0.00021899708,0.027125,0.0036666665,215.8209625,281.80475
1,2.75,396.2319,0.22836995,1.316074,0.01171275,-0.10914137,-9.345559,-51.33127,-66.54794,-45.6792915,0.43672545,0.0518913975,-1.28554715,0.257868475,0.1774936,0.062283765,96.882507,-7.1181464,26.0831905,-3.74259385,19.0393795,1.15614135,-4.54894675,0.02409599375,5.5558335,4.08648765,8.475852975,-70.818728,-87.60973625,0.0001412416725,0.027125,0.0129791675,215.5515875,281.0483975
1,3.25,395.56125,0.1683853,1.28622055,0.011842545,0.15153596,-6.262725375,-53.62831625,-64.985844,-44.71362175,0.4748125375,0.04757663625,-1.2433828,0.245458825,0.163577825,0.07402941125,96.864274,-6.2670251,24.952146,-3.5249718,17.621463,1.2346384,-3.906137625,0.037234265,5.5389174,4.0047862,8.41790555,-70.45685,-97.75750525,0.0001441844675,0.027125,0.01368333625,215.317195,280.51362
1,3.75,395.2301975,0.1877035,1.26758465,0.01229570475,-0.31636359,-5.0546149,-50.06159625,-63.34111525,-42.23385275,0.56511878,0.032437378,-1.422388175,0.25088652,0.14399868,0.08043372,96.874196,-6.9560838,19.91291725,-3.97730805,16.761302,1.15254145,-4.559955,0.03385444,5.4310797,3.93369985,8.371314025,-73.964505,-97.978864,0.0001835347075,0.027125,0.01337639125,215.049815,280.074475
1,4.25,392.99532,0.1616689025,1.1041882,0.00703183755,0.464707025,-6.3006609,-52.2257485,-62.403592,-43.274657,0.5788542375,0.05164369875,-1.39764746,0.2058592625,0.1547055625,0.0733825125,96.866011,-6.9226777,14.684854,-3.6834078,15.968039,1.1906598,-4.229780625,0.02504467125,5.3233873,3.8735124,8.342490925,-72.74771,-95.004493,0.000274748865,0.027125,0.01428889,217.2530475,280.21032
1,4.75,393.375075,0.19078461,1.18730435,0.00740749825,0.120754305,-6.2186875,-50.8761725,-61.7019135,-41.1154155,0.60516437,0.0432143105,-1.453912175,0.22461837,0.15712825,0.058795765,96.867202,-7.5320119,19.754526,-3.29759445,16.656074,1.17083555,-4.5797264,0.029969105,5.2438711,3.81987585,8.272379325,-73.067675,-97.73266025,0.00013674719,0.027125,0.005134722,217.0054525,279.414175
