DOY2,HR2,FC,LE,H,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,G_5_1_1,G_6_1_1,G_7_1_1,G_8_1_1,CO2,H2O,PA,T_SONIC,T_SONIC_SIGMA,TA_1_1_1,TA_1_1_2,TA_1_1_3,RH,PPFD_IN,PPFD_DIF,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS,NEE
1,0.25,0.13,-0.52,-55.3440825,-2.165,-2.009,-2.501,-2.76925,-2.9125,-1.5675,-1.866475,-1.5587,376.25,4.3402,85.5875,-2.000125,0.140565,-2.685,-3.00985,-2.7592475,66.708,0,0,0,0,232.2225,295.3,-71.3895,-0.0465,0.1165,0.357,0.813,1.5365,2.846,0.1406,0.5069825,0.453125,0.1979175,1.4581,0.7275
1,0.75,0.111,-0.58675,-58.83025,-2.1915,-1.9965,-2.5175,-2.7635,-2.88825,-1.771925,-2.1710575,-2.420675,376.35782,4.287,85.5663125,-2.0459,0.14905,-2.593985,-3.087,-2.8430825,67.27775,0,0,0,0,232.07,295.515,-71.73975,-0.053,0.119,0.35675,0.813,1.534,2.85025,0.15417,0.495205,0.48693,0.1990925,1.5179,0.687
1,1.25,0.156445,-0.76706,-56.79725,-2.2105,-1.96975,-2.5295,-2.774,-2.892,-2.0899,-2.6626975,-2.5974,377.1,4.31035,85.6275,-1.94445,0.15415,-2.7804075,-3.021985,-2.892075,67.27825,0,0,0,0,231.03333,295.525,-71.875,-0.053,0.11975,0.357,0.81275,1.534,2.85,0.16,0.5045,0.48312,0.21416,1.5625,0.689275
1,1.75,0.158,-0.361,-55.85327,-2.20975,-1.98825,-2.5075,-2.7655,-2.88025,-2.090375,-2.6636,-2.598175,376.89899,4.2999,85.63175,-1.9342025,0.1536275,-2.74785,-3.026335,-2.92775,68.31725,0,0,0,0,232.03,295.335,-71.39325,-0.04475,0.1225,0.35825,0.81025,1.53525,2.849,0.13861,0.528825,0.481875,0.20623,1.402275,0.69
1,2.25,0.178,-0.532,-56.34,-2.22175,-1.95725,-2.50625,-2.76175,-2.8735,-2.0906,-2.6637,-2.598825,376.93573,4.2828,85.649,-1.9217325,0.1547575,-2.962535,-3.135,-3.1315,67.216,0,0,0,0,231.6025,295.215,-71.51925,-0.043,0.128,0.35825,0.809,1.53475,2.84775,0.15362,0.49729,0.506875,0.20412,1.513695,0.7385
1,2.75,0.119,-0.49846,-57.06125,-2.22025,-2.01975,-2.52525,-2.75025,-2.88025,-2.090675,-2.66375,-2.616375,376.9825625,4.2715,85.63,-2.097725,0.14985,-2.7256275,-3.33015,-3.0695,68.167,0,0,0,0,233.1,295.035,-70.703,-0.051,0.126,0.3565,0.808,1.53575,2.847,0.15379,0.52652,0.483975,0.2091,1.37569,0.72825
1,3.25,0.195,-0.5079475,-54.22725,-2.2235,-2.02,-2.5195,-2.77675,-2.8875,-2.0907,-2.6635975,-2.681075,376.42664,4.243675,85.59,-2.1383,0.1489,-2.5725,-3.46515,-3.115075,69.72667,0,0,0,0,231.97,294.485,-70.511,-0.04975,0.1225,0.3555,0.806,1.53475,2.8535,0.1446,0.49045,0.46399,0.1955,1.397325,0.70725
1,3.75,0.1705,-0.31265,-58.37614,-2.22775,-2.01875,-2.525,-2.79125,-2.88525,-2.0906,-2.66375,-2.697425,376.70718,4.268875,85.583,-2.1051,0.15123,-2.5375,-3.3105,-3.013825,70.037,0,0,0,0,232.88,294.081665,-69.825,-0.05425,0.1225,0.3545,0.80475,1.535,2.857,0.13922,0.51104,0.466865,0.207915,1.3713,0.74525
1,4.25,0.136,-0.353,-55.44,-2.223,-2.02975,-2.533,-2.7905,-2.901,-2.0906,-2.6639,-2.7889,376.9,4.2529,85.5788525,-2.30985,0.14864,-2.705,-3.363665,-3.1175,70.33333,0,0,0,0,230.92,294.2,-69.0074975,-0.05675,0.11875,0.34875,0.803,1.53525,2.858,0.1501975,0.52114,0.494,0.211105,1.45225,0.69275
1,4.75,0.17275,-0.592155,-52.815,-2.22575,-2.03725,-2.52475,-2.78425,-2.9055,-2.090675,-2.6639,-2.7892,376.705,4.174825,85.590705,-2.4198,0.144,-2.78395,-3.479,-3.19685,70.88333,0,0,0,0,234.165,293.87,-68.27975,-0.06275,0.122,0.35425,0.80175,1.535,2.858,0.142,0.4793,0.488195,0.2108625,1.40985,0.75825
1,5.25,0.1465375,-0.7151725,-54.722,-2.23625,-2.033,-2.52425,-2.77225,-2.89125,-2.090875,-2.6639,-2.714075,376.875,4.230085,85.592315,-2.4232,0.1489,-2.85495,-3.4882,-3.319775,70.337,0,0,0,0,231.2875,293.885,-69.25,-0.067,0.118,0.35,0.799,1.53,2.859,0.15,0.49608,0.493075,0.20579,1.3992,0.746
1,5.75,0.16675,-0.80775,-55.285,-2.234,-2.02175,-2.52025,-2.774,-2.89725,-2.09095,-2.66395,-2.6985,376.9,4.2190475,85.61284,-2.485155,0.16237,-2.899015,-3.367225,-3.284,69.7710825,0,0,0,0,230.86667,293.5475,-70.13,-0.061,0.11775,0.3485,0.80075,1.52875,2.856,0.147,0.515755,0.5027,0.206745,1.424925,0.732
1,6.25,0.15925,-0.3137825,-50.5328275,-2.24075,-2.01425,-2.51925,-2.797,-2.91525,-2.091625,-2.664,-2.681025,376.7,4.2105,85.6375,-2.559,0.1596,-2.9875,-3.3955,-3.206,70.28,0,0,0,0,230.73,293.3525,-70.435,-0.05825,0.11525,0.349,0.80025,1.529,2.851,0.1509625,0.51071,0.48214,0.21295,1.378815,0.72875
1,6.75,0.12,-0.5211175,-54.464,-2.23525,-2.017,-2.524,-2.8,-2.908,-2.091375,-2.6639,-2.646,376.84876,4.1414375,85.62955,-2.410725,0.156525,-2.88225,-3.44075,-3.18,70.99175,0,0,0,0,229.3575,293.1925,-69.23,-0.07,0.111,0.349,0.795,1.5295,2.84975,0.143035,0.48315,0.4907575,0.210995,1.3825,0.69875
1,7.25,0.1,-0.394,-51.462,-2.219,-2.026,-2.535,-2.803,-2.919,-2.0913,-2.663775,-2.751075,376.8182,4.12325,85.60194,-2.502215,0.15191,-3.1373025,-3.4403325,-3.249225,70.561665,0,0,0,0,231.3025,294.03333,-68.6225,-0.068,0.1075,0.3465,0.7905,1.5315,2.84975,0.14,0.4883075,0.4870025,0.212875,1.457375,0.68025
1,7.75,-0.027,-0.48535,-48.63,-2.214,-2.019,-2.534,-2.7945,-2.9055,-2.0913,-2.6638,-2.74895,377.2644625,4.1196,85.61535,-2.406165,0.145735,-3.1120575,-3.385925,-3.2689975,70.9365,7.5,5.3495,0,0,228.24,293.93,-65.23575,-0.0685,0.103,0.3465,0.792,1.5315,2.8495,0.153285,0.5083325,0.491325,0.20299,1.302755,0.27175
