DOY2,HR2,TAU,H,LE,FC,SH,SLE,SC,WS,USTAR,T_SONIC,PA,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,TA_1_1_1,RH_1_1_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,TS_1_1_1,TS_2_1_1,G_1_1_1,G_2_1_1,T_CANOPY_1_1_1
1,0.25,-0.100188,-12.6338,-0.0775,0.2240785,-1.084295,-0.502528,-0.101307,1.0672,0.0783,-4.40908,97.0284,403.89675,3.53945,0.309326,0.336545,0.0804,0.100722,-5.361025,72.531525,-50.595575,-2.2733975,0.2025495,244.602,288.36675,0.025675,0.224153,0.23704575,-7.436765,-7.667615,-7.36075
1,0.75,-0.100105,-14.9091,0.0281,0.182276,-1.0484125,-0.588582,-0.1234145,1.02061,0.0793,-4.17804,97.0343,403.727,3.54511,0.324522,0.320847,0.0751,0.100639,-5.294935,72.4426,-48.471775,-2.16568,0.1692565,250.6575,288.21,0.02255,0.22414525,0.2425185,-7.4714375,-7.71397,-7.3515
1,1.25,-0.0918,-15.2165,0.09576275,0.186492,-1.05818,-0.48725525,-0.07985,0.953942,0.0778,-4.55672,97.0295,404.777,3.4626075,0.321788,0.321445,0.0728,0.0859,-5.48794,72.0799,-51.43085,-2.2782375,0.17625675,241.951,288.69225,0.02595,0.22394175,0.23899025,-7.4741,-7.721905,-7.19625
1,1.75,-0.0946,-12.702525,0.04235,0.167168,-1.10651,-0.437317,-0.1122985,1.16523,0.0886,-4.7174575,97.0061,403.7525,3.477775,0.3665095,0.357912,0.0843,0.1041575,-5.64353,71.5746,-52.834,-2.40812,0.188153,238.417,288.546,0.0319,0.22241,0.233099,-7.55412,-7.73308,-7.451
1,2.25,-0.0962,-15.12895,-0.006065,0.144775,-1.0162625,-0.560842,-0.0856,1.21976,0.0841,-4.73943,96.99985,404.7045,3.5151325,0.3806005,0.3347535,0.0805,0.099736,-5.86082,72.303,-53.5459,-2.45063,0.192382,240.51,286.438,0.0237,0.22081,0.229581,-7.58213,-7.73976,-7.462
1,2.75,-0.0964,-15.1309,0.0739,0.120862,-1.03257,-0.5484935,-0.111325,1.11344,0.0843,-5.11308,97.0185,404.02825,3.510655,0.403487,0.377756,0.0972,0.096,-6.05711,72.1286,-50.9846,-2.2086,0.217326,247.263,286.872,0.0209,0.219391,0.221159,-7.62458,-7.74943,-7.732
1,3.25,-0.08435,-13.3036,0.2026195,0.197189,-0.891789,-0.442078,-0.0686,1.167695,0.08515,-4.96931,97.06265,404.54075,3.563245,0.373249,0.3448965,0.0936,0.0907,-6.1344,72.855,-44.1546,-2.04103,0.166676,254.674,287.217,0.0205,0.220141,0.22097,-7.67247,-7.79873,-7.602
1,3.75,-0.09685,-14.248375,0.23231275,0.0924595,-0.937635,-0.45944375,-0.07645,1.0634675,0.0838,-4.992025,97.05505,404.72,3.69439,0.367839,0.34313725,0.084275,0.09365,-5.95693,73.2725,-48.5767,-2.18421,0.144455,254.899,286.749,0.0195,0.2192,0.218629,-7.67296,-7.84305,-7.883
1,4.25,-0.1010265,-11.53765,0.47805275,0.0948,-0.9317565,-0.44542275,-0.0557,1.304935,0.0798,-5.25674,97.05505,404.822,3.7284475,0.322509,0.3189075,0.07285,0.0938,-6.12555,73.6337,-43.7964,-2.17983,0.174974,247.965,285.814,0.0262,0.218464,0.214417,-7.6426,-7.87118,-8.06
1,4.75,-0.111147,-14.621325,0.4376075,0.1937305,-1.023855,-0.4009815,-0.073025,1.06634,0.0978,-5.46799,97.0478,404.1965,3.796335,0.364305,0.360915,0.0908,0.0848,-6.38759,73.4071,-43.4238,-2.17879,0.187757,245.55,284.588,0.0223,0.218611,0.216637,-7.67318,-7.8675,-8.26
1,5.25,-0.11813725,-16.01385,0.20656775,0.1485315,-0.88739975,-0.456728,-0.05495,1.212035,0.09295,-5.72408,97.048975,404.286,3.799315,0.39228275,0.36304525,0.088325,0.0855,-6.4719,72.9971,-48.1309,-2.32938,0.196909,239.791,284.28,0.0291,0.220507,0.217093,-7.73837,-7.83665,-8.68
1,5.75,-0.1133395,-12.83155,-0.29302775,0.177927,-0.78746725,-0.4629155,-0.0673,1.119765,0.0974,-6.044745,97.08365,405.1725,3.7715,0.3829005,0.3531265,0.0808,0.08075,-6.648275,72.260225,-52.13895,-2.26267,0.17595575,238.95925,283.11475,0.026525,0.2075,0.21465375,-7.6460725,-7.7827475,-8.8975
1,6.25,-0.09125,-13.590525,0.1742925,0.18235775,-0.922222,-0.32075,-0.0367,1.1583,0.0949,-5.8778725,97.0651,405.09425,3.7115,0.3836185,0.391663,0.090125,0.096625,-6.6066125,72.922375,-48.464625,-2.3041625,0.12184975,240.25475,283.03475,0.0297,0.20659375,0.21045475,-7.6858875,-7.785115,-8.885
1,6.75,-0.10501075,-14.59105,-0.07208,0.096108,-0.9994615,-0.379357,-0.0753,1.213695,0.0842,-5.946495,97.0937,404.495,3.736355,0.37373925,0.34492075,0.07945,0.091,-6.5973825,73.936975,-49.866525,-2.4288225,0.1515605,238.60525,281.9045,0.032425,0.2054825,0.2077435,-7.67363,-7.7970325,-9.25
1,7.25,-0.1049715,-13.29765,-0.0658,-0.252602,-0.793984,-0.30918475,-0.050275,1.20183,0.102053,-5.8445,97.08775,403.97125,3.77174,0.381433,0.3327045,0.0845,0.0966,-7.1651625,74.88795,-47.29305,-1.3237325,0.2723095,235.2165,281.774,0.52113125,0.20395975,0.2030065,-7.6105325,-7.774575,-9.5775
1,7.75,-0.09555,-13.201275,0.134378,-0.0624,-0.85865275,-0.4686535,-0.0457,0.940197,0.091675,-5.898325,97.131525,404.776,3.7733,0.39219525,0.3642065,0.075975,0.089875,-7.151615,74.700725,-39.640875,3.449865,1.412685,230.753,281.63425,6.8954125,0.20092775,0.20264225,-7.543645,-7.75638,-9.4825
1,8.25,-0.130499,-11.0987,0.0301,0.180816,-0.44454325,-0.424806,-0.0881,1.06972,0.0927,-5.769015,97.13645,406.21975,3.68131,0.3937425,0.356224,0.0772,0.08225,-6.8397075,74.5376,-18.334075,16.173,4.570245,237.3375,282.25525,27.155375,0.20013425,0.1975405,-7.624675,-7.77389,-8.745
1,8.75,-0.121111,-8.157835,0.960456,-0.09505275,-0.035375,-0.16137,-0.13364975,0.9076295,0.09545,-5.286765,97.16125,405.83325,3.775315,0.3955425,0.3706295,0.0906,0.08365,-5.9998,72.5838,-2.8321,28.5884,9.35,237.978,287.965,47.1264,0.181441,0.193299,-7.64223,-7.76534,-7.928
1,9.25,-0.1339905,-7.032645,3.17352,-0.200498,0.00878125,-0.27839,-0.1941985,1.406595,0.0924,-5.088145,97.13885,404.906,3.73179,0.402827,0.4173205,0.1157265,0.09335,-5.75083,71.7648,8.82264,44.5965,14.4771,240.435,291.288,73.5534,0.18044,0.193474,-7.65486,-7.71302,-6.942
1,9.75,-0.135436,-4.39937,6.3920275,-0.7435945,0.285181,-0.25538275,-0.22767225,1.7310875,0.103862,-4.290615,97.2039,403.695,3.68169,0.44495775,0.41478775,0.1636295,0.1088815,-5.01308,68.1534,21.7328,69.9964,20.6127,246.811,294.26,114.801,0.175233,0.191945,-7.55509,-7.67405,-6.217
1,10.25,-0.1581815,-4.713955,9.07811,-0.4365115,0.466122,-0.251227,-0.17246625,1.827495,0.132621,-4.13406,97.21645,403.21925,3.797285,0.539067,0.4838915,0.1628465,0.1091935,-4.29967,65.8749,28.78185,94.41465,25.9994,242.933,298.382,144.4615,0.187455,0.2002805,-7.44978,-7.56517,-5.4045
1,10.75,-0.16387625,-2.0007675,11.2379,-0.858023,0.4518025,-0.1920055,-0.0982065,2.017245,0.1549235,-3.8453175,97.189375,403.372,3.77147,0.678149,0.59494,0.2200535,0.1164835,-3.78451,63.5406,39.4743,103.587,27.96405,247.3095,301.8495,156.5085,0.1853305,0.200534,-7.27898,-7.436545,-4.928
1,11.25,-0.17229425,-4.2440875,12.155825,-1.122874,0.2460175,-0.272466,-0.125577,2.0051575,0.15180075,-3.421765,97.14105,403.02525,3.59196,0.70439875,0.6460035,0.23043175,0.12179025,-3.819945,61.97985,43.52875,106.566,28.63705,251.0145,303.3565,172.057,0.1843145,0.199898,-7.2266,-7.292235,-4.445
1,11.75,-0.17024575,-2.9552175,11.837975,-0.629749,0.223688,-0.25820675,-0.08545,2.246415,0.15487525,-3.3864925,97.152125,403.269,3.82489,0.7560455,0.69598075,0.243668,0.11898675,-3.67755,60.41425,43.42405,102.93575,26.439725,248.71075,305.19675,167.39175,0.18713175,0.20457225,-6.9269625,-7.142055,-4.26125
1,12.25,-0.165197,-1.31155,12.1718,-1.085815,0.1946055,-0.335765,-0.05775,2.26583,0.16903,-2.91843,97.0814,404.057,3.663,0.733729,0.672846,0.246715,0.12589,-3.465255,58.07605,48.17825,111.8565,26.798825,252.34575,307.4175,188.5325,0.184343,0.205119,-6.7786725,-7.0973725,-3.6955
1,12.75,-0.187092,-1.53748,14.618925,-0.828419,-0.0244,-0.2294095,-0.2392605,2.44584,0.144719,-2.53879,97.0639,402.1145,3.743265,0.769672,0.701235,0.252095,0.117485,-3.0863825,56.67055,51.070225,116.34225,27.26705,253.7875,306.63175,192.4155,0.18224,0.20531625,-6.690335,-7.0149875,-3.6945
1,13.25,-0.19099,-2.5662075,15.6121,-1.177285,0.043,-0.355354,-0.0833,2.19781,0.15681375,-2.46657,97.0307,401.586,3.73521,0.72709375,0.6244615,0.23654125,0.11252225,-2.89586,56.0944,40.2615,111.079,29.4815,255.169,306.992,183.949,0.185309,0.211909,-6.66024,-6.80872,-3.553
1,13.75,-0.2098445,-2.74412,15.45385,-1.035455,-0.040875,-0.29256075,-0.07305,2.21009,0.1457335,-2.2185125,96.974525,401.73175,3.8391325,0.706417,0.65247825,0.21985525,0.11084625,-2.85232,54.8942,37.8356,109.001,27.3615,248.649,305.299,174.287,0.182737,0.211593,-6.63679,-6.63661,-3.542
1,14.25,-0.176722,-2.57566,14.4136,-0.8399985,-0.262368,-0.299647,-0.051225,2.30343,0.164036,-2.18776,96.9424,401.826,3.764995,0.758794,0.686295,0.235923,0.10581,-2.82849,54.474,27.0625,84.566,19.7418,248.448,304.809,145.297,0.183858,0.211836,-6.5386,-6.56766,-3.432
1,14.75,-0.18208975,-4.91169,10.27915,-0.76734125,-0.253766,-0.2948815,-0.03855,2.08928,0.153986,-2.0826275,96.9222,401.816,3.7762825,0.720037,0.70196175,0.22482875,0.095,-2.58025,53.9143,23.2182,68.5971,16.3305,243.654,304.373,113.623,0.181982,0.213729,-6.51037,-6.5441,-3.689
1,15.25,-0.169728,-6.65132,9.22778,-0.377642,-0.403392,-0.290479,-0.0456,2.15502,0.138379,-1.91311,96.9608,401.78925,3.73015,0.616932,0.57201,0.202699,0.09,-2.40439,54.3108,13.3745,57.1802,13.9566,240.719,303.771,94.6883,0.181492,0.21465,-6.47648,-6.56983,-3.767
1,15.75,-0.16327,-10.026285,6.349915,-0.208838,-0.567485,-0.33165425,-0.0614,1.867385,0.116659,-1.920905,96.9891,401.2885,3.69124,0.6027025,0.50496875,0.192288,0.0749,-2.50237,53.5796,2.724,37.8804,9.13598,244.029,302.088,59.9372,0.18338,0.21324,-6.51514,-6.55003,-4.268
1,16.25,-0.127663,-12.1273,4.34406,0.01636,-0.90414,-0.308054,-0.0499,1.77635,0.105093,-1.93857,97.0312,401.682,3.6131225,0.54144,0.425717,0.152871,0.0783,-2.6731125,54.36465,-11.6212,19.299125,5.5053975,244.59475,301.08925,32.7076,0.18259525,0.209477,-6.511735,-6.5594525,-5.06025
1,16.75,-0.10732825,-13.606525,1.39202,0.187341,-1.4825325,-0.2485865,-0.0585,1.5375925,0.104574,-2.00662,97.00645,401.231,3.7630275,0.4275675,0.40859175,0.12013125,0.078475,-2.85797,55.8808,-36.99765,8.267845,2.68363,242.7805,297.6235,13.95635,0.1823605,0.204684,-6.501535,-6.551125,-5.486
1,17.25,-0.10669425,-15.580675,1.2062,0.282305,-1.63362,-0.386178,-0.0595,1.39604,0.0973,-2.1567375,97.0314,400.827,3.82804,0.39825975,0.373554,0.109852,0.098175,-2.8999,56.6505,-56.505,-0.3932505,0.597314,243.9645,292.952,2.17423,0.1819145,0.2071825,-6.534325,-6.545985,-6.2715
1,17.75,-0.0919,-12.838375,0.46043925,0.173424,-1.3927375,-0.20715,-0.0386,1.2213425,0.09605,-2.301095,97.087875,401.08425,3.6788125,0.3821165,0.394771,0.10396825,0.09445,-2.93927,58.07425,-55.75685,-2.58506,0.1641015,238.568,291.052,0.09645,0.1834285,0.2066425,-6.52656,-6.50137,-6.614
1,18.25,-0.071,-12.6506,0.1073305,0.16436175,-1.11777,-0.335759,-0.0415,1.08698,0.0844,-2.428045,97.12285,402.419,3.7147575,0.3395275,0.370818,0.08825,0.08905,-3.15788,61.46955,-53.30155,-2.57079,0.1804575,242.396,291.2085,0.03305,0.188458,0.2078095,-6.532845,-6.64243,-7.4115
1,18.75,-0.0902,-15.62865,-0.06375225,0.0927,-1.29894,-0.23880175,-0.0229,1.081365,0.08415,-2.593545,97.1399,402.81125,3.5693,0.3365165,0.3059255,0.07875,0.0931,-3.239845,62.60755,-54.99815,-2.63249,0.196711,242.435,288.179,0.03325,0.1946895,0.207508,-6.625835,-6.792095,-7.6
1,19.25,-0.09165,-14.0642,-0.249562,0.14154075,-1.19032,-0.24653,-0.031,1.133675,0.0834,-2.56312,97.1579,402.518,3.58329,0.3123105,0.3296825,0.0807,0.124305,-3.37334,63.84265,-54.80425,-2.276945,0.173623,236.935,289.6495,0.041,0.193791,0.2089635,-6.65419,-6.789105,-7.538
1,19.75,-0.0795,-14.09945,-0.091175,0.00958,-1.6231275,-0.2288105,-0.030825,1.093185,0.080325,-2.9347025,97.20395,403.0285,3.5826275,0.28795975,0.3476495,0.0788,0.1080455,-3.792515,66.54575,-53.3525,-2.55534,0.1804915,237.413,288.9115,0.0316,0.1913425,0.208427,-6.744135,-6.800785,-7.4165
1,20.25,-0.0798,-13.1675,-0.02805,0.157305,-1.2962225,-0.40798325,-0.0762,1.0501225,0.0805,-3.0960525,97.1398,402.6995,3.560065,0.3117505,0.31319325,0.07715,0.094775,-4.137745,67.42765,-51.7316,-2.572975,0.2166855,238.6405,289.102,0.03125,0.1895605,0.210122,-6.85919,-7.064425,-7.4315
1,20.75,-0.083,-11.22825,-0.0963305,0.039525,-1.12029,-0.2720915,-0.0667,1.13252,0.0699,-3.471045,97.1518,402.9235,3.4816775,0.319522,0.318487,0.07505,0.108064,-4.48649,67.6532,-50.26795,-2.3068,0.154311,240.01,287.9875,0.03515,0.1872815,0.21224,-6.869925,-7.009275,-7.439
