DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,SW_IN,SW_OUT,LW_IN,LW_OUT,TA,RH
1,6.25,-0.2654085,-10.5874,4.30677,1.371,1.503775,0.463995,-0.5263495,412.566,2.47072,0.9000005,0.6540525,0.537316,0.09365,-0.8693824,0.6240399,286.2563,304.2707,-2.31,87.1
1,6.75,-0.27041,-9.29602,5.340175,1.412525,1.68234,0.465721,-1.63143,413.59,2.503045,0.919136,0.641347,0.526024,0.0867,-0.7897012,0.6215354,286.0577,305.6779,-2.424,87.4
1,7.25,-0.284631,-6.69851,6.91144,1.43551,1.60157,0.483157,-1.07671,413.1415,2.40589,0.928328,0.610474,0.533911,0.0923,-0.7678128,0.5632119,285.1722,305.7846,-2.557,86.8
1,7.75,-0.27302,-8.50416,5.27146,1.29917,1.42433,0.463634,-1.31012,413.736,2.35866,0.885814,0.727312,0.504997,0.0984,-0.7030303,0.560818,285.1483,304.8456,-2.493,86.6
1,8.25,-0.353103,-2.87073,5.347985,1.030935,1.72851,0.529923,-1.48501,413.786,2.29533,0.973151,0.793796,0.585342,0.0933,1.845746,1.093411,287.0347,304.0194,-2.515,86.9
1,8.75,-0.3247705,-0.6057465,8.56073,0.968762,1.72366,0.513525,-1.0174635,412.143,2.13761,0.94052,0.738921,0.5687025,0.101867,17.62521,3.6465,284.6494,304.6039,-2.572,86.4
1,9.25,-0.3031895,8.5833,7.912375,0.638541,1.52609,0.4929925,-0.6976815,413.996,2.171325,0.9547185,0.786808,0.5823545,0.1250605,38.90088,7.021737,289.1651,306.7238,-2.74,84.9
1,9.75,-0.347015,21.6639,10.407,0.531618,1.667405,0.527739,-0.972233,412.69,2.15423,1.00599,0.7809,0.592732,0.133636,69.11245,11.00423,284.4585,308.8658,-2.326,83.9
1,10.25,-0.408483,25.5247,10.89495,-0.0282,1.81323,0.570735,-0.550152,416.727,2.009255,1.02816,0.818647,0.664275,0.1673415,95.3295,16.0866,283.9507,309.9557,-2.224,82.4
1,10.75,-0.429341,50.0689,14.26385,-0.424564,1.948995,0.597943,-0.3522725,416.816,2.11717,1.148,0.890148,0.646808,0.197937,112.2516,19.29285,284.5229,310.8955,-2.25,81.2
1,11.25,-0.524613,63.1686,14.5514,-1.19226,2.01178,0.635591,-0.2431805,416.49,2.185295,1.22391,0.856519,0.688124,0.211216,144.9351,24.50469,283.7852,313.8432,-2.082,79.05
1,11.75,-0.487886,70.9896,15.70265,-1.58938,1.89697,0.629535,-0.499742,415.662,2.187765,1.24263,0.902454,0.698638,0.220284,178.3606,22.17163,283.0221,313.4213,-1.685,76.38
1,12.25,-0.5182915,52.3283,17.0611,-0.935797,1.974035,0.645303,-0.480305,413.038,2.21433,1.2758,0.9546645,0.699101,0.2255425,181.1029,27.1194,287.1692,314.052,-1.634,75.42
1,12.75,-0.555587,70.7645,19.9248,-0.910365,2.090135,0.67246,-0.521525,415.008,2.38225,1.265885,0.945754,0.719606,0.181417,176.2201,27.16735,288.8336,313.9092,-1.454,74.85
1,13.25,-0.5314665,59.95205,11.605,-0.843868,2.00181,0.653476,-0.161403,412.844,2.3497,1.30147,0.9542065,0.7146355,0.187656,159.64365,27.43277,293.11775,314.6853,-1.399,74.905
1,13.75,-0.54815,69.4157,16.0983,-1.305185,2.09451,0.6601305,0.233096,411.8505,2.372515,1.264325,0.9195315,0.7177535,0.183573,124.8022,22.199945,293.16265,315.7073,-1.1785,74.145
1,14.25,-0.50763,60.02705,16.1576,-0.67074,2.036895,0.6388065,0.087,412.144,2.386265,1.207305,1.002939,0.7273025,0.1678885,130.8741,22.05162,294.6265,317.0841,-0.9,74.04
1,14.75,-0.446806,56.58055,15.2919,-0.32948,2.09439,0.601981,0.274979,412.4515,2.37522,1.14573,0.912972,0.724245,0.1627185,122.5267,19.25926,293.9713,316.6963,-1.064,74.94
1,15.25,-0.4727305,35.67655,15.3102,-0.356439,1.939025,0.622238,0.514612,411.072,2.38251,1.241095,0.88401,0.713995,0.136634,108.2675,14.11117,292.7864,315.8476,-1.07,73.92
1,15.75,-0.448402,22.5836,15.56955,0.0184,1.965335,0.589751,0.7569385,414.643,2.47632,1.11707,0.945796,0.672382,0.122146,78.24775,11.1458,292.8885,314.9135,-0.869,74.96
1,16.25,-0.356814,7.07871,8.59411,0.636022,1.68353,0.528341,0.5267005,412.919,2.43672,1.02208,0.845398,0.628107,0.088,59.79395,8.096072,292.9288,314.3499,-0.914,74.67
1,16.75,-0.35,-1.00444,6.49016,1.03486,1.57042,0.519645,0.568342,412.05,2.43234,0.935086,0.726791,0.540455,0.074,32.94511,5.029236,295.0449,314.2512,-1.087,77.28
1,17.25,-0.229563,-6.39739,5.08658,1.37189,1.50898,0.420202,0.484225,411.394,2.44817,0.867595,0.636898,0.469332,0.07355,10.6957,2.26531,296.3143,313.4562,-1.16,77.6
1,17.75,-0.192598,-7.86998,4.9983,1.01454,1.46002,0.394719,0.4980905,411.8075,2.4955,0.777066,0.581701,0.460758,0.0811,0.5047949,0.9237347,294.3532,313.1087,-1.229,79.44
1,18.25,-0.198517,-8.30234,3.07203,1.014965,1.35149,0.397518,0.3147585,413.069,2.64923,0.777039,0.602525,0.471169,0.0867,-0.8587543,0.6841282,296.2725,312.9225,-1.299,80.2
1,18.75,-0.238175,-7.17246,3.934745,0.9973385,1.5165,0.438366,-0.106136,413.642,2.550925,0.878053,0.601062,0.499308,0.0818,-0.9729467,0.6660953,296.3641,312.3247,-1.48,80.5
1,19.25,-0.203226,-9.76538,3.814555,1.670735,1.50606,0.402079,0.401676,413.4275,2.588615,0.814194,0.614079,0.513987,0.07075,-0.9567028,0.669935,297.2675,311.8102,-1.575,82.6
1,19.75,-0.234775,-7.97901,6.62336,1.4812,1.39684,0.4358055,0.291344,413.0095,2.71017,0.819243,0.6319045,0.495737,0.0781,-1.03056,0.6558243,297.437,311.5107,-1.623,82.1
1,20.25,-0.2429505,-11.4815,4.796675,1.71115,1.52149,0.4432325,-0.344062,413.039,2.66677,0.834428,0.621303,0.5096,0.0876,-0.8736567,0.6237047,296.6542,311.3757,-1.652,82.6
1,20.75,-0.2659355,-8.940205,7.68306,0.890621,1.55056,0.460449,-0.682063,414.02,2.47138,0.909496,0.6221995,0.549853,0.0784,-0.8953925,0.5220143,294.8923,311.3239,-1.697,83
1,21.25,-0.277074,-7.27967,6.786115,1.4573,1.471835,0.467204,-0.787158,413.234,2.51153,0.8659045,0.599182,0.528727,0.0701,-0.890636,0.5640076,294.5754,310.7219,-1.822,82.5
1,21.75,-0.2246055,-9.00733,4.238615,1.34332,1.43754,0.422719,-0.792335,413.611,2.49575,0.850038,0.596438,0.468774,0.0817,-0.8508043,0.6041384,292.1419,310.9797,-1.921,83.4
1,22.25,-0.163479,-3.98749,3.23192,1.37939,1.424345,0.355279,-1.30462,412.557,2.35388,0.800131,0.613449,0.449829,0.0813,-0.9262056,0.6103504,291.9515,309.7616,-1.993,84
1,22.75,-0.2392695,-5.6666,3.750625,1.39038,1.6676,0.4405495,-1.0376755,414.538,2.403385,0.811684,0.6327655,0.5155765,0.0755,-0.9604004,0.5406706,292.3951,309.3498,-2.036,83.6
1,23.25,-0.249428,-6.20596,3.357765,1.31369,1.4952,0.447622,-1.090032,414.26,2.35205,0.813163,0.608599,0.485133,0.0649,-1.022475,0.6179573,292.2078,309.8674,-2.076,84.9
1,23.75,-0.210947,-10.2827,1.8847,1.46026,1.48414,0.408008,-1.1478795,414.268,2.28874,0.830357,0.601757,0.486088,0.0756,-0.9542591,0.6153535,292.9529,310.3239,-2.066,85.6
2,0.25,-0.202751,-10.06333,3.16634,1.32878,1.29395,0.408711,-0.3594505,416.486,2.23024,0.771761,0.593158,0.480684,0.100872,-1.0034525,0.66284525,280.8183,298.5313,-3.731,83.6
2,0.75,-0.183595,-9.69509,3.251375,0.9155295,1.43545,0.385362,-0.2324155,416.253,2.179605,0.78478,0.587103,0.494399,0.125085,-1.03474915,0.66766085,279.3233,297.10285,-3.9,84.4
2,1.25,-0.175566,-10.76495,3.41406,1.02145,1.45175,0.376656,-0.1101285,416.531,2.06948,0.7684585,0.639233,0.472884,0.126224,-0.97487525,0.5968477,279.5107,295.86085,-4.15,85.1
2,1.75,-0.2019005,-9.27097,4.81851,0.9244435,1.521275,0.397738,-0.2285265,416.678,2.203,0.825608,0.6351,0.494216,0.10777,-0.9022231,0.53440985,280.84755,295.46,-4.447,86.7
2,2.25,-0.175233,-11.1587,3.21119,0.913538,1.48379,0.376466,-0.388643,416.758,2.16576,0.753902,0.591051,0.455424,0.109421,-0.9506041,0.54665285,280.7015,295.3422,-4.7275,87.25
2,2.75,-0.161402,-8.94422,2.64918,0.992898,1.43157,0.357892,-0.79158,416.635,2.1753,0.754836,0.597162,0.455154,0.1045905,-0.81591415,0.5676796,280.45555,294.23175,-4.857,87.2
2,3.25,-0.1414025,-8.4597,3.610335,1.21935,1.368985,0.33758,-1.059005,416.386,2.097255,0.7126465,0.529566,0.4175855,0.11031,-0.7949178,0.56521325,278.8743,293.6414,-5.1945,87.15
2,3.75,-0.167574,-8.194835,5.218405,1.307235,1.4428,0.361747,-1.22312,416.743,2.18276,0.755917,0.589708,0.448169,0.08915,-0.80629835,0.5578078,279.2331,293.32795,-5.359,88.05
2,4.25,-0.184194,-7.371985,3.188025,1.24016,1.50408,0.383316,-1.41912,416.9115,2.206825,0.816521,0.652663,0.481477,0.0855,-0.74843565,0.57109385,280.1159,293.02315,-5.449,87.35
2,4.75,-0.19439,-7.69458,4.34465,1.26077,1.48297,0.395875,-1.502485,416.439,2.18664,0.804831,0.643456,0.485198,0.113965,-0.78005235,0.5957152,281.2303,292.57805,-5.603,87.55
2,5.25,-0.183682,-7.08664,3.08833,0.7734635,1.5172,0.377933,-1.78087,417.1355,2.16292,0.818651,0.659704,0.494626,0.0885,-0.87499295,0.5680027,281.56605,292.4547,-5.719,86.95
2,5.75,-0.190708,-7.67977,2.55616,1.25464,1.48142,0.391151,-1.53022,416.461,2.17321,0.85092,0.666654,0.509807,0.0991,-0.9271127,0.64036435,281.85225,292.1531,-5.837,87.05
2,6.25,-0.191098,-6.393825,2.95224,1.0337845,1.3538,0.388641,-1.845775,415.94,2.160175,0.749597,0.589283,0.445578,0.08,-0.87057305,0.63701765,279.0612,292.1115,-5.8525,87.55
2,6.75,-0.194112,-7.77942,3.12189,0.950019,1.23907,0.396108,-1.721855,418.701,2.18867,0.742759,0.571602,0.438603,0.0892,-0.9566118,0.69173425,277.95825,292.44315,-5.815,87.05
2,7.25,-0.146754,-9.1114,3.12903,1.07445,1.34994,0.338901,-1.74849,418.7765,2.310415,0.766157,0.601853,0.415071,0.0862,-0.54879075,0.76793155,275.17385,292.00435,-5.883,86.65
2,7.75,-0.173502,-4.63029,5.356575,0.8455385,1.39393,0.379174,-1.74595,415.778,2.29547,0.809694,0.616162,0.426382,0.0916,1.804432,1.5429935,278.43755,292.22785,-5.8565,87.1
2,8.25,-0.1928535,-0.7800875,4.48583,1.06391,1.424175,0.3937125,-1.51161,417.152,2.23036,0.771023,0.664902,0.4678555,0.116539,16.146595,5.0437265,279.96975,292.66105,-5.7245,86.7
2,8.75,-0.3036275,10.361975,5.79307,0.500449,1.659395,0.4983685,-1.09921,416.936,2.3095,0.9648715,0.782566,0.599478,0.137512,56.174385,11.82881,280.99645,294.1271,-5.6805,85.2
2,9.25,-0.400936,21.2802,9.46357,0.0933915,1.80516,0.569285,-0.3169625,415.2195,2.394825,1.17603,0.802289,0.671451,0.175579,99.39295,21.681695,283.0695,296.46735,-5.126,84.45
2,9.75,-0.488626,44.5052,11.96545,-0.1348625,1.82099,0.625914,0.1109475,414.949,2.366465,1.21886,0.912187,0.693661,0.192049,129.59425,29.90464,283.5008,299.95895,-4.4445,82.45
2,10.25,-0.55141,69.6918,13.56405,-0.0646,1.96982,0.66879,0.5452815,415.234,2.328185,1.26747,0.975236,0.731179,0.227197,168.2533,39.48569,285.1888,302.2045,-3.7575,80.2
2,10.75,-0.604326,80.0798,13.188,-1.57518,2.0868,0.69633,0.6502185,414.701,2.24873,1.28418,1.02027,0.734834,0.241611,207.7142,46.477315,286.4189,305.02715,-3.1635,77.955
2,11.25,-0.508789,85.9231,16.6018,-0.7544325,2.16396,0.638554,1.05655,414.584,2.42045,1.24861,1.00839,0.744369,0.254041,279.83285,55.01501,285.452,308.07315,-2.859,76.475
2,11.75,-0.5303,107.181,15.8656,-1.652935,2.17827,0.651853,1.47369,414.432,2.373105,1.30871,1.05021,0.754566,0.283996,284.10165,58.18126,287.6676,311.6524,-2.315,74.75
2,12.25,-0.643459,109.604,15.9738,-1.83175,2.28221,0.722129,1.43922,414.126,2.35965,1.3962,1.03376,0.799501,0.247071,321.83315,72.33919,286.604,314.5148,-1.786,72.83
2,12.75,-0.674463,117.28,16.1088,-1.836495,2.24766,0.728436,1.71698,413.7805,2.37388,1.4242,1.02742,0.785833,0.250819,299.54215,66.59253,284.74975,314.4808,-1.4415,69.205
2,13.25,-0.674605,98.5189,18.3419,-1.92069,2.21436,0.738113,1.91744,412.986,2.39259,1.36335,1.02874,0.819773,0.2433945,265.1092,64.443955,287.71505,314.6373,-1.3385,67.42
2,13.75,-0.55345,111.164,18.6909,-1.82818,2.14874,0.660161,2.0158,412.801,2.40598,1.31037,1.03948,0.792538,0.2265625,280.43885,58.77593,288.0609,315.73305,-1.3215,68.01
2,14.25,-0.578112,94.23,17.135,-1.19184,2.21216,0.684543,2.19501,412.507,2.4484,1.30616,1.04089,0.82555,0.20408,239.14915,55.54479,288.31765,315.0413,-1.1825,67.305
2,14.75,-0.541242,70.1585,16.523,-1.083885,2.14388,0.664517,2.44886,412.436,2.44146,1.3455,1.01454,0.779066,0.199236,205.63895,47.04913,290.5858,315.49795,-0.8985,64.48
2,15.25,-0.470485,63.4226,13.1741,-0.115675,2.1977,0.6156405,2.34405,412.958,2.43288,1.233315,1.010006,0.702529,0.158548,184.49525,41.43376,291.01625,313.8836,-1.2575,66.095
2,15.75,-0.470154,53.09585,11.41405,-0.371688,2.13255,0.611962,2.289405,412.682,2.5379,1.185685,0.943302,0.7256945,0.1353735,163.9448,37.60097,289.2445,313.18945,-1.5425,67.885
2,16.25,-0.472329,27.0098,12.07315,0.498539,1.99154,0.6128865,2.03838,412.8145,2.4984,1.144485,0.9086385,0.665105,0.134767,122.4722,25.47112,288.04585,311.9915,-1.5345,70.185
2,16.75,-0.3908575,17.5655,8.3148,0.472763,2.01154,0.5560895,1.75109,413.013,2.56183,1.0903,0.8721715,0.6328245,0.111959,86.133625,16.43,287.71215,311.4267,-1.7135,70.725
2,17.25,-0.335523,3.679075,7.28482,0.602718,1.878765,0.5246245,1.74424,413.46,2.676885,1.09046,0.808037,0.620279,0.1017405,50.30991,10.240425,289.87565,309.6674,-1.817,70.86
2,17.75,-0.309615,-7.32513,6.28786,1.0482,1.797995,0.502059,1.4598,413.541,2.61849,1.01778,0.7455675,0.569958,0.09695,16.12588,4.168097,288.47485,307.81515,-2.0175,71.725
2,18.25,-0.315979,-8.41812,2.74062,1.03098,1.673325,0.504364,1.394885,413.876,2.55172,0.9581065,0.702196,0.5774765,0.0992,1.5206225,1.386672,288.76985,306.46375,-2.276,72.715
2,18.75,-0.2190695,-10.7948,2.28336,1.113745,1.583705,0.414197,1.17902,413.257,2.522815,0.830165,0.657144,0.5012695,0.105575,-0.8868445,0.6642784,287.82125,306.2163,-2.3035,73.285
2,19.25,-0.212648,-10.4569,3.22479,1.156095,1.57965,0.415544,1.13285,413.0775,2.52289,0.816756,0.635058,0.505545,0.0984,-1.1924645,0.5918541,285.5624,305.4357,-2.3085,75.85
2,19.75,-0.2142845,-14.22385,2.46273,0.992653,1.65369,0.41431,1.159525,414.146,2.45048,0.866514,0.6204715,0.5061905,0.0986,-1.199946,0.62911795,286.07255,303.8938,-2.305,76.805
2,20.25,-0.183804,-11.5487,2.208415,0.974209,1.36869,0.384156,1.179,414.194,2.3793,0.828301,0.599054,0.456387,0.106593,-1.1298545,0.64136935,283.6712,302.20835,-2.362,79.265
2,20.75,-0.18924,-12.9219,2.38462,1.0083415,1.48369,0.392832,1.07286,414.643,2.48314,0.753959,0.578278,0.438566,0.1150415,-1.05356665,0.6798585,285.5529,301.26465,-2.4545,80.71
2,21.25,-0.188845,-12.35,2.10917,1.023831,1.54225,0.383899,0.707699,414.5255,2.50186,0.710144,0.601092,0.46407,0.116739,-1.0866395,0.72934445,281.63445,301.06845,-2.5165,80.85
2,21.75,-0.184208,-8.1567,2.22555,0.8297085,1.51467,0.379883,0.401315,414.914,2.558535,0.742727,0.567442,0.435988,0.109012,-1.0786495,0.6798511,282.07135,299.46665,-2.5845,81.3
2,22.25,-0.168095,-12.5787,2.326205,1.03256,1.69938,0.369869,0.0131,415.404,2.36998,0.793136,0.631302,0.471752,0.109281,-1.1365475,0.6333023,284.7491,299.04495,-2.6785,81.8
2,22.75,-0.1992395,-10.5362,2.30802,1.08784,1.49354,0.3908255,-0.267628,415.6795,2.32537,0.822512,0.667846,0.5020455,0.101585,-1.0345015,0.60040275,283.12105,298.8715,-2.9825,81.35
2,23.25,-0.189413,-12.0167,2.24558,0.9712855,1.4567,0.388444,-0.279965,416.1155,2.35611,0.759968,0.646941,0.487323,0.107537,-0.8249028,0.59905715,282.0965,298.79425,-3.557,81.95
2,23.75,-0.186177,-10.1665,2.27582,1.20412,1.46027,0.383958,-0.321245,416.452,2.3189,0.803412,0.610241,0.469721,0.12758,-0.96782655,0.61750865,278.543,299.0077,-3.5565,81.8
3,0.25,-0.125404,-10.88905,1.80242,1.2948,1.161605,0.3190965,2.94854,416.173,3.37822,0.6301145,0.4622905,0.341552,0.166435,-1.9325725,1.2995285,271.2566,313.88125,0.0845,78.63
3,0.75,-0.112988,-13.2344,4.27099,1.74055,1.115245,0.303771,3.08193,416.826,3.477345,0.634156,0.497885,0.3619705,0.166001,-1.2990665,1.06927,281.0573,313.66445,0.1905,79.905
3,1.25,-0.092,-12.87675,1.34802,1.51794,1.037625,0.2697805,3.011285,417.8665,3.54762,0.5777185,0.50048,0.3273075,0.151172,-1.90713,1.177693,268.25255,313.7074,0.369,82.35
3,1.75,-0.106205,-12.1776,0.967845,1.21373,1.13579,0.2907455,3.24251,417.12,3.40286,0.571108,0.4920605,0.335517,0.150548,-1.665514,1.135603,281.5082,312.5662,-0.1255,83
3,2.25,-0.0937395,-9.90752,1.97466,1.31293,1.016235,0.277539,3.06241,417.261,3.29073,0.5357175,0.49042,0.3305665,0.167877,-1.67329,1.158084,281.68605,312.5927,-0.4735,84.25
3,2.75,-0.0905,-15.3009,2.028035,1.12908,1.0055,0.27183,2.99797,416.165,3.28882,0.607812,0.49251,0.323856,0.156071,-1.748581,1.182707,276.84275,312.0527,-0.5425,86.6
3,3.25,-0.0644,-12.5997,3.12823,1.488405,1.03989,0.2287015,2.90965,417.582,3.08216,0.537608,0.416307,0.3077025,0.1710715,-1.359695,1.181849,282.23605,312.63725,-0.67,86.1
3,3.75,-0.0846,-11.3503,2.30161,1.76932,1.159,0.268844,2.74811,417.843,3.16829,0.580136,0.481496,0.326485,0.165753,-1.5090165,1.2492835,280.0039,313.23515,-0.698,86.65
3,4.25,-0.130765,-15.413,2.36943,1.80618,1.04185,0.319546,2.9656,417.06,3.4962,0.641213,0.461675,0.349504,0.185478,-1.585696,1.2102745,280.9137,312.5953,-0.4775,87.9
3,4.75,-0.08525,-15.516,2.07981,1.70033,1.16713,0.2629515,2.63283,417.9785,3.46582,0.615238,0.539495,0.351354,0.150519,-1.7963675,1.1617005,273.8791,312.5975,-0.5835,87.1
3,5.25,-0.111663,-14.9619,3.678185,1.46948,1.34914,0.304009,3.11065,417.755,3.221305,0.675104,0.496337,0.37289,0.149475,-1.750835,1.055672,276.7117,312.19815,-0.8495,87.05
3,5.75,-0.11912,-16.6055,2.593905,1.11369,1.31011,0.319119,3.16464,417.0265,3.06821,0.731242,0.609017,0.383535,0.1718225,-1.4460915,1.085049,288.69785,312.35595,-0.719,86.8
3,6.25,-0.175266,-12.1114,3.37281,2.04123,1.38359,0.374324,3.22829,418.231,3.15347,0.763628,0.665734,0.491741,0.165315,-1.127474,0.90453015,296.53675,313.2564,-0.471,86.1
3,6.75,-0.181885,-11.9911,3.66588,1.52959,1.44214,0.391029,3.50219,418.905,3.55361,0.722345,0.542498,0.475429,0.150889,-0.10748496,0.9797741,291.29935,313.68345,-0.194,85.25
3,7.25,-0.224623,-9.60515,5.52224,1.55189,1.44403,0.426442,3.56007,419.334,3.26805,0.801849,0.616978,0.536494,0.16781,10.0780315,2.1679675,281.5936,314.45745,-0.127,86.15
3,7.75,-0.272208,-0.142347,11.5759,1.17111,1.52857,0.472363,3.7197,419.521,3.18299,0.902928,0.748974,0.573021,0.153772,41.117535,5.7747895,284.3739,316.7944,0.223,85.1
3,8.25,-0.3601205,16.1939,10.3535,0.480655,1.668975,0.539909,4.08743,418.3235,3.65791,1.06246,0.707525,0.614562,0.171206,79.371285,11.088145,281.2094,319.47355,0.4365,82.8
3,8.75,-0.4757085,39.8943,18.8272,0.600719,1.85128,0.6226535,4.17164,417.532,3.72543,1.149625,0.872366,0.684148,0.214838,128.52845,16.53619,293.84795,320.99395,0.6185,80.9
3,9.25,-0.496119,55.07,19.8424,-0.5808765,1.8509,0.635085,4.8951,416.34,3.45734,1.14139,0.942742,0.728597,0.269947,192.2975,23.69619,297.3043,323.83155,0.903,79.32
3,9.75,-0.559986,83.3822,22.8769,-1.0883,2.13982,0.677454,5.16975,415.46,3.394435,1.33428,0.973586,0.739364,0.2718815,280.73725,32.791355,296.6011,327.88075,1.5345,72.455
3,10.25,-0.5764945,106.4985,27.31565,-1.400205,2.149665,0.686416,5.863835,415.842,3.14461,1.368925,1.03876,0.7971115,0.274223,271.04585,38.666365,300.2803,331.62105,2.061,69.455
3,10.75,-0.5481665,129.6985,28.4895,-1.56472,2.18209,0.6711305,6.049945,415.6945,3.29183,1.32888,1.08957,0.814808,0.3090905,360.32485,41.23347,294.4608,334.49315,2.248,66.735
3,11.25,-0.672793,167.865,34.7815,-2.857695,2.33309,0.7452985,6.0232,415.63,3.231665,1.43602,1.082045,0.84233,0.368042,376.2784,48.94963,289.8994,339.87585,2.772,67.085
3,11.75,-0.6819185,170.366,28.2602,-2.70186,2.273425,0.760017,6.818335,416.384,3.071,1.438005,1.159135,0.9047455,0.369795,484.52765,48.79508,290.97855,341.12625,3.157,67.385
3,12.25,-0.69922,175.952,30.3272,-2.29481,2.4098,0.770181,7.22297,416.14,3.22047,1.44926,1.226385,0.855622,0.397937,422.2462,44.86886,287.44135,341.5831,3.4675,64.185
3,12.75,-0.746635,200.414,32.503,-3.492635,2.399545,0.7869535,7.636815,415.582,3.21011,1.487845,1.228405,0.942006,0.381598,538.90045,54.715255,284.43695,345.24355,3.8215,63.635
3,13.25,-0.607463,181.4715,31.44555,-2.77122,2.279505,0.710988,7.761795,415.6865,3.30068,1.508465,1.20693,0.8789955,0.360791,449.02605,50.416715,290.32885,347.0822,4.1515,61.765
3,13.75,-0.674488,184.886,37.6498,-2.34971,2.419885,0.749306,8.06491,415.834,3.12513,1.478495,1.21416,0.912436,0.359773,402.44865,46.338435,290.42235,348.6534,4.7225,60.645
3,14.25,-0.6303445,165.574,29.6756,-1.53543,2.26126,0.7233375,8.12997,415.813,3.00126,1.35379,1.14747,0.855989,0.355024,384.4207,41.506115,295.99935,348.35585,4.9195,60.29
3,14.75,-0.6950685,141.4335,24.22415,-1.556325,2.41693,0.763803,8.076005,415.5565,3.4503,1.40538,1.216055,0.852674,0.327326,376.67125,40.630625,296.0869,348.136,5.096,58.755
3,15.25,-0.744619,128.551,26.5166,-1.259265,2.26332,0.779125,8.26652,415.293,3.117265,1.39404,1.14922,0.834869,0.281754,366.81605,44.291655,290.58395,348.62645,5.0665,58.365
3,15.75,-0.565641,93.0862,25.14415,-0.505191,2.02655,0.685222,8.62761,415.299,3.211625,1.30161,1.09144,0.797483,0.235587,267.06545,28.89996,298.10585,347.85195,5.1855,57.085
3,16.25,-0.583723,76.2794,20.8733,-0.3317105,1.954255,0.701422,8.52364,414.992,3.5449,1.308745,1.004529,0.791678,0.206499,216.90755,24.179985,294.3376,345.9426,5.2435,56.97
3,16.75,-0.582296,49.4625,17.285,0.17778,1.96995,0.689921,8.53665,414.589,3.572645,1.34607,1.02468,0.795718,0.184944,152.88425,21.342265,296.57465,343.7896,5.1635,58.71
3,17.25,-0.4776895,21.63375,13.5958,1.01852,1.99491,0.6296965,8.4665,414.612,3.33643,1.19643,0.9312135,0.7320605,0.139272,108.54305,14.693375,297.8562,342.0658,4.859,61.05
3,17.75,-0.382095,-2.52694,10.0796,1.27589,1.7088,0.564608,7.964295,413.906,3.284635,1.02888,0.805238,0.62283,0.127227,66.46556,10.6336,297.49205,338.69175,4.4255,62.065
