DOY2,HR2,FC,CO2,SC,H,LE,H2O,SH,SLE,G_1_1_1,G_1_2_1,G_2_1_1,G_2_2_1,WS,USTAR,V_SIGMA,W_SIGMA,PA_1_1_1,RH_1_1_1,RH_1_2_1,VPD,TA_1_1_1,TA_1_1_2,TA_1_2_1,T_SONIC,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_1_10_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_8_1,TS_2_9_1,TS_2_10_1,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,NEE
1,0.25,-0.0125152,382.7475,-1.50114,-86.4101,-1.0751015,0.588609,-7.5413,-0.9417375,-3.8187125,-5.5218,-5.065285,-9.467545,0.959772,0.04337,0.2687975,0.0909315,96.65955,35.85625,57.310425,0.2249835,-26.77975,-30.6208,-35.279225,-24.5445,-12.563325,-11.27,-5.914505,-4.1159625,-2.6591775,-1.898515,-1.3425225,-0.74873625,-0.8102615,-0.510355,-7.3643175,-5.8260675,-4.3921125,-3.034775,-2.03771,-0.092939225,-0.76140425,-0.69638775,0,0,172.8255,183.796,-0.02615,-0.030525,-0.41419325
1,0.75,-0.1883626,383.534,-0.617623,-90.13425,-0.464689,0.581869,-7.589495,-1.51844,-3.81538,-5.505975,-5.0517175,-9.466385,0.751601,0.04342,0.277718,0.1511908,96.69665,37.11325,59.0723,0.2238275,-26.8155,-30.7722,-34.87285,-24.6515,-12.5454,-11.2533,-5.94396,-4.18041,-2.6794325,-1.9003575,-1.366225,-0.749575,-0.80732575,-0.49551375,-7.38378,-5.8036625,-4.392945,-3.0805025,-2.01561,-0.10527275,-0.76933725,-0.7228395,0,0,171.678,185.843,-0.027625,-0.033575,-0.63903125
1,1.25,-0.645486,383.277,-0.49327725,-96.3177,-0.7911975,0.5754605,-10.676025,-1.7944125,-3.81448,-5.491935,-5.0374425,-9.46592,0.491021,0.039835,0.41877,0.1028325,96.6927,37.6115,59.27215,0.2249385,-26.97125,-31.069025,-33.8719,-24.7135,-12.601275,-11.228675,-5.94897,-4.167175,-2.6819075,-1.8983925,-1.347435,-0.73248925,-0.83183925,-0.51144425,-7.369625,-5.7783,-4.3928275,-3.089245,-2.0250025,-0.0882287,-0.76226425,-0.73087275,0,0,171.04825,185.85675,-0.027,-0.029525,-0.067019125
1,1.75,-0.219037,383.3165,-2.46260175,-88.93035,-0.368346,0.5703415,-9.9493325,-35.1402,-3.81269,-5.4831675,-5.0241375,-9.47645,0.4930015,0.029175,0.298302,0.105956,96.67105,38.90975,59.527925,0.2274635,-26.89425,-31.112725,-33.5313,-24.735,-12.653925,-11.293475,-5.96614,-4.090915,-2.683395,-1.8853075,-1.3270325,-0.7498215,-0.82357075,-0.499665,-7.3889725,-5.788455,-4.4066525,-3.0786325,-2.0409375,-0.12051425,-0.78760225,-0.7177535,0,0,173.144,185.841,-0.0301,-0.035625,-0.24904425
1,2.25,-1.299967,383.3005,-5.766565,-99.4785,-1.129064,0.554877,-4.839645,-1.0675695,-3.8118975,-5.47521,-5.009695,-9.4965525,1.1644705,0.030525,0.297963,0.124881,96.73665,40.19625,60.8233,0.221862,-27.38475,-31.262275,-34.070525,-25.028,-12.67145,-11.358475,-6.015935,-4.0938375,-2.682265,-1.8931025,-1.3276275,-0.74978925,-0.82558925,-0.48786075,-7.4011075,-5.7740725,-4.37289,-3.066525,-2.032425,-0.1434165,-0.75234225,-0.7106515,0,0,177.04725,186.89,-0.03305,-0.035775,-0.1436385
1,2.75,-2.20775,382.4055,-2.3340255,-85.5801,-1.639808,0.54356,-5.332585,-1.781439,-3.8104075,-5.464915,-5.00168,-9.516545,1.197775,0.047465,0.297624,0.143806,96.78165,41.85125,60.74955,0.2183585,-27.2805,-31.47655,-33.53885,-25.2375,-12.5375,-11.2325,-6.036525,-4.133645,-2.6901775,-1.88223,-1.311815,-0.7224145,-0.81899075,-0.508055,-7.4109575,-5.730465,-4.378095,-3.044865,-2.06445,-0.1511065,-0.765348,-0.69975625,0,0,176.77075,185.4165,-0.03805,-0.03815,-0.7464554
1,3.25,-10.0361475,381.52675,-0.5523155,-93.7713,-2.7965075,0.54927425,-6.9001,-64.641527,-3.80768,-5.4539775,-5.0141675,-9.5372875,0.6000885,0.01597975,0.26796475,0.15040225,96.8245,42.6055,61.051725,0.218022,-26.90425,-31.68765,-33.604175,-25.159,-12.469825,-11.087125,-6.03818,-4.1467075,-2.673565,-1.88135,-1.319765,-0.7286115,-0.80400075,-0.52047075,-7.4106,-5.724375,-4.35315,-3.0292025,-2.0405475,-0.12676925,-0.7806265,-0.71997,0,0,175.85475,185.533,-0.032625,-0.0291,-0.4044375
1,3.75,-7.1236485,384.075,-2.951256,-90.7565,-1.42671,0.56766,-20.560125,-77.8478,-3.805745,-5.4442525,-5.02557,-9.56253,0.678005,0.03025,0.29936,0.1574695,96.876,43.16325,61.4572,0.221735,-27.41875,-31.29295,-33.72475,-24.875,-12.424,-10.9846,-6.02471,-4.10513,-2.67576,-1.870685,-1.2958825,-0.7485965,-0.82963925,-0.52172075,-7.3944325,-5.7315775,-4.3390575,-2.99639,-2.047825,-0.13761375,-0.7777355,-0.7164635,0,0,175.759,186.253,-0.027575,-0.01715,-0.5096425
1,4.25,-1.7539,383.505,-2.18885,-84.0315,-3.348314,0.573845,-10.2055,-88.9412175,-3.804915,-5.4413725,-5.0395725,-9.5831225,0.943615,0.04715,0.315466,0.130052,96.992,44.13825,61.06565,0.22426,-27.61075,-31.0824,-34.007675,-24.755,-12.3124,-10.91175,-6.00666,-4.1032325,-2.6732775,-1.864895,-1.3254675,-0.711135,-0.84703575,-0.522602,-7.405675,-5.7071825,-4.3613875,-2.989105,-2.0331575,-0.117493,-0.7842915,-0.72067,0,0,175.0095,184.6975,-0.023575,-0.019,-0.474952
1,4.75,-2.003805,383.9875,-1.816635,-78.039325,-4.4650875,0.55751825,-5.864595,-3.18644,-3.80597,-5.4472575,-5.0578525,-9.5996925,0.47550925,0.0383425,0.431301,0.21591925,97.06745,43.27025,60.9725,0.22391525,-27.98775,-30.7013,-34.1608,-24.98275,-12.216375,-10.845925,-6.006875,-4.1030925,-2.6829475,-1.846925,-1.332645,-0.71811425,-0.8166985,-0.520885,-7.4401125,-5.7142525,-4.4010325,-2.99233,-2.0241625,-0.122587,-0.77891725,-0.71357,0,0,175.074,183.2665,-0.023525,-0.030675,-0.435995
