DOY2,HR2,USTAR,TA_1_1_1,WS_1_1_2,NEE,FC,SC,H,LE,G,TS_1_1_1,TS_1_2_1,RH,PA,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,LW_IN,LW_OUT,H2O
3,15.75,0.33,26.41,1.805,-2.04,-4.08,2,14.18,134.44,3.36,24.98,24.99,71.143,98.36,375.87,10.39,141.16,433.065,207.575,11.77,23.81,435.26,456.145,25.55
3,16.25,0.3,26.07,1.64,0.96,-2.14,3.69,1.57,103.61,2.45,24.99,25,71.394,98.34,375.76,9.62,78.475,278.25,133.37,7.61,15.74,430.65,454.34,25.56
3,16.75,0.25,25.65,1.595,4.25,-0.88,4.66,-1.79,55.85,1.38,25.02,25.02,74.5155,98.36,376.93,8.725,42.775,160.22,76.79,4.76,10.09,426.67,452.33,25.605
3,17.25,0.19,25.49,1.605,7.525,0.34,6.66,-4.26,26.055,0.63,25.04,25.04,75.8475,98.38,380.03,8.15,13.3,81.16,38.9,2.75,4.73,424.5,449.69,25.71
3,17.75,0.15,25.06,1.54,11.28,1.15,8.535,-4.54,11.32,0.07,25.05,25.05,77.8645,98.4,381.81,7.03,-12.44,11.45,5.49,0.87,0.95,423.575,446.38,25.66
3,18.25,0.14,25.055,1.65,10.75,1.57,8.03,-4.525,6.39,-0.75,25.06,25.08,78.8535,98.42,383.45,6.74,-20.115,-2.58,-1.24,0.4,0.06,420.865,445.105,25.63
3,18.75,0.12,24.86,1.76,10.665,1.52,7.68,-4.085,5.945,-1.82,25.08,25.09,78.622,98.44,385.22,6.69,-19.845,-2.6,-1.25,0.38,0.02,418.36,443.275,25.46
3,19.25,0.13,24.65,1.99,10.33,1.755,7.75,-4.28,3.86,-2.65,25.08,25.11,79.252,98.49,387.135,6.49,-18.275,-2.545,-1.22,0.37,0,420.235,443.17,25.55
3,19.75,0.14,24.54,2.15,8.865,1.83,5.36,-4.44,2.39,-3.02,25.08,25.12,79.993,98.53,389.675,6.45,-18.45,-2.4,-1.15,0.37,0,420.61,442.28,25.41
3,20.25,0.15,24.48,2,8.37,2.23,5.57,-4.51,2.95,-3.445,25.095,25.13,79.537,98.58,388.92,6.415,-17.265,-2.33,-1.12,0.39,-0.015,418.425,441.765,25.355
3,20.75,0.13,24.42,2.005,8.49,2.07,5.19,-5.96,3.565,-3.745,25.095,25.13,80.2,98.605,390.69,6.2,-17.04,-2.325,-1.115,0.385,-0.06,419.39,440.82,25.43
3,21.25,0.13,24.35,2.03,7.94,3.135,4.46,-5.635,4.145,-3.925,25.105,25.14,80.227,98.64,392.24,6.11,-16.81,-2.34,-1.12,0.4,-0.03,417.21,440.65,25.31
3,21.75,0.13,24.29,2.13,8.485,3.135,4.79,-6.765,3.115,-3.935,25.11,25.15,80.919,98.66,392.69,5.965,-17.35,-2.39,-1.145,0.41,-0.025,416.41,439.8,25.315
3,22.25,0.14,24.18,2.11,8.295,2.865,4.5,-7.605,2.67,-4.005,25.11,25.145,80.794,98.69,396.03,5.9,-14.61,-2.265,-1.085,0.44,-0.025,420.485,439.38,25.33
3,22.75,0.14,24.22,2.095,8.49,2.965,4.23,-7.8,2.445,-4.275,25.11,25.14,78.547,98.685,395.37,6.48,-15.61,-2.245,-1.075,0.5,-0.06,418.895,439.075,24.83
3,23.25,0.15,24.07,2.24,9.695,3.37,4.4,-7.39,2.9,-4.39,25.105,25.145,79.42,98.66,397.085,6.16,-14.86,-2.2,-1.055,0.49,-0.02,418.08,438.265,24.65
3,23.75,0.16,23.83,2.2,7.91,4.765,3.96,-8.16,1.13,-4.57,25.105,25.14,91.725,98.64,400.95,2.33,-12.62,-2.01,-0.96,0.59,-0.02,419.855,437.675,25.79
4,0.25,0.13,23.835,2.07,7.465,3.45,2.62,-5.55,1.305,-4.05,25.15,25.19,84.218,98.62,403.25,4.77,-12.63,-1.555,-0.745,0.605,0.01,422.06,438.86,25.71
