DOY2,HR2,TAU,H,LE,FC,FCH4,WS,USTAR,T_SONIC,CO2,H2O,CH4,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,PA,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_OUT_1_1_1,PPFD_IN_1_1_1,RH_1_1_1,G_1_1_1,G_1_1_2,G_1_1_3,SW_IN_1_1_1,SW_OUT_1_1_1,TA_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1
1,0.25,-0.07625355,-60.62485,-0.13632,1.47699425,-2.95598,0.381707,0.0931558,9.73037,442.7955,5.636275,2103.005,0.389917,0.378114,0.0917647,0.392856,101.801,272.49,329.611666666667,0.0055583333333332,0.0306916666666666,85.0766666666667,-32.2433333333333,-19.8253333333333,-28.0366666666667,0,0.589566666666667,4.49186666666667,7.23866666666667,8.112,8.33666666666667,9.19833333333333,10.9436666666667,11.924,4.92146666666667,6.4273,7.67946666666667,8.12933333333333,9.24133333333333,9.80133333333333,5.94853333333333,6.51336666666667,7.16063333333333,7.91146666666667,9.33,10.732
1,0.75,-0.09392795,-58.1849,-1.945545,1.959915,-0.568426,0.385282,0.079846,9.55067,440.8405,5.6868775,2111.1675,0.381415,0.362712,0.0841466,0.319305,101.82,274.266666666667,326.5775,0,0.0306916666666666,80.7226666666667,-31.0474166666667,-20.2566666666667,-28.38,0,0.662241666666667,4.43846666666667,7.14676666666667,8.03263333333333,8.31966666666667,9.20933333333334,10.9603333333333,11.9376666666667,4.83033333333333,6.2951,7.5852,8.107,9.27033333333333,9.89466666666667,5.83853333333333,6.35443333333333,7.05056666666667,7.77513333333333,9.324,10.744
1,1.25,-0.075029225,-37.898725,-1.230331,1.97596,-6.301695,0.353734,0.0931409,8.98623,442.1665,5.67435,2111.935,0.471002,0.383202,0.082254,0.328215,101.796,275.133333333333,326.674166666667,0,0.0306916666666666,85.212,-28.44275,-20.3226666666667,-29.0856666666667,0,0.646091666666667,3.99646666666667,7.07143333333333,7.95516666666667,8.24233333333333,9.18233333333333,10.9683333333333,11.9476666666667,4.8528,6.20133333333333,7.52453333333333,8.118,9.29066666666666,9.92033333333333,5.64606666666667,6.25966666666667,6.98166666666667,7.64723333333333,9.31533333333334,10.7506666666667
1,1.75,-0.06739485,-50.40715,1.5092,2.527775,-7.6988375,0.385416,0.10731,8.35111,440.652,5.577315,2116.15,0.476189,0.457685,0.10824,0.322512,101.764,277.006666666667,325.853333333333,0,0.0306916666666666,78.1983333333333,-28.1926666666667,-19.531,-27.7563333333333,0,0.6819,3.68916666666667,6.98416666666667,7.8331,8.12266666666667,9.15533333333334,10.9493333333333,11.9246666666667,4.55103333333333,6.00996666666667,7.37326666666667,8.122,9.282,9.88366666666667,5.57416666666667,6.1613,6.87433333333333,7.5155,9.303,10.7323333333333
1,2.25,-0.105443,-52.7133,0.171643,1.14875,-13.839025,0.402323,0.102646,8.29138,439.693,5.61383,2101.82,0.478289,0.487143,0.103012,0.323889,101.786,279.503333333333,325.516666666667,0,0.0306916666666666,77.9913333333333,-28.5893333333333,-18.835,-27.0096666666667,0,0.553841666666667,4.10456666666667,6.89193333333333,7.6997,8.06933333333333,9.13566666666667,10.9603333333333,11.9363333333333,4.52483333333333,5.9527,7.27406666666667,8.10866666666667,9.27566666666667,9.926,5.3933,6.09976666666667,6.82326666666667,7.43586666666667,9.28933333333333,10.739
1,2.75,-0.08695755,-46.967725,-2.0973,2.353965,-8.3116775,0.334554,0.090008825,8.46001,441.3105,5.36628,2095.24,0.41147,0.414442,0.0972483,0.264823,101.73675,275.06,326.69,0,0.0306916666666666,78.8296666666667,-26.55175,-18.9303333333333,-25.8806666666667,0,0.47895,3.8622,6.7792,7.57096666666667,7.94256666666667,9.08966666666667,10.97,11.946,4.5843,5.92296666666667,7.15696666666667,8.0382,9.24366666666667,9.9,5.38436666666667,6.07363333333333,6.77,7.3614,9.255,10.7496666666667
1,3.25,-0.08472415,-41.1868,-1.874335,1.09146,-11.07795,0.383261,0.09863475,8.01936,440.999,5.6363025,2106.52,0.439472,0.433739,0.119517,0.294963,101.838,272.486666666667,327.524166666667,0,0.0306916666666666,80.4236666666667,-23.2631666666667,-18.8713333333333,-26.1863333333333,0,0.57545,3.84633333333333,6.7075,7.49706666666667,7.87066666666667,9.07,10.9663333333333,11.94,4.62813333333333,5.88816666666667,7.11713333333333,8.00433333333333,9.246,9.87866666666667,5.4182,5.9683,6.66186666666667,7.32133333333333,9.242,10.744
1,3.75,-0.077600925,-36.8115,-2.571325,1.53294,-10.133865,0.459791,0.0876278,8.00487,441.6195,5.450385,2096.73,0.397194,0.382853,0.0994408,0.277281,101.766,270.016666666667,326.951666666667,0,0.0306916666666666,79.9073333333333,-20.9666666666667,-19.2936666666667,-28.199,0,0.520158333333333,3.72043333333333,6.69353333333333,7.4719,7.8366,9.03266666666667,10.944,11.9146666666667,4.65413333333333,5.9009,7.03583333333333,7.8903,9.20633333333333,9.86133333333333,5.38246666666667,5.8875,6.5737,7.29216666666667,9.23666666666667,10.7276666666667
1,4.25,-0.09046115,-54.60275,-3.94252,1.82421,-8.04705,0.325352,0.1002693,8.03961,441.11,5.66887,2103.72,0.419664,0.437244,0.0960675,0.332231,101.77,271.73,332.140833333333,0,0.0306916666666666,80.5776666666667,-19.8766666666667,-19.564,-26.2583333333333,0,0.518583333333333,3.30456666666667,6.7211,7.44623333333333,7.81016666666667,8.969,10.939,11.9096666666667,4.61053333333333,6.00133333333333,6.96506666666667,7.79843333333333,9.13566666666667,9.82866666666667,5.36156666666667,5.83056666666667,6.5631,7.18633333333333,9.218,10.724
1,4.75,-0.104626,-47.9329,-1.511727,1.76618,-9.25146,0.370197,0.0863964,7.10456,440.651,5.725165,2105.3175,0.404826,0.426055,0.0975062,0.268214,101.778,272.98,328.708333333333,0,0.0306916666666666,81.4906666666667,-18.4074166666667,-18.8546666666667,-26.7793333333333,0,0.544691666666667,3.37336666666667,6.69436666666667,7.41063333333333,7.7485,8.904,10.9596666666667,11.93,4.8811,5.82156666666667,6.94773333333333,7.70473333333333,9.118,9.828,5.29626666666667,5.86026666666667,6.51333333333333,7.164,9.20033333333333,10.739
