DOY2,HR2,CO2_1_1_1,H2O_1_1_1,FC_1_1_1,SC_1,G_1_1_1,H_1_1_1,LE_1_1_1,WS_1_1_1,USTAR_1_1_1,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,TS_1_1_1,TS_1_2_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,G_1_1_2,G_1_1_3,TAU_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_1_1_1,NEE_1_1_1
1,0.25,371.64785264,2.8412506872,-0.147974626475,-10.492864107,-34.2122683315,-76.5511529365,-55.0607960575,0.2152204,0.0163387453,99.99567,36.7685880175,-8.236943,0.1062966749,3.797805,4.358915,-113.56325,-21.74007301225,-3.106804,-0.1888,178.2755,270.63225,-22.4225,-26.1875,-0.62178635,0.160587325,0.11575625,0.026903875,-3.84626375,-0.045840746375
1,0.75,371.3275,2.92962949995,-1.5056159123,-12.198449865,-34.789336667,-78.0398943305,-58.1683368,0.17792035,0.016557050925,99.98075,38.18877638,-9.014064,0.1188328932,3.766832,4.350824,-113.71975,-21.774081002,-3.253575,-0.10379725,177.62325,269.09175,-22.649,-26.564,-0.56116095,0.174399925,0.1544314,0.0294585,-4.30899495,-0.46489592655
1,1.25,371.520816385,3.1127450176,-5.7880420085,-10.193437169375,-34.240125,-71.467609741,-114.056774635,0.1685576,0.01860979595,99.9564,39.56685318,-8.867408,0.1175072113,3.7398705,4.341753,-113.87775,-21.762788363,-3.21487,-0.13217725,175.47825,265.35275,-22.891,-26.659,-0.639752725,0.1488552,0.1539552,0.029263025,-4.4367485,-9.677002333625
1,1.75,372.17625,3.1333604223,-4.8805487726,-11.0243720062,-33.5739000015,-72.189299674,-169.94521247,0.155520375,0.01205588925,99.93428,40.0306748225,-8.716071,0.1182861264,3.71916275,4.331957,-113.669,-21.753403359,-3.273375,-0.080243225,174.08025,267.678,-23.325,-26.6445,-0.895213875,0.1254504,0.164567975,0.02816775,-4.424973675,-0.47780874675
1,2.25,372.10204042,2.136377661,-1.484212895,-12.0935549105,-32.986223333,-67.8729953735,-93.804569885,0.15391675,0.0135726096,99.95275,41.8374336075,-8.4183535,0.09495607475,3.696554,4.320687,-113.66625,-21.77162196,-3.241745,-0.055721475,172.6985,269.01475,-23.7055,-26.5715,-1.215682,0.1431043,0.1580581,0.03008985,-4.122007375,-2.1984628355
1,2.75,372.52525,2.974004,-1.9412957549,-6.8961447182,-33.113086667,-76.796989033,-143.618597925,0.1246237375,0.01534902225,99.95146,43.78985942,-9.76292775,0.0975060721,3.6730455,4.314312,-113.52575,-21.75361718,-3.1272675,-0.15877375,173.36575,267.8915,-23.911,-26.6745,-1.098414425,0.15355335,0.1410274,0.032466825,-4.4456976,-3.47755952675
1,3.25,372.56125,2.6044929541,-0.6898159752,-19.3525840035,-33.499338333,-91.28491694175,-102.32630916625,0.17818345,0.0163357503,99.92745,43.983377465,-9.97817875,0.09765035105,3.645508,4.3101,-114.33075,-21.760203063,-3.16509,-0.16741525,174.0785,267.309,-24.106,-26.8675,-0.814164975,0.208466225,0.17152465,0.034253325,-4.6734304,-0.7316777586
1,3.75,372.258,2.5703782782,-1.00581628645,-14.181052833,-33.5673266685,-80.798307929,-173.75886567,0.1785869,0.0126820196,99.9077,43.6358406925,-10.6271975,0.09348914655,3.61392175,4.306636,-114.644,-21.736272005,-3.0802625,-0.1495585,174.6525,266.958,-24.4835,-27.1705,-0.721283875,0.133746225,0.1135086,0.027874425,-4.926237325,-1.89172575685
1,4.25,372.8765,2.94210449505,-1.33246921665,-5.83777011345,-33.6301150015,-78.890448894,-122.3289780925,0.19403305,0.0162038691,99.90925,43.32495636,-10.50002,0.0914435724,3.582153,4.304491,-115.524,-21.781863571,-3.210875,-0.140485,175.97775,266.93375,-24.648,-27.428,-1.240971075,0.160244175,0.124175525,0.0255191,-5.20484025,-3.620702522625
1,4.75,372.57275,2.58386990355,-3.085636289375,-14.707744247,-34.520076667,-83.252127875,-124.605426475,0.1475686,0.01520570075,99.9038,45.6187703325,-10.48097,0.092583747275,3.54447,4.29978525,-116.87805,-21.733587407,-3.26228275,-0.137547725,178.0096,266.62005,-24.644,-27.4045,-1.076837525,0.1032844,0.142033025,0.027942475,-5.540105875,-0.453837166925
