DOY2,HR2,CO2_1_1_1,H2O_1_1_1,CH4_1_1_1,FC_1_1_1,FCH4_1_1_1,SCH4_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,WS_1_1_1,USTAR_1_1_1,PA,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,T_BOLE_1_1_1,T_BOLE_2_1_1,NEE
1,0.25,417.2386,1.194988,2050.3835,0.1404488,2.0740555,0.066053385,-13.85,-3.684762,0.003135335,2.179865,0.2209579,95.908155,-10.43486,-10.88,-10.95333,-11.05667,-11.16,-2.472667,-1.867333,-1.291,-0.3353,1.48,3.057,3.6529,-11.65168,0,0,0.35181165,265.27255,275.02815,-11.18667,-11.2,0.16579
1,0.75,416.3733,1.2131105,2049.5575,0.1551955,2.815495,0.0139971555,-13.858335,-3.49044,0.03849215,2.226424,0.2349686,95.891505,-10.48667,-11.08,-11.09,-11.23833,-11.411665,-2.5575,-1.8763335,-1.3328335,-0.349,1.4116665,3.035833,3.6381,-11.7133,0,0,0.3434712,266.2889,276.93565,-11.466665,-11.485,0.1497136
1,1.25,416.1277,1.220733,2046.171,0.1448049,2.747473,-0.10934045,-13.77,-3.822808,-0.03091363,2.187523,0.2360538,95.862,-10.64008,-11.178335,-11.316665,-11.44833,-11.543335,-2.6145,-1.8448335,-1.307167,-0.35116665,1.4106665,3.0363335,3.6447835,-12.47963,0,0,0.3237857,261.8709,276.2903,-11.611665,-11.628335,0.1768942
1,1.75,416.61505,1.216817,2047.643,0.1306611,2.952564,0.1175682,-13.72667,-3.539911,0.016089075,2.1246635,0.2340033,95.86766,-10.923565,-11.396665,-11.446665,-11.62,-11.64,-2.653833,-1.834833,-1.2868335,-0.3426667,1.4145,3.029,3.638,-11.88393,0,0,0.3146485,267.23525,276.452,-11.66,-11.676665,0.1791814
1,2.25,416.46085,1.243307,2049.0225,0.1383593,2.770575,-0.14676315,-13.72167,-3.1667075,0.051948335,2.248903,0.2401614,95.87297,-10.97333,-11.285,-11.441665,-11.56,-11.675,-2.549833,-1.838167,-1.3075,-0.3116667,1.441,3.0355,3.630688,-11.079495,0,0,0.3613051,266.7656,277.3212,-11.823335,-11.826665,0.1683794
1,2.75,416.6179,1.234459,2049.982,0.1610541,2.0076555,0.05350328,-13.76,-3.176263,0.013561325,2.191517,0.2325,95.87633,-10.846,-11.48,-11.48,-11.76,-11.9,-2.608667,-1.914333,-1.338333,-0.34,1.391667,3.004,3.6435675,-10.97,0,0,0.304068,270.4505,277.9095,-12.08,-12.06667,0.18242365
1,3.25,417.0754,1.2201165,2047.809,0.13940675,2.1832115,0.02707894,-13.77,-3.2352425,0.02758366,2.111977,0.218453,95.86001,-10.81557,-11.32333,-11.39,-11.59,-11.66,-2.729667,-1.876,-1.319,-0.374,1.375,2.99,3.6430505,-11.352755,0,0,0.3021777,273.0812,277.5771,-11.89,-11.86,0.1516414
1,3.75,416.99495,1.2205675,2048.9345,0.1293039,2.611254,0.08497522,-13.77,-2.903567,0.0093238765,2.167498,0.23428865,95.882665,-10.72137,-11.37,-11.6,-11.71667,-11.80667,-2.662333,-1.927333,-1.335667,-0.3816667,1.38,2.981,3.642684,-10.505,0,0,0.3040207,273.9842,277.9802,-11.91667,-11.95,0.1490872
1,4.25,417.0633,1.181111,2046.771,0.15801545,3.190885,0.001913478,-13.748335,-3.288293,0.003136,2.15813,0.22322625,95.865835,-10.731,-11.415,-11.64333,-11.796665,-11.805,-2.723667,-1.8853335,-1.3215,-0.37898335,1.3971665,3.0095,3.653867,-10.59541,0,0,0.280142,273.0952,278.5794,-11.875,-11.891665,0.1715991
1,4.75,417.3213,1.1681685,2046.771,0.126346,2.860144,0.05681739,-13.68333,-3.062873,0.04971698,2.23,0.2439049,95.852005,-10.700535,-11.69667,-11.89333,-11.95,-11.95333,-2.930333,-1.992333,-1.320667,-0.4063,1.366667,2.997,3.658099,-9.708771,0,0,0.3058916,268.9281,278.7765,-12.04,-12.04333,0.1436616
