DOY2,HR2,CO2,H2O,CH4,FC,NEE,FCH4,H,LE,WS,USTAR,PA,RH,TA,VPD,PPFD_IN,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,TS_1,TS_2
1,0.25,409.5435,2.411635,2097.95,-1.12139925,-1.67085425,-24.01715,-48.064175,-8.571155,0.3259875,0.036678925,98.2892,54.541225,-12.110375,-0.000119105250000827,-0.1,-89.0374,-4.304795,-0.79594,175.083,252.855,3.73589,2.8111
1,0.75,409.826,2.3935,2099.4,-1.7147375,-1.37492,-12.714675,-58.5361,-10.609325,0.408259,0.056584,98.308125,55.20855,-11.937925,-5.59377500000001e-05,-0.1,-89.4508,-4.2813,-0.89734,174.3735,252.56,3.734065,2.80972
1,1.25,409.47975,2.381775,2094.7325,-2.275925,-1.85177,-17.5561,-51.52625,-10.354345,0.41981825,0.050136125,98.32135,57.60655,-11.72555,-3.135e-16,-0.1,-89.32755,-4.3567775,-1.017435,175.02075,252.225,3.731885,2.80684
1,1.75,409.33975,2.4193925,2090.175,-1.15319975,-0.6669,-61.276175,-47.6335,-11.909125,0.38031825,0.043605625,98.32555,57.473875,-11.6889,-3.135e-16,-0.1,-87.575675,-4.3228275,-1.0702,175.094,253.83,3.726945,2.80438
1,2.25,408.82975,2.44992,2089.515,-1.087065,-0.90904775,-16.712435,-48.1208,-5.19731,0.256513,0.0536497,98.3565,59.667725,-12.068825,0,-0.1,-84.246,-4.084075,-0.879006,173.79,253.50625,3.720795,2.8010125
1,2.75,408.998,2.42042,2086.82,-2.32839,-1.90507425,-26.06725,-65.003,-6.148025,0.283476,0.0398964,98.364225,57.745,-12.1808,0,-0.1,-86.167,-4.13735,-0.797316,173.36,252.3235,3.7224175,2.7958575
1,3.25,408.423,2.41076,2093.3025,-0.9046875,-0.77744225,-16.336,-54.031725,-13.68897,0.30918675,0.0492478,98.3667,59.035325,-11.908575,-3.135e-16,-0.1,-85.38185,-4.264775,-1.022646,172.9125,253.539,3.72618,2.7902175
1,3.75,405.73325,2.36345,2094.25,-0.9266525,-0.8424675,-53.435375,-46.7532,-5.9930625,0.32101575,0.051069075,98.3663,61.0024,-11.51025,0,-0.1,-84.519375,-4.08315,-0.5168025,172.414,252.5195,3.72938,2.788355
1,4.25,405.613,2.41977,2088.8925,-2.953285,-2.8996475,-25.603725,-37.232975,-3.42294,0.321503,0.04484285,98.3473,62.353525,-11.74765,0,-0.1,-85.261525,-4.14538,-0.836868,170.34475,251.0995,3.72774,2.791045
1,4.75,405.9495,2.37315,2086.25,-1.238025,-1.36612,-12.988,-39.4588,-4.57056,0.26427725,0.043998975,98.317675,62.090375,-11.81145,-0.00136433,-0.1,-83.9504,-4.11715,-0.85519825,171.435,250.46675,3.721775,2.7955975
1,5.25,406.085,2.4417125,2082.7875,-1.6961375,-1.52078,-45.886,-40.87925,-9.4497875,0.34291125,0.049886,98.3001,62.1097,-11.7274,-0.0018239735,-0.1,-83.8928,-4.06095,-0.836886,171.722,250.71725,3.7138375,2.79713
1,5.75,402.9675,2.432125,2085.6925,-1.1911875,-0.9223475,-10.567815,-52.306975,-23.2026,0.333525,0.056855,98.27925,62.172875,-11.651225,-0.0047225775,-0.1,-83.89895,-3.98078,-0.866584,170.50375,250.25,3.70996,2.8023
1,6.25,406.818,2.4363,2082.26,-1.59054,-1.6528275,-13.833555,-46.368725,-10.173875,0.37129875,0.05348725,98.289475,62.54305,-12.1955,-0.00170880575,-0.1,-84.5314,-4.00396,-1.081465,168.825,250.2175,3.69974,2.79835
1,6.75,406.618,2.38416,2082.85,-0.58011,-0.63856,-12.214365,-45.41885,-28.909625,0.39162025,0.0507752,98.305,62.9857,-12.351775,-0.0010941975,-0.1,-83.8554,-4.0127575,-1.04892875,168.928,250.13,3.68516,2.79745
1,7.25,406.798,2.39644,2078.42,-2.467375,-0.850504,-40.644,-40.8625,-28.0145,0.3308345,0.0484161,98.3014,62.1722,-12.516675,-0.0055068475,-0.1,-82.15,-4.102175,-0.6805675,173.051,248.375,3.672245,2.7927
1,7.75,406.66425,2.4326925,2080.4925,-1.7609975,-1.18825575,-16.008,-37.92485,-18.8387,0.29787975,0.053891425,98.26515,62.918525,-12.7901,-0.0070502175,-0.05,-81.5399,-3.05256,-0.85282625,171.9925,247.895,3.6682225,2.78575
1,8.25,406.64225,2.369335,2088.7775,-0.658665,-0.9611115,-21.980175,-36.59165,-12.2386,0.3174165,0.0596363,98.2746,64.765775,-12.466175,-0.00766953,1.45875,-77.504625,0.2431165,-0.50978375,172.22625,248.075,3.66334,2.782175
1,8.75,407.1405,2.47998,2095.125,-1.0497245,-2.352065,-32.8475,-41.285,-27.17415,0.31988075,0.045605975,98.28805,62.7559,-12.587575,-0.0059119,7.79875,-63.771,3.57348,0.082981875,172.88875,249.675,3.66134,2.782175
1,9.25,407.156,2.4893125,2088.73,-1.17424,-1.506725,-34.41925,-43.4897,-17.265885,0.326069,0.057333925,98.28775,61.962825,-11.58735,-0.00505791,16.58625,-63.40325,11.1314,0.93996875,175.62375,255.9225,3.67665,2.790375
1,9.75,407.19175,2.375535,2083.12,-1.8212,-1.57742,-57.162725,-45.114825,-24.5066,0.32110075,0.06749985,98.292875,60.3357,-10.615125,-0.0055278075,28.38125,-61.65085,16.07165,1.74686,179.0685,260.606,3.691,2.79745
1,10.25,407.4745,2.35207,2084.555,-1.685625,-2.110885,-38.50725,-38.6178,-16.6571375,0.576752,0.095142125,98.293,57.228725,-10.1065475,-0.005389015,39,-49.2041,21.0638,1.6369075,185.886,264.22425,3.71381,2.809315
1,10.75,408.96,2.3987,2080.15,-1.35969,-1.5508,-33.0955,-36.1793,-13.337,0.3766625,0.0905293,98.31995,54.57545,-9.62302,-0.0056927975,55.83125,-50.8176,25.094,1.997605,186.225,267.206,3.735475,2.8174625
1,11.25,409.0175,2.45115,2077.1875,-2.60808,-3.701985,-24.54725,-38.5566,-14.81125,0.51291375,0.07362965,98.326525,53.1041,-9.113885,-0.008032025,61.92,-40.144,33.245375,3.19087,189.02,269.7915,3.755275,2.826185
