DOY2,HR2,USTAR,TA,WS,FC,SC,H,LE,G,RH,PA,NETRAD,PPFD_IN,SW_IN,CO2,VPD,TS_1_1_1,TS_1_2_1,NEE
1,0.25,0.027,-7.39225,0,-0.1486,-0.882075,-82.005,-4.815,-7.9222,54.918,86.996,-49.8905,0,0,358.40075,0.01225,-0.47515,0.655575,0.0446
1,0.75,0.0212,-7.30175,0,-0.30665,-0.48435,-80.3525,-4.5225,-7.848675,54.06775,86.996,-49.77125,0,0,357.4025,0.0045,-0.52835,0.572025,0.02145
1,1.25,0.025,-7.6635,0,0.033575,-0.5845,-89.02175,-3.915,-7.8232,54.1085,86.996,-49.33325,0,0,357.774,0.00225,-0.430875,0.591175,0.05835
1,1.75,0.0282,-8.34625,0,-0.3035,-0.5854,-81.35325,-5.98825,-7.955975,51.34625,86.996,-47.9125,0,0,358.149,0.02,-0.531725,0.542,0.0319
1,2.25,0.0254,-8.45925,0,-0.3585,-0.3185,-106.302,-3.064,-8.688175,51.65175,86.996,-49.6195,0,0,358.229,0.02,-0.39075,0.649025,0.00925
1,2.75,0.0258,-8.47575,0,-0.725,-0.37355,-102.01775,-2.93,-9.329975,47.02575,86.996,-46.98975,0,0,358.47225,0.02,-0.32785,0.65465,0.04065
1,3.25,0.02,-9.037,0,-0.05075,-0.89425,-81.21675,-3.918,-9.760575,44.19525,86.996,-48.272,0,0,358.983,0.02,-0.22385,0.6909,0.0816
1,3.75,0.01125,-8.8875,0,-0.2945,-0.771,-72.711,-5.8025,-9.9149,53.54775,86.996,-49.33025,0,0,358.3405,0.03,-0.275675,0.710175,0.13225
1,4.25,0.0208,-8.86,0,-0.67145,-0.85095,-103.95075,-3.3635,-9.761975,57.11275,86.9885,-48.04475,0,0,358.6735,0.03225,-0.3117,0.6376,0.04825
1,4.75,0.0235,-8.941,0,-0.4708,-0.734,-78.541,-4.57,-9.395425,57.51275,86.9885,-48.86,0,0,359.47875,0.02225,-0.328175,0.57635,0.0332
1,5.25,0.0156,-9.169,0,-0.05455,-0.21645,-81.937,-11.82,-9.171975,55.942,86.925375,-44.06975,0,0,359.58675,0.03675,-0.306325,0.5991,0.00495
1,5.75,0.019375,-9.5675,0,-0.6606,-0.69025,-81.3615,-7.84475,-9.429725,58.049,86.9625,-44.895,0,0,359.598,0.04,-0.301325,0.663625,0.113825
1,6.25,0.0224,-9.13975,0,-0.872,-0.9301,-76.496,-6.2375,-10.04635,54.601,86.9625,-43.0245,0,0,359.65,0.01675,-0.343075,0.61645,0.1161
1,6.75,0.0188,-8.49275,0,-0.96645,-0.8079,-72.26025,-5.2955,-11.54995,53.5745,86.9625,-43.667,0,0,359.7925,0.01675,-0.448425,0.60825,0.1709
1,7.25,0.01575,-8.31225,0,-0.5475,-0.599375,-89.9455,-8.8925,-13.217325,57.476,86.9625,-42.0765,0,0,359.3365,0.02225,-0.478575,0.56875,0.003875
1,7.75,0.0185,-8.36075,0,-1.31035,-0.62385,-89.5945,-5.53025,-14.189075,57.37225,86.9625,-35.44225,0,0,360.5375,0.02225,-0.5599,0.57845,-1.41155
1,8.25,0.0178,-8.244,0,-1.8458,-1.0257,-74.90875,-5.819,-14.465125,56.90225,87,-22.97425,4.99305,1.259025,358.91625,0.03,-1.2356,-0.191925,-1.8507
1,8.75,0.0242,-6.687275,0,-1.5054,-0.9359,-58.785,-3.72425,-13.394075,55.62475,87.063125,-15.9395,12.3175,3.063825,359.133,0.02225,-2.262,-1.195525,-1.9118
1,9.25,0.028,-5.7592,0,-2.13785,-1.248,-68.54625,0.1155,-11.415025,51.361,87.063125,-25.09,21.648,5.28845,359.486,0.03,-2.114,-1.12005,-2.2662
1,9.75,0.050875,-4.947675,0,-2.73325,-1.1418,-23.832,2.72275,-8.866475,46.59775,87.063125,-42.11275,41.29275,10.363,360.019,0.03,-1.245325,-0.238975,-2.8842
1,10.25,0.034875,-4.636775,0.0054,-2.9019,-0.9225,-26.78,5.61625,-6.6178,45.829,87.063125,-71.10975,39.835,11.71075,359.14375,0.07225,-0.920125,0.01985,-3.27735
1,10.75,0.0896,-4.3109,0,-2.833425,-0.7805,-28.29675,5.16375,-5.206575,42.5565,87.063125,-41.14625,44.30775,11.99625,359.162,0.07,-0.7152,0.220925,-2.897025
