DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,G_1_1_1,G_3_1_1,G_5_1_1
1,6.25,412.4905,0.82955,409.6972,1.107025,2039.3152,410.79,0.70785,409.96965,0.968525,2087.8884,412.3355,0.80355,411.1739,0.9945,2040.4874,412.68675,0.86665,409.8285,1.73925,2034.581825,1.12325,-9.853625,0.048275,411.6625,1.401,-0.2213,-0.2088,-2.1307,-2.53425,-3.3188,0.039825,-54.915575,-7.47875,0.19055,0.714,0.65625,0.14,-13.2123,-13.221775,-13.40285,-13.9642,-14.046,94.2842,39.854,0.1828,-10.54675,-10.095,-10.48925,0,-4.97975,0.4,-1.1,199.19,261.515,-95.7,204.045,258.6,-0.05,-0.43,-0.2,-0.45,-0.12,-0.51,-0.27,-0.4,-4.466225,-2.445625,0.751375,3.215625,4.3518,-3.5657,-1.8845,1.485525,2.7004,4.66855,-4.41735,-2.155125,0.8586,2.842175,3.964525,-4.90525,-3.25225,0.529275,2.47815,3.619225,-4.249175,-2.1178,1.70825,3.1149,4.184575,-34.0911,-38.2313,-33.2582
1,6.75,415.5542,0.7957,409.684825,1.2147,2020.05515,411.489225,0.711625,410.684,1.13485,2053.2034,414.885525,0.793125,409.46305,1.416625,2034.823275,415.683075,0.843,410.175775,1.3438,2035.86545,0.904475,-10.09105,0.0339,411.7884,1.386125,-0.296,-0.4345,-1.771275,-5.18545,-1.433375,0.045625,-60.4557,-7.81125,0.2269,0.665,0.54875,0.12,-13.1554,-13.38295,-13.408625,-14.412875,-14.396325,94.28505,39.60525,0.1363,-10.76925,-10.03225,-9.80675,0,-4.8425,0.4,-1.2965,198.7,262.5725,-94.9345,203.405,259.6575,-0.04825,-0.44,-0.2,-0.46,-0.13,-0.51,-0.27,-0.40775,-4.494,-2.565725,0.676275,3.21045,4.3491,-3.69925,-1.951375,1.476,2.69275,4.660175,-4.40225,-2.28555,0.796875,2.824725,3.9632,-5.217,-3.249875,0.496425,2.4718,3.6132,-4.441925,-2.238175,1.6967,3.114525,4.18045,-33.817875,-37.7175,-33.180575
1,7.25,417.208825,0.809875,410.6195,1.114525,2013.396525,416.6628,0.7072,409.7782,1.272,2048.958575,417.1904,0.8178,411.9138,1.046,2017.9105,417.424575,0.8723,412.234225,1.269325,2008.51,0.998675,-10.128325,0.03875,411.381625,1.3764,-0.139,-0.38565,-0.346475,-4.4634,-2.332175,0.049825,-53.71385,-5.586575,0.2202,0.87,0.62,0.12,-12.6726,-13.64275,-13.3429,-14.04775,-14.88965,94.318,40.9915,0.173375,-10.946,-10.5035,-9.832,0,-4.59325,0.4,-0.89,198.11,262.81,-94.05825,201.6275,260.745,0.04,-0.298,-0.11,-0.39,-0.1,-0.45,-0.16425,-0.29775,-4.468,-2.554,0.6516,3.206175,4.34745,-3.757375,-1.9676,1.4686,2.6855,4.651625,-4.484475,-2.3434,0.756125,2.80655,3.962,-5.395,-3.2014,0.4605,2.4718,3.611,-4.40815,-2.218375,1.693,3.1107,4.1751,-33.7083,-37.80925,-33.36365
1,7.75,417.18345,0.82315,409.6242,1.3698,2025.061,416.7816,0.729,409.609175,1.562475,2055.8375,417.35125,0.831,409.8485,1.709825,2024.97925,417.3473,0.88855,412.32935,1.3996,2023.2271,0.995,-10.3618,0.0466,411.66045,1.3642,-0.38585,-0.468425,-0.3728,-6.799875,-1.199475,0.0418,-60.143525,-6.3832,0.1859,0.74125,0.567,0.11175,-12.607375,-13.574675,-13.39275,-14.1382,-14.82215,94.32575,41.05,0.09005,-10.866,-10.492,-10.387,1.0225,0.318,1.99,-0.51,194.655,261.7675,-88.1745,202.3175,261.115,2.565,2.538,2.594,2.35,0.2495,1.15425,1.72175,0.6345,-4.5476,-2.5848,0.6466,3.1942,4.3462,-3.801875,-1.978625,1.4615,2.682,4.63705,-4.49,-2.4316,0.7286,2.788825,3.9598,-5.4628,-3.1518,0.429,2.4462,3.6086,-4.3956,-2.1914,1.6908,3.0872,4.169975,-33.911675,-38.74175,-32.70615
1,8.25,416.5223,0.66565,409.98475,1.1232,2028.5926,412.574425,0.717475,410.182,1.0747,2062.938275,415.750575,0.7897,411.7042,1.0764,2035.3372,416.7402,0.6946,409.8985,1.6042,2033.92475,0.754725,-10.24695,0.05295,412.2242,1.3725,-0.114175,-0.4964,-0.018775,-4.78665,-1.7042,0.04865,-45.194,-5.212,0.21165,0.5725,0.477,0.16175,-12.9042,-13.237825,-13.216,-13.871875,-13.282125,94.334375,44.4835,0.07495,-9.774,-8.858,-9.457,6.335,7.596,7.4,0.552,190.9375,265.0375,-52.979,197.9275,262.4525,17.62175,16.536,16.288,15.72,1.72,7.666,9.9625,4.3405,-4.4442,-2.5596,0.6434,3.181,4.3434,-3.725375,-2.005375,1.455375,2.67875,4.628,-4.4072,-2.5092,0.6998,2.770925,3.9566,-5.3298,-3.0928,0.404,2.4166,3.6064,-4.3122,-2.1634,1.6864,3.0634,4.16485,-33.49295,-37.12955,-32.2549
1,8.75,418.485,0.73605,410.1701,1.0888,2025.1125,417.918025,0.6685,411.2728,1.071875,2057.823325,418.3072,0.7511,409.87065,1.1588,2031.433,418.36115,0.808425,410.41525,1.181,2028.922,0.614,-10.4751,0.0632,412.822,1.336075,-0.249275,-0.853625,-0.695275,-2.2599,-2.174625,0.0567,-21.204825,-1.403625,0.2264,0.744,0.65925,0.24,-11.777475,-12.1164,-11.687875,-12.61975,-11.024725,94.35265,40.2105,0.11,-8.654,-6.614,-6.552,14.54,15.021,15.92,1.4825,191.92,270.6,-11.61,199.08,274.09,36.26875,33.94375,35.244,31.724,3.27,15.468,22.95775,8.1515,-4.1813,-2.4156,0.653875,3.170325,4.341825,-3.4596,-1.998,1.452875,2.675875,4.61865,-4.056,-2.4584,0.6864,2.75575,3.9544,-4.8203,-2.9023,0.394375,2.391175,3.6061,-4.07135,-2.049975,1.689375,3.044225,4.15895,-30.827,-33.1526,-30.43375
1,9.25,413.81975,0.66475,410.46125,1.0191,2032.981275,412.7558,0.67295,409.88415,1.068,2061.45225,413.559,0.7102,410.9925,1.103125,2044.087,413.88275,0.75605,411.25545,1.1488,2015.47035,0.7611,-9.8798,0.0759,411.85465,1.3239,-0.3761,-1.023,-3.711,1.78695,-2.669,0.0873,-8.417625,-0.562075,0.2408,0.90125,0.8685,0.32,-11.637375,-11.5052,-11.5929,-11.9164,-10.58595,94.387,38.467,0.0778,-7.2245,-4.782,-6.919,19.08,22.183,20.2,2.5225,194.6025,279.015,7.58525,200.6125,279.765,54.61375,52.457,51.12275,49.50475,5.6655,26.569,31.422,14.09225,-3.630075,-2.15485,0.6614,3.160025,4.339825,-3.0698,-1.8646,1.4518,2.675875,4.6103,-3.3956,-2.2094,0.704625,2.743575,3.95095,-4.1678,-2.5324,0.402325,2.363,3.601,-3.37045,-1.824375,1.693875,3.026175,4.153825,-30.494,-30.298,-29.120875
1,9.75,417.326,0.6413,409.375225,1.303875,2028.095025,416.41365,0.6354,408.655425,1.491775,2051.6199,417.1259,0.6555,409.692475,1.1586,2045.7825,417.22645,0.733375,410.59345,1.2707,2043.300175,0.76105,-9.56275,0.103275,409.92275,1.3243,-0.7031,-0.903375,-1.463,2.6994,-7.129375,0.116275,4.596375,-1.39625,0.336975,0.8385,0.7975,0.362,-11.665925,-11.07935,-11.33935,-11.71375,-9.535,94.390125,32.11075,0.010125,-5.4,-3.994,-5.805,33.3325,40.82225,34.8375,5.31325,197.1425,284.14,24.12325,204.62,284.63,98.368,88.1675,91.156,88.466,8.356,42.1605,61.088,21.972,-2.795475,-1.809425,0.682075,3.15205,4.3376,-2.6426,-1.6088,1.4554,2.6814,4.60195,-2.624775,-1.82295,0.72575,2.7322,3.946025,-3.3297,-2.03075,0.43575,2.335875,3.59595,-2.6022,-1.5064,1.7008,3.0082,4.148925,-29.720225,-27.019525,-28.0096
1,10.25,416.08675,0.752725,409.2795,1.26255,2010.98535,416.00615,0.679025,409.59835,1.214,2051.18445,416.133,0.7943,410.037625,1.42365,2035.4838,416.2097,0.856625,408.9542,1.672,2022.27725,1.072275,-8.785875,0.128275,408.27335,1.3089,-0.8737,-0.6264,-0.8006,4.29625,-3.6662,0.1181,12.72325,-1.8717,0.41055,1.042,0.887,0.4,-11.116375,-10.696925,-10.926625,-11.11175,-9.3081,94.35095,30.497,0.1407,-3.346,-2.651,-4.427,41.24,57.478,52.52,6.362,199.76,286.86,29.628,207.89,286.6525,104.874,102.158,99.1085,96.551,9.0785,52.1175,68.77625,30.3765,-2.105,-1.435925,0.693775,3.1432,4.334625,-1.806625,-1.13325,1.467,2.686375,4.5994,-1.8396,-1.2668,0.778125,2.729,3.9422,-2.58545,-1.47785,0.4944,2.31525,3.58995,-2.001925,-1.147975,1.70915,2.990325,4.143025,-28.7014,-25.89185,-26.87315
1,10.75,414.28435,0.9969,409.526775,1.153,2023.968825,410.2266,0.912425,410.0395,1.1304,2033.6664,412.9075,0.96555,409.2878,1.234375,2031.5456,413.21305,0.992175,409.60175,1.257,2029.293,1.249325,-7.9666,0.142025,408.55475,1.2954,-0.7167,-0.697925,-1.0525,7.00095,-6.806775,0.135375,21.2475,-2.7507,0.503825,1.41375,1.2255,0.414,-10.385075,-10.295725,-10.13425,-9.780025,-8.95445,94.3018,25.5,0.177,-2.26,-2.084,-3.14725,43.9,57.97625,52.0175,5.27925,202.275,290.445,41.0835,210.4975,291.7225,126.552,124.014,122.704,114.65,10.03,55.02475,82.23375,37.584,-1.2364,-0.8368,0.7468,3.1414,4.335,-1.46235,-0.685825,1.4899,2.6945,4.60495,-1.3264,-0.60855,0.8295,2.7263,3.93845,-1.85245,-0.80045,0.5655,2.2918,3.59035,-1.601525,-0.8003,1.72145,2.978125,4.1379,-26.3103,-23.48975,-24.7902
1,11.25,406.80615,1.111,409.873225,1.1335,2021.621725,406.636875,1.32525,410.26555,1.083,2034.7524,406.9674,1.1503,409.512025,1.105125,2025.651625,406.929875,1.18325,410.052,1.292,2026.96835,1.43175,-7.758625,0.12895,408.7989,1.3312,-2.9101,-0.51425,-2.9788,9.3485,-3.42285,0.164375,36.5046,-0.70575,0.5374,1.456,1.2525,0.42,-9.83625,-10.28645,-9.6564,-9.2082,-8.503625,94.288975,23.483,0.22045,-1.39525,-1.30525,-2.39,46.3525,53.81975,48.3875,5.403,204.6325,295.2075,44.112,212.5625,299.1625,134.262,131.662,130.56825,119.56875,10.47,85.39875,96.508,49.33825,-0.8024,-0.4498,0.7944,3.1398,4.3376,-1.173125,-0.465125,1.517125,2.7025,4.5968,-0.8022,-0.11275,0.902875,2.7266,3.9352,-1.3266,-0.538725,0.6492,2.2816,3.5985,-1.123075,-0.48325,1.7437,2.96575,4.133,-21.9042,-21.2489,-23.93845
1,11.75,413.58495,0.70925,409.297,1.10285,2006.9746,413.500225,0.623325,409.243875,1.15055,2024.5627,413.2696,0.8272,409.0345,1.113125,2035.45395,413.4087,0.8135,410.3848,1.226275,2006.333875,1.7827,-7.5681,0.1366,408.865475,1.2784,-0.968825,-0.6355,-1.64175,6.90465,-18.487,0.1779,37.6993,-2.63425,0.6319,1.574,1.38025,0.437,-9.27025,-9.76635,-9.151625,-8.957,-7.78795,94.22835,22.697,0.191325,-0.523,-0.326249999999999,-1.19025,48.31,66.30475,57.305,6.02975,206.4525,301.14,52.80475,214.51,304.845,168.4675,162.5935,160.514,147.936,11.33,82.991,105.535,42.108,-0.573525,-0.178925,0.837875,3.138725,4.3377,-0.664875,-0.336625,1.548125,2.7118,4.602075,-0.441225,0.12095,1.00025,2.7334,3.9312,-0.8172,-0.3886,0.750525,2.2622,3.6032,-0.74235,0.051775,1.7638,2.9552,4.1248,-19.948075,-19.349275,-20.7266
1,12.25,416.001375,0.84765,408.75155,1.234325,1999.33675,415.5371,0.76265,409.09075,1.094625,2022.123925,415.68175,0.86565,409.478125,1.1346,2018.889,415.73575,0.8708,408.8955,1.31535,1999.774575,1.57665,-7.6841,0.1965,409.627225,1.2858,-0.821275,-0.3404,-2.7778,7.425,-3.50035,0.1897,51.1084,-3.41785,0.5344,1.47625,1.22,0.495,-8.9225,-9.2529,-8.6883,-8.464225,-7.228375,94.18325,22.5655,0.253,0.13375,-0.0925,-0.6545,49.135,85.63975,70.6475,8.54125,209.305,304.4625,56.522,209.915,307.925,204.595,199.8105,198.88625,183.24125,14.18,119.9305,128.874,51.23,-0.196575,-0.026525,0.906925,3.1445,4.335925,-0.23225,-0.2425,1.604,2.7194,4.6076,-0.346925,0.205825,1.128375,2.748575,3.9271,-0.5779,-0.2731,0.926075,2.2503,3.6097,-0.4007,0.4333,1.82035,2.9463,4.1188,-20.23605,-18.155525,-20.18275
