DOY2,HR2,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,-0.0461763530419318,-0.139017244045486,0.117293765773401,-2.42995023738076,-1.51995540329958,0.0559265958107307,-72.8195254427937,-7.98542688699622,0.245839616288957,363.944415931775,2.10375496474401,418.935014373481,1.43783843429421,416.365721772851,1.3357804990383,418.984538489302,1.44759483213509,416.308733404672,1.35675114724466,419.433987450313,1.48308579638392,417.7063217785,1.87524109219591,419.301207875457,1.53823223878256,418.195265128511,1.93320785059848,1.05995023061462,-15.4932621377901,0.0422307522701197,0.86625,0.563,0.08,-15.42098,-15.546325,-13.7957275,-16.1638225,-17.38041,95.262125,37.457,0.18692,-13.749,-13.132,-14.408,0.2,-4.19325,1.8,-1.972,-0.8715,172.505,240.585,174.925,240.95,0.01,-0.13,-0.71075,-0.47,-0.63,-0.09,-0.2,-2.118,-5.08285,-3.371,-1.051825,0.3456,2.460475,4.529575,6.23655,7.676275,9.3959,-3.3086,-1.0188,0.000100000000000003,2.859775,6.0194,7.2478,9.8348,-4.0632,-3.000125,-0.780225,0.5399,3.11495,5.0632,6.9157,7.9056,10.1185,-4.25585,-3.009,-0.972575,0.1057,1.213275,2.69145,3.492875,4.3078,6.728275,-4.421025,-2.56685,-1.063275,0.04555,2.0617,8.335125,6.738775,9.189425,-20.999975,-17.7542,-9.016075,-90.81
1,0.75,0.077060772570357,-0.109162137495104,0.117293765773401,-4.36559562860881,-1.70008931205543,0.0517805435696848,-61.097239644617,-4.81841581801859,0.187797291785667,363.739167521421,1.14695791688784,418.818196352025,1.41054836670167,416.23681005,1.3663506896091,418.558808269694,1.44472786047892,416.286824880588,1.36157667377758,419.161960589582,1.46496876272202,418.420803786047,1.86312922934193,418.941027363875,1.52596058614704,417.333145544189,1.92430643514515,1.18650576646343,-15.5843861721595,0.0338013593358167,0.9475,0.653,0.09475,-15.1285,-15.23725,-14.01377,-15.94833,-17.1788625,95.21032675,40.444,0.14051,-13.5025,-12.9175,-14.39,0.29,-4.195,1.9,-1.95675,-0.88875,173.4375,242.56,175.59,240.9625,0,-0.13,-0.71075,-0.48,-0.63,-0.09,-0.2,-2.213,-5.24195,-3.387,-1.0847,0.342325,2.461475,4.53315,6.2347,7.6729,9.38985,-3.324325,-1.048,-0.000749999999999997,2.8491,6.0304,7.2484,9.83285,-4.2001,-3.077775,-0.7981,0.530375,3.117625,5.06175,6.91335,7.9046,10.0662,-4.283125,-3.042925,-1.000525,0.0988,1.21265,2.688475,3.49775,4.3068,6.7263,-4.6594,-2.653975,-1.10105,0.0424,2.06055,8.329025,6.7358,9.18665,-24.365,-20.0055,-9.621175,-93.654
1,1.25,0.0575542654739866,-0.24601555037448,-0.0965776671702752,-2.35047148321144,-1.38865787671457,0.0395970701685053,-70.4746473107975,-8.45941480192445,0.221832280894641,361.427924908942,1.07194192469129,417.879125994272,1.53588424806417,415.53234553285,1.32440063853114,418.614938894685,1.56450233570136,415.839130761662,1.3291081611327,418.638897274017,1.57362934752937,418.05922759844,1.85677953697195,419.474919604495,1.60577733140428,416.68895323683,1.90554574505659,1.3599203106286,-15.8890430323799,0.0337788026526008,0.93,0.66375,0.09,-15.559625,-15.504425,-14.29017,-15.9857925,-17.3601,95.1305185,43.8305,0.1259625,-13.505,-12.61375,-14.33975,0.2875,-4.15575,2,-1.945,-0.986,174.39,241.6,176.7375,240.975,0,-0.13,-0.73,-0.47,-0.63,-0.09,-0.2,-2.16425,-5.3782,-3.4018,-1.116025,0.337475,2.4624,4.537775,6.22835,7.6677,9.38595,-3.37375,-1.06965,0.00560000000000001,2.855725,6.044,7.248,9.898825,-4.2723,-3.111275,-0.81605,0.521875,3.120325,5.0603,6.913675,7.9026,10.0643,-4.354025,-3.081625,-1.02605,0.09215,1.21255,2.686775,3.500675,4.306925,6.7253,-4.9137,-2.732775,-1.147925,0.0413,2.0991,8.333275,6.733875,9.184875,-24.42675,-20.0595,-9.746675,-91.33375
1,1.75,-0.132676982644888,-0.107604808959216,-0.114125489992264,-5.31099278489665,-0.781260350679,0.0534051090971389,-58.0974410113088,-5.10064171995971,0.228283938996873,360.50481580423,1.04402512849019,419.761870206716,1.33266203877648,415.69011477585,1.25623796519608,419.775858227513,1.33681647100151,415.77115678451,1.27268932350581,420.14604832048,1.47394510909114,417.374490770425,1.83483696164735,421.088178722091,1.42439071502344,417.474233181429,1.85947727049115,1.2660832024491,-16.2202902282041,0.0347368253512908,0.873,0.591,0.08,-15.46282,-15.547425,-14.69489,-16.17906,-17.2948275,95.1493225,42.05825,0.1292125,-13.22125,-12.04,-14.1765,0.3,-4.194,1.8,-1.89625,-1.045,175.72,240.9,179.18,240.8875,0.01,-0.14025,-0.71,-0.47,-0.63,-0.09,-0.2,-2.834,-5.5213,-3.442,-1.146875,0.32705,2.4636,4.541875,6.226575,7.66385,9.386,-3.4459,-1.090475,0.00500000000000001,2.8602,6.050225,7.24765,9.8969,-4.3899,-3.1965,-0.8362,0.52825,3.124675,5.05785,6.91165,7.9008,10.065725,-4.455925,-3.141525,-1.0515,0.086275,1.2112,2.68605,3.50125,4.302775,6.7216,-5.0982,-2.830725,-1.2005,0.0152,2.12445,8.33545,6.731925,9.181,-22.48005,-20.14955,-9.6305,-95.3025
1,2.25,-0.622788296115236,-0.266465240763046,-0.322746086197827,-4.27226886374382,-0.993546990376993,0.0478430000931384,-61.939737199777,-7.37435367499698,0.21754353660522,359.517745238073,1.02991500700314,418.121785896437,1.35177314725213,415.519871450044,1.26642972342266,418.270754199672,1.36903760142847,415.468458927412,1.27589053565048,418.632723400117,1.36432424042025,416.973446179083,2.76925265912227,418.632051777185,1.38761722570893,417.251724737039,2.77865364437205,1.35612236519779,-16.5414140079305,0.0288401591808038,0.7995,0.63625,0.1055,-15.725905,-15.67585,-14.8861275,-16.444795,-17.744075,95.21070225,41.9585,0.1178025,-12.741,-13.08375,-13.655,0.3,-4.068,1.9,-1.8545,-1.044,175.96,242.92,179.42,243.39,0.01,-0.1405,-0.71,-0.471,-0.63,-0.09,-0.2,-4.66125,-5.67385,-3.49655,-1.1823,0.3132,2.4632,4.545975,6.233625,7.6599,9.383,-3.52295,-1.126,0.00450000000000001,2.8592,6.05275,7.2483,9.8941,-4.550275,-3.2762,-0.8536,0.5391,3.1255,5.0564,6.90835,7.8996,10.0623,-4.575,-3.215,-1.0761,0.07795,1.211325,2.683375,3.5022,4.301775,6.71965,-5.2702,-2.97795,-1.2685,-0.0129,2.130375,8.3304,6.73375,9.1784,-21.85125,-20.190625,-9.2821,-94.798
1,2.75,-0.26007257457836,-0.242636624267025,-0.278152872817305,-4.26953318613374,-1.35731807311644,0.0592489160830797,-80.0223482421983,-9.29420302912037,0.225330228231475,358.474515069391,1.02326132445451,418.408992816606,1.34097788697999,415.514093191992,1.77720386017833,418.511480174265,1.36324019974312,415.55411514602,1.77841386362743,418.541448130893,1.36605753934276,417.066375396343,1.86286480212183,418.510318125735,1.40555473442164,416.94553450577,2.6071219214728,1.17679523838403,-17.1493726181592,0.0386076678362781,0.84975,0.64875,0.095,-16.2711325,-16.2377,-14.97223,-16.54303,-18.3976025,95.29452875,46.29725,0.128185,-12.6725,-12.974,-13.71875,0.2,-4.0875,1.7825,-1.8725,-0.8345,175.5125,244.08,178.965,243.7525,0.01,-0.14,-0.71,-0.48,-0.63,-0.09,-0.2,-5.26875,-5.8097,-3.528775,-1.2181,0.3016,2.4642,4.5506,6.223175,7.6582,9.380975,-3.6045,-1.1513,0.00295000000000001,2.857275,6.05475,7.249875,9.8921,-4.6375,-3.328625,-0.883675,0.53285,3.1258,5.0544,6.90635,7.8976,10.0614,-4.6764,-3.2769,-1.1008,0.07025,1.21045,2.680825,3.5022,4.300775,6.71865,-5.458,-3.10585,-1.3361,-0.0333,2.13495,8.3296,6.73475,9.1756,-24.1222,-20.4544,-9.5428,-95.35225
1,3.25,-0.399018785863298,-0.238562390486228,-0.170958499482146,-5.03411316447747,-1.1752707745129,0.0473283585991223,-62.3512603931698,-13.6205587752587,0.203404635663617,357.989306320603,0.986508314496056,417.855718767973,1.37619492013256,415.558269480031,1.56774514148064,418.400901593216,1.36534455862034,415.622225901164,1.58182158891836,418.523332747408,1.36858217055356,416.236900438595,1.74465506572577,418.582769180963,1.39368511933087,418.260332720919,1.80105244734987,1.18065780128925,-17.3239423866248,0.0370562841644075,0.954,0.649,0.0825,-16.647175,-16.5991,-15.15077,-16.86776,-18.55562,95.371388,50.76525,0.109645,-13.11125,-12.4305,-14.09125,0.285,-4.09,1.885,-1.895,-0.916,174.675,242.77,179.83,242.1225,0.01,-0.13,-0.711,-0.48,-0.63,-0.09,-0.2,-5.7165,-5.87015,-3.5564,-1.251725,0.2894,2.4644,4.5547,6.22555,7.6595,9.372,-3.6196,-1.18415,-0.000599999999999988,2.856725,6.06025,7.2505,9.8911,-4.74225,-3.4264,-0.917525,0.5247,3.124875,5.0525,6.9044,7.8956,10.0628,-4.83405,-3.3557,-1.12715,0.06155,1.211,2.67905,3.50315,4.30085,6.7167,-5.615875,-3.22,-1.3812,-0.04525,2.127675,8.3216,6.73105,9.172,-22.135025,-18.9834,-9.0071,-93.02275
1,3.75,0.088693651401691,-0.274847509152704,0.113965279066237,-3.85334540437234,-0.75903558570137,0.0616815866405191,-65.0418290639437,-9.05234266882311,0.203763513196866,358.21313020721,1.01013625982879,420.273447318681,1.36403499242914,415.394751401616,1.5749585080739,420.212038202043,1.35905038622232,415.425926684685,1.726562029836,420.243039035769,1.37662827175138,417.669748153374,1.77730478807529,420.815063247735,1.39140936930504,419.848755777577,1.80916295448885,1.23848657004439,-17.609395203425,0.0374810053590897,1.01325,0.6925,0.09775,-17.168285,-17.19505,-15.22324,-17.38873,-18.6181,95.359995,50.078,0.10045,-12.9915,-12.548,-13.927,0.3,-3.878,1.885,-1.843,-0.9655,174.415,242.6425,183.1225,242.8325,0.01,-0.14,-0.72,-0.47125,-0.63,-0.09,-0.2,-6.077,-5.94965,-3.6031,-1.29055,0.2788,2.4646,4.559325,6.2298,7.66165,9.376975,-3.64305,-1.229,-0.00509999999999999,2.854275,6.06425,7.251125,9.823275,-4.89305,-3.5546,-0.95045,0.5138,3.1258,5.05105,6.90245,7.8938,10.0148,-5.059425,-3.4697,-1.15605,0.05285,1.21025,2.67735,3.50405,4.2998,6.7157,-5.7565,-3.2511,-1.399825,-0.0413,2.115225,8.3188,6.72815,9.170675,-23.17225,-19.826175,-9.131975,-91.89075
1,4.25,0.0613075080171711,-0.171621159472538,0.123594003585875,-4.49423119786664,-1.07424814354619,0.0512674581744494,-59.8423149924024,-6.31060105588059,0.198622435458265,358.734161845724,0.978122923607143,418.305349772132,1.37722902973621,415.33438794039,1.61537128487189,418.41031833237,1.37758854955699,415.442558033864,1.60873970377687,418.588450967007,1.38929818671816,418.550033833554,1.75730530095579,418.576218977039,1.43918509833492,419.356571779139,1.82211807636051,1.28478979065468,-17.9805443989202,0.0328382610435253,0.94475,0.616,0.08775,-17.57691,-17.73825,-15.22206,-17.72103,-18.66312,95.3239895,49.754,0.1122375,-12.95,-12.833,-14.268,0.2825,-3.815,1.7825,-1.839,-0.9115,175.46,244.165,187.665,244.97,0.01,-0.1305,-0.71125,-0.48,-0.63,-0.09,-0.2,-6.37875,-6.061875,-3.646425,-1.32405,0.2692,2.4646,4.5599,6.22885,7.663075,9.374975,-3.6738,-1.269125,-0.01155,2.8488,6.06525,7.25385,9.82135,-5.03715,-3.651125,-0.9807,0.50405,3.1252,5.0486,6.899025,7.893675,10.0138,-5.1677,-3.560175,-1.1855,0.0459,1.20895,2.674725,3.505,4.2988,6.7137,-5.8694,-3.34545,-1.4033,-0.02385,2.10195,8.3206,6.721525,9.16735,-23.699825,-20.806,-9.48145,-94.6
1,4.75,0.1236683767939,-0.2287414404079,0.055365165384462,-18.8142754659466,-2.45421737221389,0.0597092164088764,-61.9226685938603,-6.64719562028771,0.241664749950075,374.076246072105,0.934452193957793,418.435576219547,1.39032044663317,415.823402941899,1.55050895804946,418.472998042427,1.38476322433682,415.612878743614,1.54720058858536,418.556355406407,1.38148936954067,417.583441874828,1.7824177990983,418.968767019497,1.4110786882278,417.727997813138,1.79254670273243,0.82068716804388,-17.8955139270599,0.034913080868487,0.77,0.59125,0.058,-17.786525,-18.1746,-15.2933625,-17.9398,-18.2597675,95.279597,51.731,0.10831,-12.8615,-12.2605,-14.52375,0.3,-4.065,1.8875,-1.8435,-0.9335,177.405,243.96,187.92,246.185,0,-0.1305,-0.72,-0.47125,-0.64,-0.09,-0.2,-6.53625,-6.12365,-3.6856,-1.35595,0.2622,2.465325,4.56475,6.22695,7.663075,9.373,-3.743025,-1.27565,-0.01605,2.8415,6.06425,7.2544,9.8862,-5.1633,-3.742525,-0.9908,0.495375,3.1252,5.04715,6.898025,7.891675,10.0117,-5.2701,-3.6345,-1.21165,0.04065,1.20755,2.6721,3.505,4.29685,6.7127,-5.955925,-3.4294,-1.4205,-0.016975,2.07825,8.3125,6.7199,9.1608,-23.6803,-20.493775,-9.5914,-93.03
