DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,TA,PA,NETRAD,G_1_1_1,G_2_1_1,TS_1_1_1,TS_2_1_1,PPFD_IN,PPFD_IN_1_1_1
1,0.25,0.807678499999999,7.620848,54.7463899999998,8.98988399999998,3.685896,0.9046623,13.13733,521.9933,9.6824365,1.686182,1.401801,0.858082,1.2031412,11.3747875,100.38825,9.72810625,5.60095375,6.48448925,4.13791,4.020873,0.1197479,0.10188345
1,0.75,0.01009,16.63434,53.0861799999997,11.221189,3.757239,0.6461338,13.86984,488.37075,9.954809,1.643367,1.359276,0.8265592,0.8286135,11.9922375,100.37875,9.31168625,6.21205125,5.884480375,4.12692125,4.012389,0.1984492,0.0576375
1,1.25,0.00579425,24.6592769999999,29.2476600000001,26.77035,3.49559375,0.6419097,14.31125,496.2051,9.959732,1.623641,1.29137325,0.761279625,0.867528325,12.580095,100.392375,8.70992274999999,7.01414824999999,5.81078354999998,4.1542215,4.050556,0.237983049999999,0.0726724999999999
1,1.75,0.00636574999999999,11.41317725,20.6876675,21.3892975,3.54757475,0.660824675,14.1553175,519.505,8.7607665,1.9225515,1.481232,0.88089205,0.994840375,12.3755155,100.440725,8.64474399999999,7.075009,5.34317074999999,4.1890205,4.083592,0.040995,0.0873209249999999
1,2.25,0.307382699999999,47.5359799999999,93.1284399999994,53.0133,3.5646365,0.6878224,14.045395,543.401025,7.92969499999999,1.89865825,1.453855,0.848140425,0.88912865,12.31646625,100.41035,6.5792755,7.25404275,5.05262549999999,4.16516425,4.1318745,0.037495,0.106511725
1,2.75,0.003473,83.6467774999998,47.25642,18.3162225,3.6046945,0.836130725,14.25195,504.0957,10.97628,1.756929,1.5481305,0.86033795,0.8320648,12.44777775,100.4111,6.98883574999999,5.02418849999999,5.1287185,4.2471065,4.205693,0.0933649999999998,0.0868894
1,3.25,0.00718224999999999,94.8619124999997,46.0311674999999,17.9499325,3.7024715,0.692354325,14.49221825,516.9858,6.54997375,1.62466125,1.364834,0.8275844,0.935773599999999,12.58399425,100.3984975,7.46820775,4.49610425,7.66634199999999,4.36715775,4.27587,0.074715,0.0828949999999999
1,3.75,0.01221525,2.27771435,73.9042799999999,7.978571,3.54538175,0.652956925,14.40856125,523.399,10.1309,1.5866525,1.363273,0.7575958,0.601401575,12.5390805,100.34814,6.702135,3.97201675,4.58817325,4.42571825,4.314581,0.08618,0.1044181
1,4.25,0.0027665,78.8072899999998,60.84471,9.17082849999998,3.4358695,0.58606415,14.4052955,560.438275,13.267105,1.541699,1.39759,0.77961575,0.6020853,12.3905725,100.293365,8.48725774999999,4.512814,3.539577,4.490139,4.42235,0.06596,0.1268794
1,4.75,0.007109,45.5132199999999,18.3763725,25.1780699999999,3.4088415,0.70238255,14.2143785,487.67325,8.648677,1.7258685,1.3374025,0.74545905,0.9333033,12.31410275,100.2459975,6.5059445,5.13150949999999,3.8192595,4.5527375,4.4790625,0.043515,0.1239241
