DOY2,HR2,TAU,H,LE,FC,SH,SLE,SC,WS,USTAR,T_SONIC,PA,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,TA_1_1_1,RH_1_1_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,TS_1_1_1,TS_2_1_1,G_1_1_1,G_2_1_1,T_CANOPY_1_1_1
1,0.25,-0.1048815,-14.6964,-0.0534,0.174433,-1.2075525,-0.4561215,-0.07045,1.076745,0.08755,-5.891985,96.94455,400.744,3.4633075,0.343865,0.3332845,0.0841,0.115289,-6.3392225,70.3312,-56.545675,-2.824795,0.22078,235.45425,280.901,-0.001367,0.16021425,0.19383175,-7.290205,-7.38582,-9.0825
1,0.75,-0.1039495,-14.5777,-0.00481,0.26774725,-1.153395,-0.627494,-0.0728,1.0299625,0.0806,-5.7574125,96.929625,400.5515,3.46952,0.37356925,0.305823,0.08285,0.10571925,-6.597125,70.14395,-55.84025,-2.43753,0.260019,229.69675,281.7415,-0.004555,0.1554625,0.192266,-7.2495325,-7.455205,-8.8
1,1.25,-0.0875,-12.88405,0.13896575,0.13049875,-1.12417,-0.440815,-0.072975,0.98773325,0.08625,-5.6849375,96.918775,400.59775,3.297215,0.31708475,0.3349045,0.07515,0.099985,-6.67961,71.14765,-54.1364,-2.40288,0.2371075,231.34825,279.01525,-0.00729,0.152394,0.1904215,-7.3098175,-7.4977175,-9.2925
1,1.75,-0.0937,-12.1932,0.04235,0.237348,-1.3188,-0.498593,-0.069225,1.20467,0.0932,-5.49953,96.9253,400.76675,3.2172925,0.361331,0.359376,0.0872,0.109776,-6.68684,69.6153,-57.0388,-2.80141,0.240453,227.45,277.722,-0.0057,0.129414,0.190378,-7.32867,-7.49545,-9.82
1,2.25,-0.09105,-12.579675,0.06325,0.195117,-1.22406,-0.488876,-0.070325,1.192955,0.0958,-5.5512625,96.928725,400.868,3.19959,0.389601,0.372081,0.0986,0.10171825,-6.5813,71.7265,-55.5392,-2.65519,0.22726,230.347,278.649,-0.00661,0.124054,0.191616,-7.32672,-7.45796,-10.22
1,2.75,-0.11145625,-14.819025,0.1423625,-0.0805065,-1.125705,-0.631725,-0.1113785,1.097795,0.097875,-5.7213575,96.973275,400.91725,3.1411775,0.434153,0.391319,0.102828,0.09932,-6.86841,71.9445,-52.1329,-2.55516,0.245853,233.51,278.346,0.00228,0.117361,0.190481,-7.35968,-7.45217,-9.93
1,3.25,-0.093125,-12.457,0.38396275,0.126806,-0.88228325,-0.505339,-0.0815,1.30143,0.08685,-6.066625,96.982925,401.122,3.2960775,0.3900575,0.36385475,0.104332,0.0924,-6.72661,71.0625,-50.5473,-2.37257,0.246932,234.252,280.023,0.00091,0.116088,0.191594,-7.44233,-7.46188,-9.48
1,3.75,-0.09745,-11.55895,0.20291125,0.01097,-0.9922795,-0.3276125,-0.07785,1.09035,0.084775,-6.1797225,96.98865,401.1465,3.3793875,0.37103525,0.34238575,0.09645525,0.08935,-6.79519,71.9342,-51.1594,-2.40347,0.18544,239.836,280.396,0.000683,0.116368,0.191898,-7.4463,-7.48001,-9.35
1,4.25,-0.10125325,-9.5441325,0.307167,0.0371,-1.01000775,-0.3351175,-0.068125,1.1949075,0.085525,-5.8881075,96.9855,401.23425,3.53447,0.33387275,0.32636925,0.071125,0.0990995,-6.66807,73.2575,-49.1744,-2.35533,0.256885,239.38,281.954,0.00182,0.117944,0.193962,-7.45253,-7.50018,-9.29
1,4.75,-0.1142655,-11.787075,0.54770075,0.16571525,-1.12517,-0.404261,-0.069775,1.0486125,0.091475,-6.1133675,96.996975,401.7565,3.6149025,0.36069675,0.3531825,0.088075,0.086025,-6.77247,73.1716,-54.5483,-2.64891,0.241146,226.371,281.583,-0.000683,0.117336,0.189804,-7.45235,-7.51044,-10.27
