DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,417.27175,0.70175,417.4745,0.831,1999.4005,417.35575,0.70125,418.9185,0.8305,2000.98575,416.089,0.67375,417.676,0.88475,1996.11675,418.958,0.753,416.32,1.125,2025.867,1.56275,-15.4525,0.26275,416.7075,0.881,0.1105,-0.054,0.1255,-0.6225,-0.4705,0.08825,-53.6655,-2.1215,0.46025,1.3075,1.22,-18.06775,-22.596,-18.5795,-18.58925,-25.02325,91.4885,61.2,0.287,-22.255,-19.12,-18.465,0.2,-3.3975,0.8,-0.67,188.5,214.325,-51.78,203.95,222.875,0.07,-0.0975,0.01,-0.58,0.21,-0.16,-0.165,-0.36,-20.17875,-17.32575,-17.4405,-12.03725,-7.22925,-3.58225,-0.001,-0.0155,-13.027,-12.1335,-8.12075,-5.331,-4.01075,-2.259,-0.3715,0.107,-0.102,-4.0125,-10.7145,-7.91,-5.685,-3.2665,-1.88475,-0.543,0.343,0.03,-12.107,-11.13325,-8.6235,-5.843,-3.57825,-0.04425,0.078,-0.215,-11.2455,-10.1535,-8.282,-6.136,-3.464,-1.514,0.009,-0.195,-0.061,-4.80225,-1.99525,-11.2295
1,0.75,416.284,0.719,418.123,0.863,1999.5695,416.286,0.7095,419.33125,0.8415,1999.83425,415.9885,0.7175,417.73725,0.92525,1996.303,418.695,0.806,416.867,1.48475,2022.161,1.606,-14.88475,0.26875,416.626,0.831,0.09925,-0.04975,0.126,-1.22775,-0.35025,0.09175,-50.9205,-3.80525,0.42275,1.415,1.34,-17.876,-22.48225,-18.41675,-18.444,-26.16025,91.518,61.125,0.266,-22.1775,-19.2025,-18.68,0.2,-3.4225,1,-0.65,189.925,214.325,-50.4925,201.65,225.2,0.06,-0.11,0.01,-0.58,0.22,-0.16,-0.16,-0.3525,-19.856,-17.30725,-17.143,-12.139,-7.2035,-3.58875,-0.001,-0.016,-13.1345,-12.224,-8.058,-5.327,-3.97025,-2.24,-0.371,0.107,-0.102,-3.90575,-10.71725,-7.93675,-5.707,-3.28175,-1.88825,-0.5355,0.28,0.03,-12.1305,-11.119,-8.61475,-5.823,-3.59875,-0.04425,0.078,-0.215,-11.28125,-10.126,-8.47125,-6.0355,-3.4635,-1.518,0.009,-0.195,-0.06,-4.809,-1.997,-11.50675
1,1.25,417.08075,0.72275,417.65425,0.833,1999.15,416.90575,0.724,418.33425,0.81125,2000.833,416.171,0.726,417.571,0.876,1998.463,418.883,0.7965,416.929,1.461,2019.55825,1.726,-14.90025,0.29625,417.051,0.818,0.12025,-0.084,0.12375,-0.445,-0.159,0.09125,-41.28825,-3.797,0.45625,1.36,1.2875,-18.0445,-22.49025,-18.396,-18.7175,-25.978,91.50375,60.65,0.289,-22.365,-19.06,-18.64,0.2,-3.565,0.8,-0.69,188.275,213.375,-49.6,204.975,226.55,0.07,-0.1,0.01,-0.58,0.21,-0.16,-0.16,-0.36,-19.7865,-17.20925,-17.0885,-12.103,-7.212,-3.6005,-0.001,-0.014,-13.19925,-12.129,-8.2035,-5.29975,-3.93875,-2.212,-0.3735,0.107,-0.102,-3.8475,-10.736,-8.005,-5.715,-3.275,-1.893,-0.54325,0.34225,0.03,-12.14125,-11.1005,-8.4235,-5.78675,-3.5865,-0.046,0.078,-0.215,-11.2205,-10.177,-8.597,-6.087,-3.478,-1.52,0.0125,-0.195,-0.06,-5.155,-2.003,-12.315
1,1.75,416.629,0.70475,417.557,0.81375,1999.25,416.60925,0.6595,418.66725,0.77125,1999.5155,415.96,0.697,417.5655,0.89975,1998.6925,418.4715,0.7295,415.915,0.914,2022.605,1.692,-14.9525,0.253,416.974,0.84325,0.0975,-0.0615,0.124,-0.5245,-0.4045,0.0825,-58.766,-3.167,0.4205,1.335,1.2675,-18.40925,-22.20775,-18.797,-19.035,-24.6275,91.5,61.2825,0.287,-22.2225,-19.3975,-18.6275,0.2,-3.4825,0.9,-0.705,185.375,212.3,-50.41,203.3,224.725,0.06,-0.1,0.01,-0.58,0.21,-0.16,-0.16,-0.35,-19.621,-17.50875,-17.2795,-12.18125,-7.22675,-3.605,-0.001,-0.013,-13.2645,-12.197,-8.385,-5.268,-3.93525,-2.2055,-0.37575,0.107,-0.102,-3.78475,-10.811,-7.915,-5.69725,-3.269,-1.89175,-0.55,0.34225,0.03,-12.121,-11.00125,-8.39775,-5.84375,-3.563,-0.0475,0.0785,-0.215,-11.1475,-10.08575,-8.44925,-6.0045,-3.47925,-1.518,0.008,-0.195,-0.061,-5.151,-1.9575,-11.49375
1,2.25,416.63575,0.70725,417.76175,0.7935,1999.712,416.632,0.678,419.17575,0.83025,2002,416.37925,0.7205,417.7715,0.86,1999.20975,418.55575,0.759,416.4805,0.944,2019.579,1.7435,-15.833,0.243,417.0325,0.853,0.20575,-0.0465,0.2425,-0.412,-0.33025,0.0835,-59.141,-3.57625,0.4035,1.43,1.2575,-17.702,-22.379,-18.8465,-18.7975,-24.436,91.48425,59.57,0.30525,-22.015,-19.4175,-19.195,0.2,-3.38,0.9,-0.66,187.825,214.625,-52.0725,201.8,220.5,0.06,-0.1,0.01,-0.59,0.21,-0.16,-0.16,-0.35,-19.98425,-17.7535,-17.1635,-12.17175,-7.233,-3.60925,-0.001,-0.013,-13.3695,-12.258,-8.41325,-5.26475,-3.95325,-2.207,-0.377,0.107,-0.102,-3.83925,-10.774,-7.902,-5.7005,-3.2785,-1.892,-0.5505,0.34225,0.03075,-12.03275,-10.837,-8.4115,-5.92425,-3.56175,-0.04775,0.07875,-0.215,-11.095,-9.99925,-8.33225,-5.9705,-3.4865,-1.519,0.008,-0.195,-0.061,-4.9165,-1.914,-11.496
1,2.75,416.728,0.716,417.6755,0.8745,2000.396,416.5695,0.70525,418.61175,0.8545,1999.9195,416.32725,0.72125,417.72725,1.0185,1998.269,418.5455,0.777,416.733,1.3265,2022.14575,1.649,-15.8415,0.277,416.905,0.815,0.132,-0.072,0.14225,-0.6075,-0.453,0.091,-65.546,-2.07,0.414,1.42,1.32,-18.6445,-22.29,-18.439,-18.51675,-25.025,91.51,59.02,0.31,-22.0375,-19.5375,-18.74,0.3,-3.55,0.9,-0.6975,190.375,213.725,-50.02,203.2,220.1,0.07,-0.09,0.01,-0.59,0.2125,-0.16,-0.16,-0.36,-19.639,-18.344,-17.69,-12.516,-7.222,-3.616,-0.001,-0.01325,-13.47475,-12.5865,-8.427,-5.28025,-3.96075,-2.209,-0.3735,0.107,-0.102,-3.9045,-10.845,-7.842,-5.698,-3.277,-1.886,-0.552,0.34225,0.03,-11.9175,-10.8285,-8.42475,-5.94525,-3.546,-0.0465,0.078,-0.215,-11.1065,-10.072,-8.27225,-5.93875,-3.4925,-1.5275,0.00775,-0.195,-0.06,-4.8585,-1.9295,-11.408
1,3.25,416.201,0.714,417.668,0.854,2001.2225,416.2,0.70375,418.40275,0.84675,2003.533,416.13575,0.721,417.60325,0.87575,1999.56525,418.363,0.902,416.8085,1.47,2023.521,1.6135,-14.797,0.256,417.11075,0.85225,0.139,-0.037,0.18925,-0.503,-0.2345,0.093,-54.691,-2.38,0.45,1.3075,1.2675,-18.876,-22.185,-18.27,-18.2335,-24.08475,91.51825,58.03,0.2795,-22.35,-19.2225,-18.78,0.2,-3.59,0.9,-0.77,192.025,212.75,-49.98,204.4,221.6,0.07,-0.1,0,-0.5875,0.21,-0.17,-0.1675,-0.36,-19.943,-18.5075,-17.543,-12.56275,-7.25375,-3.6095,-0.001,-0.0155,-13.7085,-12.72,-8.4125,-5.2715,-3.97625,-2.20575,-0.3715,0.107,-0.102,-3.91375,-10.945,-7.837,-5.69,-3.279,-1.886,-0.54,0.2795,0.03,-11.8025,-10.85325,-8.403,-5.931,-3.526,-0.0465,0.078,-0.215,-11.17,-10.02475,-8.406,-5.961,-3.489,-1.5295,0.008,-0.195,-0.06,-4.97925,-1.97475,-11.4585
1,3.75,416.583,0.7235,417.45475,0.82975,2001.029,416.347,0.6995,418.131,0.80625,2003.4835,416.466,0.717,417.763,0.966,1998.9565,418.5,0.7965,416.84,0.9,2024.08,1.4175,-15.25225,0.24275,417.759,0.879,0.0925,-0.07,0.1475,-0.533,-0.682,0.08,-48.435,-2.7785,0.4145,1.2825,1.205,-17.70175,-22.3735,-17.853,-17.9895,-23.749,91.50575,58.765,0.3115,-22.22,-19.48,-19.195,0.125,-3.39,0.9,-0.6625,192.7,215.5,-48.1925,205.15,223.85,0.07,-0.11,0,-0.59,0.21,-0.16,-0.17,-0.36,-20.07,-18.35925,-17.30625,-12.339,-7.217,-3.60425,-0.001,-0.0155,-13.851,-12.7165,-8.459,-5.283,-4.0325,-2.221,-0.373,0.107,-0.102,-3.89275,-10.88,-7.762,-5.571,-3.263,-1.88275,-0.547,0.3415,0.03,-11.828,-10.8915,-8.45,-5.946,-3.5295,-0.047,0.078,-0.215,-11.079,-10.0665,-8.3435,-5.964,-3.488,-1.52975,0.00775,-0.195,-0.06,-5.197,-2.02025,-11.542
1,4.25,417.208,0.7075,417.216,0.791,1998.083,416.965,0.6985,418.69775,0.78225,2001.888,416.2,0.71,417.11575,0.865,1997.6565,419.181,0.7855,416.7925,0.97875,2025.727,1.476,-15.4095,0.24025,417.597,0.914,0.147,-0.054,0.161,-0.5675,-0.3635,0.08825,-49.0755,-3.2645,0.434,1.3675,1.27,-17.565,-22.279,-17.9875,-17.75175,-24.2205,91.481,58.0975,0.323,-22.25,-19.66,-19.285,0.2,-3.38,0.9,-0.74,192.8,214.6,-47.64,203.825,220.4,0.07,-0.1,0.01,-0.59,0.21,-0.16,-0.16,-0.36,-20.20275,-18.783,-17.20975,-12.187,-7.23,-3.605,-0.001,-0.015,-13.825,-13.377,-8.463,-5.284,-4.0345,-2.236,-0.37,0.107,-0.1015,-3.90325,-10.905,-7.796,-5.583,-3.237,-1.88125,-0.54725,0.3415,0.03,-11.9045,-10.842,-8.46,-5.945,-3.5575,-0.0475,0.078,-0.215,-11.2675,-10.1215,-8.138,-5.971,-3.49775,-1.531,0.00775,-0.195,-0.06,-5.19,-2.002,-11.5615
1,4.75,416.6325,0.72825,417.646,0.8715,1998.232,416.78175,0.69,418.84325,0.86325,2000.359,416.55225,0.71,417.809,0.887,1996.32525,419.13,0.8155,416.92,1.482,2026.83075,1.484,-15.65975,0.26075,417.181,0.873,0.1575,-0.046,0.23175,-0.38,-0.5925,0.09325,-55.1045,-3.271,0.49075,1.38,1.26,-17.26425,-22.275,-17.88175,-17.6925,-24.46825,91.488,57.74,0.30425,-22.3975,-19.635,-19.055,0.3,-3.41,0.9,-0.785,192.575,214.375,-50.045,203.1,222.25,0.07,-0.1,0.0075,-0.59,0.21,-0.16,-0.17,-0.36,-19.421,-18.311,-16.94725,-11.88475,-7.228,-3.62275,-0.001,-0.014,-13.6405,-13.0455,-8.43425,-5.2765,-3.92125,-2.21875,-0.367,0.107,-0.102,-3.94125,-10.921,-7.76325,-5.601,-3.2385,-1.891,-0.54825,0.3415,0.03,-11.82975,-10.84625,-8.42625,-5.902,-3.561,-0.04575,0.078,-0.215,-10.973,-10.0465,-8.025,-5.9675,-3.4675,-1.529,0.00925,-0.195,-0.06,-5.20925,-2.0255,-12.604
