DOY2,HR2,LE_1_1_A,LE_1_1_1,LE_1_1_2,H_1_1_1,PA,RH,SW_IN,LW_IN,USTAR,WS,TA,TAU,T_SONIC,T_SONIC_SIGMA,VPD,FC,CO2
1,0.25,148.246790195789,137.920577104357,196.529316213501,157.848558459801,99.52475,82.3255594329364,0.002926676,284.8479,0.4750306,13.46104,-1.95738,-0.07050484,-1.559405,0.416127,1.15314588357165,-0.200739172915247,405.970016550344
1,0.75,136.536979727261,128.500971669061,182.713080758467,153.628830511053,99.5250175,81.9856613225982,0.002892267,285.40245,0.4873645,13.30525,-2.053115,-0.0738953575,-1.674323,0.407988,1.12361385780406,-0.167556174733016,405.562100219702
1,1.25,146.545679758155,139.461759570251,180.414022254303,161.583105469196,99.4882975,82.3244143952033,0.002726862,284.70065,0.4868849,13.49791,-2.081967,-0.0656030275,-1.68432,0.4102167,1.12866896940024,-0.176381935923653,406.311852890062
1,1.75,144.124276095333,139.729173344091,199.802592117853,165.695439948122,99.47553,82.4613582953046,0.00275167,284.7067,0.4888537,13.32611,-2.064028,-0.0876567525,-1.826574,0.4070129,1.14248023217427,-0.254831401954101,405.991406710329
1,2.25,133.663964323506,132.40436685117,186.740919740594,148.23988482159,99.46483,82.5364282698189,0.002624238,285.183,0.4663082,13.26415,-2.0124715,-0.07948832,-1.709852,0.4026451,1.10219948088907,-0.154097943649171,406.053779571344
1,2.75,149.507838223107,139.333079376018,188.821856625338,145.897210995756,99.4852175,82.7577421882436,0.0026504925,284.5239,0.4725076,13.2283,-2.09627,-0.075498465,-1.8688605,0.4069823,1.08783377995902,-0.280595716882527,405.726767609286
1,3.25,143.526181793377,125.593145841107,199.757574905212,140.044143607881,99.4120275,82.58941268773,0.0025211545,285.8968,0.49955425,13.21005,-2.1056935,-0.08598406,-2.033315,0.4177519,1.06781385160614,-0.364806975687344,405.425533513886
1,3.75,143.703101089144,134.325982356302,199.795364285821,145.99221791209,99.3885425,82.9397073815129,0.0025355535,286.72605,0.510350525,13.03674,-2.0529285,-0.077260405,-2.00720825,0.416317175,1.06878160155929,-0.130126857532379,405.088796927708
1,4.25,136.608724853861,127.000719105866,185.218644999918,149.11301969418,99.388995,83.1351815568977,0.0026219255,286.0862,0.4881214,13.26462,-2.1152115,-0.079651705,-2.011219,0.40586335,1.05056298844027,-0.266813281072484,404.745452393351
1,4.75,140.724017672967,135.324839712586,193.546889545215,153.48252563466,99.38095,83.6853017781633,0.0026013995,287.4604,0.49796375,13.42683,-2.154695,-0.073164045,-1.9176935,0.41337685,1.04559973893711,-0.277826175869121,404.209110913764
