DOY2,HR2,CO2,H2O,CH4,FC,NEE,FCH4,H,LE,WS,USTAR,PA,RH,TA,VPD,PPFD_IN,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,TS_1,TS_2
1,0.25,414.27,4.0036,2145.7,0.07715325,-0.113495,5.6229,-13.18425,13.794,0.9041725,0.139115,99.27575,75.079,-1.60805,0.5547275,-0.1,-19.54925,-1.256,0.3296,295.4375,316.45,6.008,4.9441
1,0.75,413.635,4.028825,2139.3,-0.0047455,-0.12495,0.02337,-12.05625,6.4898,0.9928525,0.1198575,99.29275,74.737,-2.143425,0.490235,-0.1,-20.3045,-1.000335,0.312,294.3625,316.035,6.0208,4.9562
1,1.25,413.9075,4.237575,2134.8,0.03047425,-0.00326125,4.5188,-10.285,10.5585,1.0056,0.13756,99.322,75.00925,-2.143425,0.45678,-0.1,-20.959,-1.049725,0.31373,294.0175,316.035,6.0194,4.9601
1,1.75,414.975,4.37955,2137.9,0.038656,0.0584945,1.5789,-8.96885,11.5785,0.9846825,0.12703,99.331,75.63225,-2.489325,0.4710675,-0.1,-21.9405,-1.0707,0.26284,291.7475,315.675,6.0183,4.9548
1,2.25,414.8225,4.43765,2140.725,0.061903,0.0354861,-1.050415,-6.68135,11.1945,1.01195,0.14021,99.29725,76.089,-2.435575,0.488625,-0.1,-23.484,-1.2224,0.27136,290.5675,315.83,6.0147,4.9595
1,2.75,414.6625,4.3635,2130.95,-0.1932975,-0.17761,1.076735,-11.333,12.941,0.9293325,0.14731,99.29725,76.70875,-2.712775,0.5169375,-0.1,-22.96125,-1.378925,0.244305,288.87,315.77,6.0143,4.9595
1,3.25,413.71,4.3034,2118.75,-0.012372,-0.0404655,-0.11989,-9.62835,10.47595,0.9081875,0.12587,99.32375,75.5805,-2.87,0.4849725,-0.1,-29.7285,-1.967475,0.34874,282.2825,315.26,6.0136,4.9619
1,3.75,414.76,4.2509,2130.7,-0.10650525,-0.2769925,4.7541,-10.9815,11.61825,0.929325,0.16224,99.31,75.153,-3.02485,0.479045,-0.1,-41.84525,-1.7923,0.34431,276.755,315.095,6.0096,4.9659
1,4.25,414.42,4.1007,2131.8,-0.17638,-0.2654175,1.22317,-8.6292,11.7125,0.9450275,0.13435,99.30125,75.23325,-2.9392,0.473825,-0.1,-25.436,-1.177975,0.202485,285.495,314.43,6.011,4.9591
1,4.75,414.06,3.95655,2129.375,-0.14351,-0.2466675,0.984,-9.1727,11.594,1.0082,0.13774,99.263,73.97925,-2.8236,0.4694075,-0.1,-21.22725,-1.1749,0.27681,288.6825,314.03,6.0112,4.9577
1,5.25,415.2,4.0948,2132.1,-0.1012065,-0.34052,2.5871,-10.3733,13.588,0.99714,0.11615,99.2695,73.28125,-3.0695,0.4457275,-0.1,-26.95925,-1.6108,0.29356,286.595,314.395,6.0059,4.9607
1,5.75,414.56,3.9282,2130.6,0.0023947,-0.0384825,2.006255,-10.070425,10.88025,0.972385,0.14818,99.2745,74.27175,-3.0767,0.4540825,-0.1,-20.31775,-1.2687,0.35336,291.3475,314.27,6.0061,4.9352
1,6.25,414.54,3.8239,2128.65,-0.019707,-0.42515,3.11995,-10.81025,11.2455,0.89473,0.1335725,99.284,74.855,-3.005975,0.413135,-0.1,-19.863,-0.9681325,0.358775,294.6425,313.885,6.0042,4.8882
1,6.75,414.95,3.798,2130.45,0.0877165,-0.07386425,3.670625,-8.01505,11.038,0.89855,0.145465,99.32,75.6425,-3.2766,0.4031525,-0.1,-18.34475,-1.0746,0.348185,297.9525,314.005,6.0019,4.896
1,7.25,415.2,3.8432,2124.2,0.08661425,0.20683,-1.77147,-10.50765,9.4757,0.8388925,0.108525,99.3155,77.568,-3.308725,0.36346,-0.1,-20.47225,-1.1122,0.377425,296.0475,313.905,5.9975,4.9135
1,7.75,415.175,3.874,2123.5,-0.01656675,-0.01656675,-1.6963,-13.4495,6.05485,0.83919,0.13095,99.31125,76.881,-3.287275,0.3784925,0.1125,-21.20875,-0.431845,0.36402,294.9275,314.11,5.9897,4.9365
1,8.25,415.605,3.82785,2138.9,-0.027722,-0.10368,-3.01625,-14.907,17.109,0.90908,0.12966,99.32325,77.46725,-3.1467,0.38486,4.0625,-22.09275,3.0065,0.79987,289.2425,313.44,5.9911,4.9627
1,8.75,416.535,3.76035,2142,0.17998,-0.257065,3.5177625,-10.817375,15.17125,0.9837375,0.13292,99.33375,76.91725,-3.1019,0.416165,16.4625,-9.63155,13.4435,1.438075,289.2275,312.95,5.9997,4.9666
1,9.25,415.5475,3.68735,2133.3,-0.16413,-0.2879175,-4.5018,-6.47075,17.99775,0.9286825,0.15386,99.322,76.041,-3.135875,0.4361425,36.0125,12.2775,24.8205,2.65735,286.4175,313.4075,5.996,4.9716
1,9.75,415.06,3.69475,2137.05,-0.40907,-0.61187,1.1304,-11.8145,16.773,1.042075,0.17241,99.329,74.5765,-2.479075,0.48942,59.475,18.39475,36.6035,3.7159,287.9225,314.97,5.9893,4.981
1,10.25,415.6925,3.50735,2122.35,-0.50912,-0.635445,3.2236,-11.966,21.86025,1.128775,0.16053,99.328,74.13625,-2.072425,0.5862675,78.6125,32.6615,52.1285,4.7173,291.655,316.6975,5.9956,4.9841
1,10.75,416.57,3.6036,2121.4,-0.314255,-0.507255,-1.277005,-10.24305,19.21775,1.2275,0.16274,99.327,72.815,-1.564375,0.58635,102.9875,49.457,67.855,5.884625,297.13,316.365,5.9959,4.9789
1,11.25,416.08,3.80035,2120.8,-0.6406575,-0.87427,2.6684,-8.92045,23.964,1.29685,0.1855,99.35325,71.65875,-1.416175,0.5769425,127.9125,62.125,85.5915,7.527825,295.3125,317.6325,5.9973,4.977
1,11.75,415.76,4.0578,2126,-0.812855,-0.9586775,-0.4024525,-4.38195,24.9365,1.36315,0.1926875,99.3475,70.435,-0.963565,0.6290675,151.4875,59.7155,97.3965,8.554425,292.9375,319.455,5.9944,4.9764
1,12.25,416.33,4.1791,2121.75,-0.62505,-0.76223,0.51496,-7.2373,24.2655,1.3462,0.1931025,99.3185,69.18325,-0.7690675,0.66365,162.3875,70.592,103.79,9.4457,287.7525,319.42,5.9929,4.9738
1,12.75,416.19,4.0429,2124.8,-0.55303,-0.5809075,6.206,-5.63,23.43475,1.352275,0.1999825,99.266,68.564,-0.72225,0.7365975,157.6625,58.83325,104.24625,7.844125,286.975,320.2775,5.9927,4.9727
1,13.25,416.12,4.229,2125.25,-0.730345,-0.8661,2.372,-4.64105,26.641,1.414925,0.210135,99.2415,69.2435,-0.8993775,0.80754,131.825,53.82725,86.71075,7.68455,296.535,320.5175,5.9916,4.9678
1,13.75,416.86,3.6934,2124,-0.32989,-0.5238425,4.13215,-3.690975,23.435,1.422425,0.2322975,99.216,68.971,-0.9104475,0.7578875,150.0875,52.4075,93.44425,6.997025,299.0025,319.7525,5.99625,4.979725
1,14.25,416.15,3.8999,2123.525,-0.4612825,-0.49852,0.48162,-1.698525,24.346,1.3668,0.2342,99.21475,67.823,-0.79974,0.6514175,136.0875,42.227,83.53125,6.19975,299.2525,321.3275,5.9941,4.973675
1,14.75,415.69,4.29875,2126.2,-0.558145,-0.69556,4.66245,-2.854225,19.51875,1.31385,0.2410825,99.165,66.60825,-0.6669,0.659765,125.05,31.32225,71.04675,5.81745,298.835,321.645,5.990125,4.969825
1,15.25,415.71,4.34265,2128.325,-0.276435,-0.4408475,3.87605,-6.72725,16.70725,1.311675,0.22702,99.162,67.08,-0.44549,0.7275775,105.9875,36.729,64.3485,5.29265,302.085,321.33,5.98775,4.96785
1,15.75,414.91,4.4239,2128.7,-0.253965,-0.304455,2.4968,-7.6605,18.22725,1.23175,0.208235,99.157,66.38025,-0.5762625,0.79563,88.225,26.0925,50.38025,4.564975,298.655,321.0525,5.980325,4.9438
1,16.25,414.5275,4.371575,2128,-0.2570125,-0.3418725,4.19205,-9.1709,19.82575,1.183875,0.1919975,99.131,65.344,-0.6712475,0.924575,59.1375,16.53375,32.53875,2.649675,297.9,320.2725,5.966725,4.852325
1,16.75,414.32,4.3512,2124.175,-0.3244275,-0.36278,3.805025,-9.4971,11.82925,1.0888,0.1808875,99.151,66.01675,-0.7438475,0.8196,36.925,1.1029575,18.763,1.58205,303.67,319.9825,5.955925,4.827125
1,17.25,414.45,4.091475,2121.9,0.044616,-0.288585,0.5768275,-11.87,15.18375,1.095725,0.15133,99.154,66.4735,-0.81081,0.797615,12.7625,-13.929,3.9305,0.57157,302.7525,318.9,5.948875,4.8234
1,17.75,415.24,4.11015,2117.925,0.1485475,0.147665,2.94755,-10.823,14.24525,0.8461225,0.13348,99.196,67.7085,-0.94366,0.781705,1.3625,-18.4915,0.2053,0.30961,303.0975,317.235,5.933925,4.815975
1,18.25,415.21,4.3938,2120.55,0.125145,0.40513,0.0359225,-15.206,13.9575,0.7751,0.1309,99.2335,70.089,-0.9365825,0.704095,0,-22.28675,-1.40615,0.25686,299.2675,316.84,5.919275,4.8048
1,18.75,415.0775,4.200875,2122.35,0.192125,0.259715,1.8944725,-13.3385,10.94625,0.836775,0.13607,99.27625,71.54375,-1.0890625,0.6456875,-0.1,-19.9315,-1.4583,0.18491,294.6375,316.7925,5.917275,4.7974
1,19.25,414.645,4.019975,2123.1,0.3322525,0.260385,0.4491575,-11.3315,10.585,0.7956775,0.127075,99.296,72.812,-1.249725,0.642385,-0.1,-20.27525,-1.4513,0.2635875,298.1325,316.895,5.909375,4.79025
1,19.75,414.075,4.01625,2122.475,0.0273705,-0.064481,-0.63136,-11.525,8.64995,0.7410675,0.1190975,99.3235,72.9935,-1.319025,0.6269825,-0.1,-21.4775,-1.2652,0.273235,298.2975,316.57,5.909775,4.7845
1,20.25,413.29,3.8578,2124.3,0.243685,0.2415525,0.1141975,-12.0645,8.4546,0.80522,0.104215,99.3015,73.592,-1.5185,0.6145475,-0.1,-19.8365,-1.0979,0.2228,297.79,316.1525,5.908775,4.7722
