DOY2,HR2,T_CANOPY,CO2,CO2_SIGMA,FC,H2O,H2O_SIGMA,H,LE,PA,RH,T_SONIC,T_SONIC_SIGMA,TA,VPD,LW_IN,LW_OUT,NETRAD,PPFD_IN,SW_IN,SW_OUT,TS,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS
1,0.25,-5.9415105,429.307,20.732100625,0.693415,2.728455,1.6540574955,-1.82514,3.5240325,97.857975,99.4515275,-2.8835,0.31686676625,-4.568129,0.2407710375,283.8352,293.233975,-4.78532375,0.0365,-0.31697035,0.3444805375,-0.62225466875,-0.011125,0.87418412575,0.2789245,0.6536724695,0.32259644975,5.2295
1,0.75,-5.845285375,429.838,20.7540047475,0.83330325,2.6341625,1.6251522885,-2.74371,4.511,97.8315,99.455575,-3.01,0.288790582,-4.77816075,0.240319375,282.598675,292.6993375,-5.0487185,0.035,-0.33518405,0.3902674625,-0.603564925,-0.017,0.893262559,0.280339,0.659680226,0.325657796,5.39274
1,1.25,-6.08958775,431.4775,20.786304865,0.6350445,2.5192475,1.589215733,-5.1905725,4.1453475,97.81935,99.45299625,-3.0745,0.284878192,-4.8872,0.2314932625,283.494375,292.0341375,-5.129151625,0.03673672525,-0.2859448875,0.4233209375,-0.635120325,-0.0137635,0.8513030945,0.295376,0.6796852205,0.3183815425,5.03061
1,1.75,-6.237185625,431.996,20.787772845,0.693616,2.504965,1.584693171,-3.33176,4.5685975,97.807475,99.4556225,-3.17725,0.27934919125,-4.82606525,0.2440500875,282.738825,292.037325,-4.730476625,0.040226254,-0.28966295,0.4611152625,-0.6332044625,-0.013975,0.8701139875,0.27142225,0.65207154975,0.31677313325,5.170205
1,2.25,-6.2421965,431.7475,20.80556943,0.690351,2.55965,1.601927907,-4.519335,3.6387125,97.8015,99.458575,-3.311,0.280535203,-5.0012385,0.2371314125,282.4919625,291.030875,-4.746532375,0.04,-0.2787219125,0.4035484125,-0.64361505325,-0.0143,0.925560911,0.285345,0.67249461,0.31667807,5.16141
1,2.75,-6.489284,431.741,20.78936627,0.652989,2.59238,1.61217865,-1.971385,4.484755,97.8244,99.45712,-3.83925,0.287445637,-5.211912,0.2344241125,282.3247875,290.3024625,-4.437548,0.03809412575,-0.263584,0.42301905,-0.659573222,-0.01515,0.93458199425,0.295217,0.6893342125,0.32605216075,5.2516425
1,3.25,-6.59187725,432.6325,20.80401795,0.7350835,2.59824,1.61400160525,-1.5566325,4.6588125,97.773,99.450395,-3.922,0.27399788975,-5.005338875,0.2277234625,281.6301875,289.91645,-4.2520525,0.039125,-0.2696837,0.3952401375,-0.67981940975,-0.01946675,0.88866929375,0.283043,0.67708610175,0.32319138375,4.9639875
1,3.75,-6.741587375,430.65875,20.75231914,0.7076295,2.5349,1.594161221,-2.73346,5.19812,97.768875,99.4546,-3.61425,0.2983701415,-5.45495275,0.23345,281.2094375,289.5465875,-4.044764875,0.0353188155,-0.2404053625,0.4041588,-0.6678185035,-0.019675,0.8918504625,0.280694,0.66515108775,0.33365610625,5.0446375
1,4.25,-6.91244525,432.5115,20.810608095,0.700231,2.5968725,1.613526768,-1.409585,5.8019125,97.7532,99.4500025,-3.8335,0.3047245335,-5.461308125,0.2326680125,280.46855,289.5295,-3.70151675,0.035733886,-0.2145090375,0.4031412,-0.6551333125,-0.01655,0.916695388,0.2917155,0.6931216555,0.3467165215,5.25379
1,4.75,-6.89177875,432.51925,20.802811445,0.75057775,2.685475,1.640927413,-2.243875,6.52383,97.7308,99.45031875,-3.266,0.282488938,-5.66290675,0.2260017,280.8734625,289.8259875,-3.529774375,0.031852996,-0.229443275,0.368166775,-0.68774144375,-0.0156,0.953881544,0.291917,0.677453319,0.343937494,5.3213
1,5.25,-6.90172075,430.37025,20.75723503,0.6817725,2.63978,1.6268874675,-2.66908,5.41379,97.721425,99.44755,-3.56775,0.27163047925,-5.775326125,0.2274917,280.443925,289.31775,-3.57222975,0.036733697,-0.19900105,0.3988354375,-0.69390326875,-0.0197735,0.95460657,0.3114905,0.70356733975,0.352343896,5.3979575
1,5.75,-7.169182,429.0095,20.7425950425,0.61960925,2.5845775,1.609744289,-1.1433125,5.46048,97.69325,99.4455825,-3.7475,0.318742093,-5.64287375,0.22652065,279.7464625,289.3032375,-3.4444985,0.038210925,-0.1824398,0.4018468,-0.70429995,-0.01615,0.9253821145,0.2952085,0.7006218505,0.337669883,5.34249
1,6.25,-7.2424175,428.8545,20.733353835,0.7001835,2.6271775,1.622985533,-2.89065,6.035955,97.702575,99.44247625,-3.5115,0.302929556,-5.51712525,0.2324895,279.9031625,287.926625,-3.15880375,0.038909206,-0.2065378,0.39431125,-0.71695755,-0.01565,0.89385887875,0.303383,0.6669838815,0.33765913475,5.36035
1,6.75,-7.168038625,432.47475,20.79602641,0.56050325,2.675785,1.63797562225,-0.55768,5.6664175,97.6709,99.4533375,-3.4,0.291376046,-5.516575875,0.2293576625,279.1574625,286.4099,-3.36164075,0.045158028,-0.227901325,0.3774412875,-0.685352022,-0.011755,0.922505285,0.303658,0.678011062,0.340978005,5.26553
1,7.25,-7.449239625,440.793,20.99507085,0.550691,2.68504,1.640813822,2.80209,4.42118,97.6659,99.44870125,-3.8545,0.275952084,-5.840540375,0.230914125,279.675025,287.39065,-2.876318125,0.13822475075,-0.1604425,0.4422948,-0.70744600975,-0.011,0.925100235,0.3060105,0.6881622155,0.346607832,5.09845
1,7.75,-7.53525625,433.151,20.82825005,0.642306,2.65485,1.631539151,-0.1543975,4.042555,97.682975,99.4696675,-4.187,0.28960752725,-5.610102375,0.2392992875,278.273725,287.283025,-2.28500225,7.1603717005,3.2596517875,3.32851575,-0.71739145,-0.01275,0.89180813225,0.30213075,0.695159683,0.3447392275,5.03077
