DOY2,HR2,CO2_1_3_1,CO2_1_4_1,G_1_1_1,USTAR,FC,LE,SLE,H,SH,NEE,NETRAD_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN_1_1_1,PPFD_OUT,PPFD_DIF,TA_1_1_1,RH_1_1_1,WS,PA,TS_1_1_1,TS_1_2_1,VPD
1,0.25,386.66,382.54625,-4.936,0.158,0.0095,-0.7955,-0.8735,-28.108,-6.06525,-0.031,-54.8625,-0.12,-0.02,176.31,216.59,-0.01,0,4.155,-23.408,75.937,1.735,94.611,-4.936,-4.619,0.2
1,0.75,386.66,382.54625,-4.928,0.164,0.0095,-0.7955,-0.858,-27.1435,-6.0295,-0.004,-55.3725,-0.12,-0.02,177.805,216.205,-0.0025,0,4.139,-23.333,75.89,1.76825,94.604,-4.935,-4.622,0.19
1,1.25,386.735,382.565,-4.947,0.161,0.00375,-0.824,-0.855,-31.2655,-5.61725,-0.006,-54.2025,-0.14,-0.02,177.5375,216.31,-0.01,0,4.138,-23.4365,75.579,1.779,94.603,-4.935,-4.635,0.19
1,1.75,386.7475,382.95,-4.9355,0.1725,0.006,-0.709,-0.823,-27.7,-5.10075,0.013,-53.7825,-0.11,-0.02,178.1175,215.96,0,0,4.157,-23.5275,75.68,1.767,94.607,-4.929,-4.648,0.19
1,2.25,386.5825,382.8075,-4.932,0.153,0.00475,-0.75725,-0.7495,-30.4475,-4.897,-0.005,-54.51,-0.12,-0.02,178.5,215.8725,-0.01,0,4.158,-23.6815,75.664,1.801,94.618,-4.931,-4.649,0.19
1,2.75,386.785,382.715,-4.941,0.149,0.002,-0.782,-0.72475,-28.7275,-5.16325,-0.01275,-54.26,-0.12,-0.02,176.24,215.5425,0,0,4.174,-23.8575,75.58,1.744,94.613,-4.932,-4.64,0.19
1,3.25,386.605,382.72,-4.993,0.166,0.009,-0.845,-0.798,-30.681,-5.3375,-0.006,-54.54,-0.16,-0.02,176.36,214.7575,0,0,4.165,-23.9705,75.894,1.785,94.631,-4.93,-4.648,0.19
1,3.75,386.85,382.73,-4.9785,0.162,0.001,-0.833,-0.75975,-27.33975,-5.06375,0.0135,-55.285,-0.13,-0.02,176.85,214.62,0,0,4.185,-24.0845,75.774,1.715,94.631,-4.93,-4.658,0.19
1,4.25,386.75,382.72,-5.004,0.1605,0.008,-0.87275,-0.7985,-28.6675,-4.8215,-0.008,-52.37,-0.14,-0.02,179.6175,214.7225,-0.01,0,4.21075,-24.087,76.1195,1.73075,94.6215,-4.913,-4.659,0.19
1,4.75,386.78,382.94,-5.0785,0.148,0.002,-0.792,-0.8075,-27.8575,-5.2535,-0.01625,-52.52,-0.12,-0.02,180.1725,214.175,0,0,4.17275,-24.02925,76.05025,1.69975,94.6125,-4.893,-4.661,0.19
