DOY2,HR2,FC,LE,H,G_1_1_1,G_2_1_1,G_3_1_1,CO2,H2O,PA,T_SONIC,T_SONIC_SIGMA,TA_1_1_1,TA_1_1_2,TA_1_1_3,RH,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS
1,16.75,0.08,0.455,-7.6665,-1.064,-2,-1.000835,406.4,5.6,90.1865,4.27,0.36,3.630595,3.3,4.07085,65.76,27.34,5.3987,1.42815,273.09665,323.7667,-43.94,0.924,1.1575,1.536,1.9535,3.0025,4.514,0.169915,0.59724,0.52699,0.2,1.162170641
1,17.25,0.16,0.23,-6.190155,-1.06419,-2.05089,-1.0009,407.98612,5.5599,90.191175,3.3479,0.4,2.70097,2.18033,3.1255,68.19,2.468,0,0,276.13165,319.57,-49.0467,0.75,1.048,1.5375,1.972,3,4.504,0.1442,0.53919,0.53956,0.17,1.162435938
1,17.75,0.2036,0.26197,-3.58,-1.24141,-2.08514,-1.00105,409.7,5.53244,90.19637,2.082590725,0.43,1.74118,1.342,2.08865,70.4835,0,0,0,271.1,316.83335,-47.835,0.577,0.983,1.4925,1.968,2.995,4.487,0.13,0.506345,0.55175,0.150445,1.165
1,18.25,0.31,0.1295,-3.885,-2.1,-2.1,-1.1342,411.43247,5.551695,90.2,1.29,0.39592,1.0855,0.741165,1.1623,74.51,0,0,0,267.47,314.448335,-46.318315,0.47,0.882,1.474,1.98,2.96,4.478,0.11,0.5,0.48199,0.139715,1.14
1,18.75,0.363,0.317425,-3.41,-2.1,-2.1,-1.7,412.9,5.5,90.203785,0.64294,0.39866,0.778675,-0.15,0.54,77.36,0,0,0,267.8,312.885,-43.571665,0.4105,0.8315,1.446,1.972,2.952,4.455,0.116,0.475,0.49292,0.13021,1.143
1,19.25,0.37865,0.25257,-2.48,-2.1,-2.2,-2,414.488135,5.495040127,90.225,0.10036,0.34822,0.290355,-0.51933,0.10233,78.37,0,0,0,268.4667,310.715,-42.41,0.37,0.784,1.407,1.965,2.92,4.44,0.1102,0.47,0.5,0.12,1.096
1,19.75,0.385,0.124700424,-2.917035,-2.12747,-2.1,-2,415.0719,5.438603544,90.228215,-0.29595,0.34,-0.0269,-0.81,-0.3455,80.73,0,0,0,272.7,309.63333,-40.46,0.31,0.724,1.4105,1.963,2.92,4.42,0.1,0.457885,0.49286,0.11856,1.082
1,20.25,0.3195,0.10195,-2.62035,-2.12793,-2.32382,-2,415.6,5.4,90.22032,-0.71945,0.31926,-0.1953,-1.06,-0.789,81.6,0,0,0,267.3,308.07,-39.13,0.235,0.66,1.389,1.963,2.932,4.403,0.1,0.46954,0.51644,0.11,1.09
1,20.75,0.305,0.24365,-1.90725,-2.1281,-3.0761,-2.00142,415.35,5.4,90.21356,-1.074935,0.297390464,-0.466,-1.372,-1.02165,82.329,0,0,0,266.7333,306.583335,-39.805,0.2,0.634,1.412,1.984,2.924,4.39,0.106535,0.44375,0.512425,0.10318,1.070463387
1,21.25,0.495,0.30845,-2.47328,-2.12816,-2.4617,-2.002,416,5.4,90.245,-1.2026053875,0.3158,-0.55585,-1.542,-1.12,82.411,0,0,0,267.03333,306.235,-41.95,0.07,0.602,1.401,1.974,2.94,4.398,0.10929,0.44,0.5,0.1037,1.080322822
1,21.75,0.4,0.166565,-1.825,-2.12816,-3.07559,-2.00208,416,5.3,90.293945,-1.52287,0.29252,-0.91281,-1.92,-1.32485,84.492335,0,0,0,269.8,305.45,-37.525,-0.009,0.555,1.3595,1.94,2.921,4.366,0.09904,0.44308,0.504006382,0.0947,1.06
1,22.25,0.5063975,0.098135,-1.72357,-2.12816,-3.07635,-2.0021,415.88393,5.231635,90.2925,-1.743905,0.298715,-1.01214,-2.064,-1.5817,84.87,0,0,0,269.23333,304.15,-35.9,0.004,0.533,1.332,1.923,2.89,4.368,0.100105,0.4116,0.47057,0.09849,1.07190907
1,22.75,0.425,0.2066,-1.56555,-2.12849,-3.077345,-2.0021,416.333675,5.1,90.28715,-1.99,0.31,-0.981075,-2.149,-1.7485,85.48165,0,0,0,267.8333,303.23,-37.01667,-0.04,0.52,1.297,1.912,2.9035,4.355,0.09,0.41364,0.435099685,0.09318,1.024
1,23.25,0.55955,0.087,-1.611265,-2.12887,-3.1,-2.00228,416.02925,5.02746,90.247725,-1.84614,0.28913,-0.93874,-2.1,-1.7435,86.535,0,0,0,268.23,302.97,-36.53,-0.06,0.49,1.2525,1.893,2.9,4.35,0.09,0.42063,0.448485,0.09245,1.06
1,23.75,0.442,0.21921,-2.04,-2.12961,-3.1,-2.0023,415.69471,5,90.2415,-1.997395,0.28604,-1.02792,-2.322,-1.84415,86.683335,0,0,0,266.5,302.47,-36.93,-0.08,0.48,1.2265,1.879,2.91,4.352,0.09077854,0.40025,0.47137,0.0938,1.059
2,0.25,0.645,0.32025,-6.21113105,-3.19441,-6.66644,-2.00233,411.65,4.78968,89.96079,-0.36,0.3149,-1.03973,-1.535,-1.2435,81.985,0,0,0,268.835,308.3,-38.81,0.041,0.594,1.673,2.418,3.104,4.063,0.15993,0.655,0.650341195,0.19515,1.16385
2,0.75,0.75,0.3489,-4.560265,-3.2,-6.83631,-2.0026,410.290215,4.8,89.94708,-0.55444,0.28593,-1.22723,-1.6805,-1.304,81.695,0,0,0,269.016665,307.4,-42.17,0.02,0.55,1.63,2.398,3.07,4.058,0.16,0.63,0.67443,0.18447,1.17
2,1.25,0.56,0.27208,-3.946605,-3.2,-6.57862,-2.00278,411.38851,4.8,89.9437,-0.568915,0.29,-1.365085,-1.64335,-1.2115,82.051665,0,0,0,268.9,306.53,-42.13667,-0.005,0.52,1.568,2.374,3.057,4.05,0.142467923,0.6204023395,0.63331,0.17534,1.141947496
2,1.75,0.619365,0.47,-5.63656,-3.7,-6.4,-2.00278,411.3,4.8,89.93865,-0.88965,0.29524,-1.33685,-1.801165,-1.33,82.591835,0,0,0,269.4795,306.6,-37.85333,-0.01,0.48,1.51,2.371,3.063,4.051,0.155385,0.6343,0.65107,0.18693,1.14763
2,2.25,0.563166,0.29029,-4.3045,-3.2,-6.2,-2.00278,411.88087,4.71303,89.92992,-0.7782594515,0.3,-1.44476,-1.868,-1.24,83.8,0,0,0,271.13,305.531665,-36.99333,-0.059,0.4435,1.46,2.342,3.0545,4.047,0.157,0.67085,0.68474,0.2,1.1757
2,2.75,0.58,0.62,-6.939625,-3.303395,-6.621915,-2.00278,411.6,4.61834,89.89243,-0.7109945265,0.3,-1.4679,-1.7765,-1.164,83.7,0,0,0,271.3,305.13,-37.83333,-0.0845,0.4215,1.4035,2.3165,3.0485,4.0405,0.15329,0.63924,0.67,0.2,1.169660862
2,3.25,0.5898345,0.2937,-7.318,-3.2,-6.78485,-2.00278,411.2,4.67217,89.88299,-0.73405,0.3,-1.189985,-1.69,-1.06,84.47,0,0,0,272.785,305.83335,-35.31,-0.1295,0.4065,1.3935,2.297,3.042,4.0425,0.176375,0.62,0.680745,0.188575,1.2086071445
2,3.75,0.6,0.61,-6.6307,-4.14992,-7.18063,-2.00278,411.0747,4.7167,89.87,-0.880135,0.3,-1.141875,-1.708,-1.3,84.16667,0,0,0,270.335,305.57,-38.67,-0.13,0.397,1.37,2.278,3.048,4.046,0.15405809,0.68,0.66,0.1994,1.27
2,4.25,0.46486,0.3984,-6.17,-4.25761,-7.14644,-2.00305,412.05,4.7,89.864,-1.03357,0.29,-1.297815,-1.82,-1.495,85.085,0,0,0,271.9,305.516665,-37.365,-0.145,0.377,1.333,2.27,3.05,4.049,0.15,0.59,0.63967,0.19,1.177092008
2,4.75,0.48,0.3385,-4.27,-4.2567,-6.7,-2.00312,412.12878,4.7,89.871885,-1.10991,0.27839,-1.44039,-2.007,-1.67915,84.733335,0,0,0,273.081665,305.566665,-34.78,-0.16,0.361,1.287,2.22,3.059,4.046,0.14559,0.57293,0.68,0.17,1.14
2,5.25,0.37,0.302515,-5.1195,-4.258335,-7.058735,-2.002965,412.123245,4.6,89.86,-1.382915,0.28997,-1.76315,-2.089,-1.719,84.571335,0,0,0,271.565,303.965,-34.287,-0.19,0.35,1.251,2.1935,3.055,4.05,0.14915,0.58,0.61606,0.173839287,1.1405
2,5.75,0.42,0.409215,-4.55913,-4.2614,-7.1,-2.003445,411.9,4.612,89.873445,-1.471976514,0.29739,-1.793135,-2.194,-1.8453,84.73333,0,0,0,272.86667,303.67,-31.61,-0.2255,0.3385,1.222,2.168,3.0705,4.051,0.15094,0.6,0.62033,0.17,1.1
2,6.25,0.44,0.356606025,-3.9625,-4.26213,-6.2,-2.00346,412.4,4.4378,89.9,-1.676475,0.30939,-1.86788,-2.26,-1.8313,85.23333,0,0,0,270.46667,303.3,-34.36333,-0.24,0.316,1.195,2.152,3.06,4.038,0.143,0.5801,0.61,0.18,1.1617
2,6.75,0.335,0.49272,-3.18,-4.94847,-7.139075,-2.00346,412.61623,4.5,89.88,-1.6821932205,0.2921,-1.888855,-2.36233,-1.85,84.9,0,0,0,270.63333,302.7,-34.57,-0.25,0.274,1.17,2.1245,3.0625,4.0395,0.13097,0.5554722405,0.60693,0.1699,1.1074234935
2,7.25,0.265,0.88547,-3.766,-5.11597,-6.41363,-2.00346,412.2,4.59626,89.89,-1.6253810555,0.29342,-1.4906,-2.49,-1.79,85.63333,11.16933,1.37,0.14333,268.67,303.07,-30.82333,-0.27,0.265,1.131,2.0925,3.0425,4.023,0.14322,0.54547,0.57465,0.153,1.12
2,7.75,0.21075,1.725,-1.95,-4.260535,-5.05,-2.00346,411.8,4.7,89.92365,-1.18,0.31325,-1.08623,-2.27333,-1.59,83.199,65.315,33.7733,13.07667,269.961665,304.4,-6.12733,-0.24,0.273,1.03,1.9705,2.977,3.971,0.146,0.533895,0.578375,0.168575,1.0215
2,8.25,0.07,4.0412,0.75,-4.256405,-3.076285,-2.00346,410.72203,4.8,89.97,-0.502285,0.34761,0.174315,-1.68267,-0.855,78.88,166.83333,83.51,25.8,272.15,307.96667,23.75,-0.183,0.275,0.955,1.845,2.922,3.947,0.159385,0.55,0.57105,0.2,0.8696607155
2,8.75,-0.08,11.66319,14.174,-3.2,-2.05206,-2.00313,409,4.9,89.973495,0.54,0.360705,1.22318,-0.805,-0.01,73.968,282.393335,148.048335,34.30667,268.485,313.5,65.551665,-0.093,0.2845,0.917,1.8,2.85,3.914,0.19449,0.62108,0.59039,0.28028,0.9716465525
2,9.25,-0.54,15.0475,34.42495,-2.12838,-2.05042,-2.0024,406.66988,5.0126,89.984625,1.71335,0.37,2.17835,0.195165,0.98,68.526665,436.571835,225.64665,40.09833,270.615,318.585,119.63,0.13,0.365,0.931,1.789,2.85,3.95,0.24,0.67172,0.644890584,0.34,1.111579989
2,9.75,-0.91,20.31655,56.500505,-2.1,-1.26425,-2.002,406.26296,4.836851967,89.99202,2.64195,0.378855,3.34132,1.055,1.8365,64.581665,543.035,276.6,47.2,272.13333,325.016665,168.606665,0.3925,0.5175,1.0325,1.816,2.862,3.956,0.27,0.75455,0.74813,0.39074,1.2761002185
2,10.25,-0.985,23.104965,77.92,-2.038,-1,-2.001415,405.6,4.8,90,3.38899,0.39999,3.999505,1.536,2.5,61.78,634.33333,320.03333,52.63,273.6,329.328835,198.115,0.79,0.686,1.09,1.8525,2.91,3.994,0.31,0.826767005,0.79193,0.426625,1.33
2,10.75,-0.99,27.64875,97.4474092,-1.06375,0,-2.0006,404.6,4.85335,89.97375,3.71,0.44,4.478165,2.16,2.93,58.838335,757.17,396.6,59.98333,273.2,332.635,246.201665,1.44,0.857,1.183,1.881,2.954,4.0135,0.332405,0.944095,0.92946,0.466797325,1.5
2,11.25,-1.16,31.534735,107.499855,-0.46079,1.91324,-2,404.125725,4.843586353,89.94432,4.396285,0.44,5.051615,2.594,3.4,56.89333,855.117,451,64.11,276.965,336.7,278.57,2.3005,1.333,1.235,1.876,2.944,4.036,0.36,1,1,0.49056,1.66
2,11.75,-1.21,32.041015,111.61,0,5.09136,-1.96817,403.5019115,4.790525,89.94,4.78525,0.44,5.249915,3.075,3.84,55.325015,897.833335,471.116665,65.82,276.83333,339.85,295.325,3.145,1.835,1.48,1.98,3.04,4.114,0.396335,1.07,1.1,0.527208243,1.7497
2,12.25,-1.34,36.554,121.09,0.03546,7.10556,-1.1,403.557365,4.8,89.905,5.12344,0.43497,5.67045,3.260315,4.0847,53.700165,932.015,481.958335,67.6955,277.3,342.451665,309.555,4.069,2.3145,1.581,1.983,3.07,4.12,0.411459116,1.12811,1.16,0.55,1.871932745
2,12.75,-1.354705,36.623,117.56449,1.06322,9.04589,-1.0006,403.13573,4.8,89.883785,5.1585,0.44844,5.89349,3.600335,4.464,53.1295,896.8805,449.915,67.56667,279.37,342.468335,281.2475277,4.763,3.01,1.77,2.025,3.071,4.151,0.439405,1.112825,1.189710358,0.57,1.921996629
2,13.25,-1.275,33.438345535,104.84,1.063715,5.638685,-1,403.04574,4.8488,89.849,5.43,0.419485,6.07684,3.87133,4.595,52.885,844.3,427.0333,65.26667,279.735,343.13,274.8,5.0795,3.595,1.954,2.0705,3.087,4.1735,0.47711,1.24,1.2370124145,0.58738,2.087672743
2,13.75,-1.214748,30.78,96.25976625,1.098985,2.90242,-1,402.9,4.8756,89.839835,5.74574,0.39122,6.183355,4.054,4.875,52.4495,748.16667,387.7,60.22333,283.283335,343.67,248.77,5.2565,3.8435,2.338,2.0855,3.0825,4.1675,0.51977,1.28,1.25,0.64,2.31
2,14.25,-1.03,28.32844,77.73,1.06372,1.62266,-1,402.60531,4.9474,89.82039,5.925,0.3635,6.20036,4.495,5.175,51.83,688.168335,346.966665,55.92,282.915,344.381665,213.52810315,5.7665,4.1795,2.554,2.241,3.167,4.196,0.5283760955,1.27,1.21,0.6321,2.3975
2,14.75,-0.86379,25.97,61.91698,1.0637,1.025,-1,402.53743,4.98265,89.81,6.1,0.33993,6.1331,4.49165,5.0725,52.82,553.435,288.9,48.77667,283,341.866665,167.00243575,5.78,4.31,2.815,2.33,3.18,4.205,0.50384,1.22,1.15094,0.61,2.326895
2,15.25,-0.9337805,20.24,40.530265,0.07094,0.1171,-1,402.4,5,89.82388,5.92,0.28,5.82945,4.624,5.13,53.755,469.125665,242.483335,42.43,281.82,339.76667,132.25,5.207,4.3285,2.97,2.4105,3.1885,4.21,0.47838,1.202275,1.168375,0.612685,2.39
2,15.75,-0.608391,13.73381,20.41062,0,0,-0.550265,402.5,5,89.826305,5.7165069445,0.230499797,5.20752,4.21335,4.98,54.553315,364.09835,193.368335,37.121665,280.851665,336.53,86.51,4.426,4.125,3.088,2.486,3.1495,4.2,0.460345,1.17,1.08909,0.59912,2.365434033
2,16.25,-0.38284,10.751285,4.8002,0,-1,-0.733735,402.63159,5.149680262,89.84031,5.45798,0.19877,4.44646,4.112,4.6585,56.97,232.53,121.91333,28.14,276.8,333.385,37.481665,3.512,3.611,3.12,2.5465,3.0905,4.1605,0.432950747,1.078893705,0.98,0.5375,2.29
2,16.75,-0.11,6.14834,-5.83809,-1.063725,-1,-0.13341,403,5.3,89.843275,5.115,0.21,3.50094,3.78233,4.32,59.2,112.87,56.27667,16.03,274.4,329.951665,-1.59565,2.981,3.22,3.159,2.608,3.128,4.193,0.39408,0.99,0.93,0.5,2.023159396
2,17.25,0.09,2.63,-16.277,-1.0983,-2,-0.5,404.20765,5.2,89.8689,4.61005,0.2505,2.58754,3.085,3.698,61.016665,39.08,15.1067,4.49,274.48,326.47,-34.88333,2.364,2.827,3.146,2.804,3.142,4.195,0.33,0.88451,0.7926,0.41897,1.75416
2,17.75,0.35,1.2648423175,-19.356,-2.1,-2.05089,-1,406.02575,5.2,89.88,3.916,0.2858620325,1.75595,2.511,2.938,63.445,5.09,0,0,275.915,322.33,-51.94,1.68,2.531,2.989,2.78,3.13,4.179,0.2909,0.82379,0.7685320375,0.365705,1.673794495
2,18.25,0.4186,0.55,-16.475545,-2.1,-2.1,-1,406.40767,5.2,89.89201,3.285,0.299615,1.2343,1.60067,2.41,66.588335,0,0,0,276.965,320.07,-48.1,1.036,2.11,2.816,2.75,3.095,4.161,0.254825,0.785855,0.73,0.31388,1.531701484
2,18.75,0.395,0.46,-12.045,-2.1,-3.07585,-1,407.1535,5.216653745,89.91,2.69,0.32,1.0923,1.051,1.932,68.277,0,0,0,276.585,317.76667,-47.13,0.794,1.8495,2.61,2.765,3.096,4.1515,0.24,0.72,0.68412,0.29997,1.419563724
2,19.25,0.460445,0.38,-13.01961,-2.1,-3.0766,-1.00105,408.24004,5.226099801,89.912,2.286,0.31,0.822895,0.7817,1.62,70.615,0,0,0,273.335,316.5,-45.74,0.624,1.636,2.5055,2.754,3.081,4.127,0.1976,0.6341116525,0.68888,0.2679054565,1.29
2,19.75,0.422,0.37,-10.68337,-2.1,-4.1,-1.0013,408.34679,5.12713,89.93,1.52768,0.32067,0.60212,0.42433,1.19,73.09835,0,0,0,273.31667,315.06667,-45.1,0.494,1.413,2.392,2.73,3.072,4.121,0.19,0.6887,0.66252643,0.23674,1.25
