DOY2,HR2,CO2,H2O,CH4,FC,FCH4,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,PA,RH,TA,VPD,TS_1_1_1,TS_2_1_1,TS_3_1_1,TS_1_2_1,TS_2_2_1,TS_3_2_1,TS_1_3_1,TS_2_3_1,TS_3_3_1,TS_1_4_1,TS_2_4_1,TS_3_4_1,TS_1_5_1,TS_2_5_1,TS_3_5_1,TS_1_6_1,TS_2_6_1,TS_3_6_1,G_1_1_1,G_2_1_1,NETRAD_1_1_1,NETRAD_1_1_2,PPFD_IN_1_1_1,PPFD_IN_1_1_2,PPFD_OUT,PPFD_DIF,SW_IN,SW_OUT,LW_IN,LW_OUT
1,5.25,440.399553,6.388058,2153.52373,-0.2008335,-3.1638785,-9.358339,1.496519,0.8550395,0.0756865,-0.0272685,0.34754275,0.072168,11.87715925,0.1859115,101.6075,83,4.1875,0.437966,6.4115,6.08875,6.42725,6.514,6.4605,6.524,6.95875,6.87575,6.86475,7.5565,7.44775,7.39975,8.8625,8.725,9.21,10.1675,10.0575,10.3625,-18.081301,-15.855798,-65.3076925,-86.90344375,-0.531915,0.15537,0,-0.233055,-3.7697465,0.7317075,252.1364195,337.192629
1,5.75,436.393127,6.446367,2115.370084,-0.07042725,-5.717007,-9.820176,-0.2037495,0.757471,0.07756325,-0.03164075,0.3148575,0.06955275,12.0302715,0.1820645,101.6125,84.075,3.99175,0.43531575,6.291,6.092,6.308,6.582,6.4245,6.494,6.9755,6.8375,6.881,7.5665,7.43,7.3795,8.78,8.65,9.18,10.175,10.06,10.38,-17.04878075,-15.6324775,-65.5576925,-82.261284,-0.531915,0.15537,0,-0.15537,-3.7218765,0.650407,252.57099075,336.098976
1,6.25,435.37912225,6.3274,2098.45435475,0.26418325,-1.0816905,-8.1171725,0.620776,0.8405225,0.06733025,-0.02748525,0.311561,0.071248,11.91200625,0.2124425,101.6225,84.55,4.06925,0.37329175,6.33775,6.21375,6.40975,6.595,6.40475,6.6215,6.97125,6.8025,6.73575,7.53475,7.4405,7.38075,8.765,8.6175,9.1825,10.185,10.06,10.35,-15.8455285,-15.321423,-66.82692325,-87.577294,-0.531915,0.15537,0,-0.15537,-3.781714,0.704607,254.251927,335.826283
1,6.75,433.4453835,6.27391775,2096.707632,0.774141,-3.47054,-10.90268325,-0.248873,0.788393,0.074165,-0.03370125,0.3340755,0.0719295,11.7325,0.190648,101.6325,85.95,4.0555,0.3379595,6.2555,6.08325,6.16125,6.413,6.28175,6.46175,6.901,6.74925,6.74375,7.49625,7.3355,7.3695,8.7,8.57,9.1525,10.175,10.045,10.3275,-15.08130075,-15.261605,-68.576923,-79.3121225,-0.531915,0.15537,0,-0.15537,-3.7697465,0.6233065,254.426091,335.67870275
1,7.25,435.047158,6.17166,2123.3863495,0.232254,-2.792271,-6.1631745,0.334564,0.7879495,0.065107,-0.029748,0.3002725,0.0683975,11.526898,0.200381,101.675,86.325,3.817,0.349028,5.97175,5.665,6.06425,6.3515,6.028,6.439,6.89025,6.71575,6.75675,7.442,7.28525,7.31,8.675,8.53,9.1525,10.185,10.0275,10.32,-14.569106,-15.185835,-63.21153825,-75.444042,2.659574,3.4569825,0.380228,2.3693925,-0.34705625,0.867209,252.43861475,335.104892
1,7.75,435.5297735,6.269303,2120.201312,0.082995,-4.522522,-10.57083375,0.338929,0.85439975,0.077533,-0.033581,0.294139,0.0811855,11.01722425,0.2089,101.7325,86.55,3.859,0.33188,6.101,5.796,6.007,6.241,5.94,6.425,6.927,6.665,6.732,7.414,7.28,7.307,8.61,8.44,9.135,10.17,10,10.31,-13.691057,-15.728186,-49.8846155,-57.05023025,31.914894,30.7244175,2.471483,24.0435075,14.64815675,1.571816,249.526591,336.469194
1,8.25,437.142584,6.432706,2097.677624,0.3872585,0.806717,-4.5883215,4.1072615,0.88593,0.08963525,-0.0381225,0.33141325,0.10063125,11.26901175,0.19957,101.7175,83.6,4.549,0.475524,6.21175,6.021,6.21,6.37925,6.15075,6.4825,6.90225,6.65175,6.7715,7.4355,7.295,7.34275,8.6075,8.44,9.1525,10.1625,9.98,10.2975,-12.113821,-14.643484,-3.94230775,-14.79725275,96.0549645,86.8906725,8.555133,69.8776575,42.3049305,3.130081,248.40928,341.020001
1,8.75,435.588133,6.570189,2076.98748625,-0.1326525,-4.9067685,-3.117657,7.98785775,0.98134175,0.088006,-0.048758,0.30952275,0.12262775,11.8681245,0.20950375,101.72,77.46,5.683,0.64810625,6.443,6.305,6.566,6.588,6.2745,6.7015,6.947,6.718,6.877,7.4325,7.328,7.3365,8.605,8.415,9.1,10.17,9.98,10.28,-10.731707,-13.510927,45.30769225,25.530785,179.38829775,174.0144,15.209125,103.243365,84.4303495,4.715447,250.723813,346.246002
1,9.25,433.92721125,6.8403785,2066.24120975,-0.5024015,-1.0444105,-3.27662225,8.447845,0.9120695,0.086496,-0.051504,0.3484705,0.1218315,13.0420785,0.2108535,101.745,74.81,6.89725,0.97458725,6.771,6.694,6.8285,6.676,6.695,6.9675,6.9995,6.761,7.006,7.422,7.3295,7.3585,8.58,8.385,9.1,10.175,9.975,10.28,-8.422764,-12.218855,91.6538465,65.586828,256.25,232.977315,19.581749,122.043135,117.759694,5.7452575,251.596758,351.143967
1,9.75,431.0424335,6.90353275,2053.010911,-0.116528,1.300137,-2.0197315,9.85099375,1.2393485,0.086079,-0.075569,0.3930175,0.1342855,14.114148,0.214629,101.7475,66.4025,7.985,1.301338,6.9555,6.96425,7.05025,6.9225,6.93475,7.16375,7.077,6.96775,7.15175,7.44275,7.369,7.41125,8.5925,8.3725,9.115,10.16,9.97,10.3075,-7.081301,-10.0494495,141.480769,86.466995,351.329787,328.14144,29.7053235,130.66617,164.289134,9.647696,254.985998,354.9516615
1,10.25,429.5651455,7.002952,2061.187785,-0.2312915,2.8612025,-0.19610825,12.0838275,1.256938,0.09701275,-0.08674225,0.3984985,0.1525775,14.95666825,0.1843375,101.74,61.53,8.5725,1.6845045,7.2385,7.293,7.289,7.1275,7.198,7.332,7.31275,7.265,7.422,7.499,7.456,7.473,8.59,8.35,9.12,10.17,9.98,10.345,-4.861789,-8.948796,203.1538465,133.466427,455.0531915,432.783135,44.391635,140.8817475,210.627094,12.628726,258.7472935,359.483147
1,10.75,427.843442,6.726419,2053.5417085,-0.0229945,1.572478,-0.739634,13.4585895,1.44724,0.114833,-0.1096705,0.469692,0.169583,15.467995,0.193025,101.75,56.27,9.3975,2.1841615,7.6505,7.6115,7.8475,7.5135,7.51075,7.573,7.562,7.557,7.62975,7.63975,7.5585,7.6035,8.5725,8.3875,9.145,10.185,10.02,10.4,-3.78455325,-7.73249325,225.557692,180.4385105,511.43617,506.81694,53.136882,140.842905,240.7611295,14.471545,260.5495345,363.190375
1,11.25,426.490667,6.58957975,2047.496613,-0.0922275,0.762023,-1.016021,13.12770825,1.540201,0.106024,-0.108759,0.519785,0.172634,16.155819,0.182717,101.73,53.51,10.2,2.53658525,7.96275,7.832,7.948,7.745,7.731,7.933,7.70075,7.713,7.804,7.773,7.716,7.786,8.52,8.36,9.14,10.16,9.98,10.34,-1.658537,-6.731536,276.480769,194.81321625,533.156028,537.26946,50.380228,143.639565,259.167066,14.0650405,262.6502895,364.544113
1,11.75,423.949153,6.912528,2030.9820845,-0.277573,0.7437685,0.1254635,16.517721,1.568995,0.110026,-0.1191205,0.551439,0.196102,16.791728,0.199725,101.7,50.71,10.86,2.744019,8.085,8.01,8.15,7.9565,7.986,8.09,7.814,7.832,7.898,7.869,7.903,7.897,8.5,8.37,9.155,10.16,9.97,10.32,0.276423,-5.583028,276.78846175,225.478926,635.9485815,603.9620325,64.543726,145.11558,309.4542845,16.7750675,265.146251,366.686756
1,12.25,423.4183885,6.98090775,2015.6113275,-0.24295,2.42721975,-0.31703175,22.083895,1.557686,0.123054,-0.1292435,0.56576,0.210281,17.186959,0.194928,101.63,49.1275,11.4,3.17569675,8.23,8.315,8.3625,8.0475,8.115,8.2425,8.05,7.93675,8.02,8.06,8.0825,8.03,8.5225,8.41,9.17,10.1625,9.9875,10.3075,1.3170735,-4.637901,283.21153825,192.4591755,599.1578015,582.79287,60.7414445,147.13539,301.2685495,14.363144,268.0105555,370.0008325
1,12.75,422.737915,7.05261875,2013.978418,-0.3341645,1.4004335,-1.823956,20.992018,1.62281625,0.125776,-0.1247205,0.53483075,0.1954335,17.4292965,0.20686725,101.5925,47.3275,11.62,3.47225425,8.38,8.4925,8.48,8.265,8.28,8.3175,8.16,8.12,8.205,8.1575,8.1925,8.16,8.54,8.425,9.1875,10.1525,9.9925,10.3275,1.98374,-3.3617805,290.61538475,174.7226945,583.99822675,569.508735,57.984791,150.55353,283.85591225,14.98645,270.35960725,370.3416725
1,13.25,421.275459,7.0464515,2009.13341275,-0.0495275,1.68029425,-2.444202,22.20594225,1.74703175,0.130014,-0.121211,0.55259775,0.19415925,17.821146,0.20108775,101.5425,47.63,11.725,3.402402,8.63,8.6925,8.58,8.335,8.5,8.41,8.35,8.2475,8.3325,8.2275,8.24,8.19,8.565,8.415,9.2,10.1375,10.0025,10.355,2.55691025,-2.35284725,261.019231,152.25094025,467.24290825,439.07562,56.653992,141.309015,256.82144575,14.4715445,271.67321775,371.03262575
1,13.75,421.3965135,7.098518,2011.4107745,-0.14809275,1.583141,-2.84348075,23.81435975,1.64258425,0.11031575,-0.11479875,0.59630125,0.20404375,18.22115575,0.1974205,101.5,45.1875,11.8625,3.57194325,8.86,9.015,8.89,8.485,8.7525,8.51,8.44,8.46,8.43,8.2825,8.33,8.26,8.5725,8.4225,9.2,10.1275,9.9925,10.3575,3.414634,0.047855,268.88461525,145.2812405,505.319149,462.07038,55.7509505,135.94875,248.6716135,15.32520325,272.770989,372.176215
1,14.25,420.4179475,6.899612,2012.381282,-0.1997545,2.8134485,-2.992542,24.923295,1.97126775,0.14388275,-0.117062,0.60678975,0.21036575,18.4511115,0.17718625,101.4725,42.6525,12.2625,3.636946,8.87,9.1025,8.9925,8.6725,8.8725,8.75,8.55,8.55,8.525,8.3625,8.42,8.365,8.585,8.5075,9.205,10.115,9.9825,10.3425,3.35772325,1.100654,183.19230725,130.602282,415.780142,394.6398,45.057034,131.209965,211.871709,12.6829265,274.13130625,372.035436
1,14.75,420.2274855,7.075597,2012.09568075,-0.173264,-0.19687025,-5.64172225,21.221606,2.13965475,0.12720775,-0.10774925,0.6081085,0.19761475,18.5679045,0.15940925,101.485,41.0925,12.4475,4.04321425,8.93,9.1225,9.2075,8.7675,8.935,8.8625,8.59,8.745,8.585,8.425,8.52,8.45,8.59,8.5775,9.2025,10.1025,9.99,10.3625,3.45934925,1.6430055,164.2884615,86.341908,373.35992875,349.660185,39.73384,119.712585,187.697463,10.40650425,273.82555925,371.89807125
1,15.25,420.05521925,7.13971625,2005.788523,-0.1030345,1.31789575,-6.941372,19.4778555,2.184046,0.134777,-0.110056,0.52467925,0.192628,18.534493,0.151946,101.485,42.1575,12.4575,4.140544,9.22,9.4375,9.26,8.9075,9.1625,9.05,8.68,8.77,8.655,8.54,8.6,8.525,8.685,8.6525,9.2175,10.1125,9.99,10.3775,2.50813,1.962035,107.96153875,73.533814,302.748227,275.237955,30.798479,117.226665,151.747247,9.02439,274.49199275,370.43101925
1,15.75,420.09717575,7.00061625,2014.8066065,0.014558,2.16795575,-8.62415475,16.857423,2.40436225,0.136375,-0.09460075,0.49789175,0.1892165,18.760131,0.124326,101.465,43.62,12.4925,3.97132575,9.38,9.6025,9.4,9.0475,9.27,9.1125,8.75,8.8025,8.755,8.595,8.6775,8.6125,8.72,8.705,9.2275,10.1025,9.9975,10.375,1.55284575,2.1893445,54.44230775,35.17184375,241.04609925,233.67648,26.996198,106.506135,120.272858,8.23848225,274.457232,369.99515575
1,16.25,420.531425,7.4872,2008.435631,0.0406565,0.7544895,-10.112263,10.858516,2.11462575,0.113931,-0.081291,0.4221335,0.15844425,18.4279075,0.124268,101.475,47.1175,12.2,3.850507,9.54,9.6225,9.535,9.215,9.39,9.1975,8.83,8.955,8.8075,8.6525,8.7325,8.645,8.7475,8.7625,9.2475,10.0925,10.01,10.4125,1.089431,2.249163,6.1346155,-1.7192635,128.546099,132.7248225,15.44676825,73.80075,62.613691,4.092141,273.671222,369.698607
1,16.75,420.7125295,7.9074415,2025.81614075,0.02263125,0.699732,-13.222214,4.53202,1.598791,0.091244,-0.052755,0.31095975,0.11551925,18.4016345,0.170982,101.4575,51.5675,11.92,3.19647,9.495,9.59,9.59,9.285,9.51,9.27,8.88,9.11,8.9,8.72,8.79,8.75,8.81,8.83,9.295,10.11,10.01,10.465,-0.2398375,1.722763,-41.519231,-51.35008925,41.312057,44.824245,4.372624,34.02603,20.201053,1.8428185,270.922375,367.98412
1,17.25,422.7330125,7.73282575,2034.123074,-0.01999875,0.0673005,-11.58705325,1.18564075,1.34519375,0.07167175,-0.03316,0.32684075,0.0774605,18.10123825,0.214494,101.465,57.15,10.97,2.541811,9.215,9.42,9.23,9.19,9.22,9.19,8.9375,9.08,8.93,8.81,8.81,8.79,8.86,8.84,9.335,10.13,10.01,10.515,-4.666667,1.292072,-71.09615375,-93.73967525,2.43794375,4.6611,0.570342,3.72888,-1.292484,0.596206,269.299177,364.649926
1,17.75,425.84477525,7.49127625,2050.959746,-0.169674,-0.281655,-10.7659925,-0.083303,1.146902,0.07143325,-0.0335715,0.29649125,0.0676755,17.057031,0.209419,101.49,62.7125,10.23,2.105725,8.915,9.04,8.93,9,8.9,8.93,8.9575,8.86,8.87,8.91,8.84,8.8,8.97,8.86,9.35,10.13,10,10.5,-6.829268,-1.276121,-76.8076925,-102.68495325,-0.531915,0.46611,0,0,-4.69124,0.379404,267.312,359.622866
1,18.25,427.8324175,7.3842475,2074.05482275,-0.0911235,-0.918499,-10.58440525,0.2576845,1.11860675,0.05880475,-0.0326205,0.2662645,0.059806,16.77510525,0.197467,101.485,65.66,9.88,1.913051,8.8475,8.95,8.71,8.84,8.88,8.8,8.955,8.83,8.82,8.89,8.85,8.82,9.01,8.88,9.32,10.13,9.97,10.48,-8.569106,-2.169405,-75.442308,-100.46155775,-0.75354625,0.46611,0,0,-4.451891,0.514905,266.246153,357.101086
1,18.75,428.1075465,7.3117575,2084.112808,0.1923375,-0.422367,-11.269121,-0.593008,0.72112425,0.08368475,-0.0284925,0.32528325,0.07133625,16.09579925,0.203789,101.525,69.21,9.25,1.441894,8.5625,8.45,8.51,8.605,8.66,8.68,8.8725,8.74,8.77,8.86,8.87,8.76,9.03,8.91,9.32,10.13,9.96,10.44,-12.878049,-4.115489,-75.0192305,-101.11267325,-0.531915,0.31074,0,-0.15537,-4.356151,0.704607,264.442408,353.778898
1,19.25,429.34400375,7.16986675,2092.55451175,-0.020367,-5.4134095,-11.768185,-0.61945,0.802099,0.071149,-0.03050825,0.34021275,0.06540325,15.82708175,0.195355,101.535,69.2975,8.88,1.342968,8.395,8.26,8.12,8.425,8.32,8.49,8.75,8.52,8.68,8.82,8.8,8.73,9.02,8.92,9.33,10.12,9.95,10.415,-12.552846,-5.471367,-72.82692325,-99.479107,-0.531915,0.31074,0,-0.15537,-4.1287695,0.758808,263.624805,351.87085
1,19.75,428.647277,7.409474,2106.735337,0.138987,-3.074333,-11.2321975,-0.00230125,0.8056635,0.06943575,-0.032303,0.29434575,0.06630825,15.39978325,0.193829,101.5425,71.82,8.52,1.305725,8.0375,7.798,7.388,8.375,8.18,8.28,8.525,8.39,8.5,8.83,8.79,8.73,9.02,8.93,9.335,10.11,9.94,10.385,-13.772358,-6.476312,-73.269231,-101.9392,-0.531915,0.31074,0,-0.15537,-4.08089975,0.677507,262.031602,350.510102
1,20.25,429.39406425,7.74259775,2081.89082975,-0.1745205,-6.39590525,-11.060758,0.814075,0.8418215,0.07186075,-0.033201,0.2912765,0.062232,15.24397375,0.20066525,101.5425,72.9975,8.29,1.043334,7.68925,7.233,7.212,8.145,7.806,7.937,8.44,8.25,8.46,8.8,8.76,8.69,9.02,8.95,9.33,10.12,9.94,10.39,-18.373984,-10.591801,-72.94230775,-98.730956,-0.531915,0.31074,0,-0.15537,-4.068933,0.650407,261.529896,348.356811
1,20.75,431.267866,7.646394,2097.149019,0.1394125,-2.729032,-10.30603525,-0.34925275,0.8376265,0.0679485,-0.02901,0.32400725,0.0613225,14.86934325,0.21372675,101.5525,76.945,7.735,1.011046,7.353,6.939,7.093,7.7095,7.297,7.43,8.4175,8.23,8.37,8.76,8.68,8.65,9.04,8.97,9.335,10.14,9.95,10.4,-18.357724,-10.847025,-70.7884615,-97.272405,-0.531915,0.233055,0,-0.15537,-3.9612255,0.596206,259.39792675,346.0184175
1,21.25,434.3473,7.0511245,2131.4205985,0.2599765,-0.3566055,-12.571175,-0.149379,0.71470575,0.078932,-0.03169475,0.338119,0.06284775,14.8224425,0.22237475,101.555,77.51,7.312,0.845513,7.0735,6.465,6.801,7.5065,7.083,7.307,8.3475,7.788,8.13,8.68,8.56,8.57,9.04,8.98,9.33,10.14,9.97,10.405,-25.105691,-13.33546,-71.92307675,-98.024985,-0.531915,0.15537,0,-0.15537,-3.925323,0.63685675,259.850011,343.842083
1,21.75,432.05340775,7.0580955,2098.259146,0.266543,-2.9778355,-8.57468875,-0.00213,0.6893625,0.0634435,-0.02448375,0.30691875,0.0579275,14.6932,0.197293,101.58,80.45,7.12,0.714811,6.87875,6.206,6.422,7.2895,6.791,7.248,7.95425,7.497,7.77,8.62,8.48,8.45,9.05,9,9.32,10.13,9.99,10.4,-29.056911,-19.540597,-70.2692305,-95.255686,-0.531915,0.15537,0,-0.15537,-3.877453,0.71815725,260.681727,343.176179
1,22.25,433.6254465,7.21180025,2112.4322185,-0.324954,-1.1102465,-10.83732425,0.2234725,0.748093,0.07657875,-0.031975,0.3200925,0.05925,14.60232375,0.19781675,101.5925,79.26,7.017,0.679854,6.7095,6.369,6.678,7.13,6.749,7.064,7.69225,7.302,7.724,8.61,8.44,8.42,9.05,9,9.335,10.13,10.01,10.41,-26.439024,-22.364013,-70.32692275,-93.7104515,-0.531915,0.15537,0,-0.15537,-3.829584,0.60975625,258.434856,344.412673
1,22.75,435.363961,6.973331,2087.7100425,0.119537,0.440935,-9.84675225,-0.84266,0.79131675,0.070401,-0.0265275,0.3019855,0.063223,13.8487155,0.193201,101.59,82.525,6.759,0.730985,6.63275,6.324,6.395,6.984,6.7,7.107,7.565,7.23,7.609,8.49,8.35,8.25,9.04,9,9.345,10.13,10.03,10.4,-26.650407,-23.06588,-69.403846,-93.86443575,-0.531915,0.15537,0,-0.15537,-3.829584,0.691057,257.05117,343.755678
1,23.25,435.86269325,7.24111775,2124.9552785,-0.431095,-6.55943,-11.0366025,-0.5431125,0.71255,0.061685,-0.02483825,0.344779,0.060267,13.704103,0.2066035,101.585,81.3,6.50625,0.66417525,6.3695,6.01125,6.08775,6.981,6.7085,6.883,7.4965,7.21,7.504,8.395,8.1975,8.2325,9.05,8.9725,9.35,10.13,10.015,10.4,-27.1260165,-22.63120125,-67.3461535,-92.69244725,-0.531915,0.15537,0,-0.15537,-3.662039,0.5691055,257.29991675,341.76110925
1,23.75,439.149603,7.291391,2135.163343,-0.317458,-7.2722595,-10.77987275,-0.75888875,0.707113,0.072755,-0.0333115,0.337296,0.066119,13.915281,0.18372925,101.61,78.51,6.32975,0.59731075,6.22325,5.93875,6.06775,6.7595,6.403,6.5515,7.457,7.16975,7.43275,8.305,8.095,8.1825,9.0525,8.9475,9.3525,10.13,10.0325,10.4025,-28.30487775,-23.8475035,-67.40384625,-90.667949,-0.531915,0.15537,0,-0.15537,-3.638104,0.55555525,257.5219615,340.6544325
2,0.25,430.866846,7.213493,2097.376252,0.12444825,-2.004812,-12.665552,1.38427975,1.014331,0.076106,-0.040304,0.3441045,0.07558,13.8286495,0.1756905,101.29,77.45,6.5355,1.0524605,7.5805,7.0145,7.1905,7.821,7.651,7.714,8.66,8.155,8.37,9.375,9.195,9.18,9.76,9.675,9.6225,10.115,10.1,10.075,-30.495935,-21.3670445,-76.32692275,-100.794329,-0.531915,0.15537,0,-0.15537,-3.925323,0.813008,257.3755695,342.639368
2,0.75,428.765413,6.981674,2087.025324,0.29604,-7.792668,-12.09890825,1.437884,0.7954845,0.083936,-0.0354075,0.373036,0.0706215,13.756177,0.165967,101.28,77.81,6.1705,0.945491,7.6225,6.92,7.37,7.829,7.602,7.7045,8.405,8.0235,8.26,9.245,9.075,9.095,9.76,9.665,9.635,10.13,10.11,10.085,-30.479675,-22.1008135,-74.75,-98.9809065,-0.531915,0.15537,0,-0.15537,-3.925323,0.867209,257.1746975,343.1957065
2,1.25,428.9473715,6.945782,2075.841745,0.36124075,-1.480891,-11.6644325,0.068019,0.8246635,0.0761435,-0.050017,0.324282,0.06581,13.5368245,0.173046,101.28,77.045,6.0425,1.054967,7.439,6.669,7.069,7.7085,7.3445,7.6065,8.325,8.015,8.26,9.115,8.97,9.005,9.735,9.66,9.63,10.14,10.12,10.095,-28.5284555,-21.6541715,-72.7307695,-98.9470025,-0.531915,0.15537,0,-0.15537,-3.829584,0.772358,256.387874,342.866002
2,1.75,428.637537,7.028601,2070.478426,0.2216025,-5.18312625,-9.9167195,0.208366,0.790377,0.075912,-0.0484715,0.379087,0.079246,13.381594,0.186563,101.29,78.21,6.001,0.9535435,7.206,6.7045,6.9185,7.6425,7.2555,7.61,8.255,7.939,8.15,8.985,8.855,8.89,9.71,9.59,9.6,10.15,10.125,10.1025,-26.9349595,-20.3940025,-74.4038465,-101.131422,-0.531915,0.15537,0,-0.15537,-3.973193,0.813008,254.367834,342.4242825
