DOY2,HR2,TAU,H,LE,FC,SH,SLE,SC,WS,USTAR,T_SONIC,PA,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,TA_1_1_1,RH_1_1_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,TS_1_1_1,TS_2_1_1,G_1_1_1,G_2_1_1,T_CANOPY_1_1_1
1,0.25,-0.02795,-3.739305,3.23589,0.6889175,-0.5295475,-0.157697,0.009025,2.22607,0.1692005,-0.703798,97.6703,404.0635,4.29376,0.6228615,0.5522975,0.2215095,0.1854155,-1.501045,81.4968,-23.04635,-1.45499,0.732536,278.639,301.2185,0.0568,0.4047745,0.3259875,-7.22476,-7.59213,-3.659
1,0.75,-0.0414,-4.12303,4.76084,0.643214,-0.554837,-0.12768,0.00392,1.851855,0.194407,-0.653661,97.66075,404.392,4.16175,0.724252,0.640807,0.2577145,0.182681,-1.68382,79.44625,-21.88085,-1.43579,0.6512595,278.7315,300.586,0.06165,0.4003495,0.32496,-7.313325,-7.664755,-3.974
1,1.25,-0.031,-3.19395,4.24837,0.667742,-0.339571,-0.142511,-0.00035,1.99281,0.162154,-0.808666,97.6393,404.4635,4.06641,0.657773,0.582134,0.234613,0.172763,-1.76289,79.6523,-22.22525,-1.260825,0.685852,275.1755,300.6285,0.06505,0.397705,0.3281615,-7.3526,-7.65362,-3.875
1,1.75,-0.0375,-7.24214,4.30537,0.71219,-0.635552,-0.08705,0.01855,2.01357,0.176149,-0.716826,97.6489,404.6955,4.087215,0.676787,0.583759,0.253282,0.180837,-1.721525,81.14355,-22.32045,-1.28838,0.7030915,271.8255,300.3165,0.0638,0.39025,0.328351,-7.373625,-7.660055,-3.714
1,2.25,-0.0374,-6.28408,4.252525,0.527525,-0.476593,0.00954,-0.000365,2.13103,0.184007,-0.667621,97.6647,405.3,4.090735,0.678752,0.586661,0.24773,0.164185,-2.029255,81.1093,-21.11375,-1.283835,0.652769,274.8415,301.3245,0.0623,0.3823905,0.330207,-7.396565,-7.668705,-3.636
1,2.75,-0.0275,-4.28718,3.91141,0.50589,-0.534063,-0.021475,0.0166,2.11854,0.173103,-0.771857,97.6461,405.011,4.122585,0.641507,0.616493,0.226618,0.164786,-2.17102,82.04905,-21.0154,-1.3598,0.5725205,275.5895,300.487,0.0567,0.37857,0.328358,-7.429195,-7.642305,-4.0285
1,3.25,-0.0246,-3.53786,4.64085,0.665205,-0.283745,-0.05075,0.011,1.9766,0.151614,-0.806228,97.6665,404.428,4.07429,0.643425,0.591753,0.201879,0.16368,-1.963425,81.5289,-18.986,-1.315945,0.622264,277.9665,301.572,0.05655,0.375515,0.322952,-7.42175,-7.59279,-3.697
1,3.75,-0.0278,-4.10991,5.33119,0.598197,-0.34265,0.0054,0.00693,2.13082,0.154607,-0.778006,97.6474,405.44,4.09755,0.672744,0.640078,0.2079,0.152644,-2.05932,82.00655,-18.1744,-1.211905,0.6513725,280.517,303.1875,0.05595,0.3778345,0.3135025,-7.55208,-7.656165,-3.3535
1,4.25,-0.0323,-4.68249,4.973125,0.56533,-0.324266,-0.074,-0.00478,2.28112,0.163362,-0.830663,97.6275,405.676,4.065585,0.651844,0.641423,0.229184,0.172728,-2.134685,81.66205,-15.89235,-1.20648,0.608154,281.1865,301.654,0.05495,0.376761,0.3066755,-7.473565,-7.76321,-3.419
1,4.75,-0.0296,-3.71007,3.990465,0.589255,-0.286928,0.000844,0.0162,2.08072,0.154321,-0.842698,97.6848,404.713,4.05182,0.680455,0.534347,0.222661,0.142302,-2.37523,81.8963,-19.7921,-1.16837,0.709592,278.631,300.511,0.0541,0.381491,0.304667,-7.47435,-7.8572,-3.521
1,5.25,-0.0403,-4.3727,4.26815,0.596621,-0.484696,-0.0552,-0.00072,2.17007,0.184529,-0.989908,97.6647,403.842,4.02787,0.592534,0.63366,0.233631,0.15815,-2.53467,81.9844,-21.2064,-1.48726,0.695422,276.962,301.973,0.0467,0.384062,0.307351,-7.4098,-7.88187,-3.551
1,5.75,-0.0268,-4.70777,4.32716,0.648716,-0.459101,-0.13076,0.00698,1.95908,0.173529,-1.03595,97.6625,404.265,4.01959,0.656009,0.645611,0.231175,0.183803,-2.58158,82.4984,-22.4114,-1.59851,0.600183,273.898,301.929,0.0332,0.38586,0.30647,-7.36118,-7.89732,-3.55
1,6.25,-0.0431,-3.61876,4.37612,0.518476,-0.305788,-0.0564,-0.00954,2.15593,0.1872,-1.23719,97.6618,404.06,3.9877,0.693264,0.607688,0.231675,0.176337,-2.67094,82.415,-22.3323,-1.53819,0.752143,272.88,301.024,0.033,0.386067,0.296675,-7.66768,-7.8782,-3.758
1,6.75,-0.0338,-4.212685,4.80857,0.7515505,-0.4161325,-0.0816,0.0179,2.16368,0.183335,-1.38197,97.6992,403.992,4.063695,0.6674605,0.63891,0.2037165,0.1566715,-2.80611,82.3495,-21.7525,-1.28716,0.561361,270.092,298.726,0.0399,0.3869,0.285651,-7.66108,-7.93531,-3.944
1,7.25,-0.03645,-4.649805,3.890085,0.495423,-0.336415,-0.0387,0.0216,2.17261,0.1941925,-1.314595,97.7128,404.1765,4.06613,0.721323,0.6497855,0.2131195,0.1654545,-2.916,84.0967,-19.9582,-0.735866,0.922489,272.561,298.328,1.02872,0.388484,0.276097,-8.09484,-7.97167,-4.306
1,7.75,-0.03455,-3.346165,4.485735,0.5084945,-0.103117,-0.034,0.0187,2.019245,0.179119,-1.73402,97.70755,405.2615,4.05729,0.7301525,0.6780605,0.2116805,0.147426,-2.95677,82.3401,-15.3198,7.22519,3.76593,279.065,299.087,13.9701,0.384822,0.269463,-8.0348,-8.02313,-3.914
