DOY2,HR2,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,5.25,1.86240382755259,0.0235795311273277,2.26669353401745,-0.292797378709664,0.213394532241469,-25.9872418338879,-0.468616563579789,0.850168593190977,417.128337012768,8.31122243583378,423.549338419359,7.46807539187387,420.369727354839,424.719376856503,7.53586226320997,420.344855761982,425.841269923022,7.61170273878068,420.589592054278,429.502808412675,7.82835111126675,421.368397936642,442.972649763187,7.62176324288219,444.163044892857,1.55655197628472,4.79397301522036,0.302370000117221,1.31,1.06,0.55,0.17,4.3107,3.7695,4.2301,3.9279,3.67005,3.3369,97.41893,93.6,0.5315,4.925,5.07,5.12,5.2,0.8,-1.305,1.6,0.34,334.7,333.5,344.6,335.5,0.1,0.28,0.46,0.08,-0.72,0.06,0.02,-0.02,0.1,4.884,5.534,5.633,6.275,6.779,7.13,7.6245,9.337,4.715,4.61,5.53,5.806,5.733,6.613,7.255,8.348,4.737,5.351,5.401,5.886,6.269,6.454,6.6105,7.716,8.3895,4.705,5.104,5.572,5.893,5.796,6.143,6.693,7.201,8.18,4.534,4.996,6.17,6.24,7.02,7.531,8.006,8.657,-2.817,-3.334,-2.24,-1.13
1,5.75,2.12558332863933,0.0377823385408921,1.88883206221963,0.446744102203505,0.192875153100603,-26.7270604398233,0.000815102576497506,0.876198083326706,417.218458858198,7.80938274441607,425.065864673933,7.42481853452043,421.027472722981,425.506986993336,7.45483311758662,420.77855879085,426.514670883298,7.55546257505096,420.648965146996,429.744101858504,7.51801830628943,421.126988818182,445.70220230158,7.57679402857595,438.753989779605,1.51609984293949,4.71093258540634,0.297973376384887,1.23,1.045,0.53,0.17,4.1581,3.771,4.1051,3.90655,3.8238,3.2831,97.41528,93.35,0.55705,4.85,5.12,5.23,5.25,0.8,-1.18,1.5,0.25,333.7,334.1,344.8,335.4,0.09,0.29,0.475,0.08,-0.72,0.07,0.02,-0.02,0.1,4.876,5.512,5.627,6.277,6.778,7.132,7.6235,9.337,4.671,4.605,5.533,5.801,5.731,6.613,7.255,8.347,4.725,5.326,5.366,5.887,6.276,6.454,6.613,7.716,8.3895,4.691,5.1,5.563,5.892,5.793,6.142,6.694,7.2,8.18,4.584,4.98,6.17,6.24,7.022,7.53,8.006,8.6565,-3.0795,-3.304,-2.203,-1.14
1,6.25,2.03748207312191,0.0819635457374139,4.14120311688088,0.0327339541769215,0.204122959572249,-20.8930150011361,-0.325951710677766,0.814730484447939,417.523599522183,7.66179198765806,423.888399713098,7.40087090411437,421.058466009772,426.431289297076,7.44666941122845,420.69990946044,427.257055970815,7.53705609698068,422.323818113177,429.487192029197,7.59619194607395,424.496625285714,443.486024132683,7.76734128065775,431.666667746483,1.39507548234089,4.90478076637121,0.312081833630855,1.17,1.015,0.45,0.16,3.9306,3.7195,3.8204,3.83,3.84345,3.1996,97.40639,93.88,0.5583,4.83,5.12,5.23,5.25,0.7,-1.11,1.5,0.27,334.4,334.8,344.8,335.4,0.09,0.28,0.47,0.08,-0.72,0.07,0.02,-0.02,0.1,4.872,5.487,5.62,6.28,6.776,7.135,7.624,9.336,4.604,4.602,5.511,5.796,5.727,6.613,7.254,8.346,4.673,5.304,5.34,5.881,6.283,6.454,6.614,7.715,8.3875,4.651,5.086,5.56,5.887,5.79,6.142,6.695,7.201,8.179,4.625,4.98,6.17,6.24,7.024,7.53,8.006,8.656,-3.1235,-2.753,-2.235,-1.46
1,6.75,1.42848375949454,-0.0759318840133088,1.64701765074529,0.323639622957843,0.216531176430163,-23.9418292972545,0.310422823838403,0.746615044593224,417.504432616446,7.78847537380843,424.422829349581,7.42030796165022,420.716240035714,425.089837661864,7.45909858870417,421.263941318173,426.80855898778,7.51208407944361,421.354416594982,431.168435558585,7.62049208168807,425.799298461309,444.091650116866,7.9160616617553,441.58500122299,1.5228000543738,5.0024829565059,0.281123295708071,1.2,0.95,0.455,0.15,4.073,4.0345,4.0771,4.00105,3.9677,3.297,97.38922,94.06,0.5761,4.865,5.19,5.24,5.22,0.8,-1.19,1.5,0.39,334.7,334.3,344.1,335.2,0.09,0.28,0.46,0.08,-0.72,0.06,0.02,-0.02,0.1,4.854,5.467,5.598,6.283,6.773,7.138,7.625,9.3355,4.546,4.594,5.472,5.792,5.722,6.613,7.254,8.347,4.6,5.286,5.326,5.878,6.29,6.452,6.614,7.716,8.3855,4.641,5.076,5.553,5.88,5.79,6.141,6.695,7.202,8.179,4.573,4.99,6.1715,6.24,7.02,7.531,8.006,8.656,-2.579,-2.5865,-1.9215,-1.49
1,7.25,1.93738991594746,0.0746726836033322,1.88177294403551,-0.156589186634861,0.157451384028758,-25.6521089788149,0.0973786940198996,0.736591562401952,417.311237024309,7.79946998798269,424.601459882416,7.5149650590502,420.650721609243,426.404663496091,7.52866160866541,420.717967629547,426.714973562492,7.6571926727295,421.360013149632,430.016395823522,7.63936482306011,422.318914246429,444.654983174702,8.00265433164827,432.433241233553,1.41634716839689,4.87314768216738,0.268588186128641,1.21,0.97,0.46,0.16,4.084,4.074,4.1654,3.99095,3.85275,3.3632,97.37873,93.69,0.5753,4.88,5.225,5.18,5.3,0.9,-1.13,1.6,0.3,334.8,335,343.2,335.8,0.18,0.39,0.66,0.225,-0.7,0.07,0.02,0.01,0.1,4.854,5.476,5.596,6.292,6.78,7.142,7.6225,9.335,4.584,4.575,5.455,5.791,5.717,6.615,7.254,8.35,4.598,5.264,5.299,5.876,6.2965,6.454,6.614,7.715,8.389,4.63,5.063,5.527,5.885,5.792,6.137,6.696,7.202,8.179,4.531,4.996,6.17,6.232,7.003,7.533,8.006,8.656,-2.9585,-3.185,-2.153,-1.34
1,7.75,1.51561807284623,0.0020392925439206,1.22945631645356,0.271973963207662,0.157126532850917,-16.5926300986796,-0.242001666908812,0.795089315960281,417.282620951942,7.98194650576999,423.913924839984,7.45844413550094,421.068928962171,425.092992845441,7.49799759666169,420.83541621147,426.270767508889,7.60793270424266,420.956071254318,431.010353338813,7.6790532167547,422.035345058772,442.532521376198,8.01187718093422,437.700436157974,1.3410221601165,5.03625790856893,0.279732101725632,1.22,1.005,0.52,0.16,4.0637,3.87,4.027,4.02035,3.76005,3.2849,97.37434,93.54,0.5511,4.82,5.175,5.2,5.27,3.3,0.975,4.3,0.64,333.4,334.2,344.5,335.7,5.36,6.88,5.585,4.205,0.95,0.3,0.11,0.25,0.29,4.861,5.475,5.597,6.307,6.79,7.146,7.6205,9.334,4.58,4.552,5.455,5.803,5.712,6.618,7.254,8.351,4.622,5.274,5.27,5.873,6.3005,6.454,6.613,7.713,8.384,4.597,5.046,5.501,5.882,5.794,6.134,6.695,7.2,8.179,4.506,4.996,6.1675,6.231,6.993,7.534,8.006,8.656,-2.616,-2.844,-1.8485,0.275
1,8.25,2.02786524663406,-0.312730864580312,2.68980252355879,0.98363314408307,0.215521206437551,-20.8908975088625,1.076297488033,0.799662606944402,417.530499721497,7.84453257231173,424.027252357712,7.48999492603774,421.042777254902,424.510035454616,7.48496458440143,420.472936030052,426.036948516738,7.57476095018038,421.359432667669,428.656480005433,7.65818477164781,421.342841220537,440.304242672608,8.01836530729182,436.557034128814,1.45490460257081,4.83544884638604,0.283713236411423,1.21,0.99,0.49,0.16,4.0567,3.865,4.0268,3.8412,3.6297,3.2849,97.38106,93.51,0.5657,4.87,5.17,5.29,5.28,13.5,11.8,13.9,1.87,332.6,334.6,344.8,336,30.34,32.33,28.635,24.31,8.06,1.11,0.54,1.25,1.34,4.83,5.463,5.598,6.311,6.789,7.143,7.6175,9.3335,4.633,4.569,5.445,5.796,5.707,6.62,7.253,8.351,4.649,5.282,5.27,5.87,6.3055,6.453,6.61,7.713,8.385,4.639,5.028,5.481,5.878,5.796,6.136,6.695,7.202,8.178,4.492,4.98,6.162,6.238,6.988,7.535,8.006,8.656,-2.806,-3.381,-2.1295,5.84
1,8.75,1.13055309134331,-0.612127364290841,7.97374772847462,1.99872677546633,0.174906410474815,-12.3680365188693,2.49780815122773,0.749646081425725,416.903755793617,7.82592355417377,423.226014778414,7.42706035288245,420.679668633334,424.385966952463,7.52254173931665,420.7467235,425.220765532775,7.53499710009346,421.541897252232,426.646338808588,7.86783076457201,421.414447928571,434.023484686722,8.07666273167749,429.018958293548,1.33967407832557,4.85728716401542,0.305104076714219,1.2,0.97,0.53,0.16,4.2445,4.023,4.2253,4.2224,3.9211,3.5436,97.43714,93.41,0.5518,5.3,5.47,5.73,5.44,32,33.46,34.6,4.68,333.6,335.8,345.6,336.7,72.55,72.16,68.945,56.82,19.4,2.86,1.25,2.89,3.27,4.823,5.454,5.605,6.318,6.789,7.14,7.614,9.333,4.639,4.529,5.442,5.79,5.702,6.619,7.253,8.351,4.626,5.286,5.27,5.865,6.3105,6.452,6.608,7.713,8.3825,4.683,5.012,5.48,5.874,5.797,6.138,6.695,7.201,8.178,4.486,4.96,6.163,6.237,6.985,7.535,8.006,8.656,-2.919,-3.4515,-2.11,19.62
1,9.25,0.624479151011687,-0.688960772657528,5.02384139479046,1.98061504068267,0.215709718349705,-16.0045350087411,2.59665866435674,0.873873079454693,416.074043399064,7.83722984156375,422.916209035833,7.42245287256908,420.329975906023,423.100964749258,7.51138082604787,419.99130680315,424.138187011387,7.52894668725217,419.498725142857,423.447022573896,7.68764985954641,421.527357688524,430.852305902905,7.90204852463075,426.434017529197,1.19983331769003,5.23975797787392,0.278113469317233,1.14,0.975,0.59,0.19,4.30245,4.1,4.3171,4.2331,4.1951,3.886,97.49009,93.29,0.5783,5.67,5.81,6.06,5.63,50.2,51.96,52.9,6.84,334.5,337.8,346.4,338,113.24,110.64,107.22,92.21,33.43,4.44,1.98,4.44,4.97,4.794,5.45,5.616,6.311,6.789,7.137,7.612,9.3325,4.635,4.493,5.419,5.797,5.697,6.618,7.253,8.352,4.645,5.258,5.272,5.862,6.315,6.452,6.608,7.714,8.382,4.64,5.022,5.482,5.869,5.799,6.137,6.695,7.201,8.1815,4.534,4.954,6.164,6.235,6.985,7.534,8.006,8.657,-3.047,-3.047,-2.061,38.23
1,9.75,-0.170995543559833,-0.6680389072693,21.5869556622048,1.5009278704082,0.232296457693003,-17.4680227334916,3.38704107494914,0.67239003166558,415.56160208055,8.15064136406083,422.344408324502,7.90250749920049,419.02180025,422.199184371406,7.92533710340403,419.22798756,422.281174754831,7.90997302719131,419.002604555102,422.608898282263,8.26544057965063,418.946776230037,426.828477744164,8.66948814235854,421.11506474026,1.28322819158144,5.54231929286562,0.297659318163636,1.13,0.98,0.53,0.19,4.7456,4.238,4.4774,4.6237,4.5266,4.5289,97.46916,93.205,0.59325,6.09,6.16,6.76,5.98,62.5,69.84,67,8.81,336.5,340.5,348.7,339.3,155.21,150.16,144.35,121.71,39.7,6.12,2.54,6.3,6.65,4.843,5.48,5.629,6.303,6.789,7.135,7.6085,9.332,4.662,4.51,5.391,5.805,5.706,6.618,7.253,8.354,4.616,5.302,5.276,5.857,6.32,6.451,6.606,7.714,8.381,4.66,5.067,5.466,5.865,5.8,6.134,6.695,7.201,8.181,4.595,4.93,6.1645,6.2315,6.988,7.535,8.005,8.657,-2.7635,-2.6165,-1.805,54.03
1,10.25,-1.22755921034416,-0.294603059037256,27.4176467806675,2.37144102793719,0.224428669696835,-5.9199262230361,2.30529127144708,0.857078442889324,415.38284073685,8.42791614984185,421.637869602309,7.80088043736851,418.639410823196,421.754144483088,7.87774424755978,418.741751962503,421.861167506395,8.0203190079377,418.495870153258,421.549522417929,8.26493617123454,418.3462742,424.5568574256,8.85722736893552,421.747658758389,1.5599117194735,6.04222336993564,0.257619376529272,1.28,1.045,0.59,0.19,5.1043,5.087,5.1504,5.32135,5.00225,4.8125,97.48027,92.36,0.6565,6.52,6.57,7.08,6.36,80.6,95.33,94.8,11.84,337.3,342.1,350.2,341.1,206.69,198.28,196.6,161.98,48.95,7.17,3.35,8.18,7.67,4.907,5.507,5.617,6.308,6.789,7.134,7.6065,9.3315,4.688,4.541,5.392,5.813,5.716,6.617,7.252,8.355,4.723,5.369,5.29,5.854,6.325,6.45,6.604,7.714,8.381,4.715,5.141,5.488,5.861,5.802,6.131,6.694,7.1925,8.1805,4.712,4.95,6.1655,6.2325,6.99,7.535,8.005,8.655,-2.882,-2.8245,-1.7675,72.93
