DOY2,HR2,FC,LE,H,CO2,H2O,USTAR,TA,RH,PA,VPD,WS,NETRAD,PPFD_IN,SW_IN,LW_IN,SW_OUT,LW_OUT
1,0.25,0.65414,6.64397585,-12.968322,410.8020325,5.21565915,0.79652049,-0.88469999999998,85.7821075,70.5914225,3.75995555,6.853275775,-24.30553,0.01483125975,0,251.9455,2.14288975,296.31116
1,0.75,0.614805,6.510569225,-14.493885,408.693505,5.108341525,0.794465535,-0.944649999999995,84.4244075,70.5706125,3.75021135,6.97787195,-22.2049665,0.01394378875,0,251.06411,2.04671,295.781935
1,1.25,0.6905225,5.1921544,-14.4041375,409.0936525,5.0676684,0.768735675,-0.944722499999965,85.49997,70.5664725,3.70908485,7.1681018,-21.120834,0.0141916805,0,252.24812,1.986068,295.6382225
1,1.75,0.621325,5.70827125,-12.68812875,411.41446,5.027374025,0.78275405,-1.06472,84.64968,70.5674625,3.7099942,6.9331977,-23.807489,0.01406413575,0,252.31029,2.004672,294.896945
1,2.25,0.6379175,5.5803012,-15.369949,409.10717,5.013262525,0.777466035,-1.1262,85.2367875,70.5690575,3.7585635,6.70033,-29.436444,0.01413363575,0,251.48316,1.97986775,294.696535
1,2.75,0.71443,5.3124154,-14.9028395,409.13133,4.9925972,0.7993521925,-1.1898575,84.673915,70.57919,3.8089909,6.8325551,-30.868931,0.01395896875,0,249.35731,2.05083075,294.64525
1,3.25,0.6897025,5.9366983,-15.333413,409.09939,5.0079108,0.80238511,-1.18558,84.1070175,70.571675,3.8450981,6.7697959,-29.5534,0.0142586395,0,246.96449,2.062465,294.8007225
1,3.75,0.66023,6.178105525,-14.16154925,410.06253,5.039651,0.7886924875,-1.412195,84.5694,70.5614725,3.7735341,6.8735574,-30.56408775,0.01411206375,0,250.51202,2.13006425,295.075335
1,4.25,0.69521,6.52670575,-16.9830315,410.5215975,5.0258045,0.76270878,-1.23286,84.547955,70.5618075,3.8056211,7.05068855,-26.8544195,0.01437675475,0,249.40489,2.09689625,294.19711
1,4.75,0.6533625,7.12335695,-15.6622675,409.4143575,4.99757255,0.7649562325,-1.17156,85.76707,70.5554825,3.78399635,6.9445273,-24.27568,0.0137206485,0,250.1989175,1.96229,294.514025
1,5.25,0.66382,6.5282594,-14.208189,409.32918,5.0021441,0.7730120775,-1.14194,85.92393,70.55084,3.826534,6.755415975,-23.1047535,0.0136279175,0,252.3617,1.92426925,294.4825975
1,5.75,0.68496,7.3108702,-15.324145,409.396905,5.01336,0.76923868,-1.19692,86.0069875,70.5640275,3.7991952,6.7224291,-19.32363625,0.0132873155,0,252.31053,1.95927675,293.76041
1,6.25,0.68318,5.9779364,-15.3531855,409.8393,4.972741875,0.767887565,-1.20835,85.9455525,70.57485,3.801795775,6.7760062,-19.06563075,0.014482831,0,249.93692,1.969212,293.80518
1,6.75,0.7136,6.0769897,-15.1838815,409.105765,5.038361,0.77902639,-1.32742,86.6992875,70.5836225,3.7551573,6.74216065,-22.367657,0.2555772175,0,250.93858,2.08014725,294.2461075
1,7.25,0.63904,7.127506475,-13.546596,409.21172,4.9159651,0.7647102225,-1.383475,86.76423,70.5966125,3.81687335,6.85474335,-2.0638784,17.9170505,3.9573955,250.64336,4.220939,294.05884
1,7.75,0.644575,12.906898,-5.671011075,409.51866,4.8863001,0.77291928,-1.208965,86.5240125,70.61348,3.9138977,6.62379385,-1.260492075,124.19895,89.3800275,250.77825,49.9702,294.69752
1,8.25,0.895825,12.48100875,8.6226274,409.337095,4.9440634,0.784023355,-0.913007499999992,84.6780475,70.622585,4.059655675,6.591018925,30.14489525,322.642715,193.0893,254.79833,103.6232,297.32584
1,8.75,1.0378,15.25988,34.0473675,409.4332375,4.90622645,0.763240045,-0.772857499999985,84.681675,70.64253,4.1540175,6.4848908,107.2236,537.293295,298.2305,250.90373,158.402275,300.32472
1,9.25,1.0967,19.744961,71.7296155,409.22234,4.8775356,0.805000225,-0.34560999999997,81.398255,70.65471,4.2588901,6.29421995,190.6298625,717.186195,397.66295,247.14288,203.2799,304.584085
1,9.75,1.10805,21.942577,118.11211,409.583265,4.927597725,0.79193747,0.0944350000000325,80.84997,70.66878,4.4172656,6.188911075,271.191335,875.7760875,485.850025,244.56258,251.4498,309.56526
1,10.25,0.92668,25.269011,154.76661,410.02116,4.960501375,0.80160788,0.37890500000003,80.2569,70.67975,4.6748864,6.229516675,336.775095,1009.36,559.8988,237.9097025,291.634325,315.82028
1,10.75,0.74776,30.585243,200.885205,410.05372,4.939945,0.78339746,0.851560000000017,78.5585725,70.673735,4.848642725,6.1675066,368.38658,1117.649975,626.6559,235.174215,320.99385,319.00991
1,11.25,0.70689,33.4859215,222.93608,410.7625625,4.9713461,0.799851005,1.20356,76.32886,70.65708,5.00563645,6.3212222,407.047305,1195.9417,670.803175,238.46738,338.592625,322.0492575
1,11.75,0.73285,35.227588,256.48482,410.3537975,4.986235,0.8203412525,1.4052075,74.72827,70.61929,5.04032355,6.05175725,429.6223025,1241.968425,694.73195,240.8903725,351.155475,325.50044
1,12.25,0.777015,38.035,260.39484,410.77946,4.98468565,0.8348143975,1.578125,73.48466,70.59358,5.1405964,6.01796645,444.7065025,1265.590775,703.3308,242.93816,353.85965,326.7707825
1,12.75,0.72749,37.7646275,268.981435,410.8427575,4.9855535,0.83591794,1.83508,71.444385,70.5655725,5.1998484,5.9443153,422.37531,1243.207725,687.056975,244.242305,336.5082,328.241675
1,13.25,0.635485,39.183024,268.686825,411.1225575,5.06739715,0.82737802,1.792995,71.0203425,70.538475,5.1765208,5.93234355,395.63327,1198.10305,666.14585,247.55286,316.3581,327.850005
1,13.75,0.6256,35.3042845,246.878965,411.6852975,5.04968045,0.830797735,1.66007,68.7192,70.5268125,5.10796785,6.10468755,355.7111,1117.99935,612.12745,244.711715,297.9911,328.203195
1,14.25,0.59954,33.76145675,209.32971,412.44439,5.0199839,0.8211259075,1.91414,68.2196025,70.5338175,5.072462275,6.115678875,298.381995,1017.6231,550.0995,242.1611425,270.249325,327.544065
1,14.75,0.658105,31.82046675,172.7560425,412.70218,5.04695525,0.82107528,1.76142,67.81094,70.540785,4.9754629,6.14528625,236.2512625,880.553485,473.0251,240.438735,228.082,325.0981975
1,15.25,0.7257225,26.33341175,133.64308,411.24992,5.13077435,0.7736395725,1.533715,67.82692,70.545685,4.87320165,6.1729792,157.395835,717.87605,382.8816,241.024925,173.3918,321.92349
1,15.75,0.768305,24.29930175,92.194344,412.3153825,5.1743142,0.79299479,1.2272725,71.31933,70.539895,4.654558525,6.220324075,75.1960715,525.62059,271.392075,244.105285,122.10045,317.57081
1,16.25,0.57476,19.15900575,48.714276,411.70817,5.197234025,0.7644764525,0.827890000000022,73.943405,70.548345,4.414723925,6.151644525,6.6338857,321.0149,156.165975,244.28089,74.7359525,312.401395
1,16.75,0.470635,15.1172505,5.4544923,411.00537,5.311334225,0.72911597,0.43352000000004,76.941,70.551945,4.1280057,6.1710656,-24.023061,103.75079,58.8623975,239.6397,27.38309,306.244215
1,17.25,0.564635,10.210271,-5.283321325,410.21012,5.2698937,0.74515301,0.0130325000000227,80.58922,70.558485,3.93941045,6.3090373,-37.21497825,26.3938475,1.63660475,239.90022,3.708677,302.8174525
1,17.75,0.62472,7.299274,-9.63847705,410.000545,5.31110215,0.7467126775,-0.150479999999972,81.975845,70.563565,3.896804775,6.442546225,-44.49858475,0.768233965,0,239.962625,2.28226,300.28
1,18.25,0.6798475,6.5158899,-9.44192575,409.7608925,5.31340635,0.738801255,-0.31376499999999,83.674845,70.55757,3.9409655,6.7922243,-44.3245985,0.0165461625,0,240.37302,2.047252,300.30055
