DOY2,HR2,CO2,FC,H2O,H,LE,PA,RH,T_SONIC,TA,VPD,TS_1_2_1,TS_2_2_1,USTAR,WS,G_1_2_1,G_2_2_1
1,0.25,663.98864,2.7887036404,10.235994,18.3175,18.3,94.554022,62.3838385,22.292834,20.156,20.135,20.95875,21.29125,0.5493791025,3.258552977575,0,0
1,0.75,662.4136175,1.189958619375,10.09859425,10.56,6.425,94.5271055,62.34393475,21.58683625,19.64575,19.805,20.722,21.182,0.6418165175,3.758612696975,0,0
1,1.25,665.8049575,1.21201811975,10.158283,10.9255,5.286,94.52791925,66.088335,21.161382,19.07575,19.2,20.475,21.07,0.60570486,3.6528725496,0,0
1,1.75,667.12472,1.6973865068,10.215627,9.65399999999999,8.29724999999999,94.515328,67.957633,20.966766,18.907,18.88,20.2875,20.96375,0.55311244,3.420230279,0,0
1,2.25,668.293025,1.3234123805,9.99856275,12.385,7.99299999999999,94.500365,68.1866425,20.6398625,18.525,18.65,20.1595,20.8525,0.58500554,3.5287087198,0,0
1,2.75,666.8943,1.380624238,10.042976,13.6875,7.57,94.501606,67.42174,20.377372,18.382,18.64,20.0165,20.729,0.599630895,3.4122498387,0,0
1,3.25,666.60192,1.5731966322,10.014025,13.375,7.41099999999999,94.499608,69.103836,20.087634,18.042,17.68,19.83925,20.5995,0.5883604,3.57715828285,0,0
1,3.75,668.74384,1.2722231052,10.0749184,15.07,8.039,94.494132,68.967966,20.306918,18.064,17.14,19.65675,20.45225,0.5836458375,3.50512965385,0,0
1,4.25,668.87516,1.2763435994,10.0666148,8.21199999999999,9.10099999999999,94.482734,70.603498,20.036192,17.69,16.44,19.59025,20.3365,0.5763114975,3.747019958225,0,0
1,4.75,667.6535,1.124299735375,9.716593875,21.31,6.20999999999999,94.45351875,68.36282875,20.28083,18.0775,16.325,19.608,20.258,0.60031721,3.346164186825,0,0
1,5.25,666.289,2.012688916,9.69444075,10.267,9.87749999999999,94.45023625,70.057175,20.14572625,18.025,15.5375,19.61325,20.20925,0.62617728,3.8036526066,0,0
1,5.75,670.2071925,1.242259888625,9.51467365,11.5575,6.568,94.454455,74.026577,19.59303475,16.9985,14.905,18.509,19.284,0.675092265,3.9579976026,0,0
1,6.25,666.685185,1.04243470105,9.5190077,16.53,6.05625,94.4608105,74.3779335,19.444705,17.11,14.45,18.47675,19.2625,0.612859405,3.77318235855,0,0
1,6.75,668.347245,1.8097372435,9.0795769,8.36699999999998,9.18250000000001,94.481075,74.74030675,18.96529175,16.91,16.315,16.13,17.0125,0.6377025575,3.587804795425,0,0
1,7.25,667.37455,1.6221309758,9.1079201,18.355,13.42,94.49648,75.283432,18.563911,16.636,16.24,16.2205,17.048,0.625035,3.7210746245,0,0
