DOY2,HR2,CO2,H2O,CH4,FC,FCH4,G,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,437.405474,9.125061,2352.466258,2.379335,0.6816585,-17.77107,-6.628805,0.2320525,1.62967,0.1059095,-0.009193,0.403502,0.128867,101.87,92.4,6.355,0.699658,16.245994,0.2985285,7.442,7.787,8.52,9.69,10.57,7.974,8.05,8.62,9.77,10.61,7.055,7.48,8.36,9.75,10.62,-25.658401,0,0,-2.4,0.554435,311.702511,336.153879
1,0.75,438.720421,8.981894,2349.69465,2.189757,1.703985,-17.1969105,-5.652773,0.522758,1.5135305,0.0984485,-0.007791,0.3947265,0.110948,101.88,92.7,6.199,0.690278,15.8233985,0.297344,7.301,7.709,8.45,9.64,10.58,7.87,7.914,8.53,9.7,10.61,6.945,7.415,8.31,9.71,10.61,-22.73427,0,0,-2.342857,0.453629,312.619239,335.341409
1,1.25,437.024124,8.684394,2374.9451035,2.139628,-1.144305,-17.7386305,-5.904978,1.0961595,1.4754575,0.098517,-0.006996,0.4005905,0.1073525,101.87,93.5,5.999,0.629703,15.575221,0.278953,7.223,7.632,8.33,9.59,10.57,7.79,7.783,8.45,9.66,10.63,6.828,7.341,8.29,9.67,10.62,-20.533248,0,0,-2.285714,0.504032,313.086297,334.734524
1,1.75,442.4376915,8.8963995,2416.687314,2.554574,0.3514535,-17.7610735,-4.563813,0.4563,1.5084185,0.0980465,-0.007193,0.3775045,0.1147055,101.89,94,5.819,0.569372,15.4377905,0.286685,7.125,7.485,8.25,9.53,10.57,7.699,7.683,8.36,9.6,10.64,6.735,7.234,8.18,9.62,10.64,-20.649648,0,0,-2.114286,0.453629,314.704844,334.007166
1,2.25,440.636555,8.581976,2424.942718,2.280561,0.2124415,-18.330968,-5.345947,1.54921,1.501186,0.1072665,-0.007082,0.3910345,0.1154155,101.895,94.1,5.742,0.564315,15.3455725,0.28503,7.111,7.394,8.24,9.49,10.565,7.6095,7.639,8.26,9.535,10.63,6.6185,7.1535,8.09,9.57,10.615,-19.0501775,0,0,-2.1428575,0.453629,312.843835,334.441659
1,2.75,442.3017785,8.5167845,2454.6168445,2.4500675,1.032772,-18.022429,-3.78103,0.632773,1.5785115,0.101166,-0.008366,0.407484,0.1144235,101.9,94.25,5.444,0.5207605,15.267272,0.300649,7.0005,7.326,8.11,9.455,10.57,7.5065,7.545,8.165,9.505,10.63,6.553,7.0175,8.01,9.5,10.62,-18.4676355,0,0,-2.0857145,0.554435,313.857877,333.8743035
1,3.25,434.056582,8.477945,2488.598168,3.1485925,0.175749,-18.109088,-4.190615,1.958714,1.630343,0.109801,-0.010097,0.4393385,0.1189895,101.9045,94.7,5.4015,0.542873,15.21547,0.287173,6.932,7.3295,8.025,9.425,10.57,7.4625,7.446,8.075,9.445,10.64,6.482,6.916,7.978,9.45,10.605,-19.7514395,0,0,-2.171429,0.504032,313.977998,333.719688
1,3.75,437.268362,8.598935,2451.498998,2.43728,0.353838,-17.003537,-4.267368,1.575782,1.458802,0.110282,-0.008931,0.392746,0.117214,101.89,94.5,5.388,0.521436,15.0560175,0.288117,6.8665,7.259,7.9355,9.36,10.565,7.383,7.368,7.9955,9.375,10.62,6.4635,6.8985,7.8975,9.385,10.595,-18.8111125,0,0,-1.942857,0.504032,315.203651,334.1892615
1,4.25,437.501423,8.716918,2425.513119,2.440195,-1.230749,-16.477342,-3.888078,0.969982,1.415672,0.1015455,-0.0080265,0.3925075,0.1133605,101.8885,95,5.2435,0.46688,15.0083615,0.281719,6.875,7.232,7.834,9.295,10.56,7.2485,7.26,7.9305,9.305,10.62,6.44,6.845,7.8415,9.315,10.6,-18.3446515,0,0,-1.885714,0.4788305,314.7083265,333.737834
1,4.75,437.893572,8.581802,2427.189344,2.7278825,0.9068265,-17.399542,-4.393169,1.766854,1.5141655,0.1038175,-0.008374,0.390854,0.1165265,101.895,94.9,5.129,0.4683825,14.8532835,0.28245,6.834,7.1645,7.7785,9.235,10.555,7.212,7.217,7.8275,9.245,10.615,6.3345,6.723,7.7375,9.25,10.6,-17.224539,0,0,-2.0857145,0.453629,312.9945175,334.008401
