DOY2,HR2,CO2,H2O,CH4,FC,FCH4,G,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1,TS_2,TS_3,TS_4,TS_5,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT,SW_DIF
1,7.75,439.6859175,8.4913,2463.2126505,0.908812,5.340035,-13.147498,-0.005401,5.26062,1.787425,0.1437475,-0.021608,0.429174,0.17921,102.117,95.8,6.096,0.379202,13.108695,0.205137,9.18,9.923333,10.48,10.48,10.48,-2.681476,44.334975,2.392344,19.9386505,1.892552,317.316191,342.5852535,39.951574
1,8.25,443.577094,8.506876,2466.1407205,1.214732,4.664855,-11.599537,1.640846,7.32683,1.950168,0.1676785,-0.0293455,0.4247585,0.192186,102.1315,95.3,6.542,0.446258,13.154671,0.217996,9.276667,9.856667,10.52,10.52,10.52,30.979517,124.7536945,6.5191385,63.266871,3.540904,318.6803255,344.5583545,93.946731
1,8.75,444.864511,8.702824,2499.092951,0.854272,4.8683875,-8.533891,6.059283,13.002562,1.854543,0.1668015,-0.031176,0.4821315,0.1972975,102.1535,93,6.811,0.680583,13.152945,0.230975,9.42,9.873333,10.493333,10.493333,10.493333,76.814751,214.5935965,11.244019,111.3752555,6.166056,317.399494,347.557115,136.198547
1,9.25,445.3414215,8.9975385,2504.4990575,0.955308,4.4494475,-6.033932,9.7944005,17.276662,2.014404,0.173549,-0.0334015,0.472474,0.217631,102.1765,91.4,7.469,0.912499,13.7023655,0.269261,9.726667,9.96,10.55,10.55,10.55,122.017943,322.167488,16.746411,172.3670755,8.974359,322.450903,350.848147,169.128329
1,9.75,442.000809,9.310032,2400.953025,0.800547,4.60056,-4.439199,15.812728,23.833805,2.112858,0.193928,-0.041499,0.4892355,0.225929,102.1955,88.2,8.25,1.361209,14.011433,0.266893,10.116667,10.13,10.633333,10.633333,10.633333,160.0749725,435.344828,23.0263155,254.447853,11.538462,315.0926725,356.649755,213.075061
1,10.25,437.607268,9.561478,2347.4582585,0.415765,5.486466,-2.8151465,20.4931675,32.476982,2.230573,0.1988975,-0.03966,0.495038,0.2372655,102.2185,85,8.68,1.809894,14.511108,0.30348,10.476667,10.32,10.693333,10.693333,10.693333,188.965999,538.546798,28.349282,304.805726,15.018315,309.1697525,362.584587,231.476998
1,10.75,433.7147155,9.8452315,2319.679254,0.80508,4.9348435,-1.058368,24.824674,41.7432255,2.077191,0.206816,-0.044677,0.522321,0.2450285,102.218,81.6,9.24,2.232651,14.927583,0.328161,10.783333,10.67,10.88,10.88,10.88,224.979305,606.8965515,31.8779905,307.080777,17.124542,315.7129265,366.459617,266.828087
1,11.25,431.241425,9.9145225,2295.16147,0.538854,8.4364855,3.505892,30.201466,40.8719555,2.1254645,0.2063805,-0.046817,0.5428535,0.250955,102.197,78.83,10.11,2.757311,15.251042,0.313684,11.173333,10.843333,10.936667,10.936667,10.936667,222.107873,624.384236,36.124402,356.8251535,18.986569,318.7537075,369.065254,267.312349
1,11.75,429.764202,10.201588,2248.2790285,0.784884,7.639955,9.1090095,33.3184375,47.941982,2.0517225,0.195699,-0.0419095,0.544783,0.2551555,102.169,77.54,10.54,3.062755,15.481983,0.324922,11.59,11.173333,11.01,11.01,11.01,283.0183805,776.35468,42.22488,397.597137,24.358974,318.2638735,375.251231,275.66586
1,12.25,427.261958,10.0284435,2234.925305,0.885262,6.4541305,13.2490875,37.047469,58.503045,2.053613,0.215387,-0.0505985,0.5978,0.264162,102.12,76.1,11.18,3.541217,16.014603,0.321101,11.856667,11.473333,11.103333,11.103333,11.103333,280.1640405,799.876847,48.086124,435.0715745,25.763126,312.0664085,379.851446,280.387409
1,12.75,426.929935,10.135467,2197.062291,0.7955005,9.12236,17.146079,40.437062,65.900017,2.021792,0.20348,-0.040741,0.565956,0.261247,102.071,73.025,11.48,4.073114,16.679371,0.360954,12.313333,11.753333,11.17,11.17,11.17,275.735338,839.778325,46.590909,428.6809815,26.831502,310.328145,381.8404375,268.583535
1,13.25,426.704916,10.201408,2202.4958265,0.691815,10.139607,20.981552,33.855452,60.634592,1.819278,0.204739,-0.046401,0.56965,0.25154,102.025,71.335,11.71,4.408301,17.164784,0.335429,12.623333,11.986667,11.413333,11.413333,11.413333,277.488241,759.359606,49.760766,415.6441715,26.862027,309.7119845,384.115172,258.656174
1,13.75,424.0283505,10.258547,2170.462247,0.7452575,7.42713,24.180473,31.5366205,56.5231655,1.750963,0.190894,-0.035931,0.57432,0.244476,101.998,71.35,12.44,4.325222,17.514857,0.319648,12.916667,12.273333,11.626667,11.626667,11.626667,240.775518,704.433498,56.698565,386.9376275,34.859585,312.0564415,384.061329,234.503632
1,14.25,421.774352,10.64888,2132.979668,0.73786,9.354935,25.403164,25.9097055,62.222912,2.249675,0.213354,-0.0406135,0.566533,0.252432,101.985,70.75,12.62,4.763942,17.658224,0.274628,13.12,12.456667,11.72,11.72,11.72,183.051881,550.3694585,44.1985645,293.5838445,25.6410255,311.3609415,383.2509545,226.876513
1,14.75,422.126505,10.6192265,2155.42257,0.714859,6.2526725,25.133675,23.3346775,50.361065,2.189006,0.200746,-0.041814,0.545267,0.23338,101.986,68.715,12.72,5.006027,18.023888,0.231667,13.16,12.57,11.896667,11.896667,11.896667,163.921835,540.825123,44.6770335,307.617587,31.166056,308.429539,381.40258,190.0121065
1,15.25,420.020436,10.495341,2137.366616,0.8020115,9.919044,20.0555905,14.563472,45.420636,2.200743,0.1937,-0.035032,0.562879,0.230549,101.992,67.61,12.78,5.024652,18.460726,0.19835,13.256667,12.536667,11.916667,11.916667,11.916667,107.090259,405.849754,39.772727,244.989775,25.824176,306.4384585,379.236879,157.566586
1,15.75,419.526323,10.577393,2137.167902,0.715116,6.818027,15.4770725,7.771856,39.985264,2.072538,0.182251,-0.033586,0.48445,0.204648,101.98,66.425,12.72,4.993782,18.599225,0.166313,12.983333,12.433333,11.896667,11.896667,11.896667,55.1818535,311.14532,30.562201,175.051125,21.886447,304.188509,376.341666,132.687651
1,16.25,419.839978,10.862303,2137.7684005,0.7952265,8.015604,8.507472,1.1669755,29.9361295,2.022591,0.162287,-0.029807,0.447224,0.179939,101.9835,69.42,12.69,4.933104,18.468809,0.144635,12.643333,12.293333,11.95,11.95,11.95,5.3980615,151.35468,17.344498,87.014315,11.782662,305.5697505,372.7871795,93.7046
1,16.75,419.740451,11.026807,2153.910365,0.740236,6.224064,5.650003,-1.448706,14.526967,1.934813,0.140903,-0.019423,0.382555,0.159398,101.9795,73.14,12.275,4.193863,18.36574,0.147055,12.416667,12.2,12.016667,12.016667,12.016667,-35.1340455,44.827586,4.425837,24.6165645,3.724054,299.5115535,369.777769,38.256659
1,17.25,420.560329,10.901504,2175.261679,0.637845,5.117381,4.097087,-2.397699,5.536628,1.519423,0.126397,-0.012531,0.389995,0.132108,101.974,74.84,11.78,3.3687815,18.294065,0.151157,12.366667,12.25,12.056667,12.056667,12.056667,-62.377065,4.864532,0.358852,-0.204499,1.037851,298.4622475,366.2160045,4.358354
1,17.75,423.209843,10.647478,2215.7092775,0.7261545,4.477721,2.566178,-2.655253,5.1146095,1.409313,0.113672,-0.0098705,0.336073,0.120081,101.98,77.49,11.035,2.9657185,17.997221,0.18875,12.24,12.233333,12.09,12.09,12.09,-67.7454455,0,0,-3.783231,0.824176,298.625174,363.66633,-0.363196
1,18.25,426.3473995,10.477839,2201.931298,0.668714,5.3484325,1.111481,-3.1860155,6.7824975,1.547842,0.1253,-0.009533,0.388299,0.135643,101.9745,80.1,10.46,2.778717,17.531738,0.1841775,12.136667,12.223333,12.113333,12.113333,12.113333,-64.5845335,0,0,-3.5531695,0.915751,303.0238845,362.171644,-0.363196
1,18.75,430.385294,10.182726,2246.077173,0.9379685,4.453868,-0.577293,-2.123687,5.590677,1.557131,0.114209,-0.011101,0.37824,0.12198,101.9825,82,9.935,2.4108785,17.353119,0.185439,12.026667,12.136667,12.123333,12.123333,12.123333,-62.55346,0,0,-3.502045,0.915751,300.403712,359.77006,-0.363196
1,19.25,432.813068,10.060343,2241.635479,0.897808,4.998943,-2.178575,-2.966626,4.563643,1.590804,0.128306,-0.014492,0.362115,0.149626,101.9995,83.3,10.095,2.0662,17.022583,0.186277,11.83,12.083333,12.113333,12.113333,12.113333,-59.058429,0,0,-3.425358,0.854701,297.0444785,358.331861,-0.363196
1,19.75,433.971556,9.93571,2249.6991685,0.930147,4.620722,-3.078166,-3.9236035,4.3188605,1.666267,0.1340345,-0.0153885,0.350494,0.144743,102.017,85.5,9.595,1.83663,16.9396375,0.1638395,11.7133335,11.971667,12.1033335,12.1033335,12.1033335,-57.5259195,0,0,-3.374233,0.885226,297.369977,355.961702,-0.363196
1,20.25,436.9115,10.046962,2271.9197935,0.815408,2.956604,-4.98907,-3.814238,4.73408,1.7697055,0.1257455,-0.015892,0.3737705,0.1513055,102.0245,86.2,9.395,1.626586,16.6260765,0.166153,11.573333,11.87,12.053333,12.053333,12.053333,-53.6367675,0,0,-3.2464215,0.854701,298.337731,355.378352,-0.363196
1,20.75,435.180537,9.913616,2260.980275,0.885855,4.280783,-6.363502,-3.348237,3.164959,1.6091625,0.1285795,-0.014659,0.39728,0.1404955,102.0415,86.2,9.095,1.603897,16.4836535,0.170323,11.466667,11.73,12.006667,12.006667,12.006667,-52.935897,0,0,-3.0674845,0.915751,298.642518,354.546149,-0.363196
1,21.25,437.777575,9.747524,2277.420905,1.212584,3.74362,-7.227347,-2.652048,4.55627,1.4929645,0.1273825,-0.0152115,0.381782,0.138326,102.042,88.1,8.985,1.426439,16.4838525,0.169198,11.29,11.556667,11.94,11.94,11.94,-47.549731,0,0,-3.220859,0.854701,295.8453,352.1931245,-0.363196
1,21.75,439.8155615,9.870352,2302.2567205,0.910214,1.5544485,-8.5464585,-3.4652755,2.288035,1.7471175,0.139239,-0.016143,0.3634025,0.145911,102.053,88.45,8.66,1.3040365,16.2006455,0.1788695,11.196667,11.426667,11.876667,11.876667,11.876667,-48.469442,0,0,-3.271984,0.854701,296.3147455,352.0875485,-0.363196
1,22.25,438.979173,9.648497,2309.196901,1.1507855,5.161375,-9.870741,-4.4930005,2.674859,1.5303185,0.141644,-0.018291,0.344938,0.1608225,102.065,89.2,8.36,1.199699,15.9860945,0.175039,11.093333,11.336667,11.866667,11.866667,11.866667,-51.0280145,0,0,-3.118609,0.793651,296.4626735,350.856063,-0.363196
1,22.75,439.715748,9.745474,2360.1710225,1.0851665,3.918086,-10.6029925,-3.924481,3.416335,1.6380945,0.129216,-0.014398,0.3633805,0.139259,102.057,90.65,8.26,1.044223,15.646601,0.153612,10.916667,11.226667,11.82,11.82,11.82,-46.91213,0,0,-3.01636,0.915751,300.374753,350.0119425,-0.363196
1,23.25,438.464434,9.5400275,2327.712177,0.980196,2.773357,-11.123567,-3.7647805,4.241323,1.620759,0.123696,-0.014348,0.367679,0.148958,102.059,90.95,8.45,1.042693,15.511832,0.162709,10.803333,11.153333,11.746667,11.746667,11.746667,-51.2095245,0,0,-3.0419225,0.793651,296.0995985,349.7940775,-0.363196
1,23.75,438.4692645,9.4145685,2350.972284,0.932332,7.037302,-11.887908,-3.027437,4.1055455,1.5720555,0.139118,-0.016257,0.36706,0.163777,102.0595,91.6,8.35,0.962642,15.419583,0.1597945,10.686667,11.04,11.636667,11.636667,11.636667,-46.309886,0,0,-3.01636,0.854701,295.925598,348.244341,-0.363196
2,0.25,432.419568,8.045245,2169.0913155,0.935097,12.7887345,-27.64113,-6.109428,5.217161,1.91224,0.1554625,-0.018322,0.421061,0.1826335,101.804,79.17,7.819,2.11638,15.3694145,0.2756085,9.0833335,10.153333,11.3633335,11.3633335,11.3633335,-68.1915285,0,0,-3.271984,0.976801,278.278221,341.301044,-0.363196
2,0.75,430.9184925,7.797706,2247.318632,0.672323,7.676365,-26.889806,-7.722526,4.401496,1.870146,0.1388175,-0.016456,0.414996,0.1598045,101.795,79.48,7.51,2.003908,14.9829245,0.2847045,8.9066665,9.955,11.21,11.21,11.21,-66.3096065,0,0,-3.118609,0.976801,278.450208,339.670068,-0.363196
2,1.25,435.3187575,7.7114995,2234.240641,0.768632,8.129012,-27.258433,-5.423821,3.803144,1.814487,0.1323385,-0.016728,0.407987,0.1547755,101.807,80.9,7.25,2.00611,14.679158,0.269724,8.7108335,9.7633335,11.035,11.035,11.035,-62.039273,0,0,-3.00207,1.037851,280.819687,339.294505,-0.363196
2,1.75,431.130799,7.735303,2256.499369,0.893426,7.645243,-27.023069,-6.73592,4.082422,1.9536355,0.148782,-0.0192035,0.426576,0.170835,101.801,81.8,7.269,1.824629,14.5529535,0.2595535,8.5421665,9.645,10.965,10.965,10.965,-61.2207145,0,0,-2.898551,0.976801,279.85833,338.378729,-0.363196
2,2.25,434.059729,7.581442,2264.125257,0.644839,7.696159,-26.622446,-8.480161,4.812045,1.825702,0.140402,-0.016807,0.3992835,0.1589175,101.804,81.8,7.055,1.719863,14.314889,0.2380175,8.3845,9.5116665,10.825,10.825,10.825,-58.320412,0,0,-2.862986,1.037851,283.104081,337.042533,-0.363196
2,2.75,429.072457,7.3172025,2308.019301,0.892739,8.630296,-27.921904,-6.669537,4.0405935,1.846235,0.1393585,-0.013391,0.464853,0.152301,101.786,82.6,6.584,1.637202,13.735945,0.26614,8.3051665,9.3916665,10.716667,10.716667,10.716667,-56.5124615,0,0,-3.01636,0.976801,287.600636,336.730803,-0.363196
2,3.25,428.877563,7.23904,2341.209045,0.644412,8.986602,-27.608187,-7.771961,2.6251415,1.6487955,0.145332,-0.014196,0.4397245,0.146538,101.769,83,6.688,1.586852,13.6539345,0.2638395,8.134,9.2375,10.61,10.61,10.61,-60.1078045,0,0,-2.898551,1.098901,279.894838,336.542345,-0.363196
2,3.75,431.8220565,7.199482,2272.1298055,0.9098585,8.911171,-27.3817445,-7.597478,1.356854,1.5592195,0.134841,-0.0122915,0.410621,0.130586,101.779,83.1,6.553,1.558866,13.4935215,0.255633,7.9873335,9.15,10.4783335,10.4783335,10.4783335,-57.3986025,0,0,-2.898551,1.0219435,279.820781,334.107593,-0.363196
2,4.25,432.6248575,7.1597625,2323.3296565,0.954701,8.813904,-26.9614095,-6.547683,4.224202,1.7623045,0.135208,-0.015363,0.3638765,0.1410895,101.785,84.2,6.213,1.478577,13.4552755,0.2308685,7.815,8.9595,10.3816665,10.3816665,10.3816665,-57.6259145,0,0,-2.607362,1.037851,283.46467,334.5525655,-0.363196
2,4.75,433.453051,6.990251,2309.6979505,0.7608195,8.535288,-26.844227,-5.325907,1.825652,1.8472645,0.132805,-0.012323,0.41234,0.1437965,101.792,84.9,6.068,1.301417,13.254054,0.253836,7.625,8.8113335,10.3066665,10.3066665,10.3066665,-58.235173,0,0,-2.965235,1.037851,276.644641,333.3600485,-0.363196
2,5.25,433.786681,7.1815475,2250.341335,0.942246,9.5919125,-26.669255,-8.334045,4.188966,1.829597,0.144927,-0.020376,0.4412165,0.1598865,101.799,85.4,6.098,1.278082,13.0976775,0.269848,7.5245,8.7065,10.2133335,10.2133335,10.2133335,-52.547514,0,0,-2.862986,1.159951,278.476383,331.9825035,-0.363196
2,5.75,435.169485,7.053808,2301.825559,0.870526,7.703059,-27.8375585,-5.5116765,3.6597,2.009377,0.1376305,-0.016981,0.3650175,0.146092,101.81,85.5,5.814,1.337322,12.8617,0.249852,7.364333,8.5668335,10.0733335,10.0733335,10.0733335,-55.6621345,0,0,-3.00207,1.0219435,277.872329,330.935676,-0.363196
2,6.25,432.941373,6.971525,2267.382901,0.759034,5.831283,-28.405064,-6.252546,3.579805,1.7698545,0.1236685,-0.013584,0.3650565,0.14038,101.818,85,5.726,1.343432,12.8006035,0.2539985,7.1891665,8.4665,9.9783335,9.9783335,9.9783335,-54.4628045,0,0,-2.898551,1.006036,276.310687,329.317957,-0.363196
2,6.75,432.727935,6.81092,2240.17953,1.024008,7.997657,-28.193843,-6.643249,3.173727,1.505441,0.1307955,-0.0133005,0.4159565,0.137893,101.817,85,5.411,1.498303,12.718202,0.269195,7.1096665,8.3606665,9.895,9.895,9.895,-52.197756,3.325123,0.239234,-0.766871,1.343101,276.147416,328.665731,2.360775
2,7.25,430.3563735,6.886448,2343.631139,0.8885295,9.5358455,-27.521698,-5.698932,5.4692275,1.614035,0.1174045,-0.0147385,0.416675,0.149671,101.845,84.7,5.574,1.425794,12.385426,0.2495665,7.092667,8.244,9.8016665,9.8016665,9.8016665,-22.14052,40.517241,2.392344,17.02454,2.686203,274.229728,331.338477,33.898305
2,7.75,431.968217,7.0581385,2291.731976,0.490732,10.537301,-23.194558,-2.5885965,11.785081,1.9349835,0.1504345,-0.024738,0.426514,0.1717845,101.877,83.4,5.968,1.618203,12.5255115,0.2426075,7.3925,8.2071665,9.7083335,9.7083335,9.7083335,24.63742,150.492611,7.535885,78.067485,5.067155,272.803278,336.110298,95.157385
2,8.25,429.154867,7.360255,2251.5624905,0.758827,12.795708,-17.3542405,2.3857585,21.969385,2.0191685,0.175468,-0.0323685,0.4696885,0.2019095,101.8905,79.86,7.02,1.939459,12.6443445,0.261201,8.3428335,8.626667,9.6483335,9.6483335,9.6483335,101.791802,357.5738915,16.5669855,178.01636,10.5311355,273.9321595,343.128986,136.319613
2,8.75,425.049556,7.717103,2227.501459,0.6188965,8.2029605,-9.4379185,12.80019,35.1579965,2.4430835,0.2003555,-0.044405,0.518626,0.246334,101.904,75.76,7.574,2.468168,13.414457,0.2969315,9.0583335,9.083333,9.6666665,9.6666665,9.6666665,186.6158155,556.5270935,27.930622,282.815735,19.5360195,276.351802,351.917971,160.835351
2,9.25,426.731467,7.667578,2190.491522,0.52251,14.358737,-0.05209,24.925205,56.593201,3.043713,0.2449815,-0.074916,0.5871945,0.284117,101.915,73.115,8.345,3.156151,14.016256,0.309338,9.878333,9.665,9.8366665,9.8366665,9.8366665,252.372011,727.1551725,39.114833,375.393915,26.037851,277.6032375,360.291892,183.898305
2,9.75,422.869137,7.796147,2138.233975,0.214585,14.4708825,11.322612,42.585636,77.145742,3.2113,0.238549,-0.069366,0.642556,0.291231,101.913,67.91,9.2,3.832365,14.654854,0.390219,10.795,10.1416665,9.955,9.955,9.955,321.119359,907.019704,50.598086,462.318841,33.699634,278.355586,366.813191,194.0072635
2,10.25,418.3555895,8.006741,2092.57271,-0.1326435,12.9997885,22.095149,53.374461,88.764658,3.0180075,0.253413,-0.073828,0.6813775,0.3049735,101.927,64.12,9.95,4.301516,15.480482,0.390927,11.745,10.635,10.2916665,10.2916665,10.2916665,373.2282305,1048.029557,54.784689,531.186094,40.04884,283.142464,374.006272,201.5133175
2,10.75,416.2469725,8.21011,2063.46878,0.308128,13.916866,33.732274,58.894664,94.997079,2.945827,0.2470355,-0.069279,0.76906,0.3104935,101.914,59.98,10.55,5.023511,16.0397395,0.4047515,12.3766665,11.365,10.6516665,10.6516665,10.6516665,421.7617885,1163.793103,63.277512,592.02454,45.665446,285.60206,380.286958,210.835351
2,11.25,415.759491,7.9167415,2048.223397,0.648312,15.9319375,42.493048,65.408122,118.9244455,2.9339515,0.2474385,-0.064068,0.808113,0.326675,101.892,56.19,11.16,5.58773,16.918086,0.432742,13.025,12.0133335,11.0666665,11.0666665,11.0666665,452.936034,1246.305419,68.899522,633.94683,52.564103,285.863809,386.394922,200.726392
2,11.75,414.728499,8.143878,2038.557765,0.3166435,14.545267,48.523056,76.6376415,134.511091,3.1098575,0.2488485,-0.0677655,0.827406,0.3270955,101.887,55.14,11.56,6.11839,17.30505,0.445995,13.6266665,12.521667,11.3283335,11.3283335,11.3283335,482.452357,1316.502463,76.076555,664.621677,58.180708,287.59901,395.003483,197.0338985
2,12.25,413.3796055,8.046123,2022.3378515,0.47519,16.950309,50.722895,72.998264,154.5339545,3.0035875,0.264937,-0.061108,0.855421,0.3428685,101.8475,52.66,12.2,6.810799,17.717647,0.4747905,14.291667,13.08,11.695,11.695,11.695,479.4456755,1322.044335,80.263158,673.8241305,61.6605615,287.9642795,398.7080265,200.544794
2,12.75,413.731718,7.851717,2018.9060875,0.672981,21.361971,53.574328,75.874313,162.4661055,3.1153145,0.2646575,-0.07254,0.858555,0.3354445,101.7905,49.87,12.61,7.220341,18.514847,0.457894,14.9733335,13.585,12.0866665,12.0866665,12.0866665,478.962281,1312.807882,83.253589,677.658487,64.041514,292.6907345,400.452037,198.6682805
2,13.25,412.996571,8.006878,2013.301627,0.744911,19.5897045,57.5451715,79.859129,165.590863,3.116435,0.267223,-0.059852,0.888732,0.331843,101.755,48.955,12.905,7.895583,18.9566295,0.43644,15.5366665,14.0683335,12.4,12.4,12.4,459.40019,1277.093596,82.894737,659.109731,66.117216,294.348718,402.123549,201.331719
2,13.75,412.791085,7.9006595,2012.585089,0.790244,18.421186,55.979308,62.589774,168.0825335,2.996421,0.257481,-0.078409,0.9070425,0.331688,101.7325,47.72,13.16,8.26637,19.163137,0.4132375,16.0366665,14.576667,12.718333,12.718333,12.718333,419.5995275,1206.896552,81.100478,616.3087935,65.079365,295.260532,401.262395,200.2421305
2,14.25,413.2562975,7.9109115,2014.776185,1.093243,19.531715,52.247109,66.078196,156.0292805,3.0509705,0.2789765,-0.0860125,0.9216355,0.327989,101.706,46.56,13.31,8.84559,19.39571,0.382429,16.32,14.71,13.0433335,13.0433335,13.0433335,367.609296,1084.975369,83.373206,565.6952965,63.492063,297.744389,400.750254,188.801453
2,14.75,411.547192,8.0736695,2000.2284665,1.028984,20.281914,49.830775,47.727374,146.8895985,2.8229295,0.2523415,-0.059191,0.8567495,0.3161185,101.686,46.22,13.71,9.192191,19.8558245,0.330814,16.3783335,14.966667,13.2716665,13.2716665,13.2716665,321.789817,966.625616,76.674641,500.2556235,59.76801,295.582247,400.346447,178.208232
2,15.25,412.07696,8.169449,1994.184477,1.1386875,17.5700865,43.142716,34.420104,128.9816705,2.996892,0.247285,-0.057946,0.829227,0.306092,101.672,44.98,13.76,9.236305,20.125912,0.287117,16.515,14.963333,13.435,13.435,13.435,245.86384,814.593596,67.344498,419.7341515,52.380952,293.249963,393.2436625,169.188862
