DOY2,HR2,FC,LE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_2_1_1,NETRAD
1,0.25,0.934871368943111,6.16944648131775,0.556293900114848,-3.71759093134936,0.591186146599164,0.969536051725695,425.324566058354,6.31939821000451,427.866568463093,5.26283810432698,428.382891244565,428.256710912991,5.2861536310195,427.579030789062,428.571427757283,5.31042765765567,429.29823575839,425.257536164576,5.29000415352691,429.780308827161,429.098923043385,5.38660347970173,428.427859311642,430.098023929458,5.42362934034588,429.458889819048,4.84488667036712,3.87310694993368,0.205240127649049,3.8975,3.355,1.4025,1.04,0.415,3.388925,3.073,3.10015,3.004,2.9824,2.69715,1.74515,98.7220425,87.335,2.9219,2.03,1.98,2.065,2.12,2.0125,2,-1.0875,3.85,0.3275,301.825,322.875,319.475,320.55,0.23,0.3325,0.37,0.0875,0.2,0.2,0.29,0.1,-0.1425,0.02,2.7595,3.414,4.51125,5.03675,5.31125,6.0395,6.939,7.7645,8.46525,3.46175,3.0495,4.89975,5.40475,6.6765,7.3005,7.661,10.10875,3.41475,4.08675,4.7735,5.24225,5.57125,6.20575,6.51575,7.04575,2.8395,3.417,4.04975,5.12725,4.79525,6.5875,6.95975,8.81475,10.8965,2.367,2.887,3.7755,4.285,4.66825,6.029,7.92075,8.56675,10.19625,-5.8345,-9.5825
1,0.75,0.751046464276024,5.46559532249683,0.542133809356346,-4.32902654843503,0.589949325455036,1.00029941693571,424.235908018332,6.23372292102178,428.044666579406,5.22774339030396,427.444729327039,428.17617667783,5.2503996582757,427.281592647275,428.332182798466,5.26793401924822,430.121537528922,425.186085562368,5.23350785431048,430.270280828125,429.278681368287,5.2914847286501,427.199763369071,430.297811305943,5.29979741119929,428.333194916121,4.99438821450431,3.96142209187116,0.225764632747096,3.8,3.3025,1.4225,1.025,0.395,3.4569,2.729,2.94625,2.8246,2.566975,2.4655,1.77195,98.73092,87.56,2.8028,2.09,1.99,2.0375,2.075,1.975,2.1,-1.1,3.85,0.3475,298.625,322.675,318.775,320.525,0.23,0.3425,0.365,0.09,0.2,0.2,0.28,0.1,-0.1425,0.02,2.72025,3.345,4.51275,5.033,5.312,6.041,6.942,7.765,8.46125,3.471,2.98925,4.87975,5.404,6.675,7.301,7.661,10.1055,3.3135,3.979,4.76475,5.23825,5.5745,6.2065,6.51425,7.0415,2.79675,3.37175,4.041,5.1265,4.7935,6.57475,6.956,8.81375,10.8955,2.379,2.84625,3.76875,4.2875,4.66575,6.0265,7.91625,8.56575,10.19425,-6.078,-7.98
1,1.25,1.12742129716283,8.02830953078034,0.560582052194809,-4.85888266522145,1.50194920630135,0.965266184975886,424.695639406284,6.10757831515352,429.452895788449,5.21302037346493,427.3648627625,429.194619913926,5.19935321280082,427.091882389764,429.704951061962,5.22535481864745,430.02372219151,425.583052810709,5.19415761084996,429.903233207317,429.760072588664,5.28994970069002,427.83890270172,430.86088704319,5.27461859312744,429.706635757274,4.80490248400953,3.62416141979153,0.228738414877343,3.55,3.125,1.39,0.99,0.395,3.354525,2.541,2.8912,2.610575,2.43935,2.28265,1.67735,98.74303,87.4025,2.533625,2.14,2.015,2.1225,2.155,2.025,2.1,-1.0875,3.675,0.34,299.8,322.075,318.7,320.325,0.23,0.3225,0.3025,0.0975,0.2,0.2,0.29,0.1,-0.14,0.04,2.5665,3.39,4.51025,5.02775,5.30925,6.04325,6.9455,7.7575,8.4565,3.414,2.929,4.87625,5.4035,6.6715,7.30175,7.659,10.10125,3.23725,3.933,4.74175,5.232,5.577,6.20175,6.51225,7.036,2.795,3.322,4.0315,5.14325,4.792,6.57875,6.952,8.81275,10.8945,2.32225,2.84575,3.76575,4.29,4.66275,6.026,7.929,8.564,10.19325,-6.06825,-9.2975
1,1.75,0.69560830403271,4.43264189571553,0.52537328664594,-5.16388749513833,2.19817459650751,0.957393439140145,425.339861116359,6.08654740718454,428.607593151674,5.22783207254668,427.927985768365,429.02803547214,5.21768918163973,428.038664874194,428.848268959567,5.21488886984715,431.116706158119,425.613444606071,5.18269061342242,429.412381669261,429.645002678171,5.22991488642026,428.431317112682,430.441127693737,5.22773268093674,429.427910807878,4.76227161297762,3.81423072543987,0.239562701849511,3.64,3.0575,1.45,1.04,0.385,3.424875,2.572,3.10675,2.821775,2.28905,2.2381,1.68375,98.735315,87.065,2.4759,2.07,1.9025,1.965,1.985,2.03,2,-1.1675,3.6,0.36,300.925,321.1,318.8,320.075,0.23,0.34,0.3475,0.0975,0.2,0.195,0.28,0.1,-0.14,0.0425,2.49425,3.32925,4.50175,5.0225,5.30625,6.0455,6.948,7.757,8.45275,3.3505,2.8385,4.87275,5.404,6.673,7.302,7.68475,10.09775,3.2445,3.8845,4.737,5.224,5.574,6.1965,6.51,7.03075,2.7915,3.29175,4.022,5.1455,4.78975,6.5815,6.94825,8.81175,10.89325,2.31475,2.837,3.7625,4.2895,4.6605,6.026,7.924,8.56225,10.19125,-6.9275,-9.885
1,2.25,0.676035953992483,7.65918942044675,0.579211341775246,-3.07041281096579,0.850235403062714,0.975115485403993,425.236385255266,6.19590260435792,429.202447459389,5.20578400125014,427.013380024037,429.326857441734,5.2070345515132,427.795105021488,429.453363377659,5.15493652482753,430.244742932977,426.006595352686,5.0988166734965,431.026328865854,430.090657251861,5.2027349666207,428.256088003692,431.181028094443,5.19519807629752,430.576471810565,4.83434316916121,3.6423393723636,0.229497582070437,3.9625,3.195,1.53,1.04,0.41,2.98415,2.275,2.611375,2.5504,2.022725,2.102675,1.2527,98.74771,86.95,2.222,2.0975,1.995,2.01,2.025,2.1,2,-1.23,3.6,0.335,306,320.675,320.125,319.75,0.23,0.3375,0.3125,0.16,0.2,0.2,0.29,0.1,-0.14,0.0175,2.453,3.26975,4.49525,5.0175,5.3035,6.04775,6.93525,7.7565,8.45025,3.3235,2.7185,4.86375,5.392,6.675,7.242,7.656,10.095,3.23,3.85625,4.7345,5.21625,5.56425,6.1785,6.50875,7.0255,2.7555,3.2965,3.964,5.1445,4.774,6.591,6.9445,8.81075,10.904,2.3025,2.82275,3.759,4.245,4.6575,6.0255,7.9455,8.56125,10.19025,-6.338,-9.46
1,2.75,0.66558827210697,5.51732196198833,0.559303512450263,-5.13828500650476,0.665301730637228,0.920441913491443,425.004071822472,6.29647456903292,428.859168780579,5.20324232958181,428.002981836364,429.002901814219,5.20770261691471,427.705091338762,429.248072869472,5.20077571494591,430.821523929244,425.627128191717,5.13065826045757,430.240661746154,429.522704352597,5.20963163087328,428.675079244985,430.651194470396,5.23971254634292,431.157996222494,4.87948105107992,3.5137714295976,0.234589615557737,4.0025,3.32,1.495,1.04,0.3875,2.918175,2.26375,2.3222,2.2409,1.7962,1.7876,1.116,98.762775,88.725,2.0264,2.06,2.07,2.12,2.24,2.105,2,-1.2025,3.6,0.34,305.1,319.4,318,319.55,0.23,0.365,0.335,0.16,0.2,0.1975,0.28,0.1,-0.075,0.03,2.444,3.1545,4.451,4.9975,5.2745,6.03775,6.907,7.77375,8.46925,3.30175,2.6785,4.834,5.38025,6.67775,7.2665,7.66325,10.11125,3.213,3.87975,4.6995,5.201,5.512,6.174,6.505,7.0175,2.70575,3.26675,3.96775,5.145,4.77975,6.61275,6.982,8.8305,10.913,2.227,2.805,3.744,4.26275,4.63725,6.02625,7.941,8.56475,10.206,-7.36425,-9.84
1,3.25,0.76997510901391,5.57389055317735,0.528061290789283,-5.26537924927187,1.23727492066768,1.00220404383285,425.124595556107,6.39177383267905,429.137694762962,5.19676270235301,428.083924035853,429.327946949321,5.17316119165184,428.154968183544,429.47008541847,5.1782515697907,431.441418352503,426.322089726998,5.1105533384166,431.758465,429.763765996386,5.15719721574476,429.113866331883,431.320431805799,5.19981382697992,431.100915563518,4.72701553465795,3.27002339602116,0.230037954021801,3.795,3.16,1.345,0.96,0.38,2.812725,2.1865,2.648375,2.29195,1.77765,1.5086,1.10655,98.728045,89.74,1.9323,2.1875,2.11,2.1025,2.19,2.1375,2,-1.08,3.575,0.36,304.4,318.975,318.375,320.475,0.23,0.38,0.315,0.2325,0.21,0.2,0.28,0.0975,-0.02,0.0475,2.406,3.14425,4.43625,4.9915,5.27675,6.03525,6.91075,7.7745,8.46775,3.273,2.6105,4.8105,5.37,6.681,7.2665,7.669,10.10725,3.21725,3.839,4.69425,5.196,5.5215,6.168,6.50575,7.015,2.692,3.24575,3.97175,5.14625,4.78225,6.59575,6.978,8.82875,10.91175,2.19325,2.783,3.7165,4.261,4.6395,6.024,7.964,8.56375,10.2215,-7.403,-8.91
1,3.75,0.626642497130534,3.77556978296297,0.523010551315834,-3.42362143084087,2.3934265416678,0.953244164649772,425.2504030627,6.38378285891646,429.075458759135,5.18360574342347,428.893187081076,429.574419605245,5.18126653414256,428.589764267221,429.479856766589,5.16466099615979,431.014644355678,425.871502754835,5.02262830222532,431.260073988417,430.210681774881,5.1316642823871,430.128886706798,430.926507333734,5.09314315700545,430.23282889326,4.68367796796314,3.17244157599816,0.250573296739029,3.81,3.15,1.395,0.97,0.36,2.506775,1.9285,2.342975,2.2576,1.8303,1.63705,0.9264,98.67183,89.68,1.814475,2.1375,2.0775,2.0175,2.2,2.105,2,-1.09,3.6,0.3325,303.95,318.7,318.775,320.425,0.23,0.3875,0.3675,0.2325,0.2,0.2,0.27,0.0975,-0.02,0.04,2.31,3.082,4.42375,4.991,5.27675,6.042,6.93025,7.78575,8.48325,3.2625,2.369,4.8045,5.37675,6.69,7.2995,7.695,10.13025,3.19075,3.7745,4.722,5.19625,5.5355,6.166,6.503,7.01,2.62325,3.254,3.97,5.15275,4.808,6.5945,7.02025,8.843,10.8785,2.18575,2.764,3.721,4.275,4.6595,6.02625,7.98725,8.574,10.15825,-7.185,-7.99
1,4.25,0.671692894663846,6.68717868972143,0.543086965854649,-5.52196244468373,1.05517851014342,0.927972006811055,425.471462587821,6.26889288560418,429.371996045125,5.11418800304833,428.899386696274,429.262840361875,5.12643309423751,428.52181574519,429.559754018657,5.11795599688031,428.978060011148,426.087998082716,5.00804619011501,430.444303556962,430.169786218947,5.08159858848855,429.505039897779,430.737214437687,5.10936450412173,430.247928339005,4.69592737885735,2.83956850713755,0.21072300784165,3.9025,3.11,1.47,1.055,0.39,2.226,1.28475,2.0843,2.00205,1.5889,1.39145,0.49805,98.68126,88.44,1.7548,2,1.92,1.95,2.1225,2.1,1.95,-1.01,3.75,0.32,301.9,318.2,317.9,319.8,0.23,0.4,0.4,0.3,0.2,0.2,0.27,0.1,0.04,0.05,2.283,3.052,4.416,4.983,5.302,6.039,6.914,7.787,8.477,3.208,2.314,4.794,5.367,6.697,7.293,7.67,10.114,3.147,3.751,4.694,5.183,5.514,6.173,6.501,7.00525,2.582,3.203,3.927,5.151,4.797,6.604,7.01675,8.8325,10.846,2.151,2.721,3.70825,4.27275,4.652,6.0255,7.9555,8.564,10.152,-7.2045,-9.49
1,4.75,0.853239586738167,4.60773102013951,0.511864473881508,-5.95574478838168,0.642274144785491,0.90497678034538,424.718875683957,6.40122658416561,429.32718880203,5.15124807272816,429.690688541068,429.807751620033,5.13353194855564,429.733970126551,429.492180202349,5.13442991959911,431.054957821473,426.754078408664,5.10770693908283,430.581695686957,430.310846627006,5.1415009611766,428.904591311321,431.813536284173,5.10337502896143,430.756647639939,4.75089151314435,2.8392518016542,0.251883620240723,3.6575,2.99,1.32,0.9425,0.3825,2.217925,1.00475,1.90165,1.6615,0.5592,1.215825,0.4252,98.68287,89.67,1.67825,1.93,1.89,1.83,2.03,1.99,1.9,-1.0475,3.75,0.295,300.7,318.15,319.1,319.9,0.23,0.41,0.41,0.29,0.2,0.19,0.28,0.09,0.04,0.05,2.274,2.987,4.383,4.974,5.294,6.036,6.925,7.786,8.477,3.204,2.2865,4.795,5.365,6.703,7.294,7.663,10.1105,2.987,3.699,4.662,5.177,5.503,6.181,6.499,7.001,2.526,3.159,3.92,5.158,4.798,6.597,7.0135,8.8305,10.8445,2.118,2.719,3.694,4.269,4.658,6.0265,7.9515,8.563,10.15,-6.931,-9.5325
1,5.25,0.729593434072119,6.09777419616088,0.541045198308128,-4.53862145867159,3.3326825875234,0.957819776663043,424.921800712394,6.34717793200431,429.880084085258,5.14206103135514,430.052923945365,430.190949847678,5.1422754137119,428.944140586053,429.907131156861,5.14055046173976,429.167192420156,425.549351707851,5.09445183835642,430.824097060241,431.823967472198,5.10338270045098,430.388130715627,432.076880711348,5.06952670256897,430.420887066311,4.90775905585308,2.31058701262788,0.237137461431053,3.9,3.23,1.4375,0.97,0.39,1.9257,1.122,1.508525,1.4017,0.5486,0.84945,0.292025,98.6767725,89.03,1.60575,1.905,1.745,1.745,1.82,1.9325,1.925,-1.0075,3.725,0.34,300.925,317.475,321.025,319.9,0.23,0.38,0.375,0.225,0.2,0.2,0.27,0.1,-0.0275,0.04,2.2415,2.908,4.3505,4.96175,5.29775,6.034,6.91,7.77425,8.464,3.18075,2.283,4.7735,5.34975,6.7015,7.2645,7.658,10.09375,2.99875,3.658,4.60325,5.1705,5.48475,6.1805,6.497,6.996,2.51925,3.106,3.9105,5.1595,4.804,6.6155,6.962,8.82175,10.8635,2.0325,2.6835,3.69375,4.245,4.65525,6.0265,7.91825,8.55825,10.15925,-7.67175,-9.6
1,5.75,0.534941013699991,3.03037226541083,0.537324183038377,-7.69940111643634,0.836480304045902,1.01637493607224,424.949926163988,6.21695882991598,430.483767616131,5.12760844358437,428.326118579799,430.818780530362,5.11477230949005,429.436233954707,430.507950518693,5.08844117686994,431.027819557407,425.240301906254,4.92573613377289,429.646823922292,431.113333132886,5.06310210991412,429.049927802508,431.922449895156,5.04815696286563,430.214045526177,4.77378573223843,2.49541050869923,0.233778878143536,4.09,3.27,1.4875,1.0575,0.39,1.92515,0.9125,1.4974,1.3166,0.334925,0.50555,0.23155,98.649665,90.05,1.6283,1.6775,1.62,1.6375,1.65,1.8075,2,-0.98,3.8,0.29,300.125,317.325,321.7,320.025,0.23,0.38,0.37,0.2325,0.21,0.19,0.27,0.1,-0.025,0.04,2.1595,2.86775,4.30075,4.95525,5.309,6.031,6.909,7.784,8.475,3.1295,2.264,4.765,5.3515,6.707,7.294,7.6565,10.1055,2.91275,3.5955,4.58,5.166,5.479,6.195,6.5,6.992,2.48125,3.089,3.90225,5.173,4.811,6.615,6.958,8.825,10.8415,1.954,2.64375,3.69075,4.258,4.672,6.027,7.9435,8.561,10.145,-6.803,-9.25
1,6.25,0.768549168345495,3.32024717170144,0.514873332271465,-8.78381198941432,1.86174628675068,0.970690202588833,424.866091622877,6.08659981855923,430.641918198812,5.18909703572469,429.624646064935,430.035150588534,5.14727236104786,430.707816223077,430.423130579978,5.15284952370123,430.895149057796,425.339585455204,5.13452198688001,431.233315182292,431.001811307048,5.22779929053282,429.90501196282,431.994858241281,5.16478315780403,430.937159006499,4.81087830886813,2.48039746474738,0.256719999641381,3.9275,3.12,1.41,0.99,0.37,1.3181,0.46125,1.31215,1.14545,0.256025,0.2691,0.09605,98.66532,89.875,1.6762,1.46,1.38,1.32,1.4175,1.7,2,-1.0025,3.7,0.26,298.7,316.55,318,318.8,0.23,0.4,0.4,0.3,0.2,0.1925,0.27,0.09,0.02,0.04,2.115,2.871,4.298,4.953,5.317,6.029,6.907,7.783,8.474,3.046,2.2285,4.756,5.3425,6.693,7.295,7.6605,10.103,2.881,3.494,4.549,5.161,5.471,6.202,6.503,6.9895,2.45,3.094,3.903,5.181,4.819,6.622,7.00025,8.823,10.8405,1.919,2.624,3.697,4.25,4.665,6.0285,7.939,8.559,10.143,-7.618,-10.445
1,6.75,1.27504606171828,2.88700488868821,0.516030488861106,-9.39663155626129,2.35612395311773,1.0075727311695,424.842511914806,6.02961842494629,429.076862777685,5.22783444443921,428.916085568966,429.267984312295,5.23047861515126,427.301275756527,429.416245193209,5.21607781002827,431.846637954082,425.238587720406,5.16136168748695,430.726747239402,430.217057175327,5.23467212551961,430.784256448481,430.884836352397,5.15762073624288,432.070225535948,4.92803427562377,2.20028865904539,0.233914699476426,4.03,3.29,1.5325,1.0575,0.41,1.22505,0.245,0.9742,0.90575,0.209075,0.2771,-0.00155,98.7011925,90.65,1.6391,1.455,1.4225,1.38,1.4625,1.6675,2.05,-0.975,3.85,0.36,300.35,316.45,318.175,318.175,0.23,0.385,0.36,0.2325,0.2,0.2,0.27,0.1,-0.025,0.0325,2.15225,2.86225,4.2895,4.94525,5.3255,6.07025,6.93125,7.7715,8.461,3.122,2.224,4.7635,5.34275,6.679,7.302,7.65875,10.08625,2.76325,3.49275,4.555,5.17925,5.51975,6.2275,6.504,6.989,2.44175,3.031,3.8975,5.17375,4.8375,6.62025,6.99775,8.8175,10.83325,2.00075,2.625,3.70225,4.2465,4.6745,6.0285,7.9345,8.555,10.12525,-7.85475,-10.1975
1,7.25,1.1892589111208,3.53651335877979,0.511835412957449,-4.56609789319416,1.81029327290454,0.942028039383473,424.277405606238,5.7726811678829,431.695036844565,5.18866584956381,430.832113298312,431.684044524474,5.1964118990216,430.4189810437,431.552781632201,5.20453251682739,431.597711478526,426.34578290154,5.12981096429866,431.719420699597,432.14982508011,5.21619883295402,431.850889463607,432.880564556263,5.16917780382692,431.884380988192,4.87888611431276,1.97232787700342,0.231971598207006,4.025,3.295,1.47,1.065,0.39,0.9995,0.344,0.944825,0.90345,0.2752,0.1565,0.089,98.7121525,90.91,1.4316,1.3675,1.31,1.385,1.455,1.67,2.375,-0.57,4.2,0.4,302.475,316.45,318.8,317.35,1.225,1.175,1.165,0.7225,0.5725,0.56,0.38,0.405,0.2725,0.28,2.08475,2.846,4.2665,4.9235,5.324,6.03925,6.91075,7.7495,8.43625,3.0455,2.2825,4.752,5.32425,6.664,7.29725,7.65525,10.06675,2.7365,3.50075,4.5215,5.15875,5.4895,6.22,6.5035,6.984,2.4315,2.9975,3.91575,5.143,4.83475,6.617,6.90575,8.80075,10.8825,1.938,2.6175,3.69375,4.23675,4.653,6.035,7.868,8.54725,10.17475,-7.852,-7.06
1,7.75,2.76270536297949,3.09851664922904,0.520181702075863,-4.8692678370219,2.94186569806241,1.02049142820332,424.771656293413,5.60396619279039,430.006845872943,5.22983949293677,429.933879169381,430.513657964415,5.18487685894044,429.594018583267,429.705157843263,5.20425661590422,431.186777155251,427.163494645954,5.16474014555036,431.872813742719,431.039062208072,5.2167694159848,431.926533264641,432.633832678551,5.17597487318909,432.679849638436,4.82563350635604,1.79168787966393,0.221923198625213,3.98,3.2675,1.47,1.055,0.41,0.8998,-0.055,0.509225,0.438125,1e-04,0.078025,-0.28625,98.7573875,91.1575,1.43135,1.315,1.33,1.365,1.4,1.6125,11.175,15.6575,13.9,4.6575,299.35,316.2,317.675,317.3,26.5025,25.2575,22.585,15.5625,12.12,11.14,4.045,9.1,7.7125,7.4025,1.9955,2.799,4.25875,4.9205,5.326,6.0675,6.90775,7.7485,8.4345,3.005,2.307,4.7325,5.314,6.6585,7.2975,7.6565,10.064,2.716,3.486,4.4985,5.15975,5.502,6.22375,6.503,6.9805,2.427,2.95175,3.90125,5.13725,4.8365,6.6105,6.90375,8.81,10.847,1.79125,2.609,3.67775,4.2295,4.6455,6.037,7.926,8.549,10.17275,-7.91175,-6.38
