DOY2,HR2,CO2,CO2_SIGMA,FC,SC,H2O,H2O_SIGMA,H,SH,LE,SLE,PA,RH,TA,T_SONIC,T_SONIC_SIGMA,VPD,PPFD_IN,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,TAU,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS,G_1_1_1,G_1_2_1,G_1_3_1,G_1_4_1,TS_1_1_1,TS_1_2_1
1,0.25,543.521625,57.7197864957499,14.803895,5.00590625,23.90532,4.2123279445,12.2247875,0.7822838,36.299085,9.65488,102.3655,100,21.481875,24.80785,0.664199125,5.9834605,2.8569985,-1.0179196,0.1411988125,2.537412525,410.5516975,420.45565,-0.00116,0.380629,1.043079593175,1.011539820525,0.4651974931,3.229125607025,10.62971,1.56289267499999,2.95991,2.76978035,22.20295,21.6955
1,0.75,546.37625,66.1379698449999,22.954175,4.838885,23.66529,3.30028322685,19.1246850000001,0.8329283,72.7192625,2.09067875,102.345025,100,21.48625,24.869775,0.644779726,5.897241,2.8681685,-0.649248392500007,0.0405507946999991,2.32490785,416.6125425,420.985775,-0.00115925,0.421571475,1.091376388075,0.978861860949999,0.49748913445,3.1687286794,10.3675825,1.19754098249999,2.69320025,2.5743558,22.046525,21.57675
1,1.25,496.4611,61.8135092709999,14.842666,32.2302699999999,23.5036675,3.431758297,75.3933622499995,0.998404925,50.6112475,2.1047035,102.3267,100,21.6156,25.0025,0.59576704195,4.813264,2.827023,-0.479649275000001,0,2.39308065,411.205475,421.71645,-4.27000000000017e-05,0.3922206,1.005761805,0.84034263035,0.45113370015,2.7914105,10.011703,0.866996584999991,2.29860125,2.3976159,21.953525,21.512675
1,1.75,482.4828,58.9919665385,17.97423,35.71634,23.83984,7.48483833579999,13.1341325,1.2446375,39.654275,1.875735,102.3107,100,21.5852,25.085875,0.855250273975,4.18330875,2.8866625,-0.113740225000003,0.289022625,2.69712935,411.714325,421.6901575,-0.000805075,0.42000365,0.991524723,0.832026765525,0.48253149895,3.146801550175,10.1037175,0.488367674999998,1.96005485,2.16308735,21.86525,21.44855
1,2.25,494.6203,107.594272635,14.51792,38.6031499999999,24.006205,6.0921415695,42.9354700000001,1.59385875,52.8759174999997,2.25535375,102.303075,100,21.6376,25.09705,0.6130209032,3.9994455,2.953861,-0.0770182597500002,0.313223745,2.599910275,410.1573775,421.692975,-0.000847625000000001,0.412065225,1.003407411875,0.826165230325,0.482237937875,3.53891354325,10.31472,0.489870397499999,1.78884685,2.0273019,21.781825,21.3863
1,2.75,522.720625,114.449847505,47.675445,27.35045,23.42899,5.03770059625,5.74936799999999,0.8174053,42.022055,1.8814055,102.2786,100,21.2962,24.6962,0.739457599999999,3.588938,2.9967175,0.177192945,0.0843786099999995,2.555959525,414.08482,420.512875,-0.0006494,0.420375,1.0026937408,0.8303057904,0.4690787282,3.37821565545,11.074181,0.627185072499999,1.681293975,2.0709848,21.711175,21.32245
1,3.25,535.0663,100.5000656675,47.2483874999999,41.9600550000001,23.24931,4.395242977525,8.55294900000001,1.1048725,71.4009899999998,1.7552985,102.2554,100,21.1836,24.82792,0.712904172099998,3.551983,3.044826,-0.0145558450000035,0.0263639924999993,2.346810275,413.60813,420.10825,-0.000987300000000003,0.4552485,1.11728168535,0.8031954992,0.50506880765,3.5763425937,11.339085,0.973968949999999,2.002856,2.2359913,21.6415,21.256425
1,3.75,643.44195,112.39144454,15.2652399999999,42.8200924999998,23.505775,6.15689751559995,10.3623075,0.972137324999999,34.62818,1.508642,102.237875,100,21.439125,24.921775,0.937911511874999,4.2387325,3.0782955,-0.0947821325000013,0.0463332374999988,2.163581675,420.7423,421.4358325,-0.00092745,0.48614,1.1866014644,0.88021138875,0.51854328735,3.450156603075,11.4472875,1.22406825,1.974576,2.70392075,21.535925,21.18895
1,4.25,581.5105,141.98126697,30.2437275,10.3262215,23.69796,7.122483183275,4.223639,1.280514,62.3360899999999,5.37506,102.2209,100,21.703125,24.8662,0.62941128845,4.421956,3.14272,0.0220407524999967,0.137702485,2.2575264,422.18646,423.415325,-0.0010385,0.455561249999999,1.15069688535,0.916416281249999,0.48715029275,3.82087792115,11.45916,1.42843025,2.172111075,3.0573376,21.43675,21.13015
1,4.75,667.1349,67.23174900475,32.342735,10.985039,24.14047,4.2136585318,2.48441399999999,1.14663,79.4758799999992,1.743304,102.2151,100,21.898625,25.3185,0.687345442349999,3.8740525,3.1820225,-0.120058975,0.1713775325,2.5484126,422.24483,424.8394325,-0.000745,0.41585675,1.2219624228,0.975710915699998,0.49941096705,3.8966672135,13.76362675,1.761222425,3.20308955,4.1876843,21.43005,21.078525
