DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,PA_1_1_2,VPD,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,LW_IN,LW_OUT,PPFD_IN,RH,G_1_1_1,G_2_1_1,G_3_1_1,SW_IN,SW_OUT,TA
1,0.25,0.00504515,0.3406546,54.84064,0.258874,7.20231,0.5490614,5.891322,101.6178,0.3166455763,434.8436,5.84659,1.76274,1.648398,0.7686256,0.5705568,297.033,317.7042,0.1214,88.36664,-0.1504802,-0.722767,-0.0974333403999998,0.56065,0.8488736,4.34807499999999
1,0.75,0.00303204800000001,0.9944934,55.45072,0.2175634,7.265914,0.5271718,5.92044,101.5962,0.31270406065,435.9274,5.8707,1.751004,1.626684,0.7809854,0.5078846,294.2318,317.651,0.115733,88.26064,-0.1508598,-0.7222598,-0.0974333403999998,0.815022499999996,0.620047,4.36736750007499
1,1.25,0.012962572,1.219866,53.74492,0.844272000000001,6.326682,0.4978068,6.066386,101.552,0.312975719,436.4042,5.931906,1.682342,1.600186,0.7336368,0.7446242,294.8618,317.6046,0.1153598,88.8613,-0.1513002,-0.7218264,-0.0974333403999998,0.640739999999998,0.635173,4.51089999999999
1,1.75,-0.004464,0.8910298,46.9401,1.3923174,5.652236,0.4688178,5.906378,101.5334,0.317240086025,435.2526,5.96418,1.7027,1.569482,0.6812506,0.9023966,294.737,317.5614,0.1159598,89.25936,-0.151733,-0.72088,-0.0974333403999998,0.265855833075,1.6159294,4.43947499999999
1,2.25,0.00699600000000001,0.7019738,43.230938,0.9757982,5.361414,0.4480022,5.751588,101.548,0.2881886095,434.6608,5.955316,1.52866,1.523534,0.634971,0.7172082,293.7436,317.3376,0.120307,90.44066,-0.150747,-0.7215064,-0.0974333403999998,0.237065000075,1.2534,4.38227499999999
1,2.75,0.01235,0.385422,44.95102,1.732986,5.500974,0.4316942,5.497428,101.5632,0.268677190475,434.832,5.905878,1.521272,1.656004,0.6353456,0.5953602,298.9106,317.0476,0.1195864,90.54136,-0.15052,-0.7208802,-0.0974333403999998,0.332927499999999,0.944409400000001,4.202775
1,3.25,0.01644,0.6907812,37.73386,2.2249886,5.388454,0.444612,5.279896,101.5472,0.296436261525,435.2584,5.79284,1.657206,1.568632,0.618615,1.1413926,297.0956,316.8776,0.1330002,91.35798,-0.1499536,-0.7207736,-0.0974333403999998,0.426099999999999,0.9313736,4.07004249999999
1,3.75,0.006770392,9.15379600000001,46.94942,1.784814,5.296038,0.434941,5.508372,101.5268,0.29045099945,436.8996,5.702134,1.580896,1.622386,0.6464524,0.7401836,298.4542,316.733,0.1296134,93.79136,-0.1511734,-0.7210336,-0.0974333403999998,0.380924999999999,0.75566,4.13577749992499
1,4.25,0.0074646624,8.61977930500001,46.321579,1.780841565,5.4044011,0.44117746,5.5264741,101.501145,0.2879806497,436.810615,5.620887,1.5973422,1.62086025,0.65333462,0.76125055,298.862135,316.67881,5.72472156,93.6372395,-0.148537915,-0.720033595,-0.0974333403999998,0.346353333074999,3.1441395,3.90094000007499
1,4.75,0.0081589328,8.08576261000001,45.693738,1.77686913,5.5127642,0.44741392,5.5445762,101.47549,0.28037447925,436.72163,5.53964,1.6137884,1.6193345,0.66021684,0.7823175,299.27007,316.62462,11.31982972,93.483119,-0.14590243,-0.71903359,-0.0974333403999998,0.402223333075,5.532619,3.84597249999999
