DOY2,HR2,USTAR_1_1_1,USTAR_1_2_1,WS_1_3_1,WS_1_9_1,FC_1_1_1,FC_1_2_1,H_1_1_1,H_1_2_1,LE_1_1_1,LE_1_2_1,SH_1_1_1,SH_1_2_1,SLE_1_1_1,SLE_1_2_1,SC_1_1_1,SC_1_2_1,CO2_1_1_1,H2O_1_1_1,CO2_1_2_1,H2O_1_2_1,TA_1_9_1,TA_1_7_1,TA_1_6_1,TA_1_3_1,TA_1_2_1,TA_1_1_1,TA_1_5_1,TA_1_4_1,TA_1_8_1,RH_1_9_1,RH_1_7_1,RH_1_6_1,RH_1_3_1,RH_1_2_1,RH_1_1_1,RH_1_5_1,RH_1_4_1,RH_1_8_1,WS_1_10_1,WS_1_8_1,WS_1_7_1,WS_1_6_1,WS_1_5_1,WS_1_4_1,WS_1_2_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_BC_IN,LW_OUT,LW_BC_OUT,PPFD_IN,PPFD_BC_IN,PPFD_OUT,PA,G_1_1_1,G_1_1_2,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1
1,0.25,0.000655425,0.00158475,0.1891025,0.0507,-0.3170293,-0.39358255,-51.5114636,-52.03566725,-1.4436321,-1.04124365,-10.990377025,-2.03965515,-1.5560974,-0.30476805,-0.4286526,-0.091345,332.9211815,0.1524818,319.55327885,-0.29312455,-44.19358335,-43.883833,-43.46208335,-42.033249825,-41.753333,-41.69966665,-42.96325015,-42.030083,-42.635000025,45.8575,44.27566685,43.56883315,41.933667,40.25366685,40.09850015,39.841,39.1529999,39.85616665,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,-5.8480516,-4.211239625,129.861628525,130.663844325,156.745937025,153.8798491,0,0,0,96.2475,-48.22683335,-29.776833,-6.1466,-4.058325,-2.499875,-1.555675,-0.720375,-0.49725
1,0.75,0.0007005,0.001575,0.2208901,0.043775,-0.2011267,-0.3198325,-45.61726875,-59.9499695,-1.6904681,-1.552217,-5.527338,-1.71123355,-0.90579965,-0.5390565,-0.5488591,-0.11350575,332.65143465,0.1473852,319.87446025,-0.26333675,-44.04541665,-43.91591665,-43.738833,-42.595749825,-42.326750175,-42.085833,-43.210583,-42.442167,-42.78783365,46.22849985,44.4343333,43.3841667,41.99099985,40.198167,39.99850015,41.139,40.1730001,44.2335003,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,-5.889894,-4.1982261,130.6221606,130.6364245,156.4447507,152.715569,0,0,0,96.2475,-48.187333,-29.81225,-6.173625,-4.080875,-2.5044,-1.565675,-0.734675,-0.5015
1,1.25,0.0007282,0.00162175,0.099974025,0.0428675,-0.55659315,-0.549119875,-42.4779032,-47.77875145,-1.29436915,-1.280345875,-14.0036286,-2.2879712,-1.016188,-0.510003125,-0.4670103,-0.1240855,332.8187042,0.15013035,319.350539375,-0.326168125,-44.04133335,-43.95116665,-43.787167,-42.733250175,-42.492167,-42.419416825,-43.408833575,-42.597666425,-43.071917,45.20749985,43.710667,43.12599985,41.90599985,39.9825,39.9036667,39.986667,39.6703331,43.0219997,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,-5.8876933,-4.3373613,130.21187725,130.38529865,156.95172325,152.706537675,0,0,0,96.282500175,-48.14983335,-29.8695,-6.2046,-4.102,-2.880175,-1.572725,-0.7432,-0.507225
1,1.75,0.00075825,0.0048075,0.1634008,0.05021,-0.293441,-0.4804822,-43.6191415,-56.33991175,-1.7685715,-1.4839522,-4.83351875,-1.238215,-1.3721086,-0.4800214,-0.3571634,-0.09854,332.760004,0.1549303,320.3195694,-0.291436,-44.186749825,-44.05075,-43.944500175,-43.033083,-42.71658335,-42.44566665,-43.602583,-42.833,-43.413416675,44.544333,43.14100015,42.54850015,41.48366685,39.6056667,39.46000015,39.287,39.0276669,42.559167,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,-5.972334325,-4.3205876,131.01738755,130.538708775,156.514539325,152.748043975,0,0,0,96.2475,-48.255833,-29.876916825,-6.232825,-4.120875,-2.892,-1.577725,-0.750975,-0.510375
1,2.25,0.000861375,0.0016675,0.16932695,0.0422,-0.268072375,-0.3105262,-49.8219668,-51.105498625,-1.6928301,-1.3677034,-5.9120725,-1.703186625,-1.18997835,-0.4527527,-0.2902655,-0.0534,331.450700325,0.143808075,320.5202827,-0.3412499,-44.421333175,-44.11416665,-44.049667,-42.765583,-42.572083175,-42.206917,-43.75850015,-42.694916425,-43.35183365,44.8441667,43.242667,42.614,41.3701667,39.5593333,38.7841667,38.9610001,38.6163331,41.743,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,-6.014096775,-4.493677425,131.231075625,130.78625295,156.491576675,152.6485623,0,0,0,96.3,-48.38925,-29.84141665,-6.2532,-4.141425,-2.9032,-1.58705,-0.759125,-0.511325
1,2.75,0.000720825,0.001516,0.187482625,0.0434,-0.564332,-0.456272625,-43.292419275,-58.5584476,-1.122661,-0.9106025,-18.133478075,-3.2690564,-2.451545,-0.260738,-0.32429,-0.0494875,331.619819,0.143366,320.19655075,-0.299292,-44.386916825,-44.092749825,-43.93525,-43.044166825,-42.799583,-42.58625,-43.583666575,-42.975083575,-43.5015003,45.24350015,43.7143333,43.05449985,41.91816685,40.10016685,39.55549985,39.7093331,38.9050001,42.61283335,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,-5.8538984,-4.396245825,131.410583425,131.018321425,156.231149025,152.800580375,0,0,0,96.282500175,-48.523583,-29.815249825,-6.273,-4.16055,-2.9126,-1.5899,-0.765075,-0.5129
1,3.25,0.000715925,0.001495,0.1767791,0.0454025,-0.48087095,-0.56019535,-53.78724995,-65.008009,-1.887598375,-0.9429178,-12.914594075,-2.496037,-1.8571514,-0.402278675,-0.193272375,-0.10925015,331.68804755,0.14948355,319.871834375,-0.299210775,-44.34241665,-44.17258335,-43.807833,-42.579250175,-42.22283335,-42.114166825,-43.535916575,-42.746083,-43.658499975,44.989833,43.52800015,42.9301667,41.31649985,39.96716685,39.062833,39.9953331,39.231333,43.47283335,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,-6.071015325,-4.32156595,131.07052735,130.807514825,156.1416963,152.4797146,0,0,0,96.2475,-48.697166825,-29.784666825,-6.288575,-4.178575,-2.68335,-1.596325,-0.769125,-0.51395
1,3.75,0.000719,0.0015015,0.2780134,0.04023,-0.547075,-0.331981375,-48.087579475,-56.5390623,-0.869094,-0.908849375,-11.1590307,-1.80670755,-1.883962,-0.21647475,-0.211185,-0.0948625,331.08466,0.118826,320.493789625,-0.33017075,-44.48241665,-44.208750175,-43.955917,-42.776416825,-42.52341665,-42.397333,-43.183333425,-42.30999985,-43.65883335,46.37849985,43.3293333,42.409333,40.6503333,39.3855,38.45583315,39.8280001,39.0313331,43.5,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,-6.05149105,-4.26779985,130.600342325,130.254036525,156.108510225,152.4916506,0,0,0,96.315833175,-48.854249825,-29.756916825,-6.294925,-4.192225,-2.558,-1.600375,-0.777325,-0.514425
1,4.25,0.00078565,0.001457,0.32453615,0.03632,-0.38222165,-0.38069395,-46.5308496,-53.825329375,-1.686213775,-0.337135175,-6.591725125,-1.986601925,-1.91216825,-0.2621742,-0.649285675,-0.0847325,331.18354295,0.16290775,319.857406425,-0.28052345,-44.42525,-44.09783335,-43.867417,-42.625499825,-42.475749825,-42.57191665,-43.14225,-42.289833575,-43.947333,48.4736667,45.621167,43.73116685,41.1613333,38.95666685,37.8381667,42.7346668,40.4613331,46.757833,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,-6.0168244,-4.2874402,130.479459425,130.0470037,156.31350545,152.198063125,0,0,0,96.2475,-48.977416825,-29.727249825,-6.296725,-4.201025,-2.565325,-1.607275,-0.784425,-0.51395
1,4.75,0.0007563,0.0013385,0.18365205,0.0502575,-0.473749425,-0.366474475,-46.92349475,-49.303267075,-1.8363793,-1.135451475,-11.76950845,-1.196780025,-1.185298225,-0.28267575,-0.690019,-0.1388136,331.619199375,0.13390075,319.8111683,-0.276646075,-44.54416665,-44.519167,-44.095249825,-42.69383335,-42.509499825,-42.396499825,-43.229916425,-42.438416575,-44.138333,45.346167,43.332667,42.6463333,41.67749985,39.9213333,38.581333,40.8746668,39.6936669,42.906833,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,-5.993854175,-4.34098025,131.23262105,130.164119325,156.225706425,152.37432515,0,0,0,96.2475,-49.04183335,-29.70266665,-6.29395,-4.212825,-2.574925,-1.6137,-0.791625,-0.518
1,5.25,0.000841125,0.00148,0.21938315,0.049965,-0.55914955,-0.24005305,-51.45307865,-60.634095,-0.8752529,-1.236006725,-10.2517134,-4.530198,-0.95064255,-0.518512775,-0.3901782,-0.0654325,331.7756095,0.1378428,319.717376775,-0.305805675,-44.437749825,-44.432666825,-44.10858335,-42.957583175,-42.677333175,-42.55,-43.491166425,-42.86949985,-43.8535,46.92700015,45.794333,45.3975,44.722167,41.99100015,41.05783315,42.5026668,40.3733331,42.44433365,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,-5.929502025,-4.117740975,130.93915935,130.604769125,156.147310175,152.35106825,0,0,0,96.2,-49.11941665,-29.690583175,-6.292025,-4.2161,-2.583725,-1.6217,-0.798975,-0.51905
1,5.75,0.000812125,0.0015745,0.156585,0.050745,-0.47368495,-0.44047895,-51.753855125,-46.84098,-0.8660536,-1.5764728,-17.475456625,-1.3404862,-1.4636508,-0.252649225,-0.3834004,-0.065045,331.5944891,0.16081885,320.225608475,-0.2578558,-44.564499825,-44.532583,-44.323917,-42.7025,-42.427250175,-42.312083,-44.220166575,-43.063333575,-43.854916675,46.5956667,45.48716685,44.37733315,41.9381667,40.034833,39.8585,42.104667,39.862,43.327333,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,-5.8599931,-4.35238895,130.647232775,130.30463,156.62059375,152.1687869,0,0,0,96.115833175,-49.171666825,-29.67533335,-6.3196,-4.2422,-2.5939,-1.68715,-0.81265,-0.52065
1,6.25,0.000801225,0.0015635,0.29326125,0.04956,-0.706268175,-0.4733513,-49.934420525,-58.9878354,-1.35880525,-1.3630577,-8.688079575,-1.4039427,-1.045800825,-0.35043865,-0.42119335,-0.103438,331.4041035,0.156996475,319.2741947,-0.2886813,-44.588583175,-44.575333,-44.44466665,-42.551250175,-42.22008335,-41.94166665,-43.90650015,-42.578583425,-43.840583325,46.92150015,44.0901667,42.81316685,42.0255,40.05366685,39.86983315,40.5103331,39.7780001,43.82433365,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,-5.7299633,-4.139479475,130.740718875,130.0426595,157.6905636,152.499088775,0,0,0,96.1,-49.225666825,-29.66183335,-6.298575,-4.234525,-2.5996,-1.6926,-0.814275,-0.5202
1,6.75,0.0007443,0.0012595,0.159765275,0.050205,-0.5500965,-0.4079219,-49.428063,-55.639560325,-1.665169625,-0.851162,-13.8825362,-2.382887725,-1.65405975,-0.3167939,-0.566661375,-0.08315,331.3036505,0.12101025,320.3161322,-0.3416243,-44.52466665,-44.35,-44.2345,-43.017749825,-42.625083175,-42.413417,-44.106167,-42.965166575,-43.6755,46.12516685,43.50083315,42.997333,42.17016685,40.20483315,39.99949985,40.4643332,39.7669999,44.0095003,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,-5.8849562,-4.183093625,130.309583425,131.014234525,157.16387,152.749834925,0,0,0,96.082500175,-49.259166825,-29.654375,-6.3315,-4.25965,-2.60935,-1.7034,-0.82285,-0.52395
