DOY2,HR2,FC,LE,H,FCH4,CO2,H2O,CH4,USTAR,WS,T_SONIC,TA,RH,PA,TS_1_1_1,PPFD_IN,FCH4_1_1_1,FCH4_1_1_2,CH4_1_1_1,CH4_1_1_2,SW_IN
1,0.25,-0.4387135,-2.106017,-21.23922175,9.2145,395.8631195,1.703544,1910.6955,0.0626155,0.34747525,-20.172318,-23.315,79.045,95.13363325,0.501,0,12.271,7.7415,1962.835,2003.2395,-2.30025
1,0.75,-0.41039525,-2.10413075,-17.2564235,7.33025,395.574986,1.6784345,1911.99475,0.059693,0.3347335,-20.31284575,-23.465,78.6925,95.133042,0.50025,0,12.081,8.975,1988.256,2003.141,-2.09725
1,1.25,-0.4351785,-1.894386,-19.846376,5.92575,394.86714725,1.6849795,1914.1775,0.067839,0.339929,-20.1423525,-23.9075,79.4775,95.141196,0.50025,0,12.8575,8.88025,1981.276,2004.802,-1.7845
1,1.75,-0.39002525,-1.9145135,-17.430546,7.25425,394.90598425,1.68002275,1911.475,0.066835,0.434687,-19.65865975,-23.7125,78.98,95.178658,0.503,0,11.17225,9.51225,1992.369,2005.41925,-2.35975
1,2.25,-0.440757,-2.063382,-17.121437,5.538,394.894059,1.754047,1912.257,0.065026,0.394406,-19.7676135,-23.505,79.0025,95.199073,0.506,0,10.84,10.0935,1973.22,2002.1415,-1.89675
1,2.75,-0.443495,-1.64285,-16.32599175,7.025,394.975867,1.787154,1910.786,0.06226925,0.34468675,-19.661134,-23.4475,78.745,95.183988,0.50625,0,13.0925,10.4035,1984.106,2003.205,-1.435
1,3.25,-0.475111,-1.4266485,-16.759262,5.91,395.1953285,1.7981235,1911.49925,0.06583775,0.37970975,-19.5650795,-23.53,78.875,95.183286,0.50625,0,11.269,10.47725,1977.445,2004.575,-1.3585
1,3.75,-0.43863925,-2.20543025,-18.3882555,6.6575,394.8544315,1.77793425,1910.555,0.0629365,0.367561,-19.6304205,-23.56,79.1425,95.139627,0.50625,0,12.018,9.36525,1967.781,2006.16625,-2.02575
1,4.25,-0.3653645,-1.82849325,-16.04893,8.57075,394.92159375,1.797521,1906.6765,0.0677335,0.4125195,-19.308423,-23.565,78.7175,95.144426,0.50625,0,11.0655,8.45775,1994.3965,2005.082,-1.4925
1,4.75,-0.388103,-1.5882975,-15.3885845,6.997,395.259542,1.848933,1899.5155,0.069086,0.415591,-19.44701075,-23.955,78.4875,95.115502,0.50625,0,14.077,9.62125,1989.93425,2000.13425,-1.19025
1,5.25,-0.41180875,-1.2526515,-14.54761725,8.1615,395.7402415,1.82754325,1906.14,0.06299325,0.39927225,-19.446093,-24.145,78.3575,95.107626,0.506,0,13.24,10.833,1990.21375,2001.018,-0.9935
1,5.75,-0.43623975,-1.783879,-16.84138925,7.936,396.222362,1.81066,1910.357,0.06643575,0.38430175,-19.269509,-23.8125,78.035,95.100501,0.506,0,13.507,10.522,1983.4585,2003.442,-1.908
1,6.25,-0.3806845,-1.981954,-15.0824505,8.193,396.269521,1.813724,1907.0855,0.063134,0.395346,-19.397449,-23.83,78.33,95.111608,0.506,0,13.874,9.3415,1971.35825,2001.14175,-1.76625
1,6.75,-0.3899095,-1.94932525,-15.47073425,7.472,396.61535825,1.83571425,1909.33375,0.069138,0.4065045,-19.521627,-23.44,78.25,95.11454,0.5015,0,11.7185,8.9625,1970.48575,2002.021,-1.45
1,7.25,-0.410762,-1.790611,-13.054879,6.6105,395.652955,1.817803,1904.1695,0.0694965,0.401709,-19.706601,-23.7775,78.525,95.111539,0.5035,0,13.1345,8.63,1972.09575,2001.21575,-1.127
1,7.75,-0.281625,-1.9550625,-13.4806825,7.7445,395.591995,1.85007625,1903.5145,0.070649,0.4388935,-19.8208865,-24.09,78.96,95.125361,0.4935,0.721,12.33,9.179,1968.17325,2001.229,-0.1625
1,8.25,-0.40061175,-1.766588,-14.0878205,6.034,395.0143105,1.8399695,1906.039,0.067006,0.43266,-19.808855,-23.8325,79.0975,95.163587,0.487,6.16475,10.70125,9.2545,1994.33575,1998.8225,4.842
1,8.75,-0.5190615,-1.9842025,-14.95740325,5.74175,396.0358875,1.7655685,1908.238,0.072991,0.4910835,-20.40402275,-23.5275,78.4625,95.162339,0.4905,16.55225,12.0735,9.933,1992.3145,2000.4035,16.3225
1,9.25,-0.4880845,-1.533058,-18.518704,6.59425,395.399825,1.7512075,1903.915,0.08920425,0.6696795,-20.555271,-22.545,78.29,95.21278875,0.4855,32.348,10.3795,8.102,1967.541,2001.05,29.76
1,9.75,-0.46326225,-1.85337675,-18.039795,8.8715,395.07857425,1.64359675,1899.0495,0.0972055,0.861662,-20.527416,-21.645,77.0925,95.221515,0.4855,49.23625,10.28075,10.502,1944.47,2001.1615,42.79
1,10.25,-0.507408,-1.810749,-15.41204025,5.70825,395.642035,1.6578395,1909.625,0.1133485,0.999718,-20.1230245,-20.405,74.135,95.22601475,0.4895,64.98275,10.892,10.084,1973.74575,1999.24425,67.3425
1,10.75,-0.480821,-0.740731,-13.1533075,7.42275,395.4375625,1.620608,1903.31325,0.12053,1.139245,-19.5296875,-19.3525,71.28,95.22660775,0.49475,90.375,11.83425,8.611,1981.458,1996.86075,85.8
1,11.25,-0.4782475,0.00921775,-11.53751675,7.347,395.035765,1.70362425,1906.797,0.126413,1.220001,-18.742638,-18.46,67.97,95.197673,0.4955,113.37,8.7465,8.852,1985.995,1997.81425,98.5
1,11.75,-0.5746155,0.406922,-10.9563175,6.084,394.55646875,1.739069,1898.96875,0.12938925,1.21189175,-18.183178,-17.945,64.5875,95.181755,0.4985,137.01,9.886,9.029,1971.29525,1994.91725,93.35
1,12.25,-0.637797,1.103148,-9.279969,7.31,395.146328,1.77325625,1898.7525,0.1401865,1.33977475,-17.595186,-17.4475,62.5675,95.138032,0.49925,145.81,6.592,7.448,1952.6095,1992.146,105.975
1,12.75,-0.60943025,0.940725,-9.77389475,7.65225,394.3314945,1.79649525,1892.969,0.1366,1.332846,-17.282087,-16.815,61.365,95.099373,0.4835,149.8725,11.531,9.30225,1896.4145,1990.509,99.125
1,13.25,-0.654679,1.356945,-9.437965,6.465,394.04784675,1.80759375,1893.8905,0.140363,1.302756,-16.557432,-16.4425,59.9775,95.092751,0.48075,157.195,11.76875,8.87775,1950.0495,1989.378,103.45
1,13.75,-0.497051,1.2814495,-12.3620915,7.34325,394.218013,1.832254,1890.58375,0.1362815,1.411893,-16.320176,-16.13,57.93,95.104328,0.49025,153.295,9.10025,8.7795,1950.75875,1987.25375,83.9
1,14.25,-0.481145,1.03310975,-15.27867075,5.86425,394.462737,1.849357,1887.5935,0.1371965,1.38787625,-16.15787375,-15.92,57.6725,95.11275275,0.48925,122.675,11.487,9.99275,1962.932,1987.28,65.57
1,14.75,-0.474885,0.39460925,-16.87858275,5.917,394.575595,1.86092175,1885.161,0.13679,1.32946525,-16.09465375,-15.8025,57.515,95.12852575,0.48675,97.20725,12.2365,8.59425,1946.741,1985.497,53.65
1,15.25,-0.37648425,0.02743375,-20.4510475,6.31925,394.08667,1.89785,1895.00175,0.128916,1.26644,-16.098843,-15.815,57.2875,95.14258475,0.486,69.0375,10.39825,7.8015,1952.07925,1986.792,48.15
1,15.75,-0.406814,-0.39469625,-20.8500255,5.97,394.1434405,1.9105165,1888.99525,0.1178305,1.18134925,-16.0124515,-15.8775,59.2625,95.1608305,0.48575,47.085,11.3255,8.865,1935.94275,1985.524,30.93
1,16.25,-0.338447,-1.16746225,-22.9427765,6.06425,394.06407425,1.9020475,1890.11225,0.09490425,0.99509375,-16.376195,-16.47,62.805,95.15604,0.486,20.605,9.945,8.693,1952.12575,1993.659,10.22
1,16.75,-0.308363,-1.5730335,-23.45111175,6.5465,395.2726205,1.908989,1894.888,0.083147,0.676227,-17.3123365,-17.4275,66.6975,95.174777,0.48925,4.624,10.5375,8.4725,1976.059,1995.8425,0.82475
1,17.25,-0.27902275,-1.089434,-20.503879,7.0035,396.225854,1.876324,1896.285,0.0688315,0.423301,-18.3800275,-18.5975,69.8,95.157242,0.489,0.22,12.12525,6.504,1932.574,2000.633,-2.3625
1,17.75,-0.305287,-1.59329025,-24.8978275,7.964,395.577984,1.7959015,1897.721,0.065,0.375077,-19.220671,-19.46,72.04,95.1648895,0.48,0,10.204,10.779,1952.85,2000.6155,-2.859
1,18.25,-0.288283,-1.695459,-24.396608,6.47175,396.4221225,1.801454,1899.90925,0.0660535,0.32997375,-19.5512785,-20.09,73.2,95.135679,0.48475,0,12.97425,9.419,1950.799,1999.03,-1.9985
1,18.75,-0.3634145,-2.31958575,-29.019425,7.486,396.864757,1.7345255,1905.5595,0.06749125,0.38397025,-20.24887,-20.5275,74.4825,95.130116,0.48925,0,11.494,8.63225,1937.42,1999.802,-1.815
1,19.25,-0.4111765,-1.982678,-26.0285785,6.3345,396.99025775,1.688753,1904.257,0.071284,0.329121,-20.367323,-21.0725,75.27,95.14994775,0.49075,0,12.58825,9.5955,1965.197,2002.72225,-2.3495
1,19.75,-0.33498175,-2.23310675,-25.89697225,5.554,395.9300185,1.713279,1900.449,0.070986,0.361371,-19.885179,-21.2525,75.7925,95.122839,0.4815,0,13.943,10.425,1944.20625,2001.18425,-2.266
1,20.25,-0.2868475,-2.279537,-24.715268,6.331,396.385194,1.730776,1909.775,0.07832225,0.33139125,-19.58195925,-20.94,76.5475,95.12362625,0.4705,0,11.9215,9.895,1938.51125,1999.646,-1.87875
1,20.75,-0.3392355,-2.36915875,-25.645252,7.00225,396.0726795,1.758938,1905.81925,0.076454,0.4687295,-19.969039,-21.12,76.335,95.14028025,0.4725,0,11.0775,9.43725,1961.8655,1998.411,-1.8995
1,21.25,-0.28934025,-2.265092,-22.661334,6.063,396.424978,1.750171,1901.52325,0.07301125,0.431633,-19.761583,-21.6775,76.5125,95.11501525,0.4735,0,9.299,9.954,1971.79825,1998.305,-2.19825
1,21.75,-0.30913675,-2.3103685,-24.442581,7.17375,395.9804765,1.7196325,1904.84175,0.070478,0.40455775,-20.076501,-22.015,76.9375,95.111049,0.47425,0,12.039,8.89425,1977.77725,2003.0665,-1.6185
