DOY2,HR2,CO2,FC,CH4,FCH4,H,H2O,LE,LW_IN,LW_OUT,NETRAD,PA,RH_2_2_1,RH_2_3_1,TA_2_2_1,TA_2_3_1,TAU,T_SONIC,USTAR,WS,VPD,U_SIGMA,V_SIGMA,W_SIGMA,SW_IN,SW_OUT,TS_1_1_1,TS_1_3_1,NEE
1,0.25,438.784,0.14979875,2067.1675,-4.41,-11.515,4.0281525,1.90009,260.311090833333,331.203044038462,-73.0853733333334,101.754,75.5228903333333,79.8217700833333,4.53650184166667,5.03045356666667,-0.0864,6.43300000000002,0.0942,0.884151,3.320605,0.289734467157529,0.27413391033244,0.0886082761643527,0,0,12.9430280833333,10.998791,0.267885
1,0.75,439.277,0.153526,2076.1925,-5.1025,-12.93795,4.03015,2.41209,263.1196675,331.374241666667,-72.8290525,101.742,74.249129,78.1519240833333,4.44333135,4.92912265,-0.0862,6.702,0.09615,0.8625045,3.3443625,0.286092775237906,0.274632621649407,0.0914047683888614,0,0,12.9333686666667,10.9666958333333,0.266485
1,1.25,438.68675,0.1563015,2078.63,-2.8,-11.7707,3.870125,2.0263175,260.304436896552,330.713499224138,-73.0609833333333,101.7285,75.1306489166666,80.4815391666667,4.65728720833333,4.96857926666667,-0.091225,6.73950000000004,0.08885,0.90943575,3.4513325,0.28230774343593,0.267474324948706,0.0867955628443312,0,0,12.95122375,10.95853175,0.290532
1,1.75,438.851,0.165096,2072.1775,-3.72,-12.67565,3.8650125,3.5061775,258.314536666667,330.403336666667,-72.0143466666667,101.745,74.6646173333333,80.3852976666667,4.38559236666667,5.02008246666667,-0.1101035,6.48500000000002,0.09445,1.12929,3.368065,0.295972778891236,0.262011293769064,0.0889909055173268,0,0,12.9752096666667,10.9324176666667,0.239384
1,2.25,438.7585,0.0349675,2068.5825,-5.6825,-14.804275,3.74838,1.8927,258.217663333333,329.360786666667,-72.1129533333335,101.73525,75.3584663333333,81.0874013333334,4.2635502,4.80514136666667,-0.0951,6.50575000000004,0.10928225,0.9598165,3.388575,0.319649604684838,0.270368415992158,0.102224368056359,0,0,12.9791443333333,10.8663993333333,0.366492
1,2.75,439.959,0.35910975,2064.0625,-3.055,-14.025975,3.72682,1.94434,258.964961538462,329.035606666667,-71.10767,101.728,74.469568,80.4697173333333,3.9876346,4.4249933,-0.09549225,6.31825,0.09235,1.0832125,3.3949,0.317403028203834,0.249449257605174,0.0977490854943569,0,0,12.9758733333333,10.799096,0.57055525
1,3.25,440.06825,0.20997175,2061.85,-4.35,-16.243975,3.68917,1.0636925,259.987743095238,328.959604285714,-70.7505183333334,101.691,75.1005291666666,80.8495351666666,3.92924755,4.31984931666666,-0.111718,6.21075000000003,0.095625,1.162065,3.37897,0.327270375349451,0.253358246170782,0.0974664761417762,0,0,12.9957726666667,10.8026676666667,0.276954
1,3.75,440.0055,0.1260485,2059.4475,-3.495,-13.7845,3.75129,2.76706,258.402975,328.493255,-70.3658508333334,101.697,74.8198945833334,79.480897,3.933879025,4.27824289166667,-0.11936625,6.16850000000002,0.097275,1.1448125,3.4021,0.316220084805552,0.285700399020617,0.0995486397673621,0,0,13.0354845833333,10.821363,0.253338
1,4.25,440.084,0.247947,2049.1325,-4.525,-13.3603,3.7134525,3.236635,259.196523333333,328.1157825,-70.8385424999999,101.663,70.6213763333333,76.7897305833333,3.90424783333333,4.25611295,-0.116109,6.02750000000004,0.0909,1.06488,3.22704,0.271836583687575,0.253672998735554,0.101973298939728,0,0,13.0365881666667,10.76350725,0.363974
1,4.75,438.769,0.1246975,2068.43,-4.17,-10.7805,3.7393175,-0.290906,260.624903333333,327.229496666667,-70.7476366666666,101.676,72.6449456666667,77.594332,3.80439636666667,3.72608586666667,-0.105465,6.00300000000004,0.0928,1.17974,3.3114175,0.304795013082563,0.278567765543682,0.0985393322486001,0,0,13.1565693333333,10.672802,0.20178525
1,5.25,439.924,0.1417395,2070.54,-2.49,-13.572125,3.72875,-0.359245,261.393283333333,326.91216,-70.7807733333334,101.60875,73.0312156666667,78.903028,3.46056256666667,3.95683036666667,-0.133707,5.57100000000001,0.10112525,1.1811,3.18004,0.307161818184994,0.291546988021566,0.0929525029299339,0,0,13.1343373333333,10.6333888888889,0.093537
1,5.75,440.95575,0.1231905,2069.9425,-3.505,-12.824,3.694045,0.452988,255.4507375,327.01554,-70.3913158333334,101.581,75.9246736666667,82.379683,3.19372179166667,3.57432125833333,-0.138384,5.08900000000002,0.10019575,1.0755525,3.251785,0.311018325102965,0.302152288099066,0.0993854958605447,0,0,13.17678625,10.5909201666667,0.2047115
1,6.25,441.6745,0.163405,2074.585,-2.7925,-11.0492,3.6623425,0.692813,262.372135,325.634566666667,-70.2439783333334,101.693,76.7397978333333,83.8092611666667,3.06872735,3.47475363333333,-0.123793,4.66900000000004,0.102726,1.02528,3.1457075,0.313528308131818,0.316069612585582,0.11,0,0,13.1904306666666,10.714294,0.221488
1,6.75,442.01825,0.0976,2071.81,-2.615,-12.47745,3.60043,2.1586,260.205001666666,324.907141666667,-70.9557258333333,101.68925,76.67347725,81.6317660833333,2.63741975833334,3.3396266,-0.114231,4.63400000000003,0.0947,1.09728,3.09912,0.301122889912096,0.293068757372288,0.110340207628905,0,0,13.1921004166667,10.6925678333333,0.181975
1,7.25,442.075,0.0994,2070.04,-2.92,-10.78025,3.68498,1.0137515,257.097525833333,324.923744166667,-72.1189285428333,101.815,79.4037555833333,84.0446473333333,2.63868023333333,3.45354339166666,-0.1259275,4.62500000000002,0.0946745,1.113595,3.1153025,0.277308433860626,0.262010042852955,0.0913222710360145,0,0,13.20545875,10.7159254166667,0.4184815
1,7.75,441.9425,0.2022645,2063.005,-2.3825,-7.269175,3.76685,2.04746,255.77499,325.323615833334,-41.05284845,101.82,74.03121775,79.4349495833333,2.74213626666667,3.49163543333334,-0.130942,4.53325000000002,0.092075,1.0933775,3.230215,0.308257743573691,0.271290210532917,0.117349740223653,20.3408940833334,4.68988661666667,13.1671856666667,10.3749838333333,0.177752
1,8.25,441.468,0.00739,2064.97,-0.9775,-3.570445,3.794905,8.3987025,252.49106,329.083521666667,9.41809025000003,101.815,70.5899598333333,77.1974228333333,3.94369045,4.50009059166666,-0.1462985,5.29450000000003,0.136651,1.386445,3.409345,0.377363386148377,0.313447738435169,0.151790010660741,59.3235276666667,10.4960968166667,12.9157985,10.2115465,-0.079728
1,8.75,438.543,-0.24066575,2054.12,0.0553,-1.873805,3.93746,15.9833,256.287054166667,339.145424166667,56.988327575,101.85525,64.9366176666666,70.3274081666667,5.4738076,6.04246315833333,-0.1720205,6.81750000000002,0.16818,1.79781,3.86178,0.456866270472213,0.395220836907369,0.200621141828292,104.04776625,16.3251799,12.9084040833333,10.2008828333333,-0.149727
1,9.25,437.4175,-0.34338475,2048.97,1.24,2.5446225,3.97011,20.8104,259.952651666666,346.866443333334,109.1595846,101.8415,59.2961928333334,63.8596785,6.88248495,7.10853585,-0.205647,7.96700000000004,0.21019475,2.1485325,4.58299,0.557318478032229,0.501779130584711,0.24657630957004,151.460459666667,21.0364376166666,12.9036291666667,10.203404,-0.40970325
1,9.75,437.016,-0.33999775,2044.8325,3.29,4.78683,3.69098,26.360675,263.704004166666,354.110305,151.41201625,101.856,55.897293,59.60707725,7.90223885833334,8.09014440833333,-0.256816,9.2835,0.221153,2.390455,5.47292,0.649740763516005,0.566456659941015,0.271879638812059,212.685559166667,31.2309628333333,12.9040925,10.17412225,-0.5002075
1,10.25,437.6685,-0.343302,2044.3875,4.67,12.1722,3.70264,31.4173,267.355184166667,358.959770833333,189.87802475,101.8405,49.7997811666667,54.2198128333333,8.646034025,8.9745192,-0.2655105,9.76350000000002,0.2383395,2.49571,6.04289,0.670528382495439,0.621294277978202,0.310966194540241,271.056908333333,40.0193346666667,12.90021525,10.179242,-0.386517
1,10.75,437.629,-0.56457925,2040.97,5.02,19.89755,3.5969025,34.079375,272.404639166666,363.645731666667,247.560189333333,101.83675,46.6979740833333,51.5726986666667,9.10786730833333,9.73404983333333,-0.2559775,10.065,0.267701,2.841245,6.2457525,0.736321348865447,0.732690241923405,0.315118665606118,338.652323333333,49.6534760833333,12.887122,10.20485025,-0.6579275
1,11.25,437.55325,-0.68725975,2037.6475,6.125,24.14805,3.5103075,39.5352,271.782355833333,368.1193725,270.358142333333,101.8435,44.3972715,48.85276,9.853802275,10.3671376083333,-0.277748,10.737,0.275529,2.60061,6.602,0.74576739000844,0.782377146905506,0.318523154574357,368.996818333333,53.978179,12.8800244166667,10.29831375,-0.70682525
1,11.75,437.578,-0.522211,2034.04,7.98,25.056475,3.42756,41.1346,273.082610833333,372.760941666667,283.999118,101.8095,43.0866746666666,47.2390453333333,10.06544935,10.6250998333333,-0.28315725,10.9135,0.25043175,2.3656725,6.93546,0.774132916136498,0.778374722056771,0.3101208734813,404.98573,58.8873650833333,12.87440275,10.3662769166667,-0.6345205
