DOY2,HR2,USTAR,TA,WS,NEE,FC,H,LE,TS_1_1_1,TS_1_2_1,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,SC,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TA_1_2_1,TA_1_3_1,RH_1_2_1,RH_1_3_1
1,16.75,0.53641,-5.0652643335,2.684,0.508405,0.42728,0.8325,0.887,0.82,0.75,75.111,98.186,412.01,-3.525,42.4435,22.067,5.891,266.516,297.485,3.25,0.16452,1.10415,1.36665,2.24165,2.7,4.8415,6.54165,-3.28135,-1.526,84.7165,87.267
1,17.25,0.5045,-5.19165,2.63045,0.57357,0.3783,-6.618,0.2601,0.827,0.75,76.427291665,98.177,411.99,-16.3355,9.92015,4.7158,1.9353,267.78,295.647,3.256,0.20377,1.0875,1.37085,2.2333,2.7,4.85,6.54165,-3.3198333335,-1.6595,84.8665,87.8165
1,17.75,0.47598,-5.301,2.59155,0.52618,0.36575,-8.79625,0.073076,0.824,0.734,77.2175,98.194,412.11,-21.812,0.484115,-0.34623,0.570095,264.79,293.56,3.308876778,0.19281,1.1,1.37085,2.22915,2.7,4.833,6.525,-3.34965,-1.74115,86.2835,88.7
1,18.25,0.45704,-5.47285,2.581,0.564665,0.37431,-9.761,0.046,0.815,0.75833,78.1295,98.185,412.08,-21.035,0.016,-0.83038,0.379155,268.598,293.63,3.288,0.19385,1.09165,1.354166625,2.23335,2.7,4.84165,6.50835,-3.31,-2.01335,87.6165,89.1835
1,18.75,0.478,-5.5262,2.638,0.54214,0.35666,-10.436,-0.072532,0.804,0.758,78.116,98.205,412,-21.359,0.012,-0.761,0.36382,267.36,292.84,3.27,0.1425,1.1,1.36668325,2.237516625,2.7,4.83335,6.53315,-3.3341666665,-2.1245,88.116666665,90.2
1,19.25,0.4707620345,-5.67405,2.6432,0.537285,0.364,-10.46,-0.0675,0.797,0.75,78.8995,98.231,412.02,-20.289,0.012265,-0.71597,0.32859,267.78,293.136,3.221,0.14285,1.10415,1.366666625,2.2375,2.7,4.83315,6.54165,-3.39165,-2.215,88.8165,90.5335
1,19.75,0.463445,-5.8147096665,2.7031,0.53992,0.378771613,-11.1155,-0.0534245,0.786,0.75,79.246885,98.236,411.96,-20.2075,0.0124905,-0.73061,0.31991,267.295,292.01,3.2167,0.156703881,1.0875,1.37083325,2.220833375,2.7,4.83315,6.5167,-3.4301666665,-2.18915,87.6335,90.067
1,20.25,0.476,-5.9648396665,2.78455,0.552,0.393105,-11.1805,-0.191471434,0.787,0.742,79.69857,98.244,412.06,-19.599,0.013,-0.725,0.32806,267.143,292.47,3.262,0.10772,1.10415,1.35835,2.23331675,2.7,4.825,6.5167,-3.4475166665,-2.23515,87.216666665,90.183
1,20.75,0.467,-6.1127,2.7402,0.51043,0.38702,-10.396,-0.093166,0.791,0.742,80.243,98.253,412.26,-19.2095,0.013,-0.687,0.352485,267.85,293.9655,3.2862,0.10038,1.09585,1.3542,2.22085,2.7,4.82485,6.525,-3.46135,-2.20315,87.4335,89.1335
1,21.25,0.46692,-6.14195,2.762,0.59733,0.434,-11.641,-0.059270724,0.796,0.754,80.773071665,98.229,412.52,-19.2835,0.013,-0.70956,0.342905,268.21,292.74,3.2964,0.10907,1.1,1.36251675,2.225,2.7,4.85,6.53315,-3.5712,-2.288,88.433333335,88.85
1,21.75,0.47332,-6.122,2.763,0.480715,0.396,-11.824,-0.150885,0.788,0.75,81.3555,98.218,412.52,-19.253,0.01252,-0.705235,0.38694,266.62,290.995,3.267264736,0.11047,1.1,1.35,2.2417,2.7,4.825,6.51665,-3.70565,-2.4105,89.4165,90
1,22.25,0.45223,-6.232,2.771,0.5354,0.455,-13.0635,-0.041994032,0.796,0.75,81.508,98.233,412.42,-19.6675,0.013,-0.729,0.37181,266.875,290.7625,3.26905,0.092838529,1.09585,1.34165,2.2167,2.7,4.8167,6.53315,-3.8833,-2.743,89.533,90.033
1,22.75,0.46475,-6.3318,2.835,0.5291,0.434055,-13.505,-0.066625,0.789,0.742,81.396,98.233,412.505,-19.699,0.013,-0.64774,0.35696,266.62,290.554,3.29065,0.073697,1.1,1.3625,2.22916675,2.7,4.84165,6.5333,-4.1657,-2.5747,89.9,89.7
1,23.25,0.473,-6.3721,2.8147,0.507,0.394,-12.993,-0.016,0.794,0.75,81.7025,98.214,412.2,-20.353,0.013,-0.70808,0.360195,266.97,291.97,3.2406,0.065362,1.1,1.358316625,2.22085,2.7,4.8333,6.50835,-4.3813,-2.82535,90.23333333,90.2835
1,23.75,0.469,-6.509,2.7134,0.53102,0.38981,-13.4405,-0.18794,0.806,0.737835,82.0775,98.222,412.435,-19.3215,0.013788,-0.69544,0.3499,267.2355,291.9825,3.18155,0.09781,1.091683325,1.35415,2.22085,2.7,4.8333,6.525,-4.3839,-2.4985,91.083333335,90.933
2,0.25,0.44949,-6.85515,2.8215,0.50411,0.353,-13.5465,-0.181,0.383,0.308,78.1095,98.3185,412.525,-31.646,0.0136855,-0.8905,0.454535,258.431,292.15,3.1198816545,0.096405,0.4375,0.74166665,1.4583,1.8667,3.8,5.3167,-5.1583,-2.0043,85.867,79.7915
2,0.75,0.428865,-7.007,2.7755,0.446,0.333795,-14.3075,-0.23535,0.402,0.317,78.8165,98.2975,412.665,-30.492,0.0139695,-0.900825,0.4722,258.665,289.85,3.09935,0.10172,0.46667,0.75,1.48333325,1.9,3.8,5.35,-5.1023,-2.177,87.23333333,79.96
2,1.25,0.411,-6.9838,2.755640255,0.48753,0.353,-14.78,-0.19744,0.413,0.317,79.440541665,98.2735,412.71,-31.521,0.014,-0.9875,0.46775,255.47,290.16,3.0862,0.075241,0.46667,0.74167,1.4833335,1.9,3.8,5.3667,-5.060333333,-2.275,86.667,79.1715
2,1.75,0.416,-7.002,2.8093,0.51058,0.3541,-15.4265,-0.2246,0.414,0.317,79.574,98.2715,412.53,-31.429,0.013618,-0.8805,0.45747,257.6655,290.665,3.066,0.142225,0.46667,0.75,1.4917,1.9,3.8,5.35,-5.066333333,-2.2083,85.733,78.5435
2,2.25,0.41785,-7.029,2.74755,0.46284,0.3369,-14.853,-0.23,0.413,0.317,80.0125,98.3,412.715,-29.0585,0.014,-0.87192,0.49747,257.39,290.475,3.04765,0.10988,0.441666675,0.75,1.4917,1.9,3.8,5.3667,-5.227666667,-2.3327,87,76.723
2,2.75,0.415,-7.1516,2.73915,0.463095,0.33275,-15.168,-0.13656,0.402,0.317,80.0825,98.302,412.89,-30.863,0.013937,-0.90163,0.41837,253.23,291.43,3.0431,0.091804,0.45833,0.75,1.49166675,1.9,3.8,5.35,-5.509,-2.4337,87.333,75.9435
2,3.25,0.4035,-7.147,2.8168,0.47845,0.33596,-15.7515,-0.193894933,0.408,0.317,80.2955,98.304,412.98,-30.896,0.014,-0.96158,0.42577,253.325,290.87,3.061,0.082617,0.45,0.749999975,1.4833,1.9,3.7833335,5.3333,-5.851,-2.3793,87.133,76.57
2,3.75,0.40366,-7.305,2.7638,0.50505,0.36852,-15.048,-0.21047,0.411,0.317,81.068,98.291,413.24,-27.6945,0.014,-0.84307,0.391925,255.427,289.3765,3.0664,0.08778,0.45833,0.75,1.48333325,1.9,3.8,5.3667,-6.0110166665,-2.382,87.76666667,81.333
2,4.25,0.389,-7.3376,2.824,0.5137242125,0.35747,-14.88,-0.18695,0.41,0.317,81.5015,98.292,413.23,-26.894,0.014,-0.84086,0.39783,255.065,289.25,3.0194,0.105945,0.45833,0.74167,1.49166675,1.9,3.8,5.3667,-6.0515,-2.859,88.73333333,82.4165
2,4.75,0.402,-7.4245,2.825,0.513,0.344625,-14.857,-0.11288,0.405,0.317,82.125,98.3045,413.32,-26.401,0.014,-0.86331,0.37817,258.054,289.38,3.044,0.10646,0.45833,0.75,1.49166675,1.9,3.8,5.3667,-5.921333333,-2.9047,88.86666667,82.035
2,5.25,0.391,-7.42145,2.743,0.50247,0.36579,-13.719,-0.160845,0.405,0.317,82.46551,98.3055,413.35,-24.3755,0.014,-0.732,0.408725,257.45,288.95,3.025,0.10462,0.46667,0.749999975,1.4833,1.9,3.8,5.3667,-5.75915,-2.9343,90.033,81
2,5.75,0.35814,-7.4023,2.688,0.522,0.33844,-13.137,-0.11037,0.398,0.308,83.0305,98.323,413.265,-25.892,0.0137495,-0.740945,0.38358,256.3695,288.925,2.9871,0.12164,0.46667,0.75,1.4917,1.9,3.8,5.3833,-5.73665,-2.6567,89.867,82.4
2,6.25,0.359,-7.4717,2.729,0.55196,0.354,-13.749,-0.102,0.403,0.317,83.2505,98.313,413.525,-24.381,0.014,-0.721,0.413965,257.52,288.03,2.9891,0.15787,0.441666675,0.74167,1.4833,1.9,3.8,5.35,-5.919666667,-2.697,90.33333333,84.5
2,6.75,0.38,-7.3960161665,2.751,0.522,0.36859,-13.663,-0.1731,0.399,0.317,83.5,98.301,413.785,-25.3775,0.0163275,-0.764,0.37567,258.18,288.25,2.95325,0.106869627,0.45,0.749999975,1.4833,1.9,3.8,5.35,-5.8759833335,-3.1583,90.7,84.733
2,7.25,0.389,-7.4826,2.784,0.504,0.364,-13.3685,-0.105491226,0.395,0.31667,83.568,98.305,413.665,-22.7255,0.265,-0.42,0.532615,257.97,286.78,2.9330057365,0.0983305,0.45,0.749999975,1.4833,1.9,3.8,5.3667,-6.0378,-3.358,91.567,83.033
2,7.75,0.38884,-7.5845,2.733,0.52362,0.3832,-12.564,-0.205,0.392,0.317,83.6895,98.31584667,413.74,-17.92,9.63105,4.069,2.081,256.5025,286.34,2.924,0.091153,0.46667,0.74167,1.4833,1.9,3.8,5.35,-6.0103166665,-3.02,90.93333333,81.78
2,8.25,0.403,-7.5361,2.6874,0.50835,0.455335,-8.59165,-0.05268,0.394,0.317,83.401,98.343,413.98,-0.80343,54.1375,29.41,7.7016,256.65,286.915,2.93495,-0.0107704,0.45,0.75,1.4833,1.9,3.7833335,5.3667,-5.893,-2.8823,89.767,82.167
2,8.75,0.436268499,-7.3018,2.693,0.464,0.54939,-1.7798,0.322725,0.383,0.317,82.4705,98.334,413.94,22.989,127.9485,65.618,14.998,258.43,287.77,2.984,-0.13762,0.45833,0.74166665,1.4833,1.9,3.8,5.35,-5.830333333,-2.831,89.667,81.057
2,9.25,0.492963865,-7.074,2.654339423,0.45915,0.67194,11.704,0.8785,0.365,0.3125,81.571,98.36,413.995,55.805,226.03861475,112.46,24.137,258.27,289.13,3.067892366,-0.33206,0.45,0.74166665,1.475,1.9,3.7833335,5.35,-5.119,-2.5383,85.267,79.327
2,9.75,0.5393,-6.6876,2.7193,0.43049,0.765,34.251,2.48565,0.339,0.317,79.226,98.372,413.71,97.432,329.26,170.2135,35.323,258.485,291.35,3.058202414,-0.45693,0.45833,0.741666675,1.49166675,1.9,3.7833,5.35,-5.0283,-2.1837,83.56666667,75.433
2,10.25,0.5843386065,-6.2142621665,2.8947,0.45084,0.721,60.626,3.6218,0.323,0.317,76.4185,98.377,413.35,139.7795,441.8025,233.07,45.998,257.75,293.84,3.11,-0.51227,0.45,0.75,1.4833,1.9,3.8,5.3667,-5.069333333,-2.0633,80.12,72.383
2,10.75,0.64214,-5.8384,2.9825,0.492925,0.695,86.4815,5.643,0.319,0.313,73.697,98.3775,412.965,174.325,543.383,279.98,55.661,259.601,293.94,3.1075,-0.51621,0.45,0.74167,1.475,1.9,3.7833335,5.35,-4.740666667,-1.9877,76.91666667,71.1265
2,11.25,0.664,-5.39115,3.043,0.451895,0.724,101.76,6.84565,0.307,0.317,71.792,98.3825,412.545,199.161,597.73,297.706,61.16,258.77,295.795,3.132,-0.4698,0.45,0.74166665,1.475,1.867,3.7833335,5.35,-4.508666667,-1.2693,73.84,68.9535
2,11.75,0.689645,-5.21615,3.1988,0.529595,0.766515,126.526,7.8044,0.299,0.316835,69.815,98.3645,412.14,223.36,653.0555,328.805,67.941,260.851,298.13,3.137,-0.46402,0.45,0.749999975,1.4833,1.867,3.8,5.3667,-3.6917,-0.97933,70.46333333,65.003
2,12.25,0.72308,-4.85855,3.2347,0.555105,0.722,140.144,8.9784,0.35,0.309,67.17296,98.3495,411.79,233.372,681.61991635,346.815,68.397,261.2755,298.6,3.042,-0.38049,0.45,0.749999975,1.475,1.9,3.7833335,5.3667,-3.5183,-1.0087,68.41,63.1385
2,12.75,0.73596,-4.53415,3.307,0.49261,0.73801,138.885,9.7505,0.377,0.313,64.8175,98.3205,411.65,233.085,709.1735,350.635,69.327,261.73,300.545,3.039,-0.34887,0.45833,0.75,1.4833,1.9,3.7833335,5.35,-3.3457,-0.536,66.88,60.0485
2,13.25,0.74129,-4.2802998335,3.316,0.55985,0.6866,144.92,10.172,0.383,0.309,63.9215,98.323,411.445,225.845,691.56,336.755,68.708,260.43,301.656,3.0475,-0.3008,0.44167,0.75,1.475,1.9,3.8,5.3333,-3.133,-0.072,65.97333333,54.8065
2,13.75,0.75161,-4.1132,3.2909,0.563040663,0.6904,137.925,9.2288,0.358,0.317,63.1655,98.3115,411.36,216.825,635.97,331.375,65.032,260.29,301.43,3.036,-0.30083,0.45,0.749999975,1.475,1.9,3.7833335,5.35,-2.646333333,0.82,67.31333333,53.9215
2,14.25,0.74,-3.9831446665,3.3704,0.555856679,0.661,131.173,8.4737216135,0.367,0.308,62.3375,98.2995,411.35,191.47,602.9365,290.88,58.967,261.847,301.411,2.9782,-0.176565,0.44167,0.749999975,1.475,1.9,3.7833,5.3333,-2.8987,0.52233,64.823,54.17
2,14.75,0.72526,-3.89545,3.293974784,0.682,0.688005,113.69,8.17005,0.392,0.317,63.328,98.296,411.35,163.8475,528.68982435,256.911,51.09,263.6,302.11,3.0126,-0.051703,0.44167,0.75,1.475,1.9,3.8,5.3333,-2.5503,0.89,63.877,56.105
2,15.25,0.712205,-3.8292241665,3.38095,0.613,0.63768,89.749,7.129075271,0.425,0.308,62.559763335,98.303,411.28,132.065,442.925,219.125,45.082,262.37,301.76,3.002,-0.079836,0.44167,0.749999975,1.475,1.9,3.7833335,5.3333,-2.4521666665,1.1763,63.31333333,55.282
2,15.75,0.703,-3.86065,3.308,0.674295,0.6285,72.78,6.2193,0.425,0.308,63.09,98.303,410.89,104.01,346.99,174.58,37.051,260.83,301.51,3.0006,0.067967057,0.45833,0.75,1.47500025,1.9,3.7833335,5.35,-2.6467,1.2087,64.09,54.5885
2,16.25,0.67627,-3.9159,3.1752,0.579835,0.54755,50.8395,4.2059,0.442,0.3,63.429816665,98.308,410.995,62.902,256.245,128.43,27.078,260.845,300.5365,3.0084,0.097197,0.44167,0.733333325,1.475,1.8667,3.8,5.35,-2.8563,0.97433,66.773,55.6965
2,16.75,0.6512298425,-4.01205,3.12885,0.64112,0.51,28.271,3.0067,0.455,0.304,64.7585,98.303,410.96,28.376,168.65,81.587,18.29,260.89,299.9,3.019,0.189482278,0.46667,0.733333325,1.475,1.8667,3.7833,5.35,-2.77,-0.109,67.03666667,57.9685
2,17.25,0.616,-4.10935,3.039,0.65464,0.484785,12.0505,1.8785,0.456,0.308,66.451,98.311,410.995,2.3085,90.617,44.103,11.123,260.8555,299.444,3.0051,0.24141,0.44167,0.74166665,1.4833,1.9,3.7833,5.35,-3.07315,-0.89467,71.447,58.9485
2,17.75,0.56255,-4.3368,2.85105,0.64329,0.39217,-2.7379,0.48,0.454,0.308,68.1157,98.319,410.95,-22.224,26.95857333,11.9115,3.9501,261.33,297.643,3.0185,0.3269,0.45833,0.749999975,1.4833,1.883,3.8,5.3333,-3.09265,-1.3233,72.68,63.0215
2,18.25,0.518,-4.734,2.744,0.62154,0.32491,-9.376,0.1514450255,0.454,0.304,69.022,98.333,411.03,-32.5395,2.625,0.18968,1.14,260.56,298.98,3.062,0.3426485875,0.44167,0.74167,1.4667,1.867,3.7833335,5.3333,-3.2145,-1.6767,73.33,65.7065
2,18.75,0.4915,-5.0548,2.7495,0.61015,0.33268,-10.4515,-0.10284,0.452,0.304,69.972,98.33,411.075,-31.786,0.04282839,-1.0191,0.58818,257.2195,295.465,3.06905,0.30143,0.44167,0.749999975,1.475,1.8667,3.7833,5.3333,-3.6181666665,-1.8683,75.49,68.56
2,19.25,0.482,-5.356,2.7233,0.60366,0.340375,-10.938,-0.0963094715,0.45,0.308,71.123,98.3495,411.17,-31.314,0.012,-1.11845,0.49117,256.75,295.885,3.1006,0.23722,0.45,0.75,1.475,1.9,3.7833,5.3333,-4.119,-2.234,77.65,69.15
2,19.75,0.47777,-5.630665667,2.736,0.53393,0.30699,-11.743,-0.1395004385,0.437,0.308,73.008,98.355,411.46,-33.466,0.012583,-1.06485,0.49773,255.265,294.17,3.1129,0.22065,0.45833,0.74166665,1.4667,1.8667,3.7833,5.3333,-4.6901833335,-2.3653,79.52666667,71.933
2,20.25,0.48743,-5.7122,2.7775,0.51456,0.31263,-12.265,-0.11396,0.437,0.309,73.641,98.3605,411.52,-33.745,0.012245,-0.973425,0.463,255.72,294.922,3.138136839,0.1617319315,0.45833,0.74166665,1.4667,1.8667,3.7833335,5.3333,-4.5624833335,-2.4667,79.81333333,71.0465
2,20.75,0.48672,-5.74,2.8448,0.47271,0.305545,-12.676,-0.173645,0.428,0.317,74.868,98.3475,411.7,-33.442,0.012649,-0.99932,0.504285,256.08,292.82,3.131013899,0.14,0.45,0.75,1.475,1.8667,3.7833,5.35,-4.6865,-2.466,80.32,74.3585
