DOY2,HR2,CO2,H2O,CH4,FC,FCH4,H,LE,WS,USTAR,TAU,U_SIGMA,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT,TS_1_1_1,TS_2_1_1,TS_3_1_1,TS_4_1_1,G_1_1_1
1,0.25,393.534330365,0.92063858205,1980.778043125,0.199349089675,-5.46,-37.281821848,-5.6895159437,0.880619387775,0.0808025,-0.5721265906,0.439333101314675,0.242551823625199,0.112714343233074,98.83062430575,67.90325,-32.04575,1.223464404175,-18.083578,0.0915289965225654,-58.9396,-0.14625,-0.136225,-3.0594,0.04175,134.19,184.79,-1.31395,-3.99785,-1.4781,-2.8478,-60.09302875
1,0.75,394.7765027025,0.92063858205,1980.002083925,0.022589822485,-5.93,-45.727201015,-5.6895159437,1.62836312325,0.10029161355,-0.5515893803,0.458750517811072,0.316642833380561,0.11795020616047,98.8510771165,66.971,-31.89,1.223464404175,-18.0038747325,0.0963641882136926,-60.7316,-0.170575,-0.155925,-3.44265,0.0204,134.45,185.2525,-1.31395,-4.017125,-1.4763,-2.84275,-60.14535875
1,1.25,398.4783537675,0.92063858205,1978.798913225,-0.154169444705,-3.516,-47.5558688985,-5.6895159437,1.69719358115,0.084095,-0.5032006765,0.299415711521876,0.281048343107994,0.0655949644456851,98.82096490225,66.2895,-32.22825,1.223464404175,-19.1758193925,0.0978253747842179,-62.6269,-0.122125,-0.11075,-3.033175,-0.348175,134.305,184.395,-1.30695,-4.03895,-1.4809,-2.853325,-60.22047275
1,1.75,398.4914386875,0.92063858205,1981.696696,-0.330928711895,-6.01825,-41.05037601425,-5.6895159437,0.5909818014,0.1002450848,-0.5616444328,0.350186635052296,0.253299295932076,0.0508268905933894,98.844921758,66.421,-32.64525,1.223464404175,-19.04909275,0.0898665038475322,-61.69175,-0.154425,-0.140325,-3.136725,-0.041,134.4875,183.5975,-1.30725,-4.0597,-1.487625,-2.9406,-60.2772235
1,2.25,391.4079753875,0.92063858205,1979.5801338,-0.507687979085,-8.5205,-30.22480976,-5.6895159437,0.684808227375,0.1102849675,-0.6956400428,0.297338951417383,0.315951878857595,0.059118517532427,98.856801705,66.40525,-32.485,1.223464404175,-19.3154378625,0.0941466601905415,-59.848975,-0.1307,-0.122775,-2.96055,-0.068125,134.2425,183.8375,-1.30365,-4.085275,-1.49035,-2.87095,-60.3419735
1,2.75,397.0122161625,0.92063858205,1981.0205684,-0.684447246275,-7.741325,-28.9310793325,-5.6895159437,0.37084188995,0.075795,-0.678286352525,0.25603627515416,0.323808517698171,0.0450883173010969,98.938528955,66.1775,-32.74375,1.223464404175,-19.21244645,0.0909295504741891,-68.78625,-0.20035,-0.1862,-3.6118,0.0455,134.025,183.27,-1.300925,-4.105125,-1.4916,-2.905975,-60.4165405
1,3.25,397.9250276425,0.857026345975,1979.161342375,-0.472295907916667,0.815125,-32.513444267,-5.6895159437,0.3200347927,0.064535,-0.65835753925,0.219754848657487,0.272877239781041,0.0295370719261364,98.9560473825,64.12975,-32.51775,0.972821810725,-18.9462128,0.076571966754403,-64.926375,-0.1363,-0.1231,-3.582,0.1169,134.17,183.8175,-1.2974,-4.12505,-1.502325,-2.92155,-60.48962275
1,3.75,397.81514829,0.937927563,1983.7262242,-0.260144569558333,-4.38,-37.02538357625,-5.6895159437,0.31931506555,0.05654,-0.435834086625,0.242317173145213,0.231670717958697,0.0456741247679359,97.5100112885,65.83675,-32.43425,0.74320974584,-18.98740648,0.0629239304705422,-64.3655,-0.13385,-0.1221,-3.66605,0.18625,133.99,184.0025,-1.29485,-4.1484,-1.508475,-2.938175,-60.55792075
1,4.25,388.74359002,0.95359189525,1981.46699085,-0.0479932312,-3.6455,-36.381864657,-9.7613927822,0.423148532375,0.0655,-0.57915705725,0.258305319652763,0.241053168556265,0.0645440308451888,99.0022401725,67.1825,-32.2845,0.6193428154,-19.0788213625,0.059956714034312,-66.1435,-0.136825,-0.1258,-3.213125,-0.25625,134.3725,184.28,-1.28995,-4.1761,-1.510075,-2.965,-60.6165565
1,4.75,392.8433854825,0.967070562075,1983.63456605,-0.018225,-3.72391666666667,-31.1730512885,0.5167161986,0.31537645225,0.07735,-0.2138332656,0.274052851096981,0.307568604142013,0.0543222702497318,99.0350934825,64.9975,-32.43775,0.290714404384,-18.8508707625,0.0582638259908732,-65.12325,-0.216375,-0.17635,-3.280275,-0.11925,135.19,183.645,-1.29205,-4.207225,-1.5116,-3.0176,-60.680679
