DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,SW_IN,SW_OUT,LW_IN,LW_OUT,TA,RH,G_1,G_2,TS_1,TS_2
1,5.75,-0.217923,-33.4228,-11.60089,-2.4483275,0.58217765,0.052645,-14.982485,398.56355,0.501488,0.185761025,0.134396175,0.0510275,0.02785,-3.656197875,-0.1662045,167.9905725,224.7351625,-21.293,61.52125,-17.5625,-15.65675,-0.648825,-0.848825
1,6.25,-0.268105675,-37.1963,-3.79714875,-15.50476,0.341174875,0.04172,-15.08469,397.2286,0.488363525,0.19942925,0.14058535,0.0426275,0.03295,-3.79081085,-0.1496636475,175.4884825,225.09382,-21.39075,61.73,-17.32375,-15.47925,-0.6561,-0.838
1,6.75,-0.2331467,-31.9704675,-3.1597745,-1.96279625,0.605214225,0.05905,-15.2140625,398.785625,0.709955375,0.2009946,0.173178925,0.047455,0.032825,-4.012545225,-0.1584411025,177.6091275,225.0731525,-21.508,57.9255,-17.10075,-15.32375,-0.673225,-0.859725
1,7.25,-0.2947255,-28.8547,-43.11815,-6.39182875,0.766367,0.03935,-15.28241,398.859125,0.524309325,0.182656,0.1928695,0.03865,0.0397125,-3.914977375,-0.1738246075,177.8759475,224.590495,-21.66625,59.65975,-16.986,-15.13975,-0.6763,-0.86375
1,7.75,-0.259580475,-31.6314675,-153.62591,-23.405425,0.323781875,0.0500975,-15.22896,400.81675,0.549093225,0.13939205,0.15768305,0.0488675,0.0309,-3.615634425,-0.1811828575,178.3854475,222.9004825,-22.028,58.99275,-18.1195,-15.67075,-0.6777,-0.88315
1,8.25,-0.4140985,-80.30165,-10.107776,-8.7069325,0.347783,0.05035,-15.655315,395.096125,0.4878472,0.146599,0.1974575,0.04025,0.032005,-3.688594675,-0.0362929575,177.5485025,220.748245,-22.47325,61.56325,-18.816,-15.9335,-0.69055,-0.887425
1,8.75,-0.3698625,-37.6771,-9.7954515,-4.40658625,0.613321,0.0423,-15.14862,393.728625,0.487817975,0.169575,0.1844025,0.0384,0.02958,-0.0141621287500001,0.26819898725,174.406275,218.061325,-22.8745,62.3785,-19.23925,-15.833,-0.7071,-0.89955
1,9.25,-0.2472525,-22.01545,-14.86232,-12.621072,0.655866,0.03485,-14.78709,401.0738,0.5856544,0.2121635,0.159116,0.06535,0.0293325,3.78233795,0.7141815975,171.584305,219.3999025,-22.13575,60.29375,-18.598,-15.69475,-0.726225,-0.903875
1,9.75,-0.3366805,-27.93005,-5.716602,-26.39314,1.028102,0.06735,-14.609325,399.41,0.5978592,0.2617465,0.217164,0.098741,0.027675,10.574686925,1.80338725,174.1170675,222.5139225,-21.15925,60.60975,-17.236,-15.1995,-0.949425,-0.998225
1,10.25,-0.269133275,-25.739875,-5.892494,-6.34898,1.29967025,0.086015,-14.4226975,396.58425,0.5703884,0.307503025,0.311475975,0.106677575,0.0389,19.379645,2.6308352,172.24057,225.25182,-20.2205,59.1055,-15.252,-14.1195,-0.91265,-0.99515
1,10.75,-0.3764351,-18.4302125,-9.0487425,-34.9951825,1.26434675,0.0841,-14.8708,396.76555,0.40118975,0.365417925,0.305102175,0.11889495,0.0431,28.686521,3.5088658,167.490745,229.66818,-19.384,54.8695,-13.8295,-12.9645,-0.85535,-0.9937
1,11.25,-0.4477295,-15.4115325,-14.082445,-3.40462075,1.269523,0.0955,-14.41645,398.058,0.58102055,0.361096,0.3214805,0.13514,0.0410075,41.613123,4.9172952,162.95266,235.44096,-17.746,49.11135,-12.0235,-13.044,-1.1081,-1.04445
1,11.75,-0.393307125,-29.33775,-3.338226,-2.40849,1.07055275,0.09025,-14.32425,397.8845,0.5977892,0.334924725,0.29081815,0.144369925,0.0403525,48.007715,6.6503291,162.083135,240.90077,-17.5865,47.87845,-11.7525,-12.707,-0.76665,-0.88785
1,12.25,-0.35258395,-22.5156,-19.35504325,-6.607795,0.8933027,0.10078025,-13.8437,397.92,0.601311375,0.467387275,0.3052485,0.127928925,0.0489,59.946979,7.4468209,163.54553,245.36533,-16.9305,48.3538,-11.431,-12.4715,-0.7725,-0.84615
1,12.75,-0.343303,-17.7128,-18.880916,-1.88015475,0.886908525,0.1041985,-14.9939,397.598,0.58253775,0.256151,0.280915,0.1353755,0.0372625,53.235539,6.4139944,165.77728,249.320855,-15.401,44.4935,-11.0715,-12.2415,-0.7344,-0.8292
1,13.25,-0.398623,-32.1504,-12.725864,-2.451585,0.842861,0.1039645,-13.5291875,396.9317,0.619713,0.2943805,0.3283735,0.1147775,0.0606475,46.572615,5.644650875,167.748565,252.9572325,-14.925,42.318725,-10.68975,-12.005,-0.6687,-0.75995
1,13.75,-0.40661635,-40.5653925,-37.50595,-5.272235,1.239538,0.1139147,-13.3041875,396.327,0.6365577,0.3262697,0.41117935,0.157991325,0.06495,48.12835375,6.003520625,168.622375,254.8324225,-14.69225,42.170925,-10.01225,-11.43425,-0.4932,-0.662175
1,14.25,-0.3405545,-29.778,-38.4740875,-1.70036875,1.43056,0.07585,-13.2335525,396.088925,0.61124825,0.417622,0.3628045,0.149253,0.0481,39.6924825,5.3444025,169.581375,255.3219125,-14.52625,43.426275,-9.679,-10.3115,-0.4258,-0.546325
1,14.75,-0.3555288,-34.99128,-4.51019675,-18.5143775,1.338024,0.1244739,-13.07725,395.210575,0.611467275,0.3770467,0.27734135,0.1147735,0.0441825,29.98776375,3.92062125,170.1122925,255.0937175,-14.5105,41.689875,-9.56125,-9.9275,-0.330725,-0.44705
1,15.25,-0.4285527,-48.865825,-16.560548,-8.73339,1.4120855,0.047935,-12.884015,398.693,0.5358874,0.26255615,0.32770865,0.10784495,0.0325425,15.9925175,2.951324875,171.1230125,253.869435,-14.4645,40.469725,-9.44075,-9.8185,-0.274675,-0.42695
1,15.75,-0.38329465,-52.8061,-22.99565,-1.10139,1.12539545,0.057515,-12.658645,394.33455,0.530644125,0.26172195,0.2402778,0.0934583,0.03375,5.2973654,0.97545842,170.85274,251.54888,-14.535,41.331,-9.2725,-9.698,-0.24585,-0.3917
1,16.25,-0.300576,-37.42185,-17.7069975,-4.73893075,0.933433625,0.0779,-12.7364325,399.113175,0.494294375,0.247905,0.2085365,0.0795,0.02955,-1.11915335,0.2368086475,170.786975,249.04349,-14.7055,41.3762,-9.5015,-9.608,-0.22195,-0.37175
1,16.75,-0.3606759,-51.211215,-2.29596,-1.33868565,0.87181815,0.052275,-12.8890675,394.5873,0.4897594,0.1750355,0.2015933,0.077315,0.02055,-3.66713875,0.169492345,171.40948,245.2484,-14.7745,42.675225,-10.252,-10.509,-0.248,-0.348375
1,17.25,-0.29026925,-32.542825,-3.022485,-1.89802175,0.9417592,0.06297,-12.997625,399.28495,0.47047225,0.20150615,0.22404655,0.0797,0.02624,-3.84729075,0.119291455,171.1380375,240.47392,-14.9695,43.755975,-11.023,-11.5085,-0.19435,-0.27495
1,17.75,-0.2800988,-48.924115,-5.858739,-5.55684275,0.76479055,0.05164,-13.169175,401.2247,0.57574475,0.155699225,0.144976725,0.053755,0.030935,-3.70080915,-0.0951940705,170.5073375,234.91555,-15.03925,45.48525,-11.95625,-12.444,-0.10155,-0.276125
1,18.25,-0.2635544,-46.03563,-6.99865375,-0.80849345,0.654225825,0.053295,-13.616405,400.517975,0.594264625,0.1858789,0.17783745,0.0407875,0.02927,-3.61351675,-0.18783764,169.419755,228.374025,-15.30625,47.4989,-13.64625,-15.10775,-0.125475,-0.27765
1,18.75,-0.2610372,-42.4283725,-17.9084,-15.39625,0.2876349,0.035515,-14.06652,400.673,0.5349668,0.1236297,0.133987275,0.056965,0.0341875,-4.79964345,-0.29710879,168.993745,223.94866,-15.6245,48.4699,-15.1155,-16.4555,-0.12335,-0.267625
1,19.25,-0.31542585,-55.282195,-17.86678,-2.60655,0.63924985,0.045915,-14.7592725,396.830975,0.5000171,0.1667138,0.16915045,0.03673,0.03515,-4.3239483,-0.150649875,169.0005725,220.8076525,-16.01325,48.858325,-14.453,-15.9345,-0.07805,-0.239275
1,19.75,-0.27243605,-45.738045,-13.817387,-2.3888105,0.51597765,0.040685,-14.9835,396.498225,0.6415797,0.17994075,0.152456,0.037405,0.0377,-4.0544009,-0.163759135,169.211475,219.0095475,-16.685,48.706,-13.8855,-15.5885,-0.023125,-0.239075
1,20.25,-0.266734625,-44.40497,-4.648945,-2.0392565,0.533106875,0.0332975,-15.0141825,396.9307,0.602956625,0.138294725,0.1708473,0.0369175,0.030495,-4.523866,-0.287836425,168.86812,218.961585,-17.04075,48.661275,-14.393,-15.42075,-0.05935,-0.24505
1,20.75,-0.2214403,-67.23964,-17.224905,-1.167512,0.46124165,0.04999,-15.11282,397.24595,0.5688803,0.1912303,0.17953165,0.044315,0.03536,-3.91934325,-0.23759875,168.429215,222.482245,-17.20575,47.8651,-15.80075,-15.9375,-0.090875,-0.282975
1,21.25,-0.244202775,-47.7456275,-19.641647,-0.287193075,0.76127235,0.060325,-15.4508,397.261925,0.506825725,0.23927565,0.1783219,0.0474425,0.02569,-4.10179705,-0.194189155,167.2014175,224.7018425,-17.55525,48.49875,-15.8105,-16.1625,-0.2296,-0.392875
1,21.75,-0.24838425,-48.640845,-3.973494,-17.3864165,0.57962925,0.0527175,-15.7853325,399.9935,0.51252455,0.1964756,0.200524225,0.0551375,0.034435,-4.1885111,-0.19203702,162.2682075,222.17407,-18.0735,49.290625,-16.1065,-16.291,-0.3265,-0.46665
1,22.25,-0.263976125,-48.463775,-0.822284,-2.50252565,0.773251475,0.05033,-15.94093,397.21145,0.549282,0.22097185,0.169493575,0.0629975,0.029235,-3.86816455,-0.14099525,161.4571625,221.4595075,-18.4865,51.47275,-15.895,-16.27375,-0.364275,-0.5173
1,22.75,-0.2736366,-39.073535,-5.679316,-1.3885185,0.6420713,0.04369,-16.445335,397.5859,0.5072431,0.2171455,0.1691521,0.0498,0.02867,-3.94758165,-0.1078649755,156.120175,221.4588875,-18.792,51.539,-15.526,-15.94025,-0.387625,-0.5469
1,23.25,-0.23400245,-38.242505,-9.83800025,-1.720285,0.4557593,0.0431,-16.5792,397.556575,0.54482915,0.20719505,0.21292405,0.047295,0.028055,-3.958584,-0.191486065,157.98895,220.905075,-19.1965,53.28225,-15.4965,-15.6145,-0.373825,-0.567
1,23.75,-0.22160525,-41.90486,-11.734015,-2.890904,0.529231325,0.0623375,-16.786605,397.95955,0.555578,0.18613815,0.212806375,0.063515,0.024385,-3.6089061,-0.215153935,163.7886175,222.696475,-19.54825,54.65125,-15.40975,-15.17625,-0.3842,-0.5756
2,0.25,-0.336697425,-40.29889,-6.0109655,-13.332125,0.461380225,0.0489125,-12.10169,388.2449,0.426262875,0.1513832,0.122849125,0.0422925,0.0285925,-3.6027783,-0.5864662975,179.809345,235.1538375,-17.405,51.4195,-12.03825,-10.286,0.00352500000000002,-0.22525
2,0.75,-0.2625128,-37.89765,-19.5212325,-2.32059525,0.4432227,0.0448725,-11.825925,377.14835,0.5217745,0.137424775,0.140536325,0.0438525,0.0253875,-3.569917575,-0.88114911,179.7365825,235.7574525,-17.47475,52.9285,-12.21925,-10.576025,-0.00469999999999998,-0.199725
2,1.25,-0.42373005,-139.6726,-74.426225,-24.84918,0.40253695,0.050095,-12.22281,378.12405,0.494542475,0.13387135,0.1402615,0.0409,0.02233,-3.566086,-0.63362232,179.737455,236.33199,-17.327,53.39775,-11.83575,-10.79825,0.00600000000000003,-0.20795
2,1.75,-0.37206085,-57.67926,-20.29921,-1.90233625,0.2510752,0.042795,-12.61787,378.34225,0.50709775,0.1891688,0.17002315,0.048205,0.023985,-3.443627875,-0.6278975825,180.1866175,233.8265625,-17.415,54.7185,-11.829725,-10.937375,0.00222500000000002,-0.2167
2,2.25,-0.2791178,-38.4303575,-7.6650145,-11.51616,0.56055175,0.0529725,-12.0749,362.6932,0.5643805,0.1620654,0.13457475,0.0493675,0.0231875,-3.468374975,-0.32241347,180.6987025,232.1772575,-17.41525,55.72675,-11.84365,-10.87125,-0.021875,-0.2466
2,2.75,-0.2712542,-38.94994,-9.470104,-3.2178525,0.4257782,0.04393,-11.4550375,365.931125,0.322843,0.2024243,0.1531414,0.05838,0.02675,-3.516017125,-0.44003706,181.47942,232.7401475,-17.47475,57.19975,-11.360175,-10.559875,-0.032925,-0.229025
2,3.25,-0.22596525,-41.7267,-17.17427,-10.94164,0.53032495,0.0569475,-12.4731,384.2393,0.618701725,0.18885495,0.166495775,0.0485075,0.01761,-3.329079275,-0.5348565575,182.017985,237.2315825,-17.509,58.15975,-11.030125,-10.24965,-0.0368,-0.2266
2,3.75,-0.3352861,-63.321285,-4.8641035,-6.102529,0.5620374,0.05711,-11.9176775,387.0216,0.4853204,0.139739825,0.1465532,0.042565,0.026505,-3.4031401,-0.4721736475,182.7019675,238.78083,-17.493,59.10525,-10.527725,-10.119675,0.00520000000000002,-0.2002
2,4.25,-0.23525395,-41.915835,-13.806641,-5.0292025,0.51687625,0.063405,-12.13199,389.590625,0.4667426,0.1763361,0.17122025,0.05471,0.021975,-3.308735625,-0.322947325,183.1756775,237.5705925,-17.48825,59.43775,-10.017675,-9.815425,-0.05405,-0.225525
2,4.75,-0.3244055,-36.5613675,-17.85232,-1.8182145,0.34128375,0.04803,-12.24595,385.18775,0.5350556,0.1745563,0.130788975,0.04846,0.039975,-3.60202425,-0.4141172575,183.60953,237.5272575,-17.40025,60.91125,-9.59195,-9.526075,-0.00627499999999999,-0.20465
2,5.25,-0.281582,-40.53937,-5.92931625,-6.06837675,0.6190483,0.06075,-11.918075,385.87925,0.5941945,0.1872687,0.2099442,0.04341,0.02566,-3.679138,-0.302752325,184.0821075,236.5945625,-17.32075,60.54625,-9.26565,-9.264375,0.00842500000000001,-0.206025
2,5.75,-0.270788225,-43.886395,-8.0859675,-6.866198,0.47683825,0.0626025,-12.43335,378.7709,0.588414875,0.17016835,0.198330625,0.0478475,0.024875,-3.465852575,-0.3003486825,184.39511,238.63721,-17.293,60.859,-9.0245,-9.01885,0.00842500000000001,-0.204275
2,6.25,-0.326472,-36.81085,-8.981767,-1.115702,0.6168697,0.04725,-12.38534,382.82865,0.68687585,0.1923079,0.126546625,0.055865,0.025625,-3.4778091,-0.1333062225,184.46189,239.8674,-17.23225,62.41725,-8.82205,-8.80385,0.0182,-0.191875
2,6.75,-0.2242191,-40.46414,-9.790976,-3.8366085,0.5849522,0.04909,-12.9218375,383.3769,0.73033735,0.1619571,0.1776292,0.04343,0.04129,-3.6382443,-0.215208145,181.1575825,238.04837,-17.513,62.61775,-8.66255,-8.612225,-0.03355,-0.204725
2,7.25,-0.24696575,-43.85055,-20.5301,-2.10320275,0.561301,0.0645125,-13.77702,372.8442,0.80786725,0.208863,0.176854,0.04595,0.034405,-3.687488425,-0.256443775,180.5984825,234.116445,-17.798,62.5345,-8.52785,-8.436775,0.01335,-0.192575
2,7.75,-0.3317065,-40.8193125,-8.17268,-12.842315,0.5304761,0.0546,-13.95297,381.9313,0.8475502,0.20844225,0.164174375,0.02955,0.0333075,-3.175310975,-0.2280546175,180.756515,233.0928725,-17.4845,61.79575,-8.26825,-8.341175,0.010975,-0.2124
2,8.25,-0.320695375,-36.5320375,-28.17789375,-5.22308575,0.5904691,0.043375,-13.5043,370.6624,0.880495125,0.182719375,0.18002675,0.0392625,0.028615,-0.9129807425,0.10958269525,181.41885,235.7294225,-17.37,61.03,-8.423775,-8.23315,-0.048125,-0.261275
2,8.75,-0.479031875,-45.2996875,-6.190492,-1.561757,0.7840371,0.0594875,-13.248235,366.00015,0.96195835,0.205549375,0.151175375,0.0458375,0.025575,3.91186665,0.94153326,179.0816375,241.8144025,-16.9855,58.074,-9.0742,-8.05715,-0.090875,-0.35385
2,9.25,-0.68526405,-46.31424,-8.1521595,-40.92978,0.5181712,0.063295,-12.27358,375.793025,0.91246595,0.183677,0.25717085,0.0802,0.03406,12.85175875,2.6692626,181.0772625,241.7187325,-16.60125,56.3355,-9.71175,-7.9034,-0.2335,-0.468575
2,9.75,-0.3107768,-49.26586,-6.342044,-3.13760225,0.7073199,0.07081,-10.7568475,399.8048,0.9502912,0.23439755,0.2216368,0.09352,0.0533,27.1218485,6.2966085,178.353815,247.265915,-15.749,55.92975,-9.9115,-7.7125,-0.54735,-0.66205
2,10.25,-0.4110477,-35.113475,-4.233295,-6.604054,0.5286703,0.09118,-10.5897275,399.392625,0.896209375,0.3135415,0.2520035,0.13136845,0.06022,20.653836,4.538061675,180.8061925,254.1778725,-14.81175,54.37425,-9.21975,-7.666525,-0.701325,-0.896275
2,10.75,-0.33355555,-22.567895,1.8847075,-1.8402685,1.0723,0.11257485,-9.6795125,399.10725,0.988191,0.2817974,0.39455865,0.1519585,0.064665,46.44919375,10.3987024,182.9403375,259.862505,-13.91875,53.74475,-8.507,-7.734925,-0.680775,-0.79775
2,11.25,-0.475966875,-24.3149825,1.314935,-6.99456825,1.559463,0.09749,-9.644276,398.810875,0.98551875,0.447618,0.441652275,0.171704175,0.06542,53.14247,11.842475,185.5176125,264.440505,-13.6245,52.5715,-7.76705,-7.759275,-0.3867,-0.696025
2,11.75,-0.372334475,-25.5038225,-10.418179,-3.622202,1.4080885,0.1031292,-9.64947275,398.52055,0.9416995,0.40524375,0.42939645,0.1579214,0.07456,62.8412425,14.454509,188.843095,267.7650275,-13.2945,50.7495,-6.84855,-7.255575,-0.425875,-0.590975
2,12.25,-0.3569805,-38.049275,-5.76510925,-2.5639415,1.044585,0.1005312,-9.378314,388.6295,0.695411425,0.35822915,0.3154742,0.13840895,0.07796,52.5501705,13.55516025,195.4875625,270.66641,-12.80575,48.69075,-5.8409,-6.2892,-0.383725,-0.45715
2,12.75,-0.29405875,-39.8418375,1.0536664,-3.5859625,1.187241,0.11900675,-9.79647375,382.7164,0.84666175,0.401806125,0.369329875,0.14949125,0.069785,74.2784555,17.1589275,191.83638,273.3546175,-12.124,46.360175,-5.154325,-5.7401,-0.417325,-0.5038
2,13.25,-0.4194345,-36.8447125,-2.04202475,-14.8468875,1.0661429,0.098375,-9.7305425,362.4821,0.8414558,0.30796975,0.311946,0.124072375,0.055825,84.9892125,19.27288475,194.05644,274.88569,-11.94725,42.294075,-4.635675,-5.263425,-0.4046,-0.464225
2,13.75,-0.31385985,-39.39235,-3.13666,-16.976535,1.159128,0.1037119,-9.582919,398.1074,0.8399841,0.373539425,0.3716447,0.1332895,0.0551,68.9844755,15.163907,195.17362,275.70427,-11.71475,38.924425,-4.279975,-4.9618,-0.299775,-0.4063
2,14.25,-0.419623125,-34.54959,-2.8037525,-1.667461,0.83738635,0.073915,-9.575519,398.072925,0.766822625,0.342115275,0.3735489,0.1312224,0.05932,67.2784315,13.197867725,197.9912575,276.59146,-11.38975,39.446175,-4.107025,-5.018975,-0.244275,-0.388275
2,14.75,-0.384168525,-43.08525,-3.41731725,-1.51406075,0.5178209,0.10664535,-9.5752255,390.43165,0.730054725,0.382925575,0.322076725,0.120207275,0.048325,52.83478675,8.3157871,199.8461275,275.871915,-11.25875,39.9617,-4.100925,-5.1543,-0.308375,-0.3628
2,15.25,-0.3505113,-34.2282525,-5.3937885,-1.42667,0.79855885,0.06343,-9.839015,381.7488,0.65805475,0.2381885,0.27205505,0.0786775,0.03335,41.898286,7.59466965,202.9411775,275.709015,-11.1525,40.763275,-4.0965,-4.803525,-0.2318,-0.26375
2,15.75,-0.3399214,-44.23569,-6.6381095,-1.330839,1.0295485,0.05983,-9.736626,374.9187,0.637577375,0.291043425,0.210788925,0.09181,0.0360125,24.1771305,5.036329075,202.500605,273.992125,-11.11175,40.0002,-4.083675,-4.783575,-0.213225,-0.236525
2,16.25,-0.3078073,-47.23363,-4.36734,-4.455111,0.9268502,0.05236,-9.962454,397.1487,0.642007925,0.1898913,0.2260901,0.08703,0.03639,6.264368275,1.6903558675,201.1997325,272.611735,-11.06725,39.454225,-4.06255,-4.7743,-0.14025,-0.1965
2,16.75,-0.262791275,-51.3315975,-29.8571,-8.670226,0.736701575,0.06466,-10.0921675,387.383225,0.665053875,0.17897785,0.301448575,0.0851825,0.0345625,-1.9397721,0.43005368,198.7489325,270.1089675,-11.0055,40.30345,-4.0368,-4.764025,-0.120825,-0.136275
2,17.25,-0.3887546,-54.46489,-18.8016625,-1.783399,0.8751609,0.06096,-10.43676,395.4362,0.543049525,0.2785734,0.2537098,0.08531,0.0293275,-2.93161035,-0.0110070447499999,197.81191,266.26218,-11.0985,42.05155,-4.012425,-4.7593,0.087425,-0.069475
2,17.75,-0.39301325,-64.108255,-43.2765625,-11.3763175,0.7828858,0.0622325,-11.01009,382.0807,0.8172847,0.27298045,0.24208355,0.0624175,0.0337025,-2.613046,-0.360467895,198.0664675,260.4390225,-11.0965,41.189375,-4.1997,-4.7152,0.19685,0.010675
2,18.25,-0.271721625,-39.4527075,-3.5982455,-6.73750875,0.7595514,0.0508225,-11.27691,398.234125,0.72369655,0.208706225,0.191821775,0.051175,0.033195,-3.93311225,-0.154573795,199.67465,254.518615,-11.21475,40.7208,-4.6608,-4.668325,0.196975,0.01215
2,18.75,-0.297770825,-47.497625,-8.6879775,-6.020093,0.638829075,0.0514525,-11.3231925,398.134925,0.66075375,0.1682785,0.1995802,0.0446975,0.033105,-3.89876765,-0.186728315,201.4103875,249.479885,-11.4445,44.54645,-5.129,-5.017575,0.1884,0.00560000000000001
2,19.25,-0.3185312,-43.24762,-35.189,-0.9321336,0.43101125,0.05002,-11.285475,398.44865,0.7145504,0.14085475,0.1962585,0.038555,0.0241125,-3.9243513,-0.404035175,197.0402275,246.748285,-11.7295,46.46405,-5.3345,-5.45475,0.199325,0.01015
2,19.75,-0.32048945,-39.7546,-30.188225,-1.722611,0.59442455,0.044835,-11.56346,398.18275,0.6675945,0.1264013,0.17357595,0.054165,0.027095,-4.6059661,-0.50384324,196.4426025,242.9487275,-11.904,48.11885,-5.66085,-5.586125,0.19525,0.00125
2,20.25,-0.2880424,-55.900165,-21.49795,-3.9235545,0.54139235,0.044575,-11.6679925,396.0017,0.7355699,0.17218565,0.1488012,0.041615,0.0219125,-4.57679935,-0.320609295,196.683945,239.9816175,-12.40325,48.85095,-5.9996,-5.5524,0.17775,-0.01995
2,20.75,-0.223708175,-56.295965,-4.73483475,-1.954479,0.610825525,0.0446025,-11.75192,398.158675,0.655314,0.2392173,0.192102825,0.049135,0.024745,-4.4312966,-0.33553139,195.276825,238.50101,-12.801,49.745375,-5.980425,-5.546675,0.156925,-0.034
2,21.25,-0.2560446,-43.94045,-12.86225,-5.361913,0.58929315,0.04565,-12.2863075,398.261175,0.5845794,0.1881272,0.1673242,0.03669,0.0202375,-4.26761865,-0.31763774,194.2288,240.175385,-13.25925,50.42325,-6.427825,-5.72035,0.12775,-0.088825
2,21.75,-0.2742911,-50.5596325,-17.412125,-6.314496,0.47478945,0.05007,-12.032105,395.15385,0.65076975,0.163195925,0.15389305,0.0428625,0.0292125,-3.9669172,-0.381270485,192.838355,237.3742375,-13.63775,49.7535,-7.7138,-6.4108,0.089525,-0.149775
2,22.25,-0.31211985,-50.1632325,-10.39580375,-2.721915,0.48117145,0.037065,-12.55315,395.8591,0.585091725,0.16442855,0.12042545,0.03247,0.02076,-4.1731707,-0.442422065,192.46127,235.5856075,-14.0815,49.53575,-8.74625,-7.606775,0.046525,-0.154625
2,22.75,-0.2577413,-49.74166,-4.2951575,-4.4451425,0.2131529,0.04511,-11.82809,394.1135,0.5987705,0.1437046,0.16088475,0.040445,0.0272875,-4.01349355,-0.441402995,191.589755,236.8616275,-14.31675,50.69575,-9.4426,-8.538875,-0.00159999999999998,-0.1664
2,23.25,-0.30095725,-49.042765,-13.31001,-3.353865,0.51593015,0.046535,-11.80474,396.09775,0.4940572,0.16171095,0.14021845,0.04094,0.02381,-3.83907925,-0.561560135,191.2974975,237.3292275,-14.553,48.88375,-10.076575,-9.22465,-0.00637499999999997,-0.182925
2,23.75,-0.3739053,-58.20877,-6.37316175,-1.84822375,0.3751846,0.0516,-11.70634,392.3283,0.479067475,0.17152095,0.14621285,0.043425,0.0252625,-3.82287225,-0.642589535,191.246815,237.71337,-14.86475,50.78575,-11.22135,-9.83315,-0.010025,-0.20335
3,0.25,-0.2815926,-65.02526,-15.434025,-3.356248,0.5337528,0.02458,-9.500902,404.5148,1.1461325,0.1175286,0.1271606,0.03436,0.03878,-4.6756026,-0.14318147975,205.518105,267.87253,-11.4465,35.0402,-31.064,-33.22825,-0.1298,-0.23735
