DOY2,HR2,USTAR_1_1_1,TA_1_1_1,WS_1_1_1,NEE_1_1_1,FC_1_1_1,SC_1_1_1,H_1_1_1,SH_1_1_1,LE_1_1_1,SLE_1_1_1,G_1_1_1,G_2_1_1,TS_1_1_1,TS_1_2_1,RH_1_1_1,PA_1_1_1,CO2_1_1_1,VPD_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,H2O_1_1_1,G_2_3_1,TS_2_1_1,TS_2_2_1,G_2_2_1
1,0.25,0.613501745299999,10.990393525,7.469933858,3.315181819125,3.68810899895,0.30450530995,79.6291465837499,1.4995227105,27.476532574,1.2075947983,6.48302,1.48298117972499,8.28909975,3.34367,96.059,98.86841628,447.6,5.700559,8.09957740884999,22.832928462,42.008549121,2.7542054248,360.5484364175,397.200526105,10.7744285,3.45423987499999,5.10451,4.96756065,7.72302983989999
1,0.75,0.61678285985,10.90667303125,7.6688525,7.87949023909994,3.0398722878,0.6778699047,71.453709776,1.7122191878,28.4465533985,1.774700985,6.2033975,1.6020015427,8.2139455,3.29668,96.181,98.88350281875,447.81875,5.579018568,6.52968746649995,24.400319906,43.8794,2.86397999522499,363.96511239,396.682319505,10.83050375,3.29822647499999,4.96605,4.793770975,7.0895854718
1,1.25,0.5770818475,10.5832290785,7.514891,4.530150511925,3.3298333754,1.2055530824,74.5500814575,3.248487476975,28.84080645,1.469805294875,5.9410375,1.6151150899,8.12156725,3.25514,96.171,98.91283660875,448.19,5.281193,5.57271780065004,24.397106064,45.22211125325,2.891354504,355.1662394225,395.02,10.86699975,3.08343599999999,4.8707875,4.648866375,6.42757492635
1,1.75,0.599933608825,9.45424699999999,7.56675625,5.27413237882494,4.0685049856,0.941593466999998,64.27121039,3.859240034875,30.31500557,1.801605172925,5.673415,1.14944574999999,8.0235885,3.21583,95.931,98.87941541125,448.28175,5.650674,2.40712668675001,23.92692249775,42.7464,2.7711722988,355.09271449,394.4098191,11.229225,3.08234912499999,4.73895,4.498658125,5.444440779
1,2.25,0.6088734056,8.442028,7.48973079295,2.85016866865,3.02995392189999,0.44109678065,76.2740771525,3.39728674125,23.27097697875,1.6045024588,5.40575,0.81086974999999,7.94790725,3.17891,95.417,98.873565514,448.04475,5.409174,3.49004768075,24.952724271,44.30519023125,2.5672539915,349.59319396,391.298500475,11.17441225,3.22776149999999,4.65397999999999,4.400960525,5.32725
1,2.75,0.640119999999999,9.03510000000001,7.59006752245,3.35538385625,3.522865,0.4630162613,86.4812345,3.4398360393,25.75787,4.53996996757499,5.17099,0.911448999999997,7.89421675,3.14331,95.082,98.890069632,447.931,5.259225,5.76822973829999,25.467910134,44.053604712,2.560102212925,350.417845955,392.780676405,11.10939,3.39856382499999,4.632305,4.3545338,5.3404
1,3.25,0.619779642675,8.977925,7.87213345184999,14.2331922605,11.5690392314,0.885428811299999,98.7969429765,2.7788833205,29.9012458825,2.27312294405,4.6177725,0.845547749999998,7.85052925,3.1087,95.307,98.881985664,448.516,5.67555,5.46358361779999,24.664205682,46.1000052225,2.697173743475,351.51526336,396.5091583,11.2342,3.56443269999999,4.608195,4.335442625,5.35275
1,3.75,0.59322675,9.17883149999999,7.7514745,13.352467698,12.0215795453,0.483315727524999,141.682885,2.541002742175,33.389790262,1.89312738075,3.793745,1.04801649999999,7.77278875,3.07429,95.759,98.86727907,448.75,5.61443,3.35460396500001,22.609827624,44.7258171395,2.6468651157,349.46832441,397.7829388575,11.44897225,3.73214337499999,4.58275,4.336912125,5.3115
1,4.25,0.603632660125,9.59092799999998,7.246516,3.7844364548,3.536685034125,0.49289623275,148.8900477975,2.4358841488,18.04207326,2.9090659899,2.9482725,1.37016247252499,7.689374,3.04331,96.059,98.838754984,448.72993676,5.398842,3.3729683244,21.826097378,44.71719729325,2.7571697636,350.16286029,398.90150733,13.422152,3.66109179999999,4.5818,4.320288525,5.75773624575
1,4.75,0.6385711809,10.50717535,7.27029825,2.8387204586,2.820799180075,1.5053654461,153.497378,2.11983722765,26.006144,2.221925728875,2.1687275,1.10406568312499,7.6073945,3.01362,96.384,98.820905,455.885499999999,4.90266,4.85526202000002,21.715386938,41.0294826485,2.6636790516,350.3033249475,399.297822485,11.886203,3.495077925,4.56012,4.288497,5.2835098466
