DOY2,HR2,USTAR_1_2_1,WS_1_2_1,FC_1_2_1,H_1_2_1,LE_1_2_1
2,8.25,0.07055,0.397875,-6.6366,-50.319025,-3.091
2,8.75,0.06475,0.5785,-10.54425,-20.9755,-2.70625
2,9.25,0.074075,0.684725,-11.8722,-12.752875,-2.63375
2,9.75,0.10075,0.6065,-15.0895,-4.4865,0.473
2,10.25,0.16875,0.63475,-15.633175,-2.535,3.39225
2,10.75,0.2914,0.7046,-15.3382,10.4642,13.326475
2,11.25,0.265275,0.736,-16.465225,4.98365000000001,16.156325
2,11.75,0.18445,0.68175,-16.7382,43.7201,32.40935
2,12.25,0.204625,0.623875,-17.197375,55.191125,39.40475
2,12.75,0.193125,0.896375,-17.317625,36.267625,46.285
2,13.25,0.2582,0.7032,-16.935,38.9632,54.4368
2,13.75,0.224825,0.79725,-16.006925,9.387225,44.6031
2,14.25,0.2102,0.804175,-16.62215,13.1487,57.0828
2,14.75,0.24495,0.77615,-16.08315,-8.92579999999999,53.82505
2,15.25,0.2145,0.77475,-14.363125,-8.36675,40.77125
2,15.75,0.17925,0.61005,-13.8919,-8.90585,16.1029
2,16.25,0.151775,0.52925,-11.9338,-9.703925,28.3004
2,16.75,0.092175,0.544075,-9.750125,-24.52325,21.49855
2,17.25,0.12565,0.69485,-8.10435,-51.8269,15.05215
2,17.75,0.0912,0.777625,-6.770575,-65.07215,5.9533
2,18.25,0.0466,0.7079,-4.42275,-67.31195,-1.7843
2,18.75,0.0389,0.53805,-2.09325,-65.08725,-5.0275
2,19.25,0.0349,0.6256,-0.69995,-67.6094,-12.2239
2,19.75,0.03585,0.396,-0.153175,-70.055275,-13.91095
2,20.25,0.028475,0.38135,-0.28545,-66.45745,-23.240425
2,20.75,0.025475,0.3268,-0.40005,-75.292425,-9.353
2,21.25,0.027,0.38595,-0.68725,-78.019575,-12.6182
2,21.75,0.02575,0.5207,-0.4473,-67.97395,-9.30675
2,22.25,0.020975,0.498125,-0.23615,-59.553375,-19.84715
2,22.75,0.03985,0.5098,-0.4556,-63.48125,-22.2971
2,23.25,0.02275,0.5135,-0.33825,-66.176625,-11.350125
2,23.75,0.031375,0.571125,-0.149625,-67.186375,-9.897125
3,0.25,0.03355,0.57155,-1.194,-77.15365,-8.725
3,0.75,0.037,0.457,-0.388,-84.505,-8.45865
3,1.25,0.053,0.524,-0.188175,-74.283,-8.5548
3,1.75,0.05795,0.466275,-0.1305,-71.49325,-10.7817
3,2.25,0.0407,0.47295,-0.071,-78.13855,-6.024875
3,2.75,0.04355,0.47485,-1.1458,-63.53015,-7.00335
3,3.25,0.0455,0.47675,-0.6244,-63.977125,-8.3738
3,3.75,0.0348,0.5699,-0.4546,-66.2184,-8.08665
3,4.25,0.047875,0.574625,-0.596925,-71.92475,-11.905925
3,4.75,0.0426,0.5484,-1.801775,-63.1074,-5.407025
3,5.25,0.039,0.42775,-0.264675,-67.699,-5.78415
3,5.75,0.0329,0.5148,-0.580125,-70.5649,-6.168425
3,6.25,0.0431,0.598,-0.634875,-95.96,-5.728375
3,6.75,0.04175,0.502725,-1.215875,-76.415425,-10.274375
3,7.25,0.0506,0.569675,-4.507175,-43.414025,-3.452325
3,7.75,0.084675,0.448425,-7.9306,-18.663825,-3.839
3,8.25,0.1343,0.4897,-10.5803,-0.8369,-1.3235
3,8.75,0.16385,0.506725,-13.302275,8.82655,9.63815
3,9.25,0.2552,0.70185,-17.88635,2.05395,22.872
3,9.75,0.210875,0.871375,-16.1405,15.925125,30.524375
3,10.25,0.216675,0.768425,-17.0929,0.306575000000001,45.8914
3,10.75,0.1636,0.84905,-19.00875,31.9589,43.77135
3,11.25,0.31,0.972,-19.782975,42.998,33.838425
3,11.75,0.27375,0.99075,-17.263825,15.7575,46.80525
3,12.25,0.20535,0.95535,-19.2904,6.3336,46.538
3,12.75,0.2853,1.0971,-17.6349,20.3979,48.35875
3,13.25,0.241825,1.0346,-18.5304,8.03415,44.6303
3,13.75,0.1938,1.0153,-16.77675,-2.62765,66.4388
3,14.25,0.308275,1.004725,-15.221625,3.17795,65.031
3,14.75,0.299,0.774,-14.644,-2.826,52.5
3,15.25,0.233875,0.96565,-14.040325,12.1259,59.77045
3,15.75,0.2441,0.90055,-14.3393,-14.544,38.00655
3,16.25,0.2643,0.8175,-10.97945,-21.6635,41.2074
3,16.75,0.1666,0.7435,-10.278375,-29.0265,35.915175
3,17.25,0.1936,0.8327,-7.8103,-45.7362,26.60665
3,17.75,0.1077,0.7161,-4.79335,-55.6729,14.2088
3,18.25,0.060075,0.471925,-1.69725,-67.28115,1.28885
3,18.75,0.029825,0.497225,-0.336,-82.540575,-1.7631
3,19.25,0.0411,0.492475,-0.049775,-80.789925,-1.6939
3,19.75,0.0645,0.5586,-0.04405,-63.81205,-5.337425
3,20.25,0.04915,0.634,-0.545,-90.0639,-3.781
3,20.75,0.046,0.578,-0.814,-79.63775,-5.209
3,21.25,0.034075,0.558,-0.470575,-80.365225,-6.10565
3,21.75,0.0312,0.44345,-0.53,-74.426575,-6.308
3,22.25,0.03115,0.5087,-0.1325,-79.84375,-10.63045
3,22.75,0.028925,0.553925,-2.2589,-79.3479,-7.8377
3,23.25,0.035025,0.632925,-0.550225,-78.77845,-15.5127
3,23.75,0.04685,0.6916,-0.262575,-75.27535,-9.6911
4,0.25,0.090175,0.7712,-0.424825,-69.594375,-8.9719
4,0.75,0.0597,0.60205,-0.55195,-62.1585,-10.24025
4,1.25,0.050425,0.54815,-0.0104,-57.904775,-9.3618
4,1.75,0.041625,0.467025,-0.929075,-60.775775,-10.57815
4,2.25,0.04275,0.491875,-0.189,-52.46325,-18.2091
4,2.75,0.03275,0.5385,-1.0032,-47.65335,-18.22875
4,3.25,0.0357,0.446525,-0.7239,-55.5079,-14.343425
4,3.75,0.027625,0.359875,-1.795125,-59.467375,-23.140375
4,4.25,0.0241,0.4295,-1.5923,-50.6707,-14.77845
4,4.75,0.0259,0.4099,-0.4747,-44.0862,-13.5389
4,5.25,0.0308,0.4902,-0.7964,-51.5108,-20.9292
4,5.75,0.0366,0.5054,-0.867,-54.9936,-11.676
4,6.25,0.054,0.5,-1.118375,-55.632,-14.887625
4,6.75,0.0387,0.2485,-4.089325,-51.663,-15.4098
4,7.25,0.065725,0.36995,-6.9368,-43.861075,-4.9595
4,7.75,0.104,0.4504,-9.91865,-22.9562,-6.178125
4,8.25,0.1506,0.5742,-11.9216,-6.3044,6.6512
4,8.75,0.2151,0.638,-14.3314,10.1919,27.2397
4,9.25,0.2249,0.6411,-15.8063,13.30485,39.81315
4,9.75,0.275825,0.781275,-16.319,33.230625,53.3808
4,10.25,0.289675,0.9261,-17.4958,26.328075,80.000475
4,10.75,0.290775,0.875875,-17.113325,31.362225,80.62785
4,11.25,0.306075,0.86065,-17.14455,42.188175,98.846
4,11.75,0.2962,0.94415,-17.75865,19.57625,102.03265
4,12.25,0.2848,1.0298,-16.7218,-1.4069,88.0576
4,12.75,0.3541,1.2551,-16.0665,16.5562,97.122
4,13.25,0.328675,1.1046,-15.570025,28.2072,88.594575
4,13.75,0.3345,1.24075,-14.64695,6.01055,67.31835
4,14.25,0.320125,1.205,-14.65125,22.4185,93.39075
4,14.75,0.365375,1.15625,-13.489,16.781375,83.401
4,15.25,0.27485,1.0012,-12.5245,10.7106,75.07075
4,15.75,0.2955,1.070125,-12.947375,10.5935,94.131
4,16.25,0.34145,1.0437,-12.1087,0.526075,75.126025
4,16.75,0.30325,1.0082,-9.6415,-12.292,40.86995
4,17.25,0.252575,0.865525,-8.64345,-30.55345,49.6049
4,17.75,0.2085,0.6788,-7.16515,-40.32725,20.6416
4,18.25,0.098,0.619,-4.959,-53.485,17.873
4,18.75,0.039,0.585,-2.389,-64.039,-6.068
4,19.25,0.0352,0.55715,-0.203075,-55.634725,-19.856525
4,19.75,0.0491,0.69255,-0.21455,-59.8743,-26.87705
4,20.25,0.0644,0.72735,-0.58875,-60.56765,-9.75145
4,20.75,0.0415,0.65985,-0.38395,-65.52145,-15.5199
4,21.25,0.033175,0.53765,-0.122075,-72.81195,-17.52655
4,21.75,0.0472,0.54805,-1.0181,-61.1211,-14.38785
4,22.25,0.06165,0.7701,-0.9144,-79.97305,-11.54395
4,22.75,0.045025,0.586925,0.045675,-62.611175,-8.85925
4,23.25,0.066025,0.6385,-0.055825,-71.5731,-9.0044
4,23.75,0.047,0.755,-0.597,-70.158,-9.396
5,0.25,0.028825,0.5574,-0.057225,-57.33145,-10.9547
5,0.75,0.048825,0.534,0.100775,-52.2848,-11.216225
5,1.25,0.060125,0.609875,-0.0889,-49.67205,-10.985875
5,1.75,0.04165,0.678725,-0.1214,-70.194625,-11.238225
5,2.25,0.05065,0.560825,0.17345,-50.00225,-10.962875
5,2.75,0.037,0.47755,-0.11585,-45.32965,-14.4418
5,3.25,0.033125,0.3749,-2.477975,-46.368775,-10.932675
5,3.75,0.033475,0.46255,-0.158675,-58.675625,-10.6645
5,4.25,0.0331,0.4341,-0.01045,-50.7359,-16.681525
5,4.75,0.0308,0.309,-0.6194,-44.106,-11.2062
5,5.25,0.024325,0.2916,-0.1499,-43.2595,-14.175675
5,5.75,0.0287,0.3551,-0.5035,-50.7689,-12.6549
5,6.25,0.0406,0.3646,-1.8704,-41.2392,-10.8634
5,6.75,0.0974,0.4332,-7.4758,-18.675,-10.4978
5,7.25,0.13675,0.49975,-7.4845,0.877,5.893
5,7.75,0.1478,0.507475,-10.076925,0.296675000000001,17.95945
5,8.25,0.257,0.7334,-13.81635,13.67805,25.77535
5,8.75,0.197375,0.785625,-16.825125,25.054625,41.427125
5,9.25,0.245525,0.861725,-16.775825,36.928875,65.248725
5,9.75,0.1733,0.7756,-18.4184,29.4046,74.2485
5,10.25,0.2554,0.8107,-18.8577,31.6373,80.0196
5,10.75,0.2054,0.74,-18.6311,59.2567,74.777825
5,11.25,0.2732,1.0768,-20.7354,26.832,81.0638
5,11.75,0.342375,1.0825,-19.097375,37.41325,75.940125
5,12.25,0.3073,1.01625,-17.32525,64.1637,60.164
5,12.75,0.294575,1.229525,-15.133175,47.963825,47.4951
5,13.25,0.22525,1.0055,-16.7875,49.4045,90.56325
5,13.75,0.32285,1.1257,-15.55155,36.947925,79.616725
5,14.25,0.2785,0.988525,-15.2083,41.83925,80.530925
5,14.75,0.25355,1.00275,-14.800475,30.93985,92.261225
5,15.25,0.25925,0.968975,-13.9319,-2.58665,54.535825
5,15.75,0.212125,0.967625,-13.02925,9.27225,62.346125
5,16.25,0.1886,0.9145,-11.10515,-13.09775,31.6875
5,16.75,0.2309,0.81485,-9.546225,-7.98095,54.2648
5,17.25,0.2266,0.635,-7.5998,-18.7536,23.996
5,17.75,0.18075,0.559825,-6.033975,-33.96115,13.648725
5,18.25,0.08835,0.500525,-3.22275,-35.407875,-11.0471
5,18.75,0.036825,0.568225,-1.14985,-42.692725,-12.03285
5,19.25,0.0328,0.5715,0.00825,-53.725,-7.66365
5,19.75,0.0394,0.49635,-0.07695,-53.0855,-24.31495
5,20.25,0.031875,0.626,-0.467625,-54.27275,-21.662125
5,20.75,0.03475,0.440625,-0.185,-49.015,-14.17125
5,21.25,0.04325,0.50125,-0.318375,-47.161875,-9.651875
5,21.75,0.051375,0.441375,-1.31975,-66.311375,-11.293
5,22.25,0.050125,0.534625,-0.9345,-60.78425,-11.531375
5,22.75,0.03255,0.4786,-2.417875,-59.526925,-11.43745
5,23.25,0.041,0.424075,-1.258525,-47.226725,-10.248775
5,23.75,0.0304,0.5612,-0.1096,-49.831,-11.4182
6,0.25,0.0248,0.3842,-0.1022,-35.1908,-16.2438
6,0.75,0.043175,0.51755,-0.75835,-32.447075,-16.83255
6,1.25,0.0258,0.5024,-1.2438,-35.3422,-20.2484
6,1.75,0.0336,0.5436,-0.6532,-35.4574,-13.7384
6,2.25,0.04105,0.57965,0.1801,-36.63075,-9.227
6,2.75,0.03365,0.493275,-2.63435,-28.9057,-8.780725
6,3.25,0.0258,0.4002,0.27445,-47.545,-11.607
6,3.75,0.0274,0.4096,0.2082,-50.053,-11.8844
6,4.25,0.031375,0.4373,-0.705175,-52.943475,-12.929125
6,4.75,0.0262,0.2994,-0.293,-48.218,-13.7318
6,5.25,0.03025,0.3955,-0.05675,-45.639,-16.02825
6,5.75,0.0503,0.407625,0.204825,-39.352525,-12.575125
6,6.25,0.0524,0.4249,-2.4419,-17.264,-5.0898
6,6.75,0.0792,0.3961,-5.1808,-4.3226,-0.2508
6,7.25,0.14465,0.4281,-7.85435,3.59035,6.4689
6,7.75,0.1879,0.5485,-12.7879,11.9271,21.3778
6,8.25,0.14065,0.54305,-13.061625,15.95945,36.0399
6,8.75,0.28235,0.684475,-15.703925,32.50575,90.312175
6,9.25,0.32895,0.99115,-16.97355,52.4767,94.97325
6,9.75,0.28585,0.8582,-16.03565,55.6987,109.69905
6,10.25,0.2037,0.92585,-16.5954,69.3941,101.38445
6,10.75,0.3196,0.8049,-16.2981,63.96225,153.69265
6,11.25,0.3181,1.0588,-15.837625,44.0764,137.038875
6,11.75,0.294275,1.125275,-14.531125,71.83065,138.54455
6,12.25,0.3625,1.182675,-14.831525,48.7903,152.004925
6,12.75,0.325725,1.17105,-14.892325,36.642225,137.727975
6,13.25,0.298525,1.24715,-12.00815,59.70845,128.256525
6,13.75,0.36435,1.265975,-14.269475,23.97705,117.155
6,14.25,0.236625,0.85075,-11.2445,-9.31475,81.53825
6,14.75,0.20915,0.648,-11.2421,16.6738,135.09775
6,15.25,0.30975,0.96095,-9.8522,21.88375,83.0386
6,15.75,0.34795,0.93865,-8.75295,14.1795,81.35555
6,16.25,0.310625,0.73575,-9.503,3.138375,76.223875
6,16.75,0.15525,0.51965,-8.1982,-1.94355,67.4796
6,17.25,0.153,0.55385,-7.1482,-20.56025,41.17275
6,17.75,0.1134,0.30285,-5.08585,-31.265,44.6644
6,18.25,0.0887,0.5404,-3.52075,-32.7513,11.35065
6,18.75,0.054075,0.5568,-1.283025,-36.762975,1.507375
6,19.25,0.04385,0.3967,-0.26195,-38.1128,-9.50909999999999
6,19.75,0.0408,0.3925,-0.0708499999999998,-40.573525,-23.79405
6,20.25,0.0249,0.524875,-2.67135,-48.4968,-24.8663
6,20.75,0.03225,0.48675,-0.18855,-36.09375,-14.9605
6,21.25,0.03125,0.31075,-0.14575,-52.309,-3.16225
6,21.75,0.038775,0.31795,0.08935,-38.874925,-13.554
6,22.25,0.04175,0.51775,-13.71725,-54.762,-20.21275
6,22.75,0.03175,0.523,-0.0995,-38.7515,-8.3255
6,23.25,0.051,0.4177,0.0761000000000001,-42.2837,-12.9678
6,23.75,0.0527,0.4194,-0.00209999999999997,-34.7349,-29.2475
7,0.25,0.039075,0.393675,-0.427,-26.850975,-5.074525
7,0.75,0.029175,0.461075,-0.12835,-26.4999,-14.081075
7,1.25,0.032725,0.3916,-0.10195,-28.857275,-9.43565
7,1.75,0.019875,0.3785,-0.022025,-24.639025,-8.8591
7,2.25,0.03325,0.50225,-0.34,-24.80925,-8.637
7,2.75,0.0295,0.334,-0.0535,-27.19075,-7.643
7,3.25,0.035175,0.426775,-0.0514,-27.88555,-13.220475
7,3.75,0.0226,0.4072,-0.618,-32.9276,-16.5118
7,4.25,0.014,0.4488,-1.119,-38.0186,-8.1836
7,4.75,0.033,0.3664,-0.7426,-37.338,-9.1624
7,5.25,0.027,0.325,-0.4822,-36.2396,-9.772
7,5.75,0.02985,0.366575,-0.357375,-33.032475,-8.9415
7,6.25,0.060225,0.383775,-0.540525,-21.96765,-3.5613
7,6.75,0.0768,0.413,-3.8754,-9.0778,6.3844
7,7.25,0.121,0.4052,-5.0132,5.7252,20.3676
7,7.75,0.1488,0.5462,-10.1884,17.9722,-6.7786
7,8.25,0.206975,0.666625,-11.413775,34.22715,39.4164
7,8.75,0.2146,0.8196,-13.7316,39.25,50.96
7,9.25,0.200025,0.660775,-15.412225,43.318775,49.65775
7,9.75,0.1812,0.707,-16.1836,57.6446,77.961
7,10.25,0.2854,0.9864,-17.6992,59.9056,102.559
7,10.75,0.3046,1.0918,-17.299,73.6188,118.754
7,11.25,0.322325,0.99145,-18.629625,76.656925,122.57265
7,11.75,0.22255,0.835125,-17.9961,58.974,128.536
7,12.25,0.2825,1.104975,-16.650025,55.15415,120.19765
7,12.75,0.278375,1.1317,-15.126875,-13.9819,109.39075
7,13.25,0.314475,1.166125,-14.43525,30.985225,88.77035
7,13.75,0.4596,1.3806,-12.9598,46.39,100.9882
7,14.25,0.3218,1.0512,-14.0074,19.3294,121.242
7,14.75,0.2861,1.0381,-13.46805,7.24005,73.662625
7,15.25,0.14735,0.539,-12.625625,-21.506875,58.1195
7,15.75,0.1862,0.8374,-11.7394,-15.5834,46.6844
7,16.25,0.171525,0.805125,-10.10885,-12.258925,35.595325
7,16.75,0.1902,0.6592,-10.8534,-30.2058,33.587
7,17.25,0.091,0.4624,-6.0106,-18.625,28.4352
7,17.75,0.1094,0.3968,-5.2392,-30.3086,46.806
7,18.25,0.1684,0.7404,-2.8828,-37.1848,9.9008
7,18.75,0.08365,0.643725,-1.55925,-46.929475,-5.656025
7,19.25,0.110575,0.698975,0.099875,-47.316375,-22.5373
7,19.75,0.09475,0.729,0.48575,-45.87825,-42.099
7,20.25,0.0515,0.68375,0.23375,-43.87575,-20.977
7,20.75,0.10145,0.736975,0.5471,-43.8618,-6.4029
7,21.25,0.058075,0.529,0.277075,-34.4899,-3.14315
7,21.75,0.07975,0.59525,-0.33775,-33.1635,-5.06175
7,22.25,0.05,0.73775,0.12775,-34.16925,-7.57925
7,22.75,0.076975,0.556675,-0.02545,-39.52675,-3.6823
7,23.25,0.05225,0.542,-0.60525,-35.737,-3.6625
7,23.75,0.060975,0.52005,-0.229325,-36.197425,-8.645025
8,0.25,0.022225,0.304675,-0.26345,-47.91185,-10.2982
8,0.75,0.032,0.33975,-0.62505,-34.3325,-8.79625
8,1.25,0.03055,0.38995,-0.790075,-39.212825,-12.12255
8,1.75,0.0284,0.3091,-1.0783,-41.5129,-10.9921
8,2.25,0.027,0.3258,-1.0117,-44.0935,-11.6202
8,2.75,0.032925,0.315525,-2.365775,-52.949725,-14.92875
8,3.25,0.02875,0.3522,0.06865,-42.8477,-19.6425
8,3.75,0.02325,0.3855,-0.13875,-43.752625,-16.157125
8,4.25,0.0253,0.330875,-1.5943,-47.496975,-12.693275
8,4.75,0.0313,0.3941,-0.63415,-62.9008,-21.1294
8,5.25,0.021925,0.355,-0.77225,-46.511375,-11.39585
8,5.75,0.030325,0.323,-0.6011,-33.247425,-13.8636
8,6.25,0.02815,0.31445,-0.9351,-53.0741,-13.85735
8,6.75,0.051,0.31125,-2.05135,-32.09625,-6.185
8,7.25,0.06225,0.34625,-6.467025,-13.01825,-2.4485
8,7.75,0.10155,0.3889,-9.228275,0.178775000000001,5.5915
8,8.25,0.137325,0.386875,-11.551,3.09625,14.60745
8,8.75,0.1521,0.498125,-14.335475,8.72405,30.700475
8,9.25,0.1092,0.556,-14.4502,14.3374,31.5054
8,9.75,0.169375,0.4873,-16.8756,17.479325,38.0364
8,10.25,0.175,0.494125,-17.49875,40.793125,57.5385
8,10.75,0.193225,0.937475,-16.650025,33.455675,65.24185
8,11.25,0.18495,0.8163,-16.1141,23.9811,114.0988
8,11.75,0.2547,0.7945,-18.0027,66.5255,48.7499
8,12.25,0.2016,0.6659,-14.58735,63.251,51.56345
8,12.75,0.199,0.830375,-17.525225,64.453025,68.129575
8,13.25,0.1928,0.904,-14.2821,50.3389,73.3707
8,13.75,0.1654,0.6778,-15.6718,15.1332,54.1904
8,14.25,0.2212,0.7686,-14.9048,10.6844,66.262
8,14.75,0.1698,0.8956,-13.8216,13.7486,54.978
8,15.25,0.2569,0.9124,-13.0828,13.5539,61.8058
8,15.75,0.288125,0.91375,-13.156375,19.4345,91.887
8,16.25,0.303,1.050925,-11.329125,4.2926,57.475375
8,16.75,0.21125,0.7202,-10.201275,-12.624625,24.085
8,17.25,0.17685,0.694325,-10.5428,-24.35,12.546675
8,17.75,0.0818,0.54825,-5.76215,-21.77345,0.627150000000013
8,18.25,0.1199,0.587,-2.86655,-38.4346,10.663525
8,18.75,0.0632,0.5493,-1.2657,-34.7941,-1.085
8,19.25,0.0522,0.5633,-0.1775,-31.2422,-5.1698
8,19.75,0.052,0.389125,-0.058,-39.541625,-14.448375
8,20.25,0.031,0.40475,-0.10725,-27.137625,-23.6915
8,20.75,0.0363,0.47705,-0.95495,-34.2164,-8.08595
8,21.25,0.026175,0.3878,0.0415999999999999,-46.776725,-31.129025
8,21.75,0.0522,0.4952,-1.4132,-37.4436,-9.6876
8,22.25,0.0468,0.4015,-0.0205,-35.000075,-11.919775
8,22.75,0.052175,0.44545,0.0517999999999999,-34.193375,-9.4262
8,23.25,0.05535,0.379025,0.138125,-39.48385,-10.664225
8,23.75,0.0374,0.3838,-0.3718,-45.0048,-9.7068
9,0.25,0.037275,0.4293,-0.3756,-43.2536,-11.535725
9,0.75,0.028325,0.37265,-1.050875,-34.81365,-7.605775
9,1.25,0.02765,0.391325,-0.8805,-42.321425,-11.313375
9,1.75,0.033375,0.412925,-0.214075,-43.184125,-11.095875
9,2.25,0.03925,0.40275,-1.22125,-50.6985,-11.307
9,2.75,0.02535,0.342225,-0.125575,-42.575825,-14.0634
9,3.25,0.024275,0.29565,-0.18775,-42.53365,-17.2476
9,3.75,0.0444,0.4312,-3.7122,-42.4714,-9.9918
9,4.25,0.036575,0.503675,-0.789825,-45.96375,-12.297475
9,4.75,0.0153,0.4406,-2.1291,-40.3196,-15.4159
9,5.25,0.030225,0.33125,-0.3789,-45.81045,-7.367225
9,5.75,0.01845,0.3712,-2.665975,-48.0769,-11.38855
9,6.25,0.024,0.34,-1.136,-52.405,-13.256
9,6.75,0.0335,0.3388,-2.98545,-36.89315,-9.35665
9,7.25,0.042675,0.28555,-4.468775,-14.4591,-10.459275
9,7.75,0.06845,0.36715,-7.013325,-2.399025,-8.7537
9,8.25,0.156,0.4098,-12.5918,16.9648,11.6272
9,8.75,0.14575,0.47425,-13.8885,29.99375,18.26675
9,9.25,0.1228,0.6374,-16.7842,26.648,22.9176
9,9.75,0.14425,0.61045,-16.17985,20.7976,29.52175
9,10.25,0.16555,0.85055,-18.133,22.3757,34.17865
9,10.75,0.246,0.834375,-18.695,58.88925,52.372
9,11.25,0.17695,0.81875,-18.28685,47.67965,35.2812
9,11.75,0.23915,0.774225,-18.005425,35.448075,46.609375
9,12.25,0.280225,0.899275,-19.7552,43.715075,45.680225
9,12.75,0.2599,0.827275,-20.408425,33.99885,42.928825
9,13.25,0.220225,0.6748,-15.6859,44.890525,53.7481
9,13.75,0.244875,0.91155,-16.628275,34.691925,52.020925
9,14.25,0.208,0.80025,-18.01125,24.649,46.2765
9,14.75,0.2282,0.7524,-17.2296,-2.9834,34.1952
9,15.25,0.24435,0.9906,-14.33595,0.699675000000001,34.893025
9,15.75,0.206625,0.797125,-13.181625,-10.20925,15.16825
9,16.25,0.228575,0.87555,-9.990725,-10.32905,-63.956975
9,16.75,0.1924,0.6928,-9.1382,-16.66745,14.1065
9,17.25,0.153,0.4755,-6.687,-25.4615,8.3335
9,17.75,0.0833,0.535475,-4.085025,-39.345125,3.8877
9,18.25,0.084,0.58775,-1.434225,-34.5656,-9.27195
9,18.75,0.060825,0.53875,0.0919250000000001,-43.038375,-40.9715
9,19.25,0.07075,0.5363,0.29375,-43.81125,-21.008375
