DOY2,HR2,FC,CO2,H,LE,G_1_1_1,G_1_2_1,G_2_1_1,G_2_2_1,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,PA,RH,TA,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,CH4,FCH4,SC_1_1_1,SC_2_1_1,NEE,SH_1_1_1,SH_2_1_1,SLE_1_1_1,SLE_2_1_1,PPFD_IN,PPFD_OUT,WS_1_1_1,WS_2_1_1
1,0.25,-0.27339675,364.16625655,-56.5238012,-2.502784,-16.100749725,-12.893,-6.015225,-6.707225,0.067514625,0.2479028,0.1826208,0.0874955,98.399967675,63.541250725,-35.875499,-24.86177,0.027976625,-3.391025,-3.645675,-2.178975,-1.6654,0.24445,2.4715,-0.95625,0.01145,2.2749,3.94575,0,0,131.0855119,167.95390115,0.245560125,2036.1587675,1.704583,-0.2263846,-0.142603125,-0.30772865,-5.688748,-3.5149921,-0.9343146,-0.6679197,0,0,1.19604,1.1028375
1,0.75,-0.548648,364.325992625,-56.20702045,-1.21475,-16.0945,-13.005,-6.017125,-6.701,0.0884515,0.236847625,0.207985625,0.09672675,98.39616335,63.6644991,-35.981249275,-25.12675,0.027731375,-3.39105,-3.623025,-2.185075,-1.6842,0.243,2.46875,-0.939875,0.006175,2.271625,3.942475,0,0,130.424768,167.604853625,0.2315538,2015.801285,-36.01948,-0.2218248,-0.08471375,-0.3792886,-4.93882,-3.6423474,-0.660638,-0.5385356,0,0,0.90912,0.9485315
1,1.25,-0.52486525,364.7308695,-61.0214025,-1.6077015,-16.112750275,-13.075,-6.023225,-6.732075,0.067299725,0.25594575,0.235014,0.075545875,98.397502025,63.246999275,-36.331000275,-25.119012875,0.0291654,-3.40485,-3.601375,-2.1932,-1.7191,0.2439,2.467875,-0.945475,0.00690000000000001,2.270725,3.941375,0,0,129.863581975,167.007769025,0.2261896,2030.3120118,-5.7765935,-0.104122375,-0.0595144,-0.4715499,-6.02194375,-3.26843715,-0.745896875,-0.772480425,0,0,0.93064,0.910911125
1,1.75,-0.4793175,364.8090026,-46.753852075,-1.166158,-16.131750275,-13.097,-6.0235,-6.7631,0.0659722,0.2361204,0.1886898,0.0731022,98.397502025,63.419750725,-36.44025,-24.9205204,0.026511025,-3.3974,-3.610025,-2.200425,-1.754275,0.245075,2.465,-0.949875,0.00925000000000001,2.270625,3.938925,0,0,129.6932809,165.78423975,0.22360265,2026.7159912,-3.56741425,-0.1527908,-0.1078714,-0.46115015,-4.01748,-3.5084546,-0.45892,-0.59551655,0,0,0.75224,0.882482
1,2.25,-0.3983365,364.904575,-52.69546555,-1.191319,-15.989500275,-13.086,-6.02655,-6.75635,0.051476225,0.2272963,0.184709925,0.05005595,98.397502025,63.334250275,-36.57149945,-24.931825575,0.03218155,-3.4013,-3.627675,-2.211525,-1.7658,0.2448,2.469375,-0.955,0.00915000000000002,2.2669,3.93865,0,0,129.371072125,166.269777925,0.21813295,2015.262451,-13.90544,-0.171476075,-0.0716702,-0.347683025,-3.80700825,-3.3384703,-0.560610875,-0.639571425,0,0,0.5742,0.75125925
1,2.75,-0.64595365,364.98984865,-47.211678225,-1.2080635,-15.8015,-13.287,-6.0276,-6.74195,0.037889,0.1991081,0.18544475,0.0405526,98.39616335,63.09174855,-36.773001725,-24.773165,0.03079715,-3.41015,-3.63915,-2.21985,-1.758275,0.24435,2.473125,-0.9579,0.01105,2.26545,3.935475,0,0,128.379177575,164.8845267,0.215725,2006.10250285,-2.8897061,-0.09030915,-0.063342225,-0.407768625,-5.582716,-3.8670887,-0.51487965,-0.5366263,0,0,0.63546,0.67444985
1,3.25,-0.440770075,365.356277525,-55.9160005,-1.137461,-15.943999725,-13.382,-6.0266,-6.7148,0.048482925,0.22920275,0.207768775,0.04553155,98.300003,63.34900045,-36.82775,-25.01000235,0.02501855,-3.412175,-3.661,-2.213175,-1.75455,0.245625,2.465,-0.954,0.011875,2.26445,3.931575,0,0,128.65301,164.280744325,0.205978375,2033.17874125,-11.6077135,-0.10288065,-0.05328565,-0.40548605,-5.1348865,-3.529322775,-0.48036625,-0.61068505,0,0,0.76165,0.7594375
1,3.75,-0.5816022,365.54975095,-53.98423545,-1.1005665,-16.081251,-13.65775,-6.030175,-6.666225,0.03753325,0.2017844,0.1529099,0.04397215,98.300003,63.29200145,-36.85074855,-25.09850045,0.03035925,-3.414425,-3.6761,-2.224775,-1.762325,0.246725,2.455625,-0.959325,0.0156,2.2629,3.930025,0,0,128.5775238,165.251097075,0.195377,2016.2530152,-17.41500025,-0.20733255,-0.09494735,-0.328020875,-3.9125685,-3.55241925,-0.5675456,-0.524499675,0,0,0.5483775,0.5893821
1,4.25,-0.2539213,365.92619285,-57.4456,-1.0390275,-16.166499725,-13.5065,-6.039875,-6.61905,0.03652155,0.1846291,0.1782492,0.0391051,98.300003,63.1609991,-36.92675045,-25.06403945,0.0316168,-3.4157,-3.6861,-2.2371,-1.772825,0.249175,2.444125,-0.97155,0.00940000000000004,2.261075,3.92585,0,0,128.929050375,164.843984225,0.1860275,2031.0435182,-19.336925825,-0.18139455,-0.0709274,-0.22129575,-5.1691035,-3.47998565,-0.67703685,-0.636585825,0,0,0.529125,0.76398645
1,4.75,-0.38186715,365.92165035,-54.86804245,-0.6161733,-16.222749275,-13.65675,-6.035125,-6.5708,0.061390675,0.2389928,0.19449955,0.0388665,98.213096125,63.30250145,-37.14150055,-25.00958955,0.0412015,-3.414425,-3.723325,-2.2451,-1.783775,0.25235,2.4404,-0.983325,0.00867500000000003,2.2568,3.924575,0,0,129.446863025,164.023520125,0.1809515,2029.7315249,-8.66623175,-0.10766155,-0.071021825,-0.390556625,-6.234031,-3.889091725,-0.6163803,-0.588959025,0,0,0.688,0.78249155
