DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,423.308,3.421,419.977,3.649,2025.226,423.464,3.352,419.933,3.487,2027.512,423.785,3.2515,420.777,3.5755,2026.7915,424.013,3.173,421.589,3.574,2025.963,3.271,-1.555,0.377,421.523,3.584,0.087,-0.013,0.1035,0.715,-0.149,0.125,-12.213,-0.365,0.575,2.52,2.025,0.76,-1.7475,-2.3245,-2.329,-2.852,-4.674,83.198,59.22,2.1295,-4.25,-3.3,-4.09,1.2,-3.04,2.7,-1.38,0.12,239,292.8,-54.55,239.4,290.4,0.12,-0.06,0.05,0.12,0.13,0.04,0.04,0.1,-2.185,-1.499,-0.886,-0.0675,1.1055,2.5295,4.804,7.1205,8.852,-2.145,-1.498,-0.464,-0.003,1.18,2.097,3.7565,5.9395,7.35,-2.577,-1.845,-0.892,-0.293,0.631,1.495,3.331,5.836,7.191,-2.318,-1.594,-0.855,-0.215,0.823,1.918,3.681,5.864,7.554,-1.699,-1.526,-0.7525,-0.104,1.201,2.196,4.073,6.2165,7.5115,-8.618,-7.4885,-6.038
1,0.75,423.01,3.418,420.012,3.485,2025.325,422.188,3.397,420.4185,3.572,2025.209,422.5245,3.301,420.182,3.315,2029.5435,422.829,3.26,421.9975,3.32,2025.436,3.16,-1.562,0.431,421.2215,3.456,0.0835,-0.021,0.0625,0.524,-0.4505,0.131,-8.6055,-1.227,0.567,2.51,2.02,0.75,-2.124,-2.615,-2.712,-2.764,-4.877,83.176,58.71,2.195,-4.45,-3.63,-4.11,1.2,-3.06,2.6,-1.38,0.09,234.5,291.8,-55.61,234.7,288.4,0.11,-0.06,0.05,0.11,0.13,0.04,0.04,0.1,-2.2405,-1.5525,-0.919,-0.0745,1.103,2.526,4.8035,7.1195,8.8505,-2.232,-1.536,-0.468,-0.02,1.175,2.1,3.755,5.94,7.349,-2.644,-1.888,-0.991,-0.317,0.621,1.49,3.327,5.835,7.19,-2.457,-1.671,-0.886,-0.247,0.809,1.914,3.681,5.863,7.553,-1.8535,-1.6305,-0.775,-0.141,1.192,2.196,4.0735,6.214,7.51,-8.503,-7.223,-6.016
1,1.25,423.027,3.354,420.216,3.624,2016.529,422.734,3.3835,420.3795,3.65,2027.579,423.0295,3.2625,420.1145,3.615,2025.554,423.657,3.175,420.679,3.531,2022.405,3.3525,-2.1815,0.4505,421.0085,3.4265,0.087,-0.005,0.048,0.3295,-0.124,0.139,-11.8585,-0.244,0.551,2.6,2.04,0.79,-2.403,-2.7485,-3.1,-3.068,-5.152,83.168,59.37,2.0095,-4.87,-3.72,-4.34,1.3,-3.04,2.7,-1.38,0.11,233.8,291.9,-56.5,234.2,287.7,0.11,-0.06,0.05,0.12,0.13,0.05,0.04,0.1,-2.3575,-1.6285,-0.979,-0.093,1.096,2.5225,4.8025,7.1185,8.849,-2.281,-1.552,-0.518,-0.049,1.171,2.1,3.754,5.938,7.347,-2.793,-1.927,-1.033,-0.344,0.615,1.4905,3.324,5.835,7.189,-2.472,-1.769,-0.953,-0.232,0.809,1.913,3.678,5.875,7.552,-1.9025,-1.68,-0.844,-0.138,1.188,2.195,4.0735,6.215,7.509,-8.628,-7.015,-5.9655
1,1.75,422.685,3.301,420.1,3.523,2027.031,422.3965,3.362,420.142,3.577,2041.415,422.0805,3.224,420.62,3.319,2037.5735,422.928,3.17,421.614,3.688,2022.5095,3.3985,-2.019,0.439,420.827,3.415,0.1025,0.014,0.06,1.1305,-0.1475,0.1415,-15.899,-0.4735,0.5985,2.64,2.2,0.93,-2.415,-2.952,-3.174,-3.2185,-5.0685,83.169,59.345,2.035,-4.78,-3.85,-4.33,1.2,-2.97,2.6,-1.38,0.18,233.75,292.3,-58.195,234.1,288.1,0.11,-0.06,0.05,0.11,0.13,0.04,0.04,0.1,-2.3405,-1.6685,-1.004,-0.113,1.088,2.5185,4.803,7.1175,8.848,-2.286,-1.547,-0.559,-0.067,1.167,2.1,3.753,5.936,7.346,-2.812,-2.036,-1.009,-0.333,0.61,1.489,3.321,5.835,7.188,-2.482,-1.839,-1.031,-0.243,0.8105,1.909,3.678,5.8615,7.551,-1.9225,-1.6965,-0.856,-0.1385,1.185,2.195,4.0735,6.214,7.514,-9.145,-7.174,-6.7575
1,2.25,423.698,3.3395,420.1905,3.484,2031.658,423.122,3.325,420.758,3.279,2042.107,423.463,3.2745,420.278,3.297,2023.561,424.2445,3.145,421.642,3.343,2024.051,3.329,-2.215,0.419,420.585,3.345,0.079,-0.0115,0.067,0.967,-0.143,0.138,-19.09,-0.519,0.59,2.65,2.185,0.91,-2.55,-2.876,-3.237,-3.487,-5.0785,83.168,58.72,2.1005,-4.51,-3.89,-4.37,1.2,-3.095,2.6,-1.35,0.16,232.8,292.2,-58.65,234.7,287.9,0.11,-0.06,0.05,0.12,0.13,0.04,0.04,0.1,-2.3835,-1.733,-0.9895,-0.1165,1.0925,2.5175,4.802,7.117,8.846,-2.28,-1.589,-0.585,-0.048,1.173,2.099,3.753,5.9345,7.345,-2.844,-1.965,-1.02,-0.348,0.606,1.488,3.318,5.834,7.187,-2.586,-1.827,-1.021,-0.254,0.796,1.91,3.677,5.8605,7.549,-1.9845,-1.7785,-0.8315,-0.163,1.1775,2.193,4.0725,6.2135,7.5055,-9.916,-7.755,-7.5505
1,2.75,422.904,3.242,420.274,3.432,2026.786,423.0885,3.3375,420.559,3.394,2029.706,423.4465,3.1875,420.713,3.265,2025.7905,423.753,3.106,421.4555,3.309,2027.6,3.479,-2.5565,0.469,420.1875,3.368,0.097,-0.005,0.102,1.091,-0.107,0.1545,-17.286,-0.5605,0.634,2.77,2.265,0.93,-2.469,-3.17,-3.2055,-3.2395,-5.299,83.165,58.19,2.059,-4.5,-3.93,-4.73,1.2,-3.08,2.6,-1.37,0.15,231.7,291,-59.74,235.2,287.9,0.1,-0.07,0.05,0.11,0.13,0.04,0.04,0.1,-2.5495,-1.826,-1.035,-0.113,1.0995,2.5175,4.802,7.1165,8.8445,-2.402,-1.591,-0.584,-0.056,1.17,2.097,3.7545,5.934,7.343,-2.871,-2.022,-1.05,-0.367,0.606,1.486,3.315,5.834,7.186,-2.675,-1.851,-1.017,-0.266,0.804,1.9125,3.675,5.847,7.548,-1.966,-1.738,-0.76,-0.1625,1.169,2.192,4.072,6.214,7.5045,-9.95,-8.101,-7.5875
1,3.25,422.918,3.235,420.405,3.489,2014.667,422.5175,3.224,420.794,3.639,2030.873,423.013,3.195,420.6365,3.389,2029.055,423.392,3.1665,421.618,3.437,2028.369,3.4805,-2.6225,0.4645,420.574,3.347,0.1105,-0.0115,0.0715,0.843,-0.144,0.1555,-18.5255,-0.214,0.6455,2.7,2.22,0.94,-2.589,-3.441,-3.396,-3.207,-5.034,83.154,58.73,2.168,-4.52,-3.97,-4.72,1.2,-3.06,2.6,-1.38,0.13,231.2,290.7,-60.04,235.1,287.6,0.1,-0.07,0.05,0.12,0.13,0.04,0.04,0.1,-2.68,-1.855,-1.0465,-0.1655,1.0965,2.5175,4.801,7.1155,8.843,-2.396,-1.669,-0.581,-0.055,1.161,2.095,3.7545,5.933,7.342,-2.937,-2.114,-1.059,-0.411,0.603,1.486,3.312,5.833,7.184,-2.699,-1.971,-0.999,-0.29,0.812,1.916,3.674,5.846,7.547,-2.093,-1.848,-0.7705,-0.153,1.1725,2.192,4.072,6.211,7.5025,-10.009,-8.486,-7.887
1,3.75,422.2935,3.1915,420.028,3.435,2018.165,421.3145,3.193,419.29,3.363,2018.827,422.168,3.229,420.439,3.305,2027.826,423.0235,3.0785,421.793,3.506,2017.494,3.4065,-2.719,0.442,420.262,3.443,0.118,-0.0135,0.102,0.9395,-0.0075,0.14,-21.1445,-0.032,0.659,2.715,2.2,0.9,-2.525,-3.311,-3.3075,-3.273,-5.2165,83.149,57.785,2.208,-4.8,-4.26,-4.76,1.1,-3.15,2.6,-1.4,0.18,231.6,290.5,-58.78,233.3,287,0.08,-0.07,0.05,0.12,0.13,0.04,0.04,0.1,-2.67,-1.906,-1.0805,-0.179,1.0945,2.518,4.8005,7.1145,8.842,-2.469,-1.691,-0.581,-0.076,1.158,2.097,3.753,5.932,7.34,-2.953,-2.157,-1.081,-0.408,0.605,1.485,3.3125,5.833,7.183,-2.842,-1.977,-0.999,-0.298,0.812,1.919,3.673,5.846,7.546,-2.1755,-1.8485,-0.809,-0.1585,1.171,2.194,4.072,6.2095,7.5015,-10.5255,-8.872,-8.147
1,4.25,423.339,3.191,419.9535,3.387,2013.5,422.7805,3.1595,419.7995,3.369,2026.593,422.958,3.2285,419.381,3.3465,2023.558,423.948,3.052,421.518,3.3,2019.939,3.417,-2.2925,0.4555,420.2015,3.357,0.0865,-0.003,0.099,0.7855,-0.021,0.1485,-21.622,0.046,0.6515,2.74,2.185,0.85,-2.58,-3.262,-3.445,-3.619,-5.223,83.143,58,2.1195,-4.97,-4.43,-4.8,1.2,-3.09,2.6,-1.4,0.155,232,290.4,-59.04,233.5,286.3,0.1,-0.07,0.05,0.12,0.13,0.04,0.04,0.1,-2.739,-1.9225,-1.082,-0.182,1.0915,2.519,4.7995,7.113,8.8405,-2.505,-1.806,-0.659,-0.072,1.155,2.096,3.749,5.93,7.339,-3.048,-2.237,-1.129,-0.416,0.608,1.485,3.312,5.8325,7.182,-2.955,-2.092,-1.083,-0.316,0.809,1.919,3.6725,5.844,7.544,-2.2645,-1.966,-0.805,-0.176,1.1685,2.1945,4.0715,6.2085,7.5,-10.298,-8.5465,-8.108
1,4.75,422.894,3.181,420.429,3.337,2023.3845,422.387,3.243,420.207,3.3565,2024.636,422.546,3.173,421.22,3.305,2024.5585,422.705,3.111,421.418,3.2755,2019.1155,3.377,-2.546,0.409,420.193,3.408,0.127,0.006,0.122,0.849,0.05,0.148,-17.914,-0.191,0.621,2.72,2.21,0.88,-2.854,-3.276,-3.75,-3.591,-5.503,83.159,57.46,2.107,-5.08,-4.57,-4.86,1.2,-3.06,2.6,-1.35,0.14,231.6,289.3,-60.84,234,285.7,0.08,-0.07,0.04,0.12,0.13,0.04,0.04,0.1,-2.764,-2.044,-1.147,-0.1905,1.0865,2.5175,4.8,7.112,8.8395,-2.561,-1.848,-0.699,-0.069,1.1495,2.093,3.747,5.929,7.338,-3.158,-2.344,-1.181,-0.44,0.605,1.485,3.311,5.832,7.181,-2.924,-2.209,-1.134,-0.349,0.806,1.92,3.674,5.844,7.543,-2.311,-2.043,-0.904,-0.186,1.1665,2.1945,4.071,6.207,7.499,-10.664,-9.095,-8.127
1,5.25,422.8905,3.081,419.974,3.32,2021.984,422.377,3.126,419.81,3.373,2025.2885,422.89,3.125,419.3995,3.3235,2020.3515,423.015,3.064,421.1135,3.372,2020.923,3.603,-2.34,0.438,419.969,3.398,0.079,0.0105,0.155,0.387,-0.172,0.159,-21.826,-0.091,0.601,2.92,2.26,0.89,-2.5345,-3.166,-3.488,-3.465,-5.508,83.1675,58.075,2.0685,-4.775,-4.145,-4.655,1.1,-3.06,2.6,-1.4,0.21,229.6,290.95,-61.13,232.95,286.9,0.045,-0.07,0.05,0.12,0.12,0.04,0.04,0.1,-2.8,-2.126,-1.231,-0.206,1.074,2.516,4.799,7.116,8.839,-2.633,-1.858,-0.7185,-0.1055,1.1525,2.086,3.75,5.9285,7.337,-3.3145,-2.4265,-1.245,-0.4505,0.6005,1.48,3.314,5.832,7.1795,-3.01,-2.224,-1.22,-0.3735,0.7995,1.9145,3.6725,5.8565,7.544,-2.364,-2.129,-1.046,-0.214,1.162,2.1845,4.071,6.2055,7.514,-11.0675,-9.3985,-8.383
1,5.75,422.547,3.138,419.897,3.4285,2017.769,421.8135,3.078,419.785,3.249,2030.8565,422.1405,3.159,420.673,3.2755,2025.151,422.564,3.0455,420.569,3.409,2026.019,3.596,-2.7185,0.445,419.912,3.328,0.135,-0.026,0.123,0.2915,-0.093,0.156,-17.627,0.099,0.673,2.95,2.31,0.94,-2.5,-3.201,-3.693,-3.5305,-5.3575,83.1765,58.54,2.016,-4.75,-4.24,-4.65,1.2,-3.17,2.6,-1.415,0.17,229.1,289.6,-61.36,231.25,287,0.08,-0.07,0.05,0.115,0.12,0.05,0.04,0.1,-2.929,-2.217,-1.265,-0.203,1.06,2.5125,4.799,7.112,8.838,-2.6795,-1.941,-0.7355,-0.119,1.1575,2.0845,3.75,5.9275,7.336,-3.3305,-2.5995,-1.295,-0.4525,0.598,1.477,3.314,5.8295,7.178,-3.046,-2.2255,-1.2725,-0.369,0.7885,1.912,3.6715,5.856,7.543,-2.435,-2.1475,-1.089,-0.233,1.1605,2.184,4.0705,6.204,7.5115,-10.9595,-10.171,-8.549
1,6.25,422.211,3.1445,419.709,3.317,2014.325,421.74,3.152,420.016,3.2285,2015.8025,422.22,3.124,419.5245,3.339,2010.039,422.38,3.0185,420.209,3.244,2014.1965,3.448,-2.584,0.456,419.258,3.245,0.11,-0.004,0.089,0.387,-0.021,0.149,-24.623,-0.444,0.649,2.75,2.26,0.9,-2.411,-3.1065,-3.464,-3.5675,-5.6175,83.178,58.32,2.1105,-4.955,-4.07,-4.58,1.2,-3.21,2.6,-1.39,0.16,229.15,289.3,-59.47,232.65,286.95,0.06,-0.07,0.05,0.11,0.125,0.04,0.04,0.1,-3.049,-2.243,-1.265,-0.201,1.05,2.5085,4.798,7.111,8.836,-2.743,-2.0335,-0.7575,-0.1415,1.1465,2.084,3.75,5.9265,7.3345,-3.346,-2.613,-1.3415,-0.453,0.5965,1.4755,3.315,5.8275,7.1765,-3.2115,-2.3475,-1.3015,-0.362,0.7855,1.9075,3.672,5.855,7.5415,-2.4195,-2.164,-1.057,-0.2185,1.1445,2.1785,4.07,6.203,7.522,-10.46,-10.483,-8.5795
