DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,CH4_1_5_1,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,H2O_1_6_3,CH4_1_6_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,G_1_1_1,G_2_1_1,G_3_1_1
1,0.25,409.66,11.427,407.168,8.3175,1867.99375,409.749,11.422,407.39575,8.663,1865.144,410.4765,12.18325,408.034,7.447,1860.03025,412.899,12.478,411.6875,9.997,1847.14675,417.006,12.444,414.06725,12.3235,1801.23225,422.519,12.757,417.744,11.085,1766.001,2.124,12.086,0.393,411.4565,6.525,0.65875,-0.759,-0.0355,-11.9335,-11.41775,0.1475,-74.365,-5.28275,0.528,0.9675,0.7025,0.38,0.4,0.3175,10.39675,10.371,9.94425,9.52475,8.49975,7.561,7.1215,83.34775,33.27,2.489,9.8125,8.8275,8.215,9.235,9.79,0.1,-5.44,0.7,-2.05,0.095,269.15,366.075,-107.065,358.9,361.75,-0.5275,-0.0775,-0.0625,0.0575,0.07,0.0575,-0.01,-0.02,-0.92,0.46,-2.879,-4.122,-3.95075
1,0.75,409.542,10.2505,406.864,8.3255,1883.846,409.86975,10.31825,406.95075,9.28325,1866.004,410.55625,11.46725,408.135,8.0025,1864.90275,412.50125,11.8135,412.30275,11.0005,1846.143,417.30925,11.95075,415.426,10.513,1794.61,421.748,12.083,422.496,10.1665,1765.22925,1.727,12.205,0.288,411.6985,7.124,0.362,-0.4215,0.58025,-13.5045,-6.954,0.144,-72.0825,-4.128,0.505,0.915,0.66,0.38,0.3975,0.34,10.2705,10.251,9.91475,9.54275,8.30425,7.35575,6.90075,83.332,33.895,2.4895,9.7375,8.495,8.0425,9.0975,9.775,0.1,-5.54,0.7,-1.93,0.0625,271.275,365.45,-104.92,358.15,361.65,-0.53,-0.09,-0.0575,0.0575,0.07,0.0575,-0.02,-0.02,-0.92,0.45,-3.255,-4.06,-3.925
1,1.25,410.10775,10.163,407.656,9.6025,1865.607,410.2475,10.08175,408.264,9.6125,1865.464,410.628,10.8365,409.8095,7.972,1866.23375,413.1815,11.42825,411.11,10.7135,1848.143,418.2785,11.58125,413.70625,11.064,1799.01775,421.70625,11.6785,417.5045,10.6775,1761.125,1.8545,11.856,0.3415,411.6655,6.89,0.30525,-0.4645,0.1,-9.4115,-7.2205,0.125,-62.785,-5.40025,0.52625,0.9375,0.67,0.3875,0.395,0.35,10.09675,10.195,9.9325,9.53425,8.28175,7.43625,6.735,83.33,34.09,2.221,9.6675,8.555,8.0525,8.93,9.655,0.2,-5.75,0.8,-1.99,0.0525,270.15,364.7,-103.49,357.15,361.25,-0.5225,-0.09,-0.0725,0.0575,0.0725,0.05,-0.0225,-0.02,-0.92,0.455,-3.442,-4.4415,-4.425
1,1.75,409.76275,10.84275,406.80225,6.606,1868.3845,410.7065,11.06375,406.958,7.648,1884.75,411.335,10.853,407.22,7.786,1864.37,413.5075,10.788,408.9005,9.52925,1848.5805,418.38,10.944,417.422,10.08475,1796.654,423.1945,11.27475,423.82525,9.78625,1757.019,1.9415,12.22625,0.31625,411.32,7.696,0.32425,-0.487,0.68,-10.083,-6.965,0.1385,-62.7055,-6.01625,0.5095,0.9275,0.6825,0.4,0.38,0.37,10.155,10.304,9.903,9.45525,8.24275,7.13,6.6905,83.308,36.05,2.3455,9.5025,8.365,7.945,8.9575,9.535,0.175,-5.66,0.8,-2.045,0.07,270,365.25,-104.89,356.9,360.2,-0.525,-0.1425,-0.06,0.0575,0.0675,0.05,-0.01,-0.02,-0.92,0.445,-3.746,-4.443,-4.9285
1,2.25,409.474,10.356,406.91275,9.2295,1865.4065,410.471,10.10975,407.6695,8.973,1870.5145,411.0695,10.38275,408.45,7.718,1869.691,413.038,10.47,410.16125,9.333,1848.6735,417.669,10.7905,414.114,11.11,1804.286,422.67875,11.16,417.137,11.264,1754.516,2.006,11.559,0.307,411.615,6.23575,0.3425,-0.4685,0.24825,-22.3825,-7.07575,0.138,-60.873,-4.077,0.532,0.95,0.67,0.38,0.4,0.355,9.927,10.15,9.7215,9.2735,7.9905,7.161,6.6405,83.278,36.525,2.431,9.36,8.305,7.845,8.81,9.5025,0.1,-5.6,0.7,-1.99,0.04,271.3,364.25,-104.36,356.475,360.2,-0.44,-0.105,-0.1,0.03,0.085,0.05,-0.0325,-0.02,-0.92,0.44,-3.729,-4.5595,-5.104
1,2.75,409.263,10.78875,406.90475,8.00775,1867.261,409.89,9.89275,406.909,7.914,1886.05225,410.427,10.2735,407.617,5.349,1864.9105,413.66475,9.93475,409.87,8.1875,1844.489,419.231,10.46,414.16525,9.448,1796.0205,422.63,11.17975,423.009,10.033,1763.9765,2.2085,11.903,0.32375,410.865,6.25,0.37625,-0.439,0.988,-14.287,-4.79675,0.1525,-58.21925,-4.349,0.5215,0.9825,0.71,0.3825,0.41,0.35,9.9825,10.123,9.782,9.265,7.901,7.228,6.57525,83.272,31.1775,2.131,9.415,8.5975,7.93,8.8125,9.38,0.2,-5.785,0.7,-2.015,-0.0575,268.75,364.675,-106.665,356.1,359.8,-0.43,-0.125,-0.0375,0.01,0.09,0.05,-0.03,-0.02,-0.92,0.44,-3.89275,-5.0365,-5.393
1,3.25,409.448,9.8555,406.7355,7.427,1872.4,409.7805,10.205,406.71,7.292,1878.16225,410.336,10.2705,407.23,6.79775,1867.888,412.483,9.84725,409.7545,8.2465,1845.51825,417.76725,10.369,413.349,11.163,1805.261,423.3915,11.04475,417.721,10.43325,1757.0945,1.98475,11.414,0.33625,410.9315,5.75175,0.267,-0.5165,0.0825,-18.108,-5.8085,0.145,-74.23225,-3.683,0.5295,0.92,0.72,0.3825,0.3825,0.3425,10.0705,10.1025,9.694,9.26825,8.2735,7.1225,6.65725,83.254,29.9225,2.6005,9.32,8.5375,7.87,8.78,9.46,0.2,-5.82,0.9,-1.94,0.0025,267.875,364.575,-106.84,356.6,359.4,-0.4375,-0.1225,-0.03,0.02,0.0825,0.05,-0.015,-0.03,-0.92,0.44,-3.974,-4.93625,-5.29525
1,3.75,409.59425,10.885,407.13875,7.743,1869.161,409.929,10.97875,407.239,7.6035,1871.8,410.292,10.76075,407.23575,7.456,1865.7115,412.8655,10.948,410.7665,9.8635,1846.71175,418.8705,10.94325,414.942,11.158,1808.1115,423.382,11.508,423.31,10.204,1756.786,1.78325,11.43675,0.3455,411.563,5.547,0.458,-0.454,0.717,-16.89825,-10.454,0.15075,-57.334,-5.552,0.56375,0.9675,0.65,0.3725,0.4125,0.34,10.194,10.3075,9.825,9.325,8.1355,7.0485,6.6335,83.241,31.6,2.6615,9.2225,8.2775,7.725,8.72,9.26,0.2,-5.99,0.8,-1.93,-0.04,268.425,364.825,-106.59,356.5,359,-0.4475,-0.1325,-0.03,0.0125,0.09,0.05,-0.02,-0.02,-0.92,0.43,-4.102,-5.081,-5.266
1,4.25,409.3585,11.06925,406.3475,8.583,1871.211,409.8485,10.67725,407.02675,8.2825,1878.745,410.3485,10.695,407.193,9.224,1870.0665,412.6755,10.546,410.9225,10.8745,1844.82575,419.5115,10.935,415.2075,11.1675,1784.143,425.247,11.41275,419.991,10.26,1747.022,1.82625,11.64775,0.40875,411.1415,7.236,0.306,-0.4845,0.115,-32.694,-8.3955,0.137,-70.90525,-5.8285,0.51775,0.9225,0.68,0.37,0.42,0.3525,9.903,10.0395,9.729,9.335,8.0845,6.9865,6.51925,83.251,32.48,2.38075,9.2825,8.3425,7.695,8.73,9.24,0.2,-5.85,0.85,-1.9175,-0.095,270.875,365.125,-103.575,355.5,358.8,-0.44,-0.1275,-0.045,0.0125,0.0825,0.05,-0.02,-0.03,-0.92,0.43,-4.2685,-5.21325,-5.837
1,4.75,409.141,11.3305,406.8375,8.07725,1863.991,409.544,11.4055,406.99775,9.4465,1866.92525,410.14975,11.147,406.3415,10.533,1862.11975,413.43625,10.7225,412.11925,10.317,1846.53375,419.198,11.04325,414.076,11.044,1790.18,424.608,11.2905,425.198,10.69575,1759.34725,1.63225,11.874,0.29625,411.713,6.42075,0.418,-0.534,0.45,-15.9565,-6.6745,0.13675,-65.108,-4.386,0.53425,0.86,0.7,0.375,0.405,0.37,10.014,10.1175,9.841,9.3965,8.052,6.9765,6.60375,83.26675,34.935,2.684,9.215,8.28,7.445,8.745,9.23,0.2,-5.61,0.85,-1.9225,-0.035,270.9,364.85,-103.415,355.7,358.775,-0.44,-0.095,-0.13,0.035,0.09,0.05,-0.02,-0.0225,-0.92,0.42,-4.463,-5.2345,-5.8545
