DOY2,HR2,FC,FCH4,LE,H,PPFD_IN,TA,TS,RH,VPD,USTAR,WS,V_SIGMA,TAU,T_SONIC,CO2,H2O,U_SIGMA,W_SIGMA,PA,LW_IN,LW_OUT,NETRAD,SW_IN,SW_OUT
1,0.25,5.1398265,38.22175,32.4935,-1.0726,0.000935256692699992,26.72025,21.036,93.8988,14.02062575,0.4595075,5.413951440675,1.44627463235,0.00378324650000001,26.0033775,435.418175,9.8483075,1.23605075,0.483061225,103.042825,338.566983824929,260.743732193733,-1.19794193881567,-2.24995946455506,1.58190292353823
1,0.75,3.852265,43.842975,23.1165,4.2642,0.000912712799459994,26.95625,21.0145,94.0553,13.851998,0.4552375,5.145622756875,1.16043183835,0.0171968535,25.8649825,437.004925,8.80602575,1.1689145,0.473498,103.02675,355.380090390104,267.365918803419,-0.201635242474947,0.382895192307691,3.56753616941529
1,1.25,4.75483875,29.634925,23.052,3.39297499999999,0.000807878104879997,27.06175,20.984,95.82175,14.33806625,0.4015575,4.679602674425,0.989247171974998,0.00457897795000001,25.761995,453.987325,9.091745,1.25161675,0.504677975,103.004,363.197335870599,272.472827635328,-0.177036203962476,0.513401753393665,3.67460682158921
1,1.75,2.37534575,28.563,18.1695,9.06259999999999,0.000980744551159997,26.9795,20.9435,95.89,13.8318225,0.3788475,4.563211960675,0.970174579125,-0.0021772855,25.874725,525.73265,9.4073655,1.3567295,0.53582945,102.9743,365.204590865842,274.395014245015,-0.341585847879239,0.100508616138763,3.11461413043478
1,2.25,2.6568924,54.257725,22.89495,-0.655800000000005,0.000959667025019997,26.96375,20.9325,95.2047,13.73866,0.3745825,4.426113830425,0.710316531375,0.010470179,25.77784,543.6675,9.09416375,1.2800595,0.535335025,102.9479,364.389747859182,275.335292022792,-0.543451852108447,0.275738442684766,3.34617897301349
1,2.75,2.922997425,55.9643625,24.7256,-1.58815,0.00108458310553999,27.07575,20.91625,95.9472,13.737177,0.3782225,4.432174044225,0.790647401149999,0.00257353450000001,25.6980375,541.08355,8.7016605,1.353445,0.5313306,102.93785,360.313962892484,275.352581908832,-0.726810205106758,-0.375783672699849,3.70657589955022
1,3.25,3.1197255,57.671,23.70605,-0.0622000000000006,0.00103999440841999,27.12425,20.88575,95.7258,13.711279,0.3881125,4.76852034945,0.901323798725,0.00539010924999998,25.68234,545.42575,8.048094,1.5619055,0.557269925,102.944025,357.605899143673,275.115313390314,-0.675408450392992,-0.465167816742081,3.61884651424288
1,3.75,4.85768505,52.38495,21.2814,12.2868,0.001007457715,26.696,20.85,95.6373,14.096741,0.42818,5.2559962486,0.931064312549999,0.0410590977499999,25.5499225,570.5057,7.91695,1.2847205,0.5291263,102.945825,361.680732635586,273.578632478632,-0.386225664559133,-0.331344815233786,3.35958114692653
1,4.25,2.5793022,47.439625,25.1876,-2.141125,0.000881484363539998,26.2415,20.8405,92.982375,16.104627,0.414727499999999,4.89635220444999,1.017802845425,0.0125266375,23.69669,597.04905,5.777979,2.680249,0.4523886,102.96755,358.473382492864,273.442272079772,-0.470886924439392,-0.241222775263952,3.14140610944528
1,4.75,2.8858112,60.4889416666667,22.4355,1.67574999999999,0.000878634313699999,25.97575,20.821,94.9025,13.741477,0.4029925,4.854658121525,0.9280716862,0.01922994,23.41331,588.45845,7.2046905,1.21753425,0.4884113,102.988,357.596051379638,273.142628205128,-0.138062202156823,0.715065290346909,2.99226068215892
