DOY2,HR2,TA_1_3_1,RH,TA_1_6_1,TA_1_5_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_3_2,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_4,G_1_1_5,G_1_1_6,T_BOLE_1_1_1,T_BOLE_1_1_2,T_BOLE_1_1_3,CO2_1_1_1,H2O,CO2_1_2_1,USTAR,LE,H,FC,SC,G_1,SLE,SH,NEE,TA_1_3_2,TA_1_4_1,TA_1_3_3,TA_1_2_1,TA_1_1_1,WS_1_1_1,NETRAD_1_1_1,NETRAD_1_1_2,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT_1_1_1,SW_IN_1_1_3,SW_OUT_1_1_2,PPFD_IN_1_1_1,PPFD_IN_1_1_2,PPFD_DIF,PPFD_OUT,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,PA,T_SONIC,WS_1_1_2,LW_IN,LW_OUT,RH_1_2_1,CO2_1_3_1,SG,WS_1_2_1,U_SIGMA,V_SIGMA,W_SIGMA,VPD,T_SONIC_SIGMA,NETRAD_1_2_1,PPFD_IN_1_2_1,SW_IN_1_2_1,SW_OUT_1_2_1,G_1_2_1,G_1_2_2,TA_1_6_2
1,0.25,4.381,95.64,3.84625,3.9645,4.167,4.264,4.635,4.2804,-0.4803,-1.1868,-2.562325,-1.234275,-2.107,-1.8885,3.974,4.242,4.292,394.625,8.322485,421.875,0.24742675,2.6049475,-1.1792,1.7723,0.16173175,-1.389,0.6360025,0.798583,2.21725,4.2435,4.275,5.471,6.1455,5.66025,1.93575,-2.669,-0.03595,0,2.34,0.06087,0.0824,1.612,0,0.61595,21.2875,0,4.7477,4.8781,5.135,5.8017,6.467,100.8,7.21019,2.05,331.225,333.5455,100,413.445,-2.14348,1.7887725,0.70669425,0.65983625,0.33145325,0.498217294,0.422009,-0.32214,0,0,1.62275,-2.9301625,-0.8790655,3.3692025
1,0.75,4.5035,95.61,3.80375,4.048,4.171,4.2535,4.58,4.2861,-0.536525,-1.2992,-2.585675,-1.259,-2.14245,-1.8571,3.985,4.18,4.226,394.725,8.29725,421.85,0.2361835,2.06018,-1.8,1.6532,0.21432625,-1.26,0.690747,0.71572675,2.30225,4.2635,4.27625,5.211,6.0445,5.69425,1.85675,-2.937,-0.1563,0,2.34,0.09402,0.16055,1.59625,0,0.6214,21.2875,0,4.731,4.8864,5.125,5.814,6.4622,100.8,7.162875,2.0925,330.272,334.09325,100,413.50025,-2.2207,1.8103275,0.6463615,0.6709685,0.32908475,0.473354199,0.4191565,-0.35559,0,0,1.49429,-2.885,-0.71238775,3.2881425
1,1.25,4.3715,95.67,3.6255,3.9555,4.2137,4.23,4.577,4.2652,-0.50072,-1.30185,-2.571175,-1.2851,-2.151,-1.838475,3.957,4.126,4.121,394.5,8.3135,421.925,0.254575,2.437,-1.844,1.5629,0.1671875,-1.499,0.740816,0.63002,2.3285,4.2265,4.21975,5.181,6.0885,5.458,1.92,-3.54975,-0.10708,0,2.34,0.09258,0.1061,1.51,0,0.6245,21.2875,0,4.7207,4.8669,5.1283,5.8198,6.459,100.8,7.15572,2.10775,330.55,333.312,100,413.5825,-2.1008125,1.79375,0.673376,0.692965,0.3324725,0.4430555,0.404043,-0.28924,0,0,1.4671,-2.768715,-0.8785925,3.4225425
1,1.75,4.3579,95.68,3.6025,3.9545,4.1627,4.2368,4.57,4.262,-0.534465,-1.379125,-2.5405,-1.3409,-2.2094,-1.7052,3.852,4.081,4.083,395.375,8.3145,422.125,0.2596725,2.4848,-2.081325,1.645,0.149728,-1.375,0.76895,0.58265,2.275,4.304,4.16525,5.3505,6.163,5.67,1.86675,-4.93225,-0.1277,0,2.34,0.0616175,0.11765,1.50475,0,0.6202,21.2875,0,4.7224,4.8681,5.1255,5.8182,6.457,100.8,7.063975,2.098,330.65,333.386,100,413.404,-1.91958,1.73498,0.69189575,0.7114415,0.350664,0.410743079,0.415094,-0.3314845,0,0,1.42966,-3.0210825,-0.878579,3.41758
1,2.25,4.44075,95.62,3.677,3.932,4.1851,4.2327,4.566,4.2562,-0.5414,-1.3396,-2.65405,-1.400875,-2.164,-1.71815,3.883,4.079,4.115,394.7,8.32689,422.25,0.254861,1.89654,-1.537985,1.76882,0.195273,-1.372,0.68655,0.67894525,2.1985,4.176,4.17,5.2685,6.17,5.562,1.87575,-3.4145,-0.2368,0,2.34,0.0344,0.141225,1.529,0,0.6162,21.2875,0,4.717,4.8469,5.1246,5.8151,6.46,100.8,6.9230425,2.06175,331,333.3945,100,413.495,-2.03109,1.85684,0.6808665,0.7116285,0.346084,0.436524,0.44770475,-0.285658,0,0,1.401995,-3.0418,-0.593824,3.297045
1,2.75,4.482825,95.59,3.7225,4.022,4.2009,4.2487,4.568,4.2423,-0.5655,-1.2742,-2.6885,-1.392525,-2.173,-1.67045,3.866,4.075,4.131,394.65,8.292,421.775,0.2504875,2.22925,-1.458,1.56698,0.19086,-1.577,0.90438775,0.7432195,2.011,4.30025,4.277,5.35,6.1365,5.52,1.82025,-3.21575,-0.02581,0,2.34,0.03268,0.13355,1.621,0,0.621,21.2875,0,4.7092,4.843,5.123,5.8149,6.463,100.795,7.06988,2.07725,330.9,333.6,100,413.732,-2.06615,1.767405,0.720346,0.682935,0.3612355,0.4649415,0.414651,-0.2977935,0,0,1.3567275,-2.976435,-0.6886925,3.3445025
1,3.25,4.4765,95.64,3.63125,4.1,4.1392,4.2509,4.563,4.245,-0.56868,-1.228,-2.72945,-1.376825,-2.20375,-1.755875,3.846,4.043,4.106,388.9,7.97863,422.425,0.2552605,1.85208,-1.81625,1.42654,0.2183415,-1.25,0.5272835,0.605198,2.03175,4.086,4.298,5.189,6.0055,5.46375,1.849,-3.655,0.014565,0,2.34,0.039815,0.1531,1.4215,0,0.61605,21.2875,0,4.7033,4.8126,5.1222,5.8205,6.458,100.7955,7.026125,2.086,330.824,333.5,100,415.4225,-2.10367,1.768415,0.70463975,0.7142375,0.3507725,0.452499,0.42875375,-0.31331025,0,0,1.393185,-2.953585,-0.7838205,3.228715
1,3.75,4.454075,95.62,3.588,4.143,4.1424,4.233,4.57,4.2455,-0.635,-1.249,-2.78325,-1.4094,-2.203625,-1.83475,3.825,4.029,4.061,395.4,8.28218,422.45,0.234562,1.50425,-1.551395,1.6872375,0.187713,-1.287,0.792,0.594925,2.1015,4.063,4.288,5.1815,5.936,5.52,1.91425,-3.82425,-0.018245,0,2.34,0.0489,0.14475,1.533,0,0.62085,21.2875,0,4.71,4.806,5.1186,5.819,6.464,100.785,6.946,2.109,330.4755,332.98725,100,414.32225,-2.30245,1.703175,0.67854075,0.673708,0.33976775,0.466987701,0.41464025,-0.227898,0,0,1.509775,-3.161005,-0.878644,3.24528
1,4.25,4.49675,95.63,3.633,4.1215,4.1461,4.2405,4.57,4.251,-0.55668,-1.245,-2.8615,-1.427175,-2.32025,-1.90575,3.805,3.981,4.045,394.9,8.2793175,422.15,0.2497,2.05675,-1.514505,1.59063,0.191542,-1.213,0.6119,0.652875,2.1665,4.12875,4.256,5.1345,5.9755,5.66075,1.89425,-3.0845,0.13015,0,2.34,0.0807625,0.195,1.531,0,0.6233,21.2875,0,4.6998,4.7907,5.1187,5.8153,6.4607,100.76,6.96653,2.1125,331.198,333.09425,100,415.2805,-2.287105,1.7592025,0.679139,0.682459,0.34118,0.461188169,0.438534,-0.1731385,0,0,1.4238225,-3.091605,-0.95005725,3.22417
1,4.75,4.495,95.47,3.84375,4.20675,4.133,4.2312,4.574,4.241,-0.5393425,-1.286875,-2.86095,-1.41885,-2.245425,-1.8614,3.843,3.957,4.021,395.35,8.20733,422.375,0.250376,2.163655,-1.6270675,1.5675,0.214453,-1.373,0.589955,0.57497275,2.27,4.16425,4.318,5.2655,6.0585,5.515,1.984,-3.86675,0.0165,0,2.34,0.041845,0.1167,1.5725,0,0.62135,21.2875,0,4.705,4.7922,5.1206,5.8185,6.4588,100.75125,6.9455,2.1455,330.4,333.2,100,414.1645,-2.36119,1.7297325,0.698207,0.69833975,0.34688825,0.42796,0.40290125,-0.343365,0,0,1.44635,-2.97638,-0.85490725,3.223045
