DOY2,HR2,TAU,H,LE,FC,SH,SLE,SC,CO2,H2O,T_SONIC,WS_1_2_1,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,CO2_SIGMA,H2O_SIGMA,G,NETRAD,PA,RH,SW_IN,TA,TS_1_1_1,TS_1_2_1
1,0.25,-0.0210852027837734,-5.3127142443464,-1.12420758356324,0.218116323886876,-0.408132774579214,-0.171247056132381,-0.0245015869083374,405.138982932446,4.72013483527046,-6.04472566704305,0.408952480333662,0.0603838872196677,0.254889478339178,0.212821109516808,0.0543830120204459,0.107849441273798,0.332790192832292,0.0400537648196742,-13.7587673333333,-13.529864675,99.6325353333333,87.2468043333333,-0.00294171392666667,-6.726473375,-3.49455521666667,-3.29627781666667
1,0.75,-0.0269575933265965,-7.83590222999914,-0.826845964168663,0.143593545444199,-0.36567732134411,-0.318949632826507,-0.0529494989164874,404.212185214705,4.65081323167129,-6.13265376770079,0.399292143952118,0.067700474493953,0.284258359200865,0.258906890342772,0.0535075663066638,0.104230355473822,0.404978566125186,0.0448255585502952,-13.30221775,-15.455662775,99.6157981666667,86.92114975,-0.00244883237,-6.397229325,-3.49274115833333,-3.32620509166667
1,1.25,-0.0245593522550828,-6.42471238739048,0.6357344034736,0.107928920960041,-0.312578691291312,-0.151288429811795,-0.0402840825617871,404.1953872206,4.54427632658822,-6.72942899576817,0.377360469522468,0.0649071561248069,0.275075474029426,0.2535705093494,0.057180129622891,0.111323902900902,0.391842354588221,0.0411053273535874,-13.7458448333333,-14.0549043333333,99.5881774166667,86.10229575,-0.00343613336666667,-6.15085635833333,-3.489923375,-3.35795766666667
1,1.75,-0.0224018768418664,-7.47376650773166,-1.62006025052922,0.169360909971492,-0.375906161382732,-0.159743907672994,0.00120024898492823,403.997516813534,4.53641287781571,-7.22398147031994,0.263234189302737,0.0600984759496261,0.289033092525955,0.26193727172768,0.0552372607144051,0.0995336484830972,0.457540526824738,0.0515729978550345,-14.1324706666667,-11.2259414583333,99.5527528333333,86.8732101666667,-0.00183318635333333,-6.53919453333333,-3.48858193333333,-3.38424899166667
1,2.25,-0.028995864026588,-6.76386223951864,-1.84139391814605,0.0200548979248384,-0.437872896891931,-0.282721121832513,-0.104534481594181,403.604412446269,4.49062600923226,-7.16076134406188,0.442901612018209,0.0610025142926578,0.272301480948603,0.256438866145907,0.0661822164361378,0.09854560122803,0.408635919395359,0.0401773625802154,-14.3425695,-10.7544021083333,99.5252878333334,87.0996680833333,-0.00412970021,-6.48489994166667,-3.47986248333333,-3.40487169166667
1,2.75,-0.0377954097170362,-14.8701868942967,-3.90934066463812,0.0636387645729866,-0.2690668618329,-0.183964992145567,0.00487210735108365,404.808873372724,4.50025069619215,-7.01149589375274,0.370789438811504,0.0629142486674196,0.296143282992903,0.266113271353585,0.0688719390852661,0.0916633858654462,0.43619089500822,0.0491437757366729,-14.20583025,-8.34903334166667,99.5007695833334,86.9063195,-0.00962658133333333,-6.78753478333333,-3.44511968333333,-3.41392218333333
1,3.25,-0.0236333086605091,-6.90756365733635,-1.63481119124867,0.10398663148652,-0.481609948949567,-0.425979428110224,-0.0123386391084249,404.680985881256,4.45891793137548,-8.4588933648003,0.404364425962602,0.0690709507457885,0.279176125013821,0.290636360975821,0.0612272152068454,0.0827098999315446,0.675894439970379,0.0410358374187333,-14.0383953333333,-9.19095101666667,99.4547854166667,86.6412401666666,-0.00691927353333333,-6.70641548333333,-3.37381254166667,-3.4103226
1,3.75,-0.0264261947058069,-12.4036664845901,-1.79758619841107,0.14948514481999,-0.431393714467638,-0.265611855091789,-0.0325209745665492,404.428711436679,5.21099023795309,-8.29353569030748,0.413529997494352,0.0626014441615557,0.28396826182777,0.229725655561365,0.0563151182049111,0.071572645130328,0.427017226239319,0.0625973283018258,-14.4024525833333,-8.03824761666666,99.4259361666667,86.2538141666667,-0.0060154888,-6.76098463333333,-3.39148886666667,-3.39812634166667
1,4.25,-0.0306888899183348,-10.3619819518968,-0.535551886387853,0.0624913379886544,-0.24169865096641,-0.160171275586465,-0.0915664914033363,403.446440551302,4.47071852840209,-7.54573945024273,0.322045701279911,0.0577541093316598,0.276296155137583,0.225932607393131,0.0545913248227185,0.0896338611618327,0.568414659689893,0.0375595359991522,-14.8172498333333,-8.38358950833333,99.4144650833333,86.7486650833333,-0.00831015113333334,-6.77703158333333,-3.42477104166667,-3.385444475
1,4.75,-0.017988139733034,-3.65153332895078,-1.0313542393126,0.155565106612689,-0.155894393236396,-0.306783595376657,-0.0234738060675392,402.964505257256,4.54173128655594,-7.65794655015731,0.481549807480164,0.0543191414634272,0.300522595561586,0.251279187696535,0.0592880256778136,0.0835362619473258,0.494572372332285,0.0457535290962743,-15.0235455,-7.66012913333333,99.3951533333334,86.2262416666667,-0.00368288659666666,-6.83548874166667,-3.45876924166667,-3.373590675
1,5.25,-0.0221758967359908,-8.10291224452852,0.381652147170117,0.0583235286418623,-0.206489579723509,-0.19177468801751,-0.0883194191085902,402.556203229566,4.51655689421549,-7.31781385464134,0.499498032453488,0.0575034289349754,0.275388397582523,0.247095531901645,0.0648241598908054,0.0745829085426614,0.267390287742404,0.0227194919141862,-14.8769489166667,-12.3690258333333,99.3980475,86.0210061666667,-0.00813920757,-6.82853263333333,-3.52899243333333,-3.42616894166667
1,5.75,-0.0239997345518742,-6.57448036315167,-1.75734790818052,0.0406301182370906,-0.311886047221844,-0.256078811071201,-0.0245622008976365,403.425267524711,4.32496447036675,-7.70198404693608,0.465531541266218,0.049550399396039,0.241142833827587,0.238698655259239,0.0506723216969839,0.0825340605366662,0.291698412654981,0.0384044366084401,-14.8852586666667,-10.0042133416667,99.4039666666667,86.2761941666667,-0.0130096464333333,-6.8553096,-3.57110389166667,-3.47004665
