DOY2,HR2,FC,LE,H,SW_IN,TA,RH,USTAR,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CO2_1_5_1,CO2_1_6_1,PA,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_IN,WS
1,6.25,3.7785,0.36,-3.056,11.0925,23.14,97.9,0.099,410.1,415.2,420.2,430.9815,437.835,447.063,99.481,1.683,421.792,438.84,-8.69,26.586,1.6725
1,6.75,4.7475,2.036,-2.8545,50.42,23.22,97.77,0.126,413.3335,418.45,420.1,431.9135,440.8,450.5,99.508,6.8,423.145,440.519,22.489,115.368,1.602
1,7.25,6.01,15.14,-0.538,105.85,23.44,96.8,0.189,413.7,415.371,415.9,424.2,441.6015,452.4,99.5655,14.19,425.5815,442.964,69.855,243.9,1.526
1,7.75,4.037,46.75,7.773,177.03,23.835,95.9,0.2275,410.437,409.45,409,414.9,431.111,448.9255,99.6005,23.755,426.872,447.022,132.652,407.586,1.556
1,8.25,-2.383,92.48,26.531,258.8,24.38,93.875,0.282,405.8,403.05,401.7,406.1,417.6,444.9,99.637,33.35,430.1225,451.889,191.8,581.88,1.622
1,8.75,-8.2575,132.46,42.978,323.6,24.97,90.9,0.322,398.4,396.1,394.6,398.2,407.7335,436.7,99.6755,42.015,434.07,456.696,250.9595,770.029,1.82
1,9.25,-12.513,177,62.95,404.2,25.69,87.6,0.362,391.7,389.909,388.3,390.666,399.6225,428.65,99.684,50.97,437.66,461.265,318.292,903.5,2
1,9.75,-14.966,216.365,75.337,478.05,26.3,84.43,0.39,387.807,385.4,383.9,385.67,394.054,424.1525,99.684,60.22,441.639,466.1965,384.65,1084.086,2.206
1,10.25,-17.1515,263.6,89.2445,536.2,26.78,81.5,0.443,383.8,381.5,380.3,381.8,388.1,418,99.667,66.86,445.158,469.373,436.7905,1240.0265,2.495
1,10.75,-18.409,272.12,90.656,574.095,27.325,78.92,0.479,380.58,378.746,377.46,379.3835,384.3,414.6,99.635,71.85,447.6785,471.82,476.4715,1247.938,2.722
1,11.25,-18.937,303.7,94.001,609.496,27.64,77.281,0.466,379.1785,377.074,376.2115,377.057,381.2055,410.05,99.6055,73.985,450.304,474.03,501.605,1317.948,2.765
1,11.75,-18.06,292.5,88.085,607.1,27.825,75.9,0.484,376.663,374.776,374.051,375.25,379.48,406.846,99.576,73.3,451.328,474.579,505.352,1342.5,2.868
1,12.25,-19.879,307.53,99.291,617.32,28.0165,74.81,0.4915,375.585,374.1,373.437,374.101,378.174,406.3,99.539,72.6,453.325,475.253,517.189,1344,2.837
1,12.75,-18.453,310.12,90.6685,615.43,28.2025,74.6,0.48,373.9,372.8,371.323,372.4,377.273,404.375,99.5035,71.8,451.7675,476.8515,519.61,1324.8,2.8775
1,13.25,-17.297,293.5365,85.68,594.6,28.19,73.61,0.463,373.3,371.55,370.7,371.5,375.6,405.8,99.486,70.58,451.2575,476,486.809,1244.438,2.77
1,13.75,-16.807,271.335,75.47,528.3,28.17,74.7,0.45,372.476,370.536,369.697,371.2,374.626,405.95,99.4485,61.43,449.068,475.94,415.95,1098.842,2.7645
1,14.25,-15.5,237.55,61.961,463.825,27.98,75.8,0.4145,373.2,371.352,369.897,371.475,376.2,406.948,99.393,54.75,445.967,473.5085,382.728,994.0235,2.6285
1,14.75,-13.844,219.88,46.4655,419.8,28.03,76.37,0.3815,373,370.991,370.2,371,375.34,408.9,99.338,49.032,443.336,473.6985,337.203,843.5375,2.483
1,15.25,-10.987,157.5,31.62,334.7,27.6975,77.5,0.37,372.8,371.163,370.3,371.4,376.207,411.0865,99.302,38.87,439.507,471.799,262.7,723.793,2.47
1,15.75,-8.706,130.6,16.823,264.05,27.488,79.28,0.33,373.05,371.55,370.4,371.6,374.9895,410.552,99.2855,31.047,437.3855,469.458,202.255,539.5,2.38
1,16.25,-6.456,95.895,7.48,206.7,27.3,80.6,0.3025,372.9,371.4,370.4075,371.85,375,412.1,99.275,23.88,435.416,467.1915,155.0365,435,2.254
1,16.75,-3.874,54.7125,0.669,138.636,26.98,83.32,0.263,373.65,372.2,371.7,372.8,375.6,413.977,99.263,15.88,431.946,464.5,96.25,288.55,2.1235
1,17.25,-1.4125,34.428,-2.7075,82.3,26.6,84.5,0.216,374.8,373.2735,372.7,374.6745,377.189,413.183,99.2685,9.58,428.8,462.037,40.903,179.46,2.038
1,17.75,-0.0575,12.545,-3.702,38,26.25,86.4,0.1565,375.5,375.2,375.5,377.5,380.4,414.6,99.275,3.649,424.331,458.1625,-0.8355,78.822,1.97
1,18.25,0.6275,3.9405,-3.247,3.547,25.834,88.175,0.13,378.1,379.2,379.7,382.4,387.6,413.715,99.2905,0,422.5645,454.437,-30.9575,11.086,1.975
1,18.75,1.109,2.328,-3.002,0,25.52,89.675,0.1175,379.04,381.5,383.3,387.25,394.6,415.025,99.3,0,420.29,451.626,-37.1365,0,1.9445
1,19.25,1.59,2.46,-3.196,0,25.18,90.3,0.1075,380.7,383.0225,386.2855,391.0395,398.15,415.11,99.3245,0,419.525,449.93,-37.091,0,1.9355
1,19.75,1.54,2.124,-3.464,0,24.98,91.4,0.1095,382.3035,385.627,389.2,395.7,401.8,416.5415,99.3615,0,419.998,449.2315,-36.082,0,1.92
1,20.25,1.7615,0.862,-3.071,0,24.88,92.5,0.102,383.261,387.4,391.9,398.4,405.6,417.447,99.3965,0,418.3,448.3775,-35.287,0,1.918
1,20.75,1.7725,1.067,-2.741,0,24.735,92.9,0.1,384.3,389.1085,393.235,402.1755,409.4,420.532,99.429,0,418.289,447.726,-34.445,0,1.88
1,21.25,1.9615,1.02,-2.744,0,24.6,93.185,0.1,385.915,390.85,396.272,403.8585,410.5,421.134,99.4725,0,417.91,446.796,-33.476,0,1.906
1,21.75,1.77,0.785,-2.853,0,24.485,93.5,0.09,388.1,393.6,398.5,407.15,413,422.911,99.497,0,417.9175,445.844,-32.8915,0,1.8885
1,22.25,1.6835,0.558,-2.3615,0,24.3,94.15,0.0945,389.5155,395.564,399.9285,409.423,414.58,424,99.506,0,418.49,445.1,-32.62,0,1.8065
1,22.75,2,0.659,-2.386,0,24.18,94.1,0.098,391.7585,396,401.6,411.2495,416.259,425.8,99.516,0,419.0485,444.895,-31.393,0,1.8
1,23.25,2.002,0.4525,-2.745,0,24.13,94.6,0.09,392.1675,397.5,402.715,412.3005,418.9,427.75,99.52,0,419.21,444.3,-29.704,0,1.7965
1,23.75,2.364,0.647,-2.88,0,23.96,95.2,0.0915,393.2,399.198,404.2,415.942,422.38,430.8,99.505,0,419.5665,443.8,-28.5,0,1.7955
2,0.25,2.039,0.073,-1.971,0,23.8,95.65,0.094,396.3,402.511,409.1405,420.18,426.164,433.8,99.501,0,423.4,441.5095,-21.083,0,1.751
2,0.75,2.2975,0.1295,-2.518,0,23.71,96.1,0.0985,397.5,403.8065,410.2735,421.64,426.656,434.0915,99.486,0,423.135,441.064,-20.504,0,1.721
2,1.25,2.6685,0.037,-2.333,0,23.598,96.6,0.095,398.3,404.403,410.9295,422.3055,428.585,435.5,99.462,0,422.9855,440.502,-19.595,0,1.75
2,1.75,2.293,-0.0185,-2.0095,0,23.51,97.1,0.094,398.93,404.929,412,423.034,429.611,437.2535,99.451,0,423.307,439.942,-19.4605,0,1.645
2,2.25,2.928,0.0815,-2.455,0,23.435,97.3,0.094,400.25,407.3935,413.5,424.1,431.153,438.416,99.429,0,422.7655,439.444,-19.4775,0,1.628
2,2.75,3.018,0.106,-2.036,0,23.39,97.6,0.0905,401.236,408.4785,415.531,424.2745,431.796,439.308,99.42,0,423.72,439.156,-19.139,0,1.602
2,3.25,2.81,0.104,-2.458,0,23.297,97.6,0.0945,402.105,409.5165,415.928,424.6,432.1975,439.6825,99.408,0,423.46,438.85,-18.48,0,1.62
2,3.75,3.1695,0.394,-2.472,0,23.276,97.85,0.0935,402.714,409.471,415.857,426.174,433.151,440.015,99.4,0,423.873,438.6,-17.4855,0,1.655
2,4.25,3.393,0.169,-2.395,0,23.21,98,0.098,404.8,410.386,416.7605,426.3,431.841,440.772,99.4,0,424.065,438.193,-17.454,0,1.602
2,4.75,3.545,0.0415,-2.824,0,23.18,98,0.101,405.3,411.8245,418.1305,426.486,432.227,441.3,99.406,0,424.43,438.2115,-17.033,0,1.669
2,5.25,3.719,0.316,-2.9485,0,23.1015,98,0.1,405.6,414.331,420.1,428.339,433.85,441.722,99.426,0,423.9955,438.091,-15.555,0,1.67
2,5.75,3.887,0.1565,-3.2985,0,23.07,98.09,0.11,405.779,414.5,418.4965,428.0995,433.5165,441.206,99.447,0,424.49,438.0195,-15.46,0.085,1.693
2,6.25,3.5295,-0.05,-3.92,6.139,23.02,98.2,0.11,408.8,414.2615,420.75,428.5065,434.401,442.4,99.48,0.858,424.41,437.9745,-10.05,14.766,1.704
2,6.75,4.322,1.033,-4.2185,39.965,23.12,98.1,0.119,408.694,414.92,418.9495,427.6095,434,441.2745,99.515,5.3,425.4675,439.201,16.579,90.7625,1.724
2,7.25,5.395,8.477,-1.3695,91.7,23.3,97.43,0.1795,411.6,415.9,416.6,422.863,436.346,447.6,99.561,11.985,427.98,441.4765,62.105,201.825,1.67
2,7.75,5.176,36.818,2.88,158,23.672,96.135,0.24,409.6155,410.45,410.5095,417,431.138,446.9,99.608,20.16,428.777,445.5,123.628,352.82,1.764
2,8.25,-1.1905,88.882,18.283,231.55,24.141,94.76,0.298,403.84,403.3055,402.0245,407.3445,422.1,445.75,99.649,29.695,432.468,449.702,186.705,509.68,1.83
2,8.75,-5.708,125.405,36.075,300.2,24.77,92.3,0.364,396.6,394.9,394.474,397.442,407.691,436.839,99.678,38.01,433.965,455.25,243.2,655.029,2.136
2,9.25,-11.7025,183.9,52.1945,378.3,25.4435,89.1,0.401,390.433,389.5035,388.5205,390.5,399.123,428.873,99.69,47.955,437.35,458.6005,310.282,847,2.31
2,9.75,-15.655,222,71.71,442.75,25.94,86.1,0.4355,387,385.565,384.461,385.412,393.7955,421.6,99.6955,55.385,441.8875,462.059,362.0665,978,2.493
2,10.25,-18.114,270,80.51,505.6,26.53,83.2,0.469,383.3,382.4645,381.25,381.4,387.55,416.974,99.686,61.4,445.522,466.392,428.147,1119.18,2.6595
2,10.75,-19.314,266.46,89.431,572.3,27,80.3,0.489,380.5,379.6,378.5265,379,384.4,411.444,99.666,68.7,449.273,469.6015,474.9,1224.658,2.669
2,11.25,-19.494,333.26,99.9025,620.5,27.435,78.06,0.5015,378.748,377.633,377,377.266,382.227,409.0225,99.653,74.5,451.19,473.6965,523.0745,1333.8,2.904
2,11.75,-20.01,332.9,98.8285,637.4,27.74,75.97,0.516,377.461,376.078,375.3665,375.7,380.3,406.7225,99.619,76.12,453.4,475.396,533.268,1356,2.93
2,12.25,-20.4,343.69,101.99,648.82,27.89,75.79,0.5,377.261,375.4075,373.9,374.4,379.1965,404.4165,99.582,76.3,454.54,475.755,547.9965,1410,2.9615
2,12.75,-18.8135,333.725,87.401,637.2,27.857,75.45,0.497,376.2,374.9,373.5,374,379.57,403.9,99.5405,75.2,453.9,475.4435,533.607,1348.2,2.983
2,13.25,-18.157,337.4,81.85,591.37,27.83,75.035,0.5005,375.494,374.1,373.0705,373.957,378.234,402.56,99.5,69.4,452.46,475.449,506.615,1269.5,2.98
2,13.75,-17.233,284.7,76.069,545.15,27.88,76,0.461,374.65,373.1,372.005,372.862,377.376,404.385,99.465,64.11,450.567,473.016,462.228,1181.789,2.8985
2,14.25,-15.2935,253.1,54.659,468.9,27.662,76.52,0.44,374.8325,373.876,372.5,373.0585,377.622,403.3995,99.4,55.475,447.51,471.6,397.404,1008,2.7505
2,14.75,-13.47,227.06,47.16,393.8,27.45,77.8,0.418,375.0295,373.6,372.4855,373.2,378.1,404.6,99.3535,47.81,445.11,470.664,331.722,835.066,2.546
2,15.25,-12.33,218.2,27.38,328.1,27.125,79.6,0.382,375.3,373.5,372.4,372.85,378.1,407.05,99.305,37.95,443.25,467.9805,267.2905,731.016,2.458
2,15.75,-9.598,145.8,16.0125,267.45,27.0215,80.65,0.3595,374.8,373.1,371.6125,371.359,377.488,408.97,99.3,31.905,439.36,466.092,216.638,601.5,2.348
2,16.25,-7.7515,122.35,9.7685,205.6,26.755,82.9,0.3205,374.5,373.2,372.225,372.3,378.792,410.807,99.272,23.645,436.94,462.226,153.7535,447,2.2805
2,16.75,-5.21,85.1905,2.7305,147.485,26.6,83.9,0.287,374.619,373.542,372.534,373.15,379.1775,413.1,99.267,17.44,433.951,460.935,102.44,316.542,2.126
2,17.25,-2.522,46.12,-2.4375,84.759,26.07,85.9,0.233,375.4,374.546,373.676,375.04,379.75,414.798,99.274,9.37,429.9075,457.607,46.041,185.8845,2.029
2,17.75,-0.279,18.742,-4.426,39,25.805,88,0.17,376.55,376.346,376.6,378.5,384.05,416.228,99.29,4,425.31,454.655,4.3795,85.009,1.938
2,18.25,0.623,6.012,-4.2145,4.979,25.4,89.465,0.14,378.307,379.2,380.1805,383.3,389.35,412.738,99.3,0.025,423.5655,451.547,-25.7,12.735,1.94
2,18.75,1.197,3.074,-3.908,0,25.095,90.92,0.115,380.755,382.505,385.1195,389.043,394.7,412.078,99.312,-0.0295,422.119,449.3795,-30.896,0.055,1.981
2,19.25,1.324,1.881,-3.653,0,24.8,92,0.118,382.278,385.1835,387.5,392.25,398.1325,415.05,99.331,0,421.64,448.313,-29.57,0,2.029
2,19.75,1.568,1.656,-3.7525,0,24.59,92.55,0.117,384.4,387.821,390.6095,396.939,402.1,416.5,99.346,0,420.855,446.7525,-29.4935,0,2.065
2,20.25,1.568,1.836,-3.558,0,24.435,93.274,0.111,385.5,389.7335,393.15,400.5,405.7,416.737,99.381,0,419.68,445.6,-28.24,0,1.969
2,20.75,1.61,1.0535,-3.522,0,24.33,93.5,0.106,387.539,391.85,396.1,402.9,408.7,419.1,99.427,0,419.157,444.8545,-28.0015,0,1.947
2,21.25,1.841,1.012,-3.827,0,24.252,93.9,0.101,389.3,393.1265,397.2,405.8,411.6495,421.75,99.472,0,419.996,444.742,-26.439,0,1.998
2,21.75,1.5275,0.4565,-3.271,0,24.24,94.6,0.0985,390.8685,395.879,400.3,408.85,415.522,423.419,99.499,0,419.9065,444.2545,-26.511,0,1.895
2,22.25,1.764,0.4885,-2.82,0,24.2,94.74,0.098,391.3,396.9,400.8,410.713,416.34,425.5035,99.5175,0,420.2765,443.59,-25.13,0,1.865
2,22.75,1.4585,0.3655,-2.5975,0,24.06,95.3,0.099,392.562,398.913,403.7,414.24,419.95,426.491,99.535,0,421.9505,442.704,-24.5525,0,1.862
2,23.25,1.8125,0.222,-2.553,0,23.97,95.5,0.096,394.379,400.374,404.8555,415.1,421.4715,429.05,99.5385,0,421.2835,442.2245,-22.869,0,1.8585
2,23.75,1.935,0.3495,-2.287,0,23.87,95.6,0.092,395.013,401.5,407.75,417.3,424.1,431.3,99.5225,0,422.235,441.748,-21.666,0,1.7455
3,0.25,1.872,0.028,-2.4515,0,23.63,96.715,0.0945,399.7965,404.101,409.65,418.344,424.5535,432.05,99.522,0,422.585,442.571,-21.2215,0,1.6745
3,0.75,1.936,-0.223,-2.057,0,23.61,96.83,0.09,400.3,405.4,410.5615,421.4975,427.7095,434.6325,99.5,0,422.646,441.929,-19.7935,0,1.663
3,1.25,2.295,-0.191,-2.387,0,23.511,97.2835,0.092,400.6665,406.9515,413,423.0665,428.6,436.612,99.4825,0,422.4355,441.717,-19.2055,0.01,1.6445
3,1.75,2.27,0.0875,-2.094,0,23.44,97.7,0.097,402.85,408.533,414.7235,424.1275,431.024,437.232,99.466,0,423.254,441.215,-18.423,0,1.6565
3,2.25,2.691,-0.044,-2.431,0,23.3765,97.7,0.097,404.1,410.7545,416.0285,426.8,432.692,439.1,99.4545,0,423.722,440.569,-17.501,0.009,1.6835
3,2.75,2.858,0.081,-2.101,0,23.25,98.1,0.096,405.55,412.55,418.4,428.9,433.9,440.55,99.443,0,423.8135,440.2835,-16.9255,0.009,1.6395
3,3.25,3.2755,-0.107,-2.265,0,23.2,98.2,0.0985,408.2,414.6955,419.9915,429.6125,434.95,440.791,99.433,0,424.065,440.164,-17.0715,0,1.59
3,3.75,3.197,0.028,-2.29,0,23.14,98.335,0.1015,408.9,415.4,421.36,430.068,436.2,441.484,99.4315,0,423.955,440.071,-16.6715,0,1.65
3,4.25,3.9915,-0.058,-2.837,0,23.1,98.6,0.105,410.15,417.35,422.021,430.5,435.9065,443.003,99.436,0,424.299,439.731,-15.984,0,1.626
3,4.75,4.0015,0.0115,-2.991,0,23.05,98.6,0.107,411.5,417.7,422.6,431.223,437.522,443.468,99.447,0,423.952,439.418,-16.071,0.009,1.665
3,5.25,4.151,-0.0675,-3.526,0,23.008,98.7,0.116,411.8,418.1,424.2,432.1,436.4,443.4,99.465,0,423.96,439.334,-16.09,0.07,1.7395
3,5.75,5.022,0.045,-3.294,0,22.98,98.6,0.117,412.323,419.489,423.7,432.15,436.887,444.791,99.4835,0,423.6975,439.15,-15.135,0.35,1.8135
3,6.25,4.6665,-0.031,-3.374,9,22.97,98.6,0.124,412.95,420.3,423.9,432.9,436.403,443.6295,99.502,1.221,423.821,439.36,-9.337,17.526,1.8555
3,6.75,5.519,1.7515,-4.363,47.54,23.01,98.42,0.146,414.564,420.19,422.41,430,436.695,445.6,99.552,6.023,426.595,440.27,21.975,104.306,1.803
3,7.25,6.368,11.93,-1.9225,101.5,23.2225,97.97,0.199,415.515,417.7,418.5,427.5815,438.4,446.263,99.6,13.74,428.8,442.962,69.865,241.914,1.7525
3,7.75,4.9925,39.3595,4.9195,162.1,23.59,96.65,0.252,412.6,412.55,412.2585,416.5,431.2,446,99.6465,21.6,431.112,447.3205,122.83,391,1.7385
3,8.25,-2.437,84.84,22.85,227.04,24.07,95.2,0.299,407.5,405.703,404.7,408.5,418.85,442.9,99.69,30.9,433.148,451.72,182.757,588.93,1.8625
3,8.75,-6.747,131.7,37.8045,317.4,24.745,92.2,0.346,400.8,398.909,397.8,399.1,410.2645,434.2,99.711,40.79,436.117,456.51,264.695,747.05,2.072
3,9.25,-11.8025,190.2,58.81,400.6,25.402,89.2,0.388,394.2,393,391.3205,393.53,402.3,427.8,99.73,51.87,439.606,461.487,344.288,978.929,2.2
3,9.75,-15.44,229.6,77.7405,470.42,26.09,85.5,0.421,390.758,389.44,387.8,388.88,395.872,421.7125,99.737,60.078,441.991,466.391,404.746,1124.851,2.344
3,10.25,-17.654,273.5,84.545,540.1,26.595,82.8,0.447,387.0145,385.4,384.2905,384.1255,391.7,416.06,99.721,66.18,446.314,468.525,467.396,1275.6925,2.469
3,10.75,-18.5565,298.83,99.006,604.05,27.13,80.05,0.4805,384.179,382.749,381.6,382.034,387.932,413.226,99.7,72.585,450.3425,472.153,531.81,1375.9,2.5625
3,11.25,-19.0765,331.15,93.94,602.7,27.54,78.7,0.473,381.7,380.9,379.2,379.3,383.801,409.527,99.6725,73.25,452.159,474.1475,521.804,1391.5,2.5945
3,11.75,-19.57,335.1,97.6625,617.7,27.86,76.75,0.483,379.2,378.4,376.6,376.893,382.379,408.4,99.641,72.33,452.807,476.207,537.2875,1444.88,2.67
3,12.25,-18.62,323.485,95.58,614.02,27.81,76.3455,0.47,377.4,376.2,375.3,374.9,380.7,405.5,99.6035,69.335,454.134,477.299,533.395,1336.875,2.7105
3,12.75,-18.4485,317.1,84.33,599.35,27.89,76.55,0.46,376.693,375.65,374,374.6,379.7,405.3,99.569,69.35,454.335,477.8965,508.8275,1292.4,2.73
3,13.25,-17.1,286.805,78.887,566.4,27.77,77.3515,0.432,376.187,375.299,374.25,374.3,380.01,405.7,99.51,66.783,451.92,476.033,508.6,1271.302,2.6345
3,13.75,-16.596,256.527,64.576,498.288,27.58,77.5,0.4255,375.721,374.3135,373.8,373.993,379.5,405.2,99.4605,59.09,450.223,475.462,458.301,1172.5,2.57
3,14.25,-15.31,228.15,51.95,417.2,27.48,78.17,0.405,376.097,375.2,373.6265,374.2215,379.033,405.812,99.405,49.95,448.266,474.546,378.9065,967.655,2.46
3,14.75,-14.273,200.05,38.498,360.75,27.2,79.5,0.381,375.6945,374.2055,373.061,372.95,378.7,406.7555,99.367,43.1,444.6465,471.3425,333.7885,847,2.461
3,15.25,-12.3,168.9,22.65,304.3,26.96,81.133,0.3555,375.2,374.0235,373,374,378.2695,408.1,99.3195,37.39,441.8305,468.394,270.4975,726.397,2.351
3,15.75,-9.8645,125.57,14.768,234.8,26.47,82.688,0.336,376.1895,374.9,374.35,375.1,379.5,409.05,99.3,28.22,437.285,465.3215,195.071,532,2.244
3,16.25,-6.8885,85.6565,4.708,180.2,26.143,84.833,0.294,376.767,376.1,375.2,375.8075,381,407.5505,99.284,21.65,434.571,461.632,134.4215,385.5,2.17
3,16.75,-4.061,57.97,-0.0265,116.75,25.99,86.47,0.252,377.6,376.9,376.578,378.3,382.3,408.602,99.2875,14.2,431.208,458.9715,77.566,250.603,2.05
3,17.25,-1.638,27.285,-2.22,70.4,25.56,88.485,0.203,378.15,377.4,376.961,378.2,384.613,409.8335,99.294,8.35,427.97,455.733,34.1,156.31,1.953
3,17.75,0.0585,9.376,-3.8535,28,25.15,90.9,0.156,379.2,379.476,380.15,381.65,388.518,408.68,99.3,2.915,425.3155,452.9595,-3.4405,55.65,1.926
3,18.25,0.604,2.7775,-3.619,1.5085,24.87,92.1,0.1245,382.1,383.8,386.4,388.8,392.8,411.772,99.302,0,423.316,450.627,-26.405,3.9,1.852
3,18.75,0.9315,1.056,-2.913,0,24.61,92.7,0.118,383.8505,386.445,389,392.467,397.1,411.8225,99.323,0,422.297,448.8325,-29.563,0.032,1.862
3,19.25,1.109,0.765,-3.038,0,24.512,93.604,0.1095,385.95,388.755,392.1,395.6,402.5,414.665,99.361,0,420.893,447.4915,-29.909,0.009,1.87
3,19.75,1.295,0.73,-3.044,0,24.41,94,0.102,388.5,391.25,393.9155,400.15,404.624,417.1,99.4,0,419.729,446.826,-30.5015,0,1.86
3,20.25,1.508,0.494,-3.199,0,24.29,94.4,0.1,390.525,393.3555,396.0845,403.364,410.05,419.45,99.417,0,420.658,445.805,-29.1465,0,1.865
3,20.75,1.624,0.266,-2.931,0,24.18,94.8,0.108,391.244,394.557,397.728,406.1,412.2,420.6,99.4585,0,420.185,445.18,-28.5,0,1.8505
3,21.25,1.593,0.338,-2.8595,0,24.12,95.065,0.101,392.2,396.3,399.7,408.7,416.352,422.6,99.498,0,420.6,444.898,-26.06,0.009,1.9045
3,21.75,1.9895,0.0755,-3.47,0,24.055,95.5,0.102,393.1,397.3,401.6,411.8,418.2,425.443,99.53,0,419.9,444.44,-25.366,0.009,1.8595
3,22.25,1.9135,-0.086,-2.843,0,23.99,95.84,0.102,394.837,399.9,404.2,414.074,419.435,426.244,99.5695,0,420.235,444.3205,-25.934,0.023,1.849
3,22.75,1.8265,-0.01,-2.833,0,23.88,96.2,0.103,396.3,401.0735,406.1,414.683,421.8,428.2,99.577,0,421.036,443.8195,-24.3125,0.009,1.776
3,23.25,1.9025,0.1295,-2.8145,0,23.79,96.3,0.096,397.0105,402.5215,407.832,415.963,422.6005,429.8,99.568,0,420.6805,443.4795,-23.9575,0.009,1.796
3,23.75,2.2565,-0.098,-2.55,0,23.715,96.45,0.09,398.633,402.9185,408.768,417.4,423.254,430.848,99.549,0,421.32,442.926,-22.66,0,1.783
4,0.25,2.305,0.152,-2.095,0,23.8,97.6,0.09,399.094,405.953,411.147,419.328,426.6,433.579,99.565,0,424.1235,443.051,-20.969,0,1.696
4,0.75,2.217,0.045,-2.433,0,23.65,97.84,0.092,400.828,406.5,412.4,421.251,427.246,435.3,99.546,0,424.4,442.751,-20.1,0,1.616
4,1.25,2.53,-0.177,-2.03,0,23.525,98.133,0.0955,401.536,408.1,414.2,422.513,429.7,436.3,99.525,0,424.49,441.95,-18.58,0,1.61
4,1.75,2.724,-0.027,-2.27,0,23.44,98.3,0.091,402.2,409.891,416.2,425.553,431.8,437.8,99.503,0,425.004,441.398,-18.361,0,1.54
4,2.25,2.824,0.034,-1.797,0,23.33,98.491,0.089,403.8665,410.8,418.3545,426.5,432.855,438.026,99.493,0,425.005,441.03,-18.814,0,1.55
4,2.75,2.646,-0.086,-1.62,0,23.295,98.56,0.087,405.1,412.95,418.15,426.75,434.2005,440.037,99.484,0,425.187,440.4475,-18.53,0,1.5405
4,3.25,3.766,0.04,-1.854,0,23.181,98.7,0.089,407,413.7,419.681,429.3535,435.695,439.5955,99.477,0,424.59,440.223,-16.749,0,1.54
4,3.75,3.6665,0.06,-1.5535,0,23.1,98.805,0.089,407.6875,416,422.0125,430.385,436.689,442.1,99.475,0,424.85,440.006,-16.451,0,1.5025
4,4.25,3.4155,0.0295,-1.709,0,23.1,98.78,0.0965,410.4,418.7845,423.2,431.5505,437.2555,443.7075,99.4835,0,424.991,439.808,-15.74,0,1.4995
4,4.75,3.113,0.04,-2.024,0,23.02,98.8,0.091,410.9,418.95,424.05,432.35,439.3,443.891,99.4945,0,425.325,439.759,-15.721,0,1.4885
4,5.25,3.387,0.166,-1.81,0,22.993,98.808,0.095,412.3,419.6,424.446,433.502,440.828,445.725,99.5,0.0025,424.426,439.6835,-15.555,0,1.519
4,5.75,2.98,0.046,-1.555,0,22.95,98.9,0.092,413,422.6,426.746,434.05,441.737,446.91,99.523,0.1,425.51,439.631,-14.78,0.835,1.562
4,6.25,3.945,0.275,-2.24,14.44,22.9525,98.9,0.092,414.7,422.7,428.13,435.845,441.322,446.8,99.561,2.059,426.03,439.7815,-3.284,29.666,1.588
