DOY2,HR2,FC,CO2,CO2_SIGMA,LE,H2O,H2O_SIGMA,H,T_SONIC,T_SONIC_SIGMA,WS,USTAR,W_SIGMA,U_SIGMA,V_SIGMA,TA,VPD,RH,PA,TS_1_1_A,TS_1_2_A,TS_1_3_A,TS_1_4_A,TS_1_5_A,G_1_1_A,NETRAD,SW_IN_1_1_1,PPFD_IN,PPFD_OUT,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,PPFD_DIF,TAU,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,G_4_2_1,G_4_3_1,G_4_4_1,G_4_5_1,NETRAD_1_1_2
1,0.25,7.769966,467.187325,44.4683832,30.9999,12.34817355,4.25193295,6.98240750000001,16.5610825,0.940946725,3.39069,0.433005300000001,0.55578595,1.3479529,1.2058222,12.88,6.209045,100,101.0035,12.5,12.7183,12.9675,13.21525,13.445575,-0.857988499999999,0,0,0,0,0,3.34968,371.648,375.776,1.1088,0.001715651,12.63375,12.8175,13.25,13.5265,13.802,12.422,12.61475,13.02825,13.3865,13.5975,12.90475,13.12275,13.32475,13.56825,13.763,-2.25488,-3.32724,-2.6046355,-0.39765,-0.4215,-0.305725,-0.165325,-0.17,-4.05
1,0.75,9.499925,470.60769225,42.47906125,23.2149,12.4968593,5.49035639999999,7.17322899999999,16.260955,0.9918683,3.486915,0.462046125,0.604398325,1.2991907,1.255489275,13.041,6.31349749999999,100,101.01,12.4840175,12.671,12.948425,13.21415,13.4476075,-0.08659525,0,0,0,0,0,3.34968,372.359,375.6965,1.1088,0.003609077,12.61825,12.7775,13.1865,13.50375,13.79925,12.3865,12.59575,12.97825,13.35925,13.59475,12.8675,13.051,13.27475,13.54825,13.76025,-2.25488,-3.32724,-2.419108,-0.396475,-0.407,-0.308625,-0.17,-0.17,-3.63275
1,1.25,8.41095000000001,463.9716205,28.783983375,20.575,12.177441,3.2019298,6.08105250000001,16.14675,0.9222485,3.59811049999999,0.4881115,0.6139664,1.323355275,1.329900425,12.75925,5.97334,100,101.02,12.411,12.5946575,12.924,13.201925,13.4618425,-0.0349531000000055,0,0,0,0,0,3.34968,371.493,375.46275,1.1088,0.00751216099999999,12.59825,12.753,13.17825,13.4955,13.8065,12.3665,12.58025,12.94825,13.33925,13.60475,12.8655,12.97275,13.242,13.531,13.763,-2.25488,-3.32724,-2.996589,-0.388575,-0.428025,-0.338175,-0.17,-0.175075,-3.71525
1,1.75,6.764615,466.5829,25.76097975,24.247575,11.97215035,2.7064031,8.38084249999999,16.098125,0.92993275,3.381195,0.4371935,0.55850425,1.3329825,1.194244,12.721125,5.937795,100,101.0335,12.3850475,12.551225,12.878775,13.1977725,13.4786775,-0.120134375000015,0,0,0,0,0,3.34968,372.07,374.375,1.1088,0.00644522999999999,12.582,12.74575,13.17,13.48275,13.8065,12.351,12.54275,12.91825,13.33375,13.60475,12.841,12.95825,13.21375,13.51375,13.773,-2.25488,-3.32724,-2.9855,-0.3883,-0.464275,-0.339,-0.17,-0.221625,-3.29524999999999
1,2.25,9.1010725,467.108160025,34.629240675,24.1571575,12.458785675,2.817156825,7.3862035,16.156805,0.7880234,3.33809,0.4261834,0.5396947,1.1772115,1.1772204,12.4965,5.63958000000001,100,101.0235,12.3832675,12.521,12.850175,13.163575,13.45945,-0.265971500000022,0,0,0,0,0,3.34968,370.189,373.49725,1.1088,0.00691743099999999,12.5675,12.72575,13.1255,13.46275,13.81375,12.311,12.50825,12.881,13.32375,13.612,12.7855,12.891,13.19275,13.5065,13.78025,-2.25488,-3.32724,-2.3913855,-0.35785,-0.4563,-0.339,-0.2019,-0.238,-3.395
1,2.75,8.830485,470.8052,49.15291055,26.582875,12.463615375,3.73956485,8.5954125,16.0549925,0.945590125,3.091188,0.387882,0.5243544,1.1496154,1.1558794,12.28175,5.441165,100,101.03,12.39611,12.5033,12.8299,13.1411,13.44991,-0.901640000000023,0,0,0,0,0,3.34968,369.80025,373.518,1.1088,0.008573225,12.5375,12.6985,13.1055,13.43825,13.81375,12.261,12.46375,12.85825,13.311,13.6165,12.7455,12.861,13.151,13.482,13.7875,-2.25488,-3.32724,-3.1428785,-0.338725,-0.4209,-0.3419,-0.2305,-0.238,-3.5125
1,3.25,8.332975,470.193085175,42.283666875,30.9285,12.06430965,4.50106272499999,8.24026825,16.191875,0.8984445,3.006125,0.39697625,0.505144375,1.277109,1.116539,12.198925,5.70425,100,101.01,12.282725,12.4812475,12.8000475,13.125525,13.4390475,-1.04474000000002,0,0,0,0,0,3.34968,369.746,373.59275,1.1088,0.00738136699999996,12.50375,12.663,13.07825,13.4165,13.81375,12.23275,12.421,12.82375,13.3055,13.60925,12.71,12.841,13.1,13.462,13.7875,-2.25488,-3.32724,-2.394371,-0.3738,-0.4503,-0.3651,-0.238,-0.238,-3.5255
1,3.75,11.157625,464.3209518,45.58642825,27.48928,12.4385267,3.686781375,8.22084000000002,15.9803,0.950208125,3.0538655,0.393376,0.503235799999999,1.35995189999999,1.08362795,12.1824,5.72720999999999,100,101.03,12.3721,12.45231,12.786,13.09921,13.436,-1.1576425,0,0,0,0,0,3.34968,369.715,373.13975,1.1088,0.00677760299999996,12.48475,12.643,13.051,13.39925,13.81375,12.21,12.41375,12.80375,13.29275,13.612,12.66275,12.802,13.0455,13.442,13.783,-2.25488,-3.32724,-2.3325285,-0.389175,-0.493125,-0.387125,-0.238,-0.238,-3.76049999999999
1,4.25,6.95748,470.7448096,42.0406766,34.3338749999998,12.515878375,5.5849314,7.67956499999995,15.9816125,0.9427182,3.3954475,0.4497395,0.549538174999999,1.2601918,1.19856925,12.20125,5.261855,100,101.01,12.3218,12.42079,12.77441,13.08,13.42769,-0.951205999999996,0,0,0,0,0,3.34968,369.93125,372.958,1.1088,0.00522055774999999,12.47,12.64475,13.02825,13.38025,13.8255,12.18375,12.381,12.7855,13.2855,13.63825,12.631,12.792,13.00825,13.45025,13.812,-2.25488,-3.32724,-2.538528,-0.40535,-0.51995,-0.394625,-0.238,-0.238,-2.50799999999999
1,4.75,6.379339,467.6298,43.36427,24.063,12.2375394,4.357922,9.697925,15.987695,0.991528774999998,3.20178325,0.412983075,0.562553774999999,1.333774,1.098252075,12.20155,5.49975249999999,100,101.00375,12.23179,12.3959,12.74411,13.069,13.4281,-1.14073000000001,0,0,0,0,0,3.34968,370.1295,373.1795,1.1088,0.00471534700000001,12.3885,12.58375,13.0155,13.35475,13.8255,12.152,12.36275,12.74825,13.26375,13.64275,12.6155,12.772,12.981,13.45925,13.82375,-2.25488,-3.57555975,-3.18467549999999,-0.4186,-0.531175,-0.3982,-0.238,-0.238,-3.31574999999999
1,5.25,6.848375,466.3439522,47.7261108,33.063125,12.17354965,3.484450425,9.3110715,16.0173,1.0523344,3.124209,0.449716499999999,0.54319,1.2847151,1.1549061,12.1956,5.28244,100,101.02,12.185025,12.3890475,12.71325,13.078275,13.4390475,-1.1238725,0,0,0,0,0,3.34968,370.6025,372.79625,1.1088,0.00756451025,12.3365,12.56375,12.99275,13.331,13.80825,12.11375,12.34275,12.72825,13.231,13.611,12.59,12.74825,12.961,13.47275,13.802,-2.25488,-3.32724,-3.48024,-0.45775,-0.5214,-0.406175,-0.238,-0.238,-2.1325
1,5.75,7.843968,464.350975,44.144951,24.8589075,12.38956565,3.084317,9.2869,15.7855,0.994656050000001,3.04284,0.397941,0.5172443,1.2272319,1.149743,12.1894,5.39359,100,101.03375,12.144475,12.3430975,12.6867975,13.06275,13.4454775,-1.14848000000001,0,0,0,0,0,3.34968,370.03925,372.62825,1.1088,0.0087291205,12.29275,12.501,12.94275,13.30275,13.79825,12.0065,12.2155,12.6955,13.191,13.58375,12.561,12.73275,12.93375,13.45,13.78475,-2.25488,-3.32724,-3.4567825,-0.421875,-0.5397,-0.407,-0.244525,-0.238,-1.70074999999999
1,6.25,7.50698999999999,466.757316625,41.53108645,30.4720125,12.19164125,3.82772405000001,7.775115,15.921975,0.941300499999999,2.9658925,0.3935195,0.50128235,1.167129125,1.02331835,11.937925,5.7099,100,101.0575,12.11609,12.28921,12.653,13.0498,13.43769,-1.0332175,0,0.0477619999999994,1.694841125,0.00632499999999999,0.96003,3.4137,368.8315,372.269,1.1088,0.00561129625,12.222,12.461,12.911,13.2755,13.7955,12.00375,12.16375,12.64925,13.161,13.57375,12.5155,12.68825,12.92375,13.41275,13.77475,-2.25488,-3.32724,-3.4567825,-0.448,-0.54245,-0.407,-0.2612,-0.2554,-2.5325
1,6.75,7.9346,463.292116875,37.746987,34.8712375,11.8998875,3.443914,8.92442025,16.10415,0.916461249999998,3.21924,0.4092965,0.513243499999999,1.212312,1.1054824,11.880125,5.8075,100,101.068,12.06925,12.223,12.5865,13.028525,13.405025,-0.875938000000004,0,15.991375,10.44086195,6.21061749999998,11.917275,3.4137,369.263,371.528,1.158,0.00937174249999999,12.241,12.41375,12.8865,13.25825,13.79275,12.0155,12.14375,12.60475,13.141,13.571,12.46275,12.63475,12.90375,13.40275,13.782,-2.25488,-3.38636375,-3.4755485,-0.442425,-0.518525,-0.407,-0.274625,-0.2844,-3.295
