DOY2,HR2,FC,CO2,SC,H,LE,H2O,SH,SLE,G_1_1_1,G_1_2_1,G_2_1_1,G_2_2_1,WS,USTAR,V_SIGMA,W_SIGMA,PA_1_1_1,RH_1_1_1,RH_1_2_1,VPD,TA_1_1_1,TA_1_1_2,TA_1_2_1,T_SONIC,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_1_10_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_8_1,TS_2_9_1,TS_2_10_1,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,NEE
1,6.75,0.18345,395.31,0.029645,-11.16765,0.16561,1.2353,0.396825,-0.0313,-2.3272,-3.52325,-2.8909,-5.68155,3.3744,0.28068,0.76598,0.50512,97.938,70.745,79.2025,0.432565,-19.61,-20.6995,-20.8605,-16.23,-5.3919,-4.2606,-2.04885,-1.7193,-1.21435,-0.785925,-0.85171,-0.556145,-0.63986,-0.39857,-5.7247,-4.29395,-3.1972,-2.0955,-1.413,0.0957855,-0.516715,-0.476425,0,0,230.055,228.74,-0.005,-0.001,0.260505
1,7.25,0.40241,394.76,-0.0673,-8.1522,0.14364,1.24405,0.272275,0.18853,-2.3272,-3.52225,-2.9035,-5.69495,3.5742,0.31837,0.69845,0.54477,97.9505,70.74,78.8685,0.428455,-19.6,-20.6555,-20.76,-16.245,-5.3844,-4.30825,-2.0509,-1.71735,-1.2237,-0.808715,-0.84543,-0.54864,-0.65793,-0.38757,-5.7435,-4.3195,-3.21445,-2.1023,-1.3905,0.075357,-0.508,-0.46443,0,0,229.405,228.39,-0.0065,0,0.527995
1,7.75,0.21479,394.345,0.06239,-7.78865,0.32433,1.2314,0.979315,0.153425,-2.32835,-3.5213,-2.9103,-5.7127,3.35735,0.31117,0.66033,0.456065,97.9615,70.445,78.781,0.43256,-19.57,-20.639,-20.8015,-16.445,-5.31705,-4.33235,-2.0393,-1.71085,-1.1736,-0.835285,-0.834715,-0.54064,-0.66,-0.39207,-5.75315,-4.3273,-3.214,-2.1132,-1.40865,0.070286,-0.5255,-0.475715,0,0,229.59,228.33,-0.006,0,0.253125
1,8.25,0.102365,394.525,-0.013015,-5.3985,0.23435,1.2226,-0.27377,-0.0327,-2.3277,-3.51975,-2.90525,-5.7384,3.3198,0.32926,0.75672,0.45968,98.0055,70.585,78.365,0.432625,-19.96,-20.818,-21.246,-16.4,-5.3803,-4.36105,-2.0319,-1.7088,-1.1692,-0.848,-0.841715,-0.545715,-0.65843,-0.38786,-5.76315,-4.34745,-3.2137,-2.14265,-1.42175,0.085357,-0.52707,-0.481645,0,0,228.74,227.55,-0.004,-0.001,0.23518
1,8.75,0.252095,394.545,0.005685,-3.5739,0.19438,1.21215,-1.1245,-0.18186,-2.32645,-3.5184,-2.9026,-5.75685,3.5396,0.353075,0.67122,0.45515,98.031,70.67,78.317,0.42287,-19.895,-20.854,-21.1155,-16.855,-5.4108,-4.39105,-2.0522,-1.73955,-1.1678,-0.851785,-0.83843,-0.54957,-0.669,-0.39371,-5.7787,-4.35995,-3.2278,-2.1523,-1.4095,0.0850715,-0.52807,-0.48,0,0,227.955,228.69,0,0.002,0.29254
1,9.25,0.1443685,394.55,8.5e-05,-10.967,0.00702,1.2318,-2.32595,-0.246875,-2.32615,-3.51785,-2.90215,-5.75435,3.38365,0.257435,0.61681,0.4448,98.0625,70.465,78.4145,0.42121,-19.735,-21.0505,-21.231,-16.695,-5.44595,-4.40935,-2.03805,-1.74815,-1.1904,-0.855715,-0.829145,-0.559785,-0.658355,-0.39493,-5.77095,-4.3433,-3.2359,-2.1767,-1.40415,0.0705715,-0.524145,-0.4815,0,0.190305,227.96,227.92,0.099,0.074,0.23245
1,9.75,0.182855,394.72,-0.0387,-8.153,1.1412,1.22925,-0.67629,0.10949,-2.32415,-3.51605,-2.90155,-5.75165,2.88495,0.2887,0.70882,0.438519,98.1075,70.26,78.376,0.409535,-19.815,-21.1475,-21.2245,-16.78,-5.50195,-4.46015,-2.01,-1.7825,-1.19645,-0.828715,-0.808575,-0.572145,-0.65707,-0.400575,-5.75835,-4.37,-3.21485,-2.19225,-1.43045,0.078,-0.524715,-0.489,0.79734,1.07065,228.625,227.95,1.537,1.1645,0.26613
1,10.25,0.150395,394.555,0.0645,-4.55145,0.489085,1.2356,2.2312,-0.000949999999999999,-2.32355,-3.5155,-2.90215,-5.74945,3.05975,0.276365,0.589345,0.361145,98.179,70.21,78.594,0.409975,-19.85,-21.1615,-21.109,-16.545,-5.49965,-4.497,-1.9941,-1.8012,-1.21265,-0.83393,-0.807785,-0.567855,-0.666925,-0.4085,-5.75515,-4.40405,-3.21565,-2.2092,-1.44095,0.0830715,-0.52857,-0.500355,4.2623,4.1376,227.94,227.87,9.18,6.6865,0.213895
1,10.75,0.13793,393.85,0.00211,-6.5541,1.1629,1.2217,-0.63251,-0.153395,-2.3222,-3.5166,-2.9007,-5.7471,3.0954,0.30882,0.58829,0.38889,98.332,70.305,79.048,0.40683,-19.615,-21.0055,-20.795,-16.38,-5.55395,-4.5123,-2.03655,-1.7903,-1.2304,-0.839645,-0.809215,-0.560425,-0.67207,-0.39914,-5.77645,-4.37625,-3.2418,-2.2172,-1.45305,0.076429,-0.52936,-0.49707,12.232,9.03645,228.98,227.41,23.99,16.775,0.0979025
1,11.25,0.095806,394.21,-0.0258,-4.2919,1.1449,1.2088,0.44979,-0.22171,-2.32045,-3.5149,-2.90175,-5.74355,3.0083,0.30058,0.555705,0.369395,98.353,70.28,79.0655,0.41571,-19.63,-20.898,-20.1805,-16.65,-5.62815,-4.5631,-2.0649,-1.79265,-1.2689,-0.846785,-0.8155,-0.5625,-0.675785,-0.397215,-5.7779,-4.3942,-3.24825,-2.23235,-1.43255,0.0768575,-0.509855,-0.488215,22.7895,16.7305,230.1,230.33,45.26,30.475,0.20895
1,11.75,0.27511,394.47,0.00715,-6.0467,1.0975,1.1757,0.44516,-0.0589,-2.3195,-3.5106,-2.901,-5.73945,2.9679,0.30519,0.59149,0.43498,98.379,69.96,79.333,0.42011,-19.175,-20.508,-19.6885,-16.86,-5.6016,-4.62665,-2.0459,-1.76985,-1.27935,-0.853925,-0.806785,-0.57457,-0.66057,-0.410215,-5.734,-4.39875,-3.2477,-2.22875,-1.42155,0.086143,-0.507145,-0.486645,31.3075,22.17,230.96,232.32,80.25,42.17,0.22835
1,12.25,0.20092,394.38,-0.00509,-6.0733,2.018,1.164,1.1041,-0.010305,-2.31685,-3.5085,-2.9027,-5.7363,2.9998,0.32587,0.60235,0.3906,98.389,70.565,78.8105,0.42089,-18.645,-20.05,-18.882,-17.15,-5.5809,-4.64845,-2.0439,-1.76415,-1.2726,-0.84343,-0.814645,-0.563355,-0.660215,-0.418285,-5.75215,-4.37035,-3.23685,-2.2274,-1.46985,0.097143,-0.50057,-0.487,35.198,27.767,232.515,234.4,95.35,53.855,0.154065
1,12.75,0.22515,394.46,0.0148,-0.66159,2.9183,1.2152,3.5131,0.329575,-2.3105,-3.5099,-2.90165,-5.74475,2.5841,0.3429,0.66658,0.39038,98.385,70.865,78.102,0.41971,-18.16,-19.399,-18.2435,-16.86,-5.5135,-4.67725,-2.04145,-1.7305,-1.2846,-0.82057,-0.815715,-0.558785,-0.672855,-0.413785,-5.72585,-4.3551,-3.22115,-2.22955,-1.4663,0.096143,-0.509,-0.487215,39.997,29.2755,233.6,235.61,92.5,59.685,0.17822
1,13.25,0.0869085,394.775,0.0694,-1.551425,1.52205,1.2379,1.5274,0.076,-2.32085,-3.5115,-2.8944,-5.75095,2.89405,0.2588,0.530795,0.3332,98.301,70.7,78.8525,0.42941,-17.88,-19.0885,-18.1135,-16.49,-5.4907,-4.65865,-2.0256,-1.71605,-1.26545,-0.827575,-0.811285,-0.531925,-0.65907,-0.410645,-5.73545,-4.33115,-3.23615,-2.2053,-1.41405,0.1017135,-0.50993,-0.474855,42.969,29.101,235.57,237.47,101.45,58.57,0.1064485
1,13.75,0.21626,394.2,8.2e-05,-1.3887,1.2951,1.3456,3.7568,0.25959,-2.33305,-3.5218,-2.8858,-5.75115,2.4388,0.20989,0.6852,0.28054,98.388,70.82,79.1515,0.44152,-17.61,-18.7725,-18.0355,-15.84,-5.4776,-4.65465,-2.0641,-1.74585,-1.2774,-0.81557,-0.799715,-0.55357,-0.649215,-0.39943,-5.73115,-4.32225,-3.22695,-2.19785,-1.3989,0.10157,-0.49943,-0.461645,49.2775,30.8355,237.555,237.77,96.5,59.245,0.123434
1,14.25,0.12188,394.9,0.037,-0.35914,1.565,1.3671,0.82336,0.27896,-2.34355,-3.5296,-2.877,-5.75005,2.2992,0.22137,0.47538,0.33093,98.382,70.94,79.139,0.44156,-17.585,-18.5285,-17.978,-15.63,-5.51245,-4.69695,-2.056,-1.77455,-1.2634,-0.811785,-0.7985,-0.54843,-0.639,-0.3945,-5.7013,-4.3291,-3.2015,-2.16635,-1.39855,0.1014305,-0.49136,-0.450215,39.8155,27.325,238.19,237.38,101.4,56.285,0.016793
1,14.75,0.22486,392.19,-0.00191,-0.39751,1.3255,1.3738,1.0326,0.38144,-2.3551,-3.5298,-2.8746,-5.74705,2.6756,0.23843,0.56891,0.343325,98.342,71.335,79.1735,0.44038,-17.685,-18.4465,-17.8625,-15.54,-5.58565,-4.6748,-2.0416,-1.77485,-1.287,-0.80014,-0.778215,-0.521785,-0.635215,-0.40579,-5.7031,-4.28975,-3.20005,-2.16425,-1.40695,0.10243,-0.48471,-0.43529,35.118,23.483,238.715,236.475,79.96,45.315,0.22236
1,15.25,0.1563,392.37,0.0186,0.00186,1.1956,1.3789,-0.275585,-0.35094,-2.3575,-3.52255,-2.87115,-5.7435,2.3907,0.199,0.54891,0.32681,98.293,71.42,78.8845,0.48707,-18.155,-18.5425,-18.1955,-15.24,-5.6043,-4.67815,-1.9992,-1.79735,-1.2752,-0.811645,-0.778715,-0.517715,-0.6265,-0.40864,-5.72465,-4.26915,-3.1775,-2.1458,-1.40335,0.0990715,-0.49207,-0.44707,22.7845,18.076,237.66,236.135,50.875,33.83,-0.0647765
1,15.75,0.0477,392.31,-0.0116,-1.8375,1.0479,1.3853,-1.511,-0.35455,-2.35615,-3.51295,-2.86485,-5.7298,2.4151,0.19632,0.59934,0.38013,98.292,71.44,78.7915,0.46138,-18.21,-18.5515,-18.5655,-15.39,-5.62835,-4.67365,-2.0095,-1.75985,-1.289,-0.776355,-0.763285,-0.50864,-0.632425,-0.38693,-5.6921,-4.24435,-3.159,-2.1436,-1.42585,0.105785,-0.492215,-0.43607,14.095,11.096,236.125,234.755,25.775,20.02,0.076937
1,16.25,0.19038,392.22,-0.0379,-2.2472,1.0665,1.3645,-3.7521,-0.0679,-2.354,-3.512,-2.86755,-5.71415,2.3488,0.15313,0.47437,0.229745,98.28,71.6,79.25,0.40746,-18.48,-18.9965,-18.664,-15.44,-5.64665,-4.64715,-1.9765,-1.7706,-1.2622,-0.788925,-0.766855,-0.50493,-0.636,-0.39507,-5.69075,-4.2552,-3.158,-2.15865,-1.4272,0.1215,-0.49743,-0.435075,3.7956,3.5123,234.1,233.72,8.7,7.471,0.13413
1,16.75,0.13226,394.69,-0.12231,-6.7186,0.65084,1.3186,-3.4779,-0.53519,-2.3503,-3.51,-2.8705,-5.6995,2.3028,0.1817,0.442692,0.2774145,98.285,71.46,78.942,0.40719,-18.785,-19.239,-19.268,-15.82,-5.6437,-4.66265,-1.9769,-1.76925,-1.23835,-0.790215,-0.756215,-0.514215,-0.6365,-0.38571,-5.71165,-4.2335,-3.12535,-2.15875,-1.444,0.117785,-0.49636,-0.43793,0.979885,1.07005,235.025,233.005,1.601,1.572,0.052385
1,17.25,0.0856,394.13,-0.1257,-2.771,0.36557,1.2755,-4.4195,-0.67549,-2.3476,-3.50465,-2.86895,-5.6853,2.3533,0.16696,0.57135,0.32479,98.27,71.51,78.847,0.40851,-18.965,-19.4035,-19.8595,-16.1,-5.60685,-4.63915,-1.99635,-1.76315,-1.2436,-0.797645,-0.772355,-0.52593,-0.639355,-0.389,-5.7059,-4.20255,-3.1376,-2.15015,-1.44075,0.1215,-0.495285,-0.427145,0,0.133375,232.82,231.085,0.1115,0.0925,0.0400525
1,17.75,0.0984,392.74,-0.0477,-7.4401,0.12912,1.3299,-2.8031,-0.54838,-2.34605,-3.5118,-2.8672,-5.68795,2.7226,0.15626,0.54822,0.42213,98.29,71.435,78.617,0.42552,-19,-19.446,-20.1705,-15.72,-5.60455,-4.62935,-1.9803,-1.77715,-1.2861,-0.83386,-0.788855,-0.536145,-0.646925,-0.394075,-5.72835,-4.19825,-3.1492,-2.14735,-1.42775,0.11179,-0.492355,-0.438575,0,0,231.605,229.91,0,0.001,0.09436
1,18.25,0.207335,393.625,0.0154,-3.8892,0.169115,1.31435,-3.868,-0.38534,-2.34485,-3.523,-2.867,-5.6903,2.6656,0.15748,0.56681,0.33979,98.272,71.425,78.4455,0.45267,-19.02,-19.6965,-20.3625,-15.905,-5.68985,-4.6144,-1.9776,-1.777,-1.29165,-0.829145,-0.814215,-0.54286,-0.64936,-0.387925,-5.7174,-4.23,-3.169,-2.15135,-1.41885,0.110425,-0.499575,-0.458145,0,0,231.1,229.775,-0.003,-0.0015,0.233825
1,18.75,0.15507,393.755,0.0181,-4.67705,-0.0332,1.2969,-3.5118,-0.37811,-2.341,-3.53645,-2.86575,-5.6927,2.67505,0.19252,0.60341,0.42052,98.248,71.29,78.5435,0.44646,-19.155,-19.577,-20.562,-16.03,-5.73915,-4.6088,-2.0067,-1.7401,-1.2459,-0.812715,-0.80764,-0.561785,-0.6375,-0.376645,-5.7115,-4.2523,-3.18945,-2.1486,-1.4278,0.0977835,-0.484425,-0.463285,0,0,231.065,229.23,-0.0045,-0.002,0.1146
1,19.25,0.20495,394.845,0.0365,-5.50855,0.282895,1.266,-4.52235,-0.491325,-2.3364,-3.5329,-2.8638,-5.6926,2.45825,0.23022,0.5728595,0.418052,98.2205,71.245,78.489,0.41808,-19.17,-19.621,-20.66,-16.325,-5.7405,-4.59545,-1.9967,-1.74385,-1.2642,-0.858,-0.803715,-0.56,-0.64,-0.39107,-5.70505,-4.2821,-3.17915,-2.1616,-1.42515,0.0707145,-0.500075,-0.466215,0,0,231.49,229.45,-0.006,-0.003,0.240475
1,19.75,0.21662,395.085,0.104985,-6.61815,0.28169,1.23155,-3.07665,-0.42892,-2.3297,-3.53075,-2.8682,-5.70335,2.67225,0.253725,0.580655,0.39082,98.194,71.36,78.646,0.410595,-19.095,-19.902,-20.6185,-16.555,-5.8299,-4.60515,-2.019,-1.7464,-1.2593,-0.87986,-0.8175,-0.564645,-0.63293,-0.38364,-5.72175,-4.32405,-3.22365,-2.15185,-1.43,0.07,-0.508785,-0.46164,0,0,231.06,229.08,-0.006,-0.001,0.3904
1,20.25,0.1664,395.015,0.06585,-7.4054,-0.118,1.2167,-1.90815,-0.32253,-2.32765,-3.52695,-2.8761,-5.71515,2.62875,0.199905,0.58491,0.2924,98.197,71.305,78.651,0.41274,-19.32,-20.169,-20.9165,-16.65,-5.866,-4.5423,-2.0265,-1.7427,-1.24015,-0.89743,-0.825215,-0.566,-0.63643,-0.38957,-5.7012,-4.31055,-3.23545,-2.165,-1.4463,0.0825715,-0.50593,-0.476285,0,0,229.725,228.725,-0.0055,-0.001,0.1952
1,20.75,0.191515,395.255,0.103415,-10.87995,-0.188485,1.19405,-3.09755,-0.403335,-2.32855,-3.52745,-2.88465,-5.72555,2.7004,0.180125,0.43002,0.28862,98.1885,71.43,78.521,0.406665,-19.375,-19.993,-21.0055,-16.845,-5.7615,-4.50915,-2.01465,-1.769,-1.2294,-0.886785,-0.831,-0.575,-0.64907,-0.381785,-5.71775,-4.284,-3.2602,-2.18225,-1.4668,0.060714,-0.515715,-0.4715,0,0,229.39,229.06,-0.0045,-0.0015,0.25598
1,21.25,0.11449,395.51,0.0598,-7.8364,-0.0072,1.1347,-3.1194,-0.32687,-2.3292,-3.52945,-2.89255,-5.7204,2.591,0.17213,0.49078,0.23087,98.253,71.615,78.2775,0.39018,-19.48,-20.036,-20.8015,-17.29,-5.6568,-4.5005,-2.0221,-1.7918,-1.21535,-0.878785,-0.817855,-0.561285,-0.634785,-0.3855,-5.7303,-4.2938,-3.21645,-2.209,-1.49045,0.0757145,-0.506,-0.47143,0,0,229.85,227.91,-0.004,-5e-04,0.1547125
1,21.75,0.045721,394.91,0.0659,-7.7513,-0.15006,1.1188,-2.355,-0.46431,-2.3307,-3.53125,-2.8989,-5.7105,2.5777,0.1503,0.49299,0.257488,98.265,71.22,77.8935,0.38268,-19.51,-20.294,-20.603,-17.46,-5.6166,-4.48865,-2.0737,-1.79275,-1.20795,-0.877,-0.836575,-0.569575,-0.637075,-0.39671,-5.7475,-4.26955,-3.2301,-2.21325,-1.48805,0.072714,-0.508715,-0.47757,0,0,229.295,229.33,-0.004,0,0.14402
1,22.25,0.16598,394.77,0.0107,-8.186,0.000949999999999999,1.0784,-2.0747,-0.25907,-2.3336,-3.5321,-2.9002,-5.6999,2.7739,0.14447,0.547053,0.2770355,98.255,71.27,79.226,0.38238,-19.56,-20.553,-20.462,-17.76,-5.56535,-4.48175,-2.097,-1.8158,-1.25635,-0.865785,-0.835785,-0.55329,-0.636215,-0.399855,-5.71735,-4.2788,-3.2354,-2.22745,-1.48235,0.069357,-0.513715,-0.48607,0,0,228.785,229.595,-0.0045,-0.002,0.15755
1,22.75,0.17507,395.76,0.00871,-6.1608,-0.0248,1.0657,-0.87719,-0.163,-2.33715,-3.5301,-2.89035,-5.6913,2.8586,0.16506,0.5083105,0.219245,98.251,70.655,79.013,0.39996,-19.325,-20.738,-20.574,-18.22,-5.5015,-4.4596,-2.1167,-1.83005,-1.2867,-0.863,-0.836925,-0.55814,-0.644785,-0.39764,-5.7097,-4.2985,-3.25585,-2.22285,-1.4422,0.083714,-0.51036,-0.483285,0,0,228.435,228.735,-0.003,-0.001,0.41565
1,23.25,0.131615,396.63,0.0566,-8.2557,0.0219,1.014665,0.89233,0.00211,-2.33985,-3.5318,-2.8818,-5.6841,2.481,0.143745,0.668409,0.21171,98.4155,69.88,79.026,0.393775,-19.325,-20.729,-20.7515,-18.29,-5.444,-4.4568,-2.1467,-1.8458,-1.291,-0.83921,-0.849,-0.547855,-0.64421,-0.38607,-5.6976,-4.3212,-3.245,-2.22985,-1.481,0.0844285,-0.50614,-0.478215,0,0,228.85,227.94,-0.0035,-0.001,0.192855
1,23.75,0.20699,396.875,0.0459,-4.1348,0.041535,0.987645,-1.80805,-0.10144,-2.34245,-3.5354,-2.8726,-5.6917,2.2187,0.173875,0.592435,0.3061845,98.4325,70.5,78.9555,0.38352,-19.625,-20.305,-20.847,-18.53,-5.4504,-4.491,-2.0976,-1.8438,-1.3354,-0.848715,-0.848,-0.562215,-0.651925,-0.384355,-5.7239,-4.33865,-3.24425,-2.2527,-1.51215,0.101925,-0.510215,-0.483355,0,0,229.1,228,-0.0045,0,0.18739
2,0.25,0.10236,404.885,0.0744,-2.14845,0.04717,1.0342,-1.3377,-0.234105,-2.22945,-3.42285,-2.6846,-5.18585,2.7179,0.146415,0.484529,0.316579,98.341,72.185,78.937,0.37836,-18.11,-19.6505,-20.264,-19.025,-6.4613,-5.2933,-2.9347,-2.7049,-2.0123,-1.3124,-1.1873,-0.56086,-0.21743,-0.417,-4.848,-4.2327,-3.1043,-2.3294,-1.7264,-0.040571,-0.63743,-0.41271,0,0,229.345,229.595,-0.0025,-0.001,0.13677
2,0.75,0.12853,404.865,0.0322,-2.8928,0.0274,1.01245,-1.2425,-0.15614,-2.23005,-3.4138,-2.6942,-5.17665,2.6545,0.16249,0.439175,0.294613,98.3785,71.03,78.985,0.37263,-18.115,-19.975,-20.158,-19.215,-6.6472,-5.43445,-2.92735,-2.77535,-2.0366,-1.3027,-1.1797,-0.56457,-0.2245,-0.4215,-4.8222,-4.20735,-3.12115,-2.32155,-1.7414,-0.031286,-0.644785,-0.404855,0,0,229.98,229.01,-0.003,-0.0015,0.131821
