DOY2,HR2,USTAR,TA_1_2_1,WS,NEE,FC,SC,H,LE,RH,PA,CO2_1_1_1,CO2_1_2_1,VPD,NETRAD,PPFD_IN,H2O_1_2_1
8,8.5,0.641,26.894,3.035,-7.808,-0.359,-4.715,80.24875,238.1475,89.4,98.1905,394.814,394.305,6.11,433.3135,1165.707,30.097
8,9.5,0.672,27.916,2.964,-10.112,-5.3,-2.587,118.10125,289.98375,84.1,98.2085,390.927,391.787,8.7075,564.222,1474.89875,29.904
8,10.5,0.6355,28.73225,2.6525,-13.6465,-9.679,-1.294,140.01625,361.33,79,98.186,381.7135,382.2385,11.1025,632.47925,1639.1975,29.691
8,11.5,0.592,29.44475,2.449,-11.748,-10.944,0.31675,137.8975,398.244,75.2,98.123,376.76025,377.476,13.0975,665.707,1735.96225,29.232
8,12.5,0.5555,29.965,2.322,-10.914,-10.011,-0.182,134.76,383.626,73.525,98.029,375.229,376.253,15.0125,658.35025,1701.966,29.075
8,13.5,0.5435,30.236,2.366,-8.586,-8.461,0.63,115.2615,350.67275,74.025,97.932,374.85,375.917,15.7475,572.38625,1509.79425,29.63
8,14.5,0.5225,30.36125,2.237,-4.8955,-5.2805,0.919,87.53725,284.76925,75.4,97.855,374.55025,375.064,15.525,461.91975,1231.686,30.254
8,15.5,0.45925,30.2275,2.236,-1.2505,-2.7245,2.2,56.42925,196.9465,77.8,97.804,374.455,375.0485,14.6025,305.955,863.7775,29.948
8,16.5,0.363,29.83,1.908,2.925,-0.012,3.623,21.05775,105.64,79.17575,97.791,374.657,376.17775,13.2825,124.0905,432.642,29.92
8,17.5,0.1995,28.837,1.802,6.46675,0.8845,5.6015,0.405,25.01875,82.45,97.813,376.16,377.747,10.4675,-5.29675,49.3375,30.258
8,18.5,0.165,27.878,2.058,8.0885,2.1425,6.423,-0.4255,13.53875,84.4,97.8575,378.4665,381.04675,8.4725,-28.3435,0,30.2015
8,19.5,0.201,27.21075,2.24875,7.986,3.6765,4.6715,-1.319,13.29875,86.925,97.9225,382.08875,385.127,7.545,-28.243,0,30.2415
8,20.5,0.211,26.817,2.427,7.5265,4.914,3.521,-2.848,12.579,88.6,97.9915,386.3155,388.745,6.7375,-28.092,0,30.113
8,21.5,0.22275,26.557,2.48975,7.49275,5.42075,3.24425,-4.547,12.5465,88.925,98.0595,385.73175,388.317,6.2175,-27.603,0,29.936
8,22.5,0.235,26.315,2.5545,7.662,5.539,3.528,-4.503,10.462,89.9,98.0805,385.6385,389.88675,5.805,-27.5035,0,29.888
8,23.5,0.23325,26.098,2.546,8.227,5.4575,4.13575,-4.428,10.9225,90.825,98.069,385.378,388.51875,5.4425,-26.912,0,29.824
9,0.5,0.23525,26.256,2.51225,7.38775,5.107,3.5465,-8.22175,11.343,89.125,97.8895,387.80275,390.8835,6.27,-24.28825,0,29.727
9,1.5,0.23625,25.938,2.53275,7.3865,5.8,2.69775,-6.795,12.346,90.17575,97.8405,390.0705,393.74125,5.8475,-25.07425,0,29.397
9,2.5,0.255,25.658,2.548,8.0115,6.90675,2.6965,-7.7155,8.677,91.425,97.8265,393.01225,395.46775,5.33,-23.81725,0,29.236
9,3.5,0.271,25.339,2.61,8.787,8.35675,2.879,-9.1475,10.07275,92.425,97.834,395.4895,398.667,4.6325,-24.538,0,29.3325
9,4.5,0.304,24.962,2.67225,9.1995,8.849,2.04475,-10.33075,5.21075,93.9,97.865,398.2535,401.68625,3.78,-24.39525,0,29.188
9,5.5,0.31575,24.66525,2.61725,7.56275,7.76625,0.9115,-11.67,3.03425,95,97.921,401.8875,404.408,3.3725,-11.585,25.53225,29.1315
9,6.5,0.39025,24.814,2.559,1.964,7.127,-3.7405,-2.205,21.72675,95,97.9955,402.6875,404.73375,3.24,98.4685,313.1495,29.357
9,7.5,0.57025,25.788,2.844,-5.5665,3.016,-6.01,41.73025,100.25725,92.601,98.0685,399.8395,400.2705,4.3,283.5455,800.6075,30.395
9,8.5,0.69525,26.876,3.24725,-11.604,-5.337,-3.8295,99.8375,247.08575,87.2,98.127,396.438,395.885,6.805,464.33025,1231.1105,30.483
9,9.5,0.67825,28.01575,2.998,-13.9535,-9.6615,-2.6865,130.7645,308.065,81.12575,98.154,388.2075,388.502,9.7,579.712,1491.696,30.081
9,10.5,0.656,28.901,2.8345,-15.428,-12.9885,-0.703,147.36475,364.65775,75.6,98.11625,380.66875,381.41925,12.3425,653.47875,1738.7195,29.42525
9,11.5,0.59225,29.69375,2.5745,-14.107,-13.732,0.28175,157.1945,399.213,72.1,98.0465,378.197,378.7215,14.4125,698.45025,1806.858,29.284
9,12.5,0.56475,30.178,2.34575,-12.187,-11.861,0.159,148.2475,386.21925,70.025,97.93925,377.327,377.957,16.21,656.981,1706.283,29.727
9,13.5,0.54775,30.487,2.283,-10.2955,-10.08775,0.1265,124.1945,364.184,70.325,97.82475,376.9035,377.727,17.015,577.12,1570.533,29.8955
9,14.5,0.497,30.63725,2.36975,-5.8955,-6.4745,0.983,88.3315,289.02375,72.2,97.734,376.081,376.632,17.435,470.98225,1276.091,30.371
9,15.5,0.4565,30.53,2.26475,-2.7705,-4.016,2.12775,57.91125,211.397,74.725,97.686,375.757,376.7345,16.6775,296.365,882.392,30.435
9,16.5,0.3565,30.10575,1.9655,1.9195,-0.50575,3.7515,17.16775,98.87825,76.925,97.668,375.565,376.4645,15.1275,113.858,389.9895,30.435
9,17.5,0.208,29.24025,1.947,6.879,1.281,6.193,-0.38575,23.402,78.925,97.6875,377.615,379.089,12.9425,-11.01975,35.23675,30.628
9,18.5,0.2035,28.37375,2.21675,7.75,2.762,6.13,-0.8595,16.53075,80.52525,97.7325,380.76125,383.83375,10.5225,-27.908,0,30.339
9,19.5,0.2235,27.74975,2.3745,7.48425,3.665,4.68725,-2.3985,15.007,83,97.81825,384.564,387.0395,9.325,-27.3175,0,30.483
9,20.5,0.23475,27.3455,2.5435,7.333,5.374,3.3205,-7.48425,13.1525,84.8,97.8875,386.356,389.41,8.5125,-25.692,0,30.387
9,21.5,0.25475,27.14525,2.597,7.464,5.415,2.981,-9.19625,12.494,85.625,97.951,387.2965,390.15725,8.065,-25.32925,0,30.194
9,22.5,0.2395,26.9305,2.5765,7.6005,5.15475,3.3505,-7.67975,14.08975,86.7,97.971,386.8905,389.842,7.505,-25.49725,0,30.117
9,23.5,0.2425,26.65575,2.5555,7.678,5.292,3.5715,-7.93875,12.6325,87.7,97.9535,388.1735,391.08975,6.9275,-24.248,0,29.872
10,0.5,0.25525,26.35075,2.5615,6.64075,5.1365,2.557,-7.94425,9.587,89,97.783,389.405,392.6255,6.4875,-22.56,0,29.268
10,1.5,0.25125,25.98925,2.592,7.2125,6.33825,2.496,-8.96925,9.0125,90.325,97.734,391.062,394.122,5.9225,-21.74,0,29.172
10,2.5,0.2795,25.65925,2.6225,8.704,7.975,2.371,-9.6565,7.9815,92.2,97.716,392.8535,396.025,5.3675,-21.7725,0,29.148
10,3.5,0.311,25.31175,2.672,9.0985,7.8385,2.953,-10.228,9.32075,93.425,97.728,396.467,399.0935,4.6825,-21.405,0,29.071
10,4.5,0.319,24.949,2.7165,8.648,7.733,2.2635,-10.35075,4.6295,94.6,97.7645,398.58975,401.12125,3.9625,-21.8285,0,29.087
10,5.5,0.33825,24.57625,2.683,7.4195,8.2795,0.543,-10.28825,4.32375,95.825,97.827,401.9055,404.849,3.1225,2.278,49.9605,29.071
10,6.5,0.459,24.9915,2.6975,-0.771,5.356,-4.426,6.78675,33.04475,95.2,97.90775,402.97,404.687,3.31,131.55425,369.48375,29.582
10,7.5,0.64475,26.087,3.181,-7.372,0.951,-5.2995,54.896,143.97275,91.02525,97.98625,395.995,396.7605,5.02,321.9,886.5915,30.339
10,8.5,0.7095,27.235,3.3345,-13.358,-7.582,-3.878,108.467,272.0935,85.4,98.04225,391.2405,391,8.07,499.548,1345.046,30.145
10,9.5,0.6775,28.50125,3.078,-15.996,-12.101,-2.4015,140.755,345.44025,78.925,98.04575,383.484,384.3565,11.295,624.511,1667.1345,29.687
10,10.5,0.6275,29.38075,2.721,-15.67875,-13.8865,-0.3915,158.57225,384.701,74.1,98.0065,379.4165,379.814,14.2425,687.3,1819.44975,29.148
10,11.5,0.595,30.081,2.46275,-14.17475,-14.2755,0.61,159.9375,402.30625,71.325,97.9235,377.8485,378.54,15.995,703.714,1871.357,29.115
10,12.5,0.546,30.546,2.28625,-12.337,-11.7055,0.011,143.156,385.31025,69.625,97.8075,376.957,377.7785,17.58,652.39,1765.97075,29.107
10,13.5,0.522,30.897,2.2755,-10.4125,-9.8615,0.219,127.86575,353.48725,71.55,97.69725,376.927,377.222,18.475,563.376,1531.44575,29.904
10,14.5,0.476,30.95575,2.2015,-5.95525,-5.744,0.86,86.177,275.50675,73.45,97.616,375.745,376.7555,18.1725,431.16225,1248.41725,30.427
10,15.5,0.45325,30.674,2.27825,-1.5495,-3.1535,2.399,51.79075,193.545,75.425,97.5695,375.94,376.19675,17.1475,261.66475,811.5485,30.693
10,16.5,0.3195,30.15175,2.051,3.461,0.0845,4.194,5.56775,83.74875,76.975,97.555,376.257,377.19,15.655,85.32425,329.2865,30.274
10,17.5,0.21825,29.26925,2.02375,6.929,1.268,5.88625,-1.7095,19.77525,79.45025,97.574,378.412,380.3405,13.3075,-16.0985,28.317,29.864
10,18.5,0.2075,28.6495,2.316,8.1695,3.07225,5.931,-2.17225,14.48225,80.7,97.6275,381.4985,383.7805,11.7575,-24.3135,0,29.675
10,19.5,0.22,28.13925,2.502,7.409,3.744,4.492,-4.504,10.67875,83,97.7075,384.5255,387.032,10.5975,-24.21925,0,29.646
10,20.5,0.25625,27.798,2.6405,7.797,5.603,3.475,-9.06275,13.259,84,97.784,386.584,388.855,9.4125,-23.664,0,29.687
10,21.5,0.25,27.49425,2.66375,6.62675,4.885,3.009,-10.06675,13.0785,84.9,97.832,385.98,388.377,8.875,-22.649,0,29.743
10,22.5,0.27275,27.16275,2.6605,7.805,5.729,3.44,-9.965,16.47825,86.025,97.844,386.9795,389.43725,8.09,-23.316,0,29.566
10,23.5,0.2635,26.78925,2.61775,7.9175,5.281,3.809,-9.46025,12.52225,87.125,97.828,388.189,391.35775,7.3325,-22.798,0,29.308
11,0.5,0.248,26.4015,2.576,7.02,5.2925,3.001,-4.5605,13.148,90.05,97.6275,391.2785,394.4235,6.3625,-22.596,0,29.566
11,1.5,0.245,25.946,2.611,7.8545,6.567,2.8095,-5.64,11.12675,91.601,97.586,392.3185,395.292,5.9525,-21.19125,0,29.409
11,2.5,0.2785,25.623,2.682,8.04275,7.5725,1.831,-6.72475,10.3315,93,97.5685,394.392,397.394,5.2325,-21.85775,0,29.188
11,3.5,0.3105,25.28575,2.748,9.7105,8.0575,2.99025,-8.205,8.5045,93.925,97.567,395.4185,398.7355,4.4625,-20.7,0,29.22
11,4.5,0.339,24.875,2.76925,9.661,8.891,2.4515,-7.94275,7.35425,95.2,97.6255,399.7625,403.4665,3.655,-21.77925,0,29.268
11,5.5,0.3605,24.5495,2.79,7.768,8.606,1.1775,-10.33225,5.85825,95.525,97.682,403.507,405.64,3.095,3.2975,55.015,29.123
11,6.5,0.4785,25.042,2.7995,-0.8475,6.4235,-4.7085,4.52775,40.03725,94.9,97.765,402.764,404.49,3.3725,139.4505,373.847,29.594
11,7.5,0.63825,26.2025,3.29975,-6.5135,0.8315,-4.837,49.56325,136.0605,91.7,97.852,396.882,397.772,5.2975,315.6315,840.461,30.069
11,8.5,0.70775,27.291,3.47125,-12.2465,-7.3965,-3.007,96.84475,270.87925,86.125,97.903,392.0405,391.555,8.135,464.2995,1294.6585,30.194
11,9.5,0.6935,28.4395,3.1325,-14.60075,-10.726,-1.783,123.31675,306.7305,81,97.907,385.76,386.297,10.9475,577.476,1581.8,29.896
11,10.5,0.632,29.2765,2.89225,-15.543,-14.316,-0.291,135.001,351.404,76,97.867,381.492,382.5265,13.435,635.8775,1686.88325,29.546
11,11.5,0.61075,29.95,2.6125,-15.004,-14.187,0.5185,141.196,371.841,73.025,97.7845,380.14125,380.8855,15.23,640.25,1709.03725,29.469
11,12.5,0.5275,30.43,2.39975,-12.642,-12.326,0.093,125.88375,339.92,70.95,97.6805,378.945,379.2985,16.7525,605.8965,1608.042,29.413
11,13.5,0.508,30.7215,2.24875,-10.803,-10.694,0.493,108.01375,318.328,71.55,97.57175,378.9775,379.647,17.6625,493.1645,1445.287,30.322
11,14.5,0.464,30.7395,2.2475,-6.221,-6.281,1.169,72.59675,240.99425,73.85,97.48625,378.17675,378.5005,17.2575,365.92525,1129.6075,30.427
11,15.5,0.4185,30.401,2.1335,-1.88,-3.665,2.417,33.87875,175.6315,77,97.434,377.54125,378.5605,16.005,206.873,706.67975,30.693
11,16.5,0.287,29.868,1.929,3.71325,0.21425,4.413,3.3535,84.30525,79.72525,97.409,378.492,379.45175,14.6825,62.419,284.448,30.564
11,17.5,0.18475,29.046,2.03,7.4855,0.9995,6.4315,-1.152,22.539,81.325,97.426,381.058,382.88975,12.195,-18.495,27.9725,30.16525
11,18.5,0.197,28.4865,2.272,8.877,3.215,6.4925,-1.95225,17.2475,82,97.5005,384.139,387.02875,11.055,-24.3385,0,30.0085
11,19.5,0.20425,28.081,2.493,7.849,4.2365,4.34575,-3.365,14.35775,83.825,97.5675,387.047,389.883,10.215,-24.708,0,29.91625
11,20.5,0.2445,27.793,2.646,7.51125,5.263,3.5685,-4.5075,14.743,84.8,97.6375,387.7935,390.4725,9.3175,-23.8765,0,29.76725
11,21.5,0.25625,27.47325,2.647,7.4295,5.0415,3.717,-4.546,12.377,86.025,97.684,386.8305,390.1655,8.5725,-23.818,0,29.514
11,22.5,0.23925,27.11725,2.6,7.3015,4.91275,3.592,-4.494,11.483,87.3,97.703,388.9985,393.0355,7.67,-24.026,0,29.703
11,23.5,0.2345,26.7685,2.562,7.162,5.1685,3.502,-5.6805,9.38625,88.7,97.6735,390.6385,394.892,7.065,-23.136,0,29.646
12,0.5,0.2955,26.109,2.58375,9.068,7.61,3.14675,-8.195,17.124,93.02525,97.692,395.934,399.225,5.8525,-19.45575,0,29.103
12,1.5,0.31,25.73875,2.56,9.31825,8.3085,2.9595,-7.61,17.392,94.125,97.644,396.737,399.72,5.185,-19.03475,0,29.035
12,2.5,0.292,25.3255,2.58575,9.654,8.653,2.8575,-6.78,14.687,94.7,97.621,398.434,401.07,4.5125,-19.034,0,28.9945
12,3.5,0.32975,24.9535,2.644,10.276,9.774,3.146,-8.742,12.371,95.225,97.621,400.59625,403.0495,3.8325,-17.362,0,28.9465
12,4.5,0.3535,24.67225,2.72,10.36725,10.407,2.315,-9.095,8.971,96.1,97.659,403.00525,406.10025,3.215,-16.257,0,28.946
12,5.5,0.37775,24.4175,2.706,8.784,9.39,1.119,-9.037,7.875,96.5,97.709,405.78425,408.35775,2.7325,-6.73075,32.77525,28.922
12,6.5,0.44775,24.7175,2.73625,2.679,7.85075,-3.87875,0,26.877,96,97.804,403.542,406.469,2.87,92.95425,289.029,29.172
12,7.5,0.6035,25.649,3.023,-4.40575,2.59925,-4.72975,41.507,95.2,94.825,97.8835,397.6985,398.362,4.47,254.76975,688.772,29.856
12,8.5,0.723,26.78,3.401,-11.0515,-5.71625,-2.6005,84.421,217.815,90.5,97.933,393.4035,393.39,7.1975,401.407,1139.11675,29.81175
12,9.5,0.731,27.724,3.22075,-13.84475,-9.73775,-2.311,108.041,272.527,85.025,97.9575,386.5725,387.022,9.805,505.8585,1410.855,29.55
12,10.5,0.663,28.54325,2.954,-14.939,-12.706,-0.3875,118.355,295.652,80.475,97.9245,381.954,382.25,12.0075,544.658,1532.3085,29.385
12,11.5,0.62975,29.0315,2.8385,-13.40375,-13.1595,0.367,117.638,321.417,77.975,97.85125,381.429,381.6945,13.65,574.078,1589.578,29.31275
12,12.5,0.58925,29.701,2.5735,-12.3815,-12.0625,0.401,116.866,327.347,75.525,97.7445,379.674,380.26,15.31,555.5815,1567.781,29.13525
12,13.5,0.54575,30.01775,2.3915,-9.728,-9.98275,0.704,99.074,289.743,76.525,97.6415,380.6585,380.861,15.7275,491.466,1379.565,29.562
12,14.5,0.49225,30.169,2.2795,-5.876,-6.54075,1.209,75.431,246.38,77.45025,97.5365,379.354,380.064,15.8325,402.905,1138.404,29.63
12,15.5,0.4375,29.98475,2.15125,-1.89,-3.49,2.13575,42.493,184.568,79.225,97.478,380.744,380.98,15.54,247.06425,763.2205,29.864
12,16.5,0.343,29.6685,2.02425,3.2015,-0.453,4.174,8.861,92.152,81.8,97.46,380.927,381.625,14.4025,79.491,357.72875,30.105
12,17.5,0.22975,28.96325,1.986,7.1915,1.3925,6.261,-1.129,29.859,83.825,97.48375,383.1165,384.701,12.57,-10.244,58.5435,29.984
12,18.5,0.204,28.31575,2.27575,9.207,3.166,6.8465,-1.365,20.55,84.5,97.54175,386.6685,388.7235,10.785,-28.06425,0,29.598
12,19.5,0.222,27.769,2.4365,8.478,4.7775,4.76725,-2.77775,16.5365,86.5,97.623,390.1885,393.5455,9.455,-27.7475,0,29.614
12,20.5,0.233,27.441,2.532,7.869,5.496,3.627,-4.52075,15.70925,87.75,97.714,390.034,393.065,8.56,-25.044,0,29.353
12,21.5,0.24325,27.121,2.629,7.738,5.56775,3.366,-5.329,16.99375,89.05,97.758,389.844,393.25,7.89,-23.596,0,29.276
12,22.5,0.2565,26.82,2.59825,8.038,6.283,3.35575,-6.7835,17.2705,90.6505,97.7685,390.56,395.124,7.13,-23.0075,0,29.208
12,23.5,0.2705,26.49,2.60225,8.48675,6.451,3.525,-6.94325,16.34625,91.45,97.749,392.5,397.167,6.415,-20.032,0,29.212
