DOY2,HR2,CO2,H2O,FC,NEE,CH4,FCH4,H,LE,G_1_1_1,G_2_1_1,WS,USTAR,W_SIGMA,V_SIGMA,U_SIGMA,T_SONIC,T_SONIC_SIGMA,PA,RH,TA,TS_1_1_1,TS_2_1_1,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT
2,16.75,393.336403582846,4.37028049987497,0.163452095727903,0.163452095727903,2116.704,9.4790923682,3.36163,29.5510439444667,-0.047864875,-1.5802795,4.39043,0.28947,0.37274,0.880615,1.00134,0.940805,0.162955,100.1275,68.3096237,0.54100365,-0.2593311,0.57026125,28.827105,234.360594134748,98.078395,31.868895,297.3204,318.3751
2,17.25,393.426479354213,4.4402840705165,0.247166978361031,0.247166978361031,2129.0325,3.0564174694,-5.796435,24.7416896142923,-0.07174941025,-2.4510335,4.10497,0.27557,0.36183,0.815635,0.908535,0.776075,0.157355,100.1325,69.33095905,0.3844538,-0.2579865,0.56598475,8.271596,116.142165831133,47.769895,19.11221,296.67035,315.41995
2,17.75,393.041057232482,3.83163667630707,0.402433132285085,0.402433132285085,2122.3345,6.1490038793,-9.814425,14.7278386491579,-0.1435462,-3.024577,3.813095,0.25602,0.34907,0.757025,0.833415,0.03213,0.166745,100.145,69.9435608,0.12846562,-0.2631035,0.5634632,-2.9890855,37.6510347188441,14.635305,6.451698,294.984,313.4738
2,18.25,393.515908395669,4.2436925940311,0.657252367847345,0.657252367847345,2129.7435,1.81005389805,-11.958,10.206517494708,-0.5504707,-3.413183,3.71952,0.24572,0.337055,0.700605,0.81751,-0.433865,0.18834,100.084,72.35524,-0.11297462,-0.2720106,0.56422185,-11.936335,0,0,0,293.38215,311.6212
2,18.75,393.72153053678,4.26124058194105,0.762095975185054,0.762095975185054,2137.4405,1.00254212565,-8.749995,10.9224865696117,-0.8379223,-3.254155,3.75206,0.26976,0.313685,0.66001,0.73369,-0.67778,0.18234,100.1285,72.448035,-0.40633135,-0.28371175,0.56422985,-13.16171,0,0,0,289.0644,309.8036
2,19.25,393.743884093259,3.99175659612548,0.699461128421007,0.699461128421007,2125.948,0.3618827058,-9.97118,8.64508419976198,-1.1966455,-2.9563965,4.01107,0.27528,0.33797,0.70037,0.80744,-0.70914,0.20287,100.145,73.7546305,-0.64421025,-0.2857959,0.56505185,-15.55928,0,0,0,286.48655,309.20505
2,19.75,392.629095624502,4.52565807674971,0.672901351657134,0.672901351657134,2132.0835,0.6871759829,-13.6057,9.31500890108626,-1.4117665,-3.6664515,4.13893,0.26511,0.35341,0.7317,0.80904,-0.77684,0.19062,100.148,73.61268255,-0.81607395,-0.28554155,0.56845215,-15.62289,0,0,0,286.09525,309.21505
2,20.25,392.943960326294,3.84907932424198,0.764520329454847,0.764520329454847,2138.219,1.01246926,-9.61504,7.4393707313731,-1.4836705,-3.850708,3.81982,0.25937,0.343,0.72,0.79363,-1.09499,0.1617,100.139,73.8162752,-0.89188815,-0.28737165,0.57206735,-14.178835,0,0,0,289.27535,308.17885
2,20.75,392.828104616938,4.24561951833661,0.669900574333761,0.669900574333761,2143.855,0.508848179,-9.69808,10.0378797183891,-1.6038445,-4.0339335,4.035685,0.26701,0.331495,0.73322,0.78076,-1.014695,0.183475,100.1555,75.15468375,-1.0006656,-0.2919044,0.5748104,-13.386415,0,0,0,285.6012,307.37325
2,21.25,392.957135292009,4.32409444337522,0.86931923689609,0.86931923689609,2133.248,1.56482274,-11.9493,11.806664714236,-1.7948005,-4.286497,3.53233,0.2476,0.33877,0.72424,0.83369,-0.78539,0.1891,100.155,75.3557206,-1.0773635,-0.29562725,0.57647525,-13.42148,0,0,0,285.22635,306.9733
2,21.75,393.231667956028,4.33797058117054,0.818290487121176,0.818290487121176,2145.0675,3.3325642774,-9.5195,12.4547992776589,-1.794711,-4.400912,4.19962,0.26928,0.33846,0.72034,0.79766,-0.79909,0.14555,100.045,75.4970698,-1.244264,-0.29906995,0.5786846,-11.09503,0,0,0,284.5536,305.7092
2,22.25,392.762647833906,4.09117039089842,0.841817598918253,0.841817598918253,2140.28275,2.4845065184,-7.58466,10.9801955349172,-1.8667485,-3.872575,4.061185,0.261365,0.34199,0.690235,0.76422,-1.202765,0.12241,100.052,75.1342617,-1.2826005,-0.30279355,0.57926875,-10.558405,0,0,0,284.5538,305.3874
2,22.75,393.766011824289,3.99809588530102,0.7924276763646,0.7924276763646,2135.498,1.6364487594,-9.780115,9.09372583598734,-2.2259315,-4.512546,3.68092,0.233385,0.304615,0.61693,0.72542,-1.09213,0.14171,100.247,76.35214325,-1.394836,-0.30476535,0.579564,-12.231705,0,0,0,285.111,305.87445
2,23.25,393.213392167788,4.0136548797365,0.682693556117596,0.682693556117596,2159.151,2.3965561912,-7.58224,11.0101308339338,-2.440822,-4.467835,3.468115,0.231465,0.31733,0.66498,0.752635,-0.742745,0.147645,100.021,77.03728,-1.454029,-0.305771,0.5806934,-12.17168,0,0,0,284.01985,305.28805
2,23.75,393.604122167981,4.68864642200011,0.886473252959909,0.886473252959909,2159.151,2.3965561912,-8.01731,11.9055015240983,-2.608302,-5.820306,3.925,0.26678,0.345125,0.67289,0.772585,-0.12563,0.10977,100.0175,77.6358334,-1.6747335,-0.30624005,0.581506,-12.404375,0,0,0,281.6522,305.17005
3,0.25,394.050156733695,4.98399639641669,0.870334578709219,0.870334578709219,2135.4935,-0.9157521744,-9.923865,13.6130234797731,-12.421125,-11.773725,3.59595,0.23449,0.299855,0.63868,0.694675,0.819325,0.156235,100.22,78.356785,1.612337,2.001209,3.3172445,-25.140445,0,0,0,305.3798,317.3637
3,0.75,395.11045758566,5.20754420454099,0.899307773225565,0.899307773225565,2133.439,-0.05122281,-13.1817,14.2244649250129,-12.036355,-10.76798,3.31609,0.23819,0.30297,0.58693,0.65182,0.82882,0.18815,100.303,77.75015,1.522946,1.9252685,3.2488855,-24.476175,0,0,0,302.5535,317.60485
3,1.25,395.194933453312,5.07920451729844,0.798722029386189,0.798722029386189,2138.378,-1.9744475262,-12.35915,11.1719683933864,-11.9869,-10.650855,3.28356,0.22798,0.288135,0.573195,0.636305,0.52902,0.182825,100.2735,76.66684885,1.2916515,1.893928,3.182747,-22.92657,0,0,0,302.52,317.15285
3,1.75,395.746119652339,5.16594159734525,0.817736217022076,0.817736217022076,2150.134,-0.43540468,-10.2493,9.44703855314542,-11.553845,-12.095005,3.29651,0.22638,0.29328,0.56207,0.68767,0.55366,0.15914,100.259,78.297395,0.89848235,1.824471,3.114202,-22.536515,0,0,0,302.0304,317.2522
3,2.25,395.503355719047,4.85270150472862,0.698650886183938,0.698650886183938,2150.3345,1.15642176875,-8.992435,8.85655148306588,-11.147925,-10.56322,3.45302,0.2256,0.28062,0.560605,0.66717,0.37309,0.159265,100.2515,78.35772,0.686547,1.836136,3.047688,-17.82774,0,0,0,303.5791,316.2668
3,2.75,396.008793932477,4.84444401042382,0.770890043564376,0.770890043564376,2148.527,1.3608813178,-6.91813,9.70268686511094,-11.245955,-9.8477175,3.57405,0.244275,0.29282,0.58167,0.6393,-0.165315,0.134485,100.256,79.497025,0.7432235,1.7929955,2.9858005,-17.473535,0,0,0,302.85285,315.8383
3,3.25,395.446495315896,5.0014730676871,1.00216267895589,1.00216267895589,2153.2375,3.7121854508,-12.18465,12.4062413008271,-10.85937,-9.09149,3.64132,0.26179,0.31916,0.62429,0.72442,-0.46385,0.15694,100.111,79.73297145,0.77065555,1.7483925,2.9235305,-19.68516,0,0,0,302.4401,316.3955
3,3.75,394.766608728108,5.1223728760689,0.920375957462064,0.920375957462064,2163.9215,1.54164603945,-9.05235,11.1337304202601,-11.59829,-9.728165,3.489935,0.232065,0.293505,0.603155,0.68448,-0.147905,0.16518,100.2345,80.16838,0.53767045,1.7059435,2.8654175,-17.948955,0,0,0,301.5823,315.18055
3,4.25,395.025198957467,4.89280674580932,0.827768499818704,0.827768499818704,2146.297,3.6669927,-10.670695,13.7000577013783,-11.22003,-10.974775,3.48949,0.23626,0.29089,0.582575,0.6902,-0.005765,0.18061,100.304,80.00322885,0.36061675,1.656369,2.808343,-22.212805,0,0,0,301.49635,314.0385
3,4.75,394.450011891269,4.86954860295159,0.92277345256484,0.92277345256484,2153.427,3.70518331985,-12.7524,11.8438648058625,-10.047028,-11.8648,3.43364,0.244755,0.309265,0.65142,0.69892,-0.53162,0.151045,100.21,79.7810892,0.35780905,1.608787,2.757835,-21.044595,0,0,0,301.3566,314.54785
3,5.25,394.498824756956,4.75023365936081,0.897914487690852,0.897914487690852,2160.557,3.7433739397,-6.42939,12.6251997880108,-11.02919,-10.784575,3.46611,0.22969,0.28718,0.62673,0.6633,-0.12978,0.1397,100.198,80.80449155,0.33076295,1.5563825,2.708414,-19.197815,0,0,0,301.2616,314.63795
3,5.75,395.245538728693,4.98053661376851,0.839549584547921,0.839549584547921,2173.9435,1.86753422525,-6.616535,11.2464279419925,-10.621315,-10.493245,3.261905,0.22844,0.283255,0.624705,0.730725,-0.28423,0.152555,100.209,80.95146,0.15546445,1.4832365,2.6589605,-18.170655,0,0,0,302.84045,314.42795
3,6.25,394.843155361785,4.85669098763231,0.831976884937917,0.831976884937917,2174.89925,2.152416625225,-6.100115,12.1432098377623,-10.14405,-9.0030555,3.40113,0.260365,0.30246,0.584825,0.6581,-0.3136,0.167175,100.2135,80.23861,0.179654,1.4013275,2.616836,-17.954145,0,0,0,302.21555,314.179
3,6.75,395.187489033587,4.84719373969542,0.900057424058264,0.900057424058264,2175.855,2.4372990252,-9.29477,10.5038948307034,-9.7390195,-8.338761,3.57581,0.24955,0.30072,0.62589,0.686,-0.17504,0.15513,100.179,80.87760515,0.2108198,1.3460145,2.576514,-11.84787,0,0,1.286283,300.7521,314.012
3,7.25,395.349236761131,4.53923035034522,0.784729853546483,0.784729853546483,2184.0045,0.90544687965,-7.69179,12.5992578777189,-7.152204,-5.0407515,3.63454,0.24613,0.28955,0.6076,0.68001,0.14807,0.1614,100.248,80.95681,0.5579305,1.2997725,2.551084,3.1768645,58.4179401012366,27.673085,6.509013,302.963,314.75185
3,7.75,395.895110468125,4.89820759686242,0.577651564553007,0.577651564553007,2162.445,3.517431966,2.23504,17.4957596937785,-5.623482,-1.145325,3.76228,0.24657,0.31233,0.68658,0.76745,0.26337,0.17212,100.271,79.8199184,1.220567,1.264591,2.53703,39.01158,157.343580097583,79.931845,15.485805,303.58515,319.15085
3,8.25,395.675129581295,4.70736898664057,0.483397082967346,0.483397082967346,2158.917,10.86066986465,9.82196,30.4175692291257,-3.852683,3.4799995,3.78386,0.26118,0.3244,0.742015,0.81933,0.744015,0.20648,100.349,77.99646115,1.49844,1.237381,2.505396,85.55179,295.033513046014,147.9562,24.86965,300.5216,322.58795
3,8.75,396.031499126995,4.65647853935144,0.382154116092593,0.382154116092593,2143.831,12.307340133,19.8926,39.3347213205629,-1.842729,10.0061975,3.87072,0.28813,0.345,0.80409,0.84322,0.85012,0.25011,100.34,76.82688435,1.72386,1.2162095,2.476546,135.018,450.831076275119,209.4876,35.12814,303.8617,325.7546
3,9.25,397.117473269682,4.8278398457903,0.4910097671412,0.4910097671412,2098.328,5.5983828099,24.1393,52.3457367871428,-0.9813901,23.16854,4.23697,0.26569,0.32463,0.83219,0.87953,1.64672,0.2844,100.323,75.1823319,1.881806,1.2076885,2.458268,204.65645,613.438456648609,277.96345,44.69643,305.57125,330.82325
3,9.75,396.535206033805,5.00651189098034,0.367416454875778,0.367416454875778,2117.3295,8.1568501443,39.87245,53.9357738215925,2.2718275,26.95102,4.222305,0.282755,0.348745,0.876155,0.946965,2.06619,0.33051,100.338,72.306776,2.6105245,1.3276465,2.423067,266.982,826.997522702567,372.8962,56.921345,310.1323,334.79365
3,10.25,396.214552319443,4.76833968654355,0.639884749204336,0.639884749204336,2111.953,13.2193611105,54.7727,63.7452620152766,7.462918,30.314975,4.19425,0.28081,0.35402,0.91659,0.99175,2.54088,0.38177,100.395,72.07773095,2.998977,1.6627635,2.4036415,284.98235,864.780382524006,399.87135,62.692905,314.0384,337.4113
3,10.75,396.081655219747,4.85142739347734,0.507199052310293,0.507199052310293,2110.9715,8.83402394825,60.3007,72.4144789497446,16.667615,42.03634,4.22048,0.28469,0.34945,0.94873,1.009335,3.070815,0.444525,100.3645,71.0886444,3.2541795,1.898099,2.415997,345.82055,955.709073369769,440.5079,71.675435,315.5149,338.87115
3,11.25,395.763065294307,4.85185813063041,1.04658417976225,1.04658417976225,2120.181,11.7103681656,60.86785,82.3918176256471,23.460095,41.90731,4.33396,0.28825,0.36264,1.03117,1.03819,3.39415,0.4482,100.379,70.1177493,3.659281,2.296385,2.448695,380.7961,1151.64957185537,520.90865,73.63799,316.56335,342.60935
3,11.75,395.059178885191,4.86399565261048,0.56826882250951,0.56826882250951,2098.451,16.6874981585,63.1636,94.8952167898023,23.290945,48.38639,4.25869,0.28354,0.35116,1.03507,1.04944,3.62838,0.49425,100.359,69.08006895,3.826488,2.637629,2.5011985,434.4404,1285.80926908797,589.5694,79.145155,315.49815,344.4236
3,12.25,395.205972202294,4.93372260814265,0.465174278091348,0.465174278091348,2102.98,16.69196,69.8674,103.610581036525,23.411505,50.96624,4.01889,0.29966,0.35055,1.00912,1.01834,3.6528,0.5055,100.315,68.23937865,3.969455,2.8716755,2.5789195,408.33565,1215.40614940528,548.48795,73.228615,318.11015,346.27445
3,12.75,395.382071738233,4.85813520976767,0.681911021401132,0.681911021401132,2083.4695,13.561634407,69.9881,98.3731566456507,21.41758,55.00914,4.185805,0.290995,0.352005,1.10108,1.087905,3.89871,0.48156,100.346,65.24533905,4.155092,3.303112,2.666893,395.9824,1142.48919008311,510.955,79.370015,320.4269,350.21795
3,13.25,394.8326088455,4.93151699304344,0.821256177721674,0.821256177721674,2094.42,14.0630150485,80.42585,105.680424841604,28.044265,51.112485,4.33176,0.2862,0.36616,1.10405,1.07196,4.291,0.49985,100.35,64.30489455,4.450227,3.4549315,2.766396,393.71635,1216.86096532274,561.5352,79.545215,322.1065,352.144
3,13.75,394.852340991101,4.82626437143446,0.836209206292219,0.836209206292219,2095.086,12.91663626,69.4427,99.1095408518004,31.13727,51.221415,4.47383,0.29205,0.37595,1.12803,1.14438,4.42902,0.4815,100.2685,63.768995,4.7444955,3.827278,2.8464735,369.07545,1123.16601329946,506.50725,75.404375,322.3577,353.17575
3,14.25,395.049335074928,4.85481502884129,0.631128495824957,0.631128495824957,2082.966,11.067125754,68.4247,98.6975270137875,24.921675,36.531655,4.14938,0.28911,0.36895,1.09829,1.07445,4.63213,0.43552,100.28,63.14150595,4.5304175,4.3130455,2.939902,312.7303,967.098905742,432.7932,70.371315,323.3914,352.5554
3,14.75,394.899001572095,4.82060256420463,0.748417516852782,0.748417516852782,2088.2405,10.0481053931,62.8543,88.4934133533681,18.935335,34.289015,4.11282,0.290585,0.349125,1.060705,1.07903,4.14657,0.425165,100.292,62.92737445,4.7864355,4.3213,3.0467265,275.8195,886.947291441549,383.1009,61.670855,323.274,351.1216
3,15.25,394.508833892194,4.80594749144039,0.936909271970145,0.936909271970145,2082.374,13.329268648,53.3337,83.6279370707108,16.879415,26.55001,4.242675,0.286285,0.349045,0.979895,1.05831,3.947935,0.41295,100.2995,63.273757,4.897377,4.3937325,3.2247965,287.98625,880.083977816921,406.02465,61.57776,322.9624,349.4587
3,15.75,394.333776533215,5.08968464187647,0.646996015948103,0.646996015948103,2070.2425,10.28958703325,38.31965,79.4071019971138,16.71541,14.156285,4.289,0.274215,0.35066,1.039845,1.07663,4.8525,0.32181,100.168,63.51914015,5.0610775,4.3825235,3.4156745,237.036,705.470906796216,323.4307,53.50453,323.63545,347.8137
3,16.25,394.020167325522,4.73926148061742,0.337542026261232,0.337542026261232,2091.378,9.0201516762,31.3329,65.7525208685006,10.1914695,10.34987,4.483305,0.295495,0.34777,0.961215,1.01853,4.774295,0.28455,100.0305,63.86875805,5.173382,4.3134985,3.506362,166.1704,568.281910188618,243.0064,40.69893,321.6797,344.82655
3,16.75,393.870756724313,4.83734144952854,0.540914743909835,0.540914743909835,2107.244,8.188618774,19.9493,60.0217515838391,6.0279415,2.7712155,4.09867,0.28097,0.3378,0.90405,0.91925,4.48888,0.24953,100.242,66.2403898,5.0806275,4.2719485,3.586146,127.0018,428.249727191,192.8331,34.40055,319.37185,341.608
3,17.25,393.745598371592,5.02671987744045,0.44255662861167,0.44255662861167,2104.8515,5.2732059251,13.54435,52.452995021804,0.55083235,-1.3514255,3.8366,0.25094,0.3193,0.88908,0.917915,4.04387,0.24048,100.2475,66.38939515,4.7340885,4.1492345,3.725603,75.89443,311.091508686991,142.18195,26.78198,319.1857,339.95655
3,17.75,393.394263176952,4.77163762548364,0.406882878133298,0.406882878133298,2099.438,1.4936399376,3.58035,36.1089519121193,-1.6987455,-10.48689,4.10887,0.27885,0.32962,0.76847,0.81967,2.8764,0.19079,100.129,66.7919696,4.4412485,4.1220725,3.800219,30.818705,164.381560999842,71.209275,14.58628,318.28785,335.08365
3,18.25,394.190151936259,4.88600573129095,0.561846622369203,0.561846622369203,2117.1585,1.80478267095,-3.16336,30.0868967292008,-4.136943,-13.2788,3.85286,0.26336,0.33164,0.732875,0.7971,1.409525,0.160605,100.1655,69.86184915,4.012863,4.0493545,3.8669245,-2.0771325,55.1299121603185,23.431935,5.19496,316.27385,332.3191
3,18.75,393.778467719698,4.9826388811868,0.895674721121392,0.895674721121392,2113.429,1.4730166543,-9.630665,20.147365149,-7.631874,-10.89549,4.05745,0.27365,0.339405,0.77208,0.85684,1.2442,0.15104,100.179,70.58014,3.4027545,3.7276845,3.917569,-21.081035,0,0,0,315.4702,329.29075
3,19.25,393.520855979366,5.22479807754439,0.742284432070081,0.742284432070081,2120.88,1.0730139192,-10.042655,19.2200253021153,-8.2984525,-10.90513,3.572145,0.257415,0.329785,0.7612,0.788475,1.200325,0.20579,100.0555,71.574265,3.25748,3.529374,3.9385705,-25.04533,0,0,0,314.53825,327.3712
3,19.75,393.475902151523,5.39536382949253,0.80581452295078,0.80581452295078,2127.128,-1.104976485,-9.96643,18.7828905808021,-8.662592,-10.493005,3.286895,0.238775,0.296455,0.64915,0.75419,1.20215,0.19143,100.177,72.20419,2.9169,3.416314,3.9155595,-22.37111,0,0,0,313.81485,325.94685
3,20.25,393.613329340651,5.24797759857173,0.72646812890132,0.72646812890132,2156.766,3.26698875655,-8.25408,15.9887760975515,-8.6319005,-12.14192,3.92305,0.24315,0.34209,0.6583,0.74718,1.11647,0.20019,100.053,74.56701,2.982791,3.1572255,3.8612615,-27.051705,0,0,0,311.8787,325.8836
3,20.75,393.252267986112,5.18242021687697,0.878886771619203,0.878886771619203,2171.196,-0.1408992894,-12.2015,18.5887056019126,-9.2346095,-11.725235,3.970755,0.273755,0.34156,0.742755,0.81104,1.17531,0.166895,100.065,76.0929804,2.7563065,3.021816,3.8018345,-25.91748,0,0,0,310.444,325.3116
3,21.25,393.909587850506,5.16177066180878,1.04716195372182,1.04716195372182,2149.902,-3.8725567551,-11.23675,17.4179276387143,-10.066319,-12.8705,3.85213,0.26045,0.329,0.71953,0.79543,0.63412,0.16584,100.108,75.35133885,2.4341575,2.905379,3.757619,-22.83704,0,0,0,311.0953,324.08065
3,21.75,393.525294561149,5.23455932949222,0.680314489781375,0.680314489781375,2166.357,-0.5863053416,-10.7755,17.7341807739339,-10.43023,-12.01819,3.78146,0.26182,0.32363,0.71905,0.73815,1.04799,0.15519,100.174,75.625745,2.3034115,2.800628,3.7010865,-23.194645,0,0,0,310.2662,323.12085
3,22.25,394.042090272651,4.65950179457809,0.721879626804084,0.721879626804084,2141.592,1.0299668144,-11.1912,17.5885104963592,-10.7396,-11.041545,3.78205,0.27976,0.33365,0.71574,0.76968,0.88407,0.13954,100.144,76.2864138,2.175247,2.664634,3.652275,-25.66327,0,0,0,309.00665,321.33205
3,22.75,393.449925274994,4.87921925736315,0.781084910734066,0.781084910734066,2147.196,1.450172912,-12.3061,18.2342651442473,-11.33784,-10.650859,3.84162,0.26927,0.33335,0.71342,0.77976,0.43442,0.186,100.168,76.7218072,2.062541,2.5456035,3.5660015,-24.12189,0,0,0,309.0975,320.9534
3,23.25,394.727636010564,4.98276317477331,0.676456761618152,0.676456761618152,2142.249,0.9718577265,-10.36942,18.8026873813021,-11.482165,-11.634555,3.45113,0.23868,0.290295,0.63977,0.73661,0.65847,0.17243,100.1705,76.9238049,1.940284,2.4118935,3.478116,-22.0726,0,0,0,308.1888,320.96885
3,23.75,394.671770337288,5.09426599302989,0.732894434014844,0.732894434014844,2137.542,4.677173928,-10.9862,14.1488094802596,-11.936695,-11.37941,3.71004,0.25341,0.29709,0.64108,0.74388,1.16543,0.16494,100.17,77.16578325,1.748385,2.303251,3.399834,-24.13173,0,0,0,307.06375,318.27295
4,0.25,393.801952359039,6.08410428650186,0.69012091185819,0.69012091185819,2181.386,1.2884349708,-18.08485,5.67103045486292,-20.23483,-17.68058,3.40944,0.218895,0.30232,0.618385,0.741615,5.614185,0.223575,99.64835,75.22785,5.758953,7.112165,8.949146,-26.38649,0,0,0,318.5573,338.3836
4,0.75,394.978427586672,6.40107171074566,0.717212952724989,0.717212952724989,2181.386,1.2884349708,-21.0895,8.58593137586334,-21.38079,-19.78006,3.47971,0.25132,0.29633,0.66404,0.78675,5.24746,0.25888,99.7709,76.453565,5.3946605,6.883555,8.869894,-25.826305,0,0,0,314.1243,335.5989
4,1.25,393.421373033023,5.08033749276886,0.681781760290446,0.681781760290446,2190.253,-1.701581124,-14.9444,4.90205091872645,-20.45156,-19.25911,3.302625,0.249715,0.30814,0.65683,0.760315,4.69813,0.2819,99.75655,76.94164,4.997881,6.8481375,8.7913055,-22.4547,0,0,0,319.7191,335.923
4,1.75,394.258664137653,5.53336584769797,0.547519408159238,0.547519408159238,2196.375,0.938512586,-16.3718,5.17700811619155,-19.51868,-14.33409,3.05971,0.24015,0.2889,0.58735,0.67798,4.84587,0.25662,99.6679,77.343035,4.8796785,6.851849,8.713056,-18.66548,0,0,0,321.3227,334.73425
4,2.25,395.148754730229,5.51658589374812,0.691465225978885,0.691465225978885,2212.307,-3.4278903386,-14.2275,8.67998697390138,-18.56139,-14.22627,3.42164,0.22614,0.29543,0.62315,0.70467,4.53931,0.22118,99.6813,76.14144115,4.806303,6.708249,8.64701,-18.55018,0,0,0,320.81685,334.92905
4,2.75,397.039371570089,5.62201129808594,0.991431482892538,0.991431482892538,2199.179,-2.2159699885,-17.5104,11.1013313781803,-17.657185,-15.228805,3.433835,0.223035,0.327155,0.662605,0.73376,5.1997,0.204955,99.69955,76.2663339,4.931513,6.5633135,8.5866275,-17.392215,0,0,0,322.27595,334.5317
4,3.25,396.719556623111,5.59666993583318,1.01078871121711,1.01078871121711,2186.051,-1.0040496384,-23.8217,8.18799416138854,-17.89919,-15.415765,3.67393,0.23395,0.31317,0.66251,0.74691,5.00355,0.23204,99.6868,77.50504145,5.128807,6.4510975,8.5281945,-15.909295,0,0,0,323.78125,334.2044
4,3.75,397.055671287284,6.24635312961586,0.890937621744317,0.890937621744317,2196.619,0.1481932414,-21.4444,6.59491833689629,-17.463645,-15.529775,3.3199,0.2287,0.30674,0.65419,0.78791,4.64879,0.24614,99.6499,76.093395,5.0622115,6.285533,8.464059,-16.19586,0,0,0,320.10565,334.14595
4,4.25,397.251568519873,5.72236223742803,0.68719081166348,0.68719081166348,2210.426,0.6064257973,-15.95065,8.49018178505019,-17.608825,-15.874295,3.40734,0.24629,0.29875,0.65923,0.782085,4.73652,0.228965,99.64285,78.75275,4.880446,6.1584485,8.397951,-16.025965,0,0,0,320.4617,333.81165
4,4.75,396.916329603105,6.47089055666515,0.744478385447038,0.744478385447038,2199.334,1.9535208978,-16.3157,11.4123194221585,-16.845515,-15.161685,3.50415,0.251,0.32341,0.61925,0.80736,4.34951,0.23071,99.6487,77.363205,4.808732,6.0541835,8.3197195,-12.583895,0,0,0,319.5855,332.9088
4,5.25,395.772622128777,6.2753102781972,0.727141874285916,0.727141874285916,2199.048,-1.12359532435,-13.6279,6.51696120490275,-16.43893,-14.773315,3.875995,0.262855,0.330825,0.68781,0.799325,4.302765,0.21258,99.6256,78.11536,4.7183525,5.9560195,8.2306485,-13.237575,0,0,0,320.70875,332.97305
4,5.75,398.181677598339,6.44002912792456,0.796806021457363,0.796806021457363,2205.617,3.7301793905,-12.7293,6.58907556105061,-15.697205,-14.063525,3.33835,0.23577,0.30553,0.669,0.77105,4.29312,0.18759,99.6874,79.0956533,4.66397,5.878503,8.1284365,-11.32002,0,0,0,320.98735,333.08145
4,6.25,396.0499421452,5.27406054376618,0.273768720231147,0.273768720231147,2197.669,2.94422268,-10.0656,6.58077569573627,-14.428135,-11.77112,3.58105,0.25118,0.33996,0.68745,0.84895,4.29848,0.19972,99.7934,79.1956247,4.798205,5.9335165,8.036069,-1.4878285,21.2420786902,8.341315,2.5943435,321.07805,334.35225
4,6.75,396.267626715381,5.89307023982858,-0.285373243985197,-0.285373243985197,2191.127,1.235499708,-9.09358,11.990121316016,-10.92849,-3.7562725,3.67756,0.24642,0.32614,0.68793,0.79766,4.77756,0.19075,99.6944,78.98497115,5.0516475,5.794149,7.9513545,10.61177,83.7506604797255,32.346925,8.6416025,323.0665,336.9709
4,7.25,396.677251924801,6.12743653980215,0.302949725519141,0.302949725519141,2174.241,4.8385957656,-0.78266,16.7691328520456,-6.2441925,2.4731135,3.83578,0.23914,0.3293,0.73699,0.77161,5.07122,0.18926,99.7493,77.386855,5.85189,5.7146705,7.842065,53.546185,185.493364208451,96.36512,14.66756,324.6086,343.1794
4,7.75,396.885065176259,6.04737230686085,0.337935395718767,0.337935395718767,2152.2875,11.437246997,14.6577,34.7908573270258,-3.014141,12.04445,3.93107,0.25457,0.32149,0.75743,0.82005,5.20108,0.22118,99.9327,74.77579055,6.4159855,5.76506,7.73453,119.2294,348.290386019212,166.3106,27.59587,326.1752,347.7597
4,8.25,395.790224020353,6.42075998546074,0.4607532764319,0.4607532764319,2173.1285,9.5016157873,30.3851,52.4153283308694,3.2039665,21.776195,4.09724,0.29819,0.35326,0.82556,0.8686,6.017,0.32084,99.9316,70.9476156,7.097532,5.9308065,7.655767,176.08235,506.411637925703,240.07445,39.914995,329.2036,353.08235
4,8.75,396.994268167856,6.49832285900407,0.417362682067082,0.417362682067082,2144.8255,9.7350418431,40.1124,57.7566821498159,9.4956855,28.669615,4.49095,0.28064,0.37024,0.93615,0.99216,6.82409,0.39394,99.9131,68.6842889,7.518003,6.2304345,7.599985,225.87325,640.867254358022,300.5812,47.68217,331.5869,357.7792
4,9.25,394.719910393885,6.3117061265238,0.81839278448064,0.81839278448064,2132.981,12.1660726436,59.6797,64.0264674987167,13.989255,36.59035,4.339205,0.287405,0.380625,0.998265,1.044235,7.038565,0.44038,99.9353,67.8201473,8.0746035,6.577218,7.578993,284.95497725,782.808806949554,366.4107,53.9,332.1615,363.3294
4,9.75,394.363066765114,6.31689820619391,0.932285638044398,0.932285638044398,2123.815,13.895355734,76.0524,76.772691114893,19.32085,36.44763,4.46073,0.30636,0.38779,1.13241,1.13503,7.34657,0.5004,99.8896,66.344235,8.4254635,6.978656,7.636037,380.81645,1077.69523728646,496.5528,75.13519,333.3047,366.7748
4,10.25,394.66290768598,6.32788736595659,0.970955438744293,0.970955438744293,2118.0135,13.3013287955,82.1547,82.9383558859057,23.40854,46.65671,4.5357,0.316335,0.416025,1.154495,1.160315,7.48507,0.537975,99.85655,62.8081,8.7908905,7.612026,7.728938,417.77795,1181.54566832992,528.4082,76.6935,336.3162,370.796
