DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,426.3895,3.19525,426.054,3.2005,2019.87925,426.721,3.185,426.59325,2.953,2021.50075,426.408,3.23175,425.48325,3.45575,2021.78925,427.926,3.755,434.325,4.25825,2322.587,5.28425,-1.2185,0.69325,425.24825,3.24625,0.40975,0.061,0.48925,7.83975,0.4385,0.274,-6.3975,3.736,1.1135,3.4725,3.14,-2.57475,-5.534,-2.916,-2.94475,-7.63475,92.975,81.78,1.713,-7.32,-6.655,-5.57,2.7,-1.5,4.5,0.01,238.525,275.925,-9.17,274.65,288.225,0.3475,0.37,0.28,0.17,0.37,0.05,0.16,-0.04,-6.01175,-4.66175,-3.208,-2.80025,-1.702,-0.421,0.115,0.064,-3.9405,-4.424,-2.159,-1.204,-1.059,0.05,0.0955,0.175,0.004,-1.412,-3.4325,-2.33575,-1.609,-0.728,0.3645,-0.035,0.514,0.236,-5.02875,-4.35025,-3.5485,-2.6435,-1.549,0.252,0.199,-0.176,-4.43,-3.9565,-3.128,-1.738,-0.77,-0.1575,0.197,0.074,-0.043,-1.3215,-0.857,-2.94225
1,0.75,426.395,3.179,426.1355,3.0055,2018.98325,426.73,3.187,426.4005,3.039,2019.81,426.43175,3.2995,425.58075,3.464,2020.58225,428.205,3.748,434.008,4.005,2374.2015,4.60375,-1.0625,0.62525,425.454,3.201,0.398,0.05225,0.459,9.62225,0.357,0.252,-4.562,2.0355,1.197,3.33,2.8725,-2.698,-5.16875,-2.20675,-2.839,-7.92575,92.964,82.1775,1.612,-8.1275,-6.395,-5.9425,2.7,-1.36,4.4,0.0575,241.2,274.5,-9.6125,274.05,289.125,0.3575,0.37,0.28,0.16,0.34,0.05,0.16,-0.04,-5.888,-4.74775,-3.113,-2.80325,-1.7045,-0.4345,0.115,0.064,-3.88725,-4.325,-2.15175,-1.196,-1.0695,0.07,0.09525,0.175,0.004,-1.42025,-3.448,-2.32225,-1.607,-0.728,0.36525,-0.0315,0.523,0.23625,-4.9865,-4.35025,-3.47175,-2.65025,-1.5565,0.25225,0.199,-0.176,-4.48175,-3.96225,-3.152,-1.7505,-0.77375,-0.156,0.19775,0.076,-0.043,-1.418,-0.858,-2.905
1,1.25,426.266,3.2255,426.035,3.1985,2018.286,426.9175,3.2505,426.345,3.33775,2019.417,425.943,3.356,426.126,3.63,2019.001,427.923,3.7165,431.533,3.9,2241.40375,5.19125,-0.9945,0.6185,425.637,3.204,0.34525,0.03175,0.4475,9.564,0.50925,0.254,-6.55625,2.689,1.1825,3.69,3.15,-1.8295,-4.84,-1.7615,-2.109,-8.006,92.9725,82.56,1.65,-7.92,-6.72,-5.8225,2.775,-1.3825,4.3,-0.02,242.625,274.925,-9.43,273.475,289.35,0.36,0.37,0.28,0.16,0.3575,0.05,0.16,-0.04,-5.8745,-4.7675,-3.088,-2.80075,-1.74425,-0.43925,0.115,0.064,-3.85325,-4.4195,-2.142,-1.18075,-1.076,0.0815,0.09525,0.17475,0.004,-1.43525,-3.369,-2.321,-1.593,-0.722,0.366,-0.03575,0.514,0.236,-4.852,-4.3645,-3.38825,-2.655,-1.566,0.252,0.199,-0.176,-4.46325,-3.95,-3.088,-1.76,-0.776,-0.15825,0.197,0.0755,-0.043,-1.40925,-0.8675,-2.901
1,1.75,426.52025,3.2125,426.053,3.248,2018.583,426.7035,3.22625,426.3335,3.265,2019.39,425.8425,3.371,426.207,3.488,2019.43125,427.75275,3.558,429.97,4.106,2329.84,4.6585,-1.429,0.6905,425.599,3.3295,0.377,0.057,0.441,5.4425,0.43025,0.253,-4.823,3.238,1.173,3.775,3.2525,-2.25025,-5.01975,-2.049,-2.688,-7.54625,92.9825,82.0275,1.693,-8.0175,-6.88,-6.2,2.7,-1.5025,4.4,-0.005,246.275,276.525,-10.635,274.3,289.625,0.35,0.37,0.2775,0.16,0.36,0.05,0.16,-0.04,-5.8825,-4.5475,-3.08725,-2.805,-1.7755,-0.43875,0.115,0.064,-3.835,-4.323,-2.14225,-1.18325,-1.07075,0.0815,0.09525,0.174,0.004,-1.40725,-3.36325,-2.3295,-1.58875,-0.742,0.36425,-0.042,0.514,0.23625,-4.847,-4.338,-3.37875,-2.6575,-1.625,0.252,0.199,-0.176,-4.3745,-3.9335,-3.1055,-1.76525,-0.77925,-0.16,0.197,0.07775,-0.043,-1.564,-0.93925,-2.98625
1,2.25,426.64375,3.244,426.1425,2.944,2018.80225,426.828,3.309,426.6465,2.86075,2020.66,426.31975,3.362,425.494,3.2885,2018.44975,428.7225,3.62525,435.90875,4.13325,2415.044,4.659,-1.07925,0.68475,425.515,3.309,0.52725,0.06475,0.63525,13.474,0.4505,0.29775,-3.5205,3.20675,1.1195,3.59,3.025,-2.542,-4.9625,-2.156,-2.402,-6.953,92.977,80.8875,1.91175,-7.6775,-6.5425,-6.1375,2.675,-1.34,4.3,0.0275,247.775,276.875,-9.08,274.8,289.8,0.35,0.36,0.27,0.17,0.35,0.05,0.16,-0.04,-5.7445,-4.53925,-3.168,-2.8075,-1.77325,-0.4365,0.115,0.064,-3.829,-4.2755,-2.151,-1.1885,-1.06875,0.0835,0.0955,0.174,0.004,-1.38725,-3.3755,-2.3335,-1.58325,-0.75425,0.3645,-0.042,0.514,0.23625,-4.83175,-4.32975,-3.3785,-2.64525,-1.62525,0.252,0.199,-0.176,-4.3775,-3.939,-3.106,-1.769,-0.7805,-0.16,0.197,0.0875,-0.043,-1.505,-0.876,-2.93
1,2.75,426.1695,3.216,426.193,3.27,2018.809,426.72875,3.28025,426.2315,3.10225,2020.179,426.102,3.3725,426.12225,3.342,2018.391,428.1755,3.703,434.651,4.159,2360.1125,4.996,-1.0585,0.6645,425.567,3.251,0.56125,0.0365,0.59475,8.564,0.352,0.241,-5.99075,3.634,1.128,3.625,3.045,-2.351,-5.1,-2.0155,-2.15175,-7.63225,92.979,82.11,1.927,-8.0325,-6.3475,-6.1775,2.6,-1.39,4.3,0.02,247.8,278.225,-9.595,276,289.5,0.35,0.3775,0.28,0.17,0.3575,0.05,0.16,-0.04,-5.811,-4.747,-3.277,-2.82375,-1.77575,-0.438,0.115,0.064,-3.8475,-4.38475,-2.1505,-1.1795,-1.0725,0.0795,0.095,0.174,0.004,-1.362,-3.378,-2.33,-1.571,-0.749,0.366,-0.042,0.514,0.236,-4.82325,-4.326,-3.352,-2.64025,-1.6195,0.2525,0.199,-0.176,-4.364,-3.929,-3.07175,-1.767,-0.781,-0.15575,0.197,0.095,-0.043,-1.38025,-0.862,-3.0045
1,3.25,426.392,3.28575,425.935,3.2205,2018.713,426.615,3.3785,426.4325,3.21775,2019.524,426.15225,3.4305,425.7385,3.56625,2018.9115,428.548,3.819,433.503,4.153,2342.65625,5.3225,-1.256,0.7005,425.88,3.28125,0.39,0.035,0.3765,8.335,0.44375,0.268,-4.555,3.058,1.1065,3.3625,2.8725,-2.929,-5.256,-2.71775,-2.34925,-7.36875,92.98375,82.17,1.80775,-8.61,-5.755,-6.17,2.5,-1.3175,4.3,0.0075,249.85,274.875,-9.655,276.1,290.1,0.36,0.37,0.28,0.1675,0.3575,0.05,0.16,-0.04,-5.824,-4.865,-3.11575,-2.8465,-1.74775,-0.44725,0.11425,0.06375,-3.84125,-4.31525,-2.146,-1.177,-1.07325,0.08475,0.096,0.17425,0.004,-1.3655,-3.396,-2.331,-1.565,-0.757,0.366,-0.0315,0.523,0.236,-4.8215,-4.29275,-3.37,-2.65875,-1.613,0.252,0.198,-0.17525,-4.4345,-3.9455,-3.084,-1.761,-0.778,-0.15925,0.197,0.083,-0.04325,-1.29725,-0.87775,-2.99975
1,3.75,426.05,3.333,425.94875,3.28,2018.391,426.393,3.3175,426.44475,3.213,2019.5755,425.96,3.361,425.9905,3.474,2019.185,428.44175,3.7755,432.895,4.097,2333.109,5.0545,-0.94075,0.604,425.27225,3.4705,0.45025,0.065,0.5,15.092,0.486,0.254,-4.847,4.21575,1.15925,3.395,2.96,-2.87,-5.0815,-2.5685,-2.88975,-6.92675,92.9945,82.16,2.0395,-8.77,-6.69,-6.145,2.8,-1.14,4.5,0.03,249.7,273.9,-6.485,276.2,290.05,0.37,0.37,0.27,0.17,0.38,0.05,0.16,-0.04,-5.769,-4.921,-3.1085,-2.793,-1.708,-0.46525,0.11425,0.064,-3.793,-4.25875,-2.144,-1.17,-1.059,0.081,0.095,0.1745,0.004,-1.3755,-3.395,-2.328,-1.565,-0.755,0.3635,-0.03575,0.514,0.236,-4.843,-4.252,-3.337,-2.617,-1.6055,0.252,0.198,-0.176,-4.416,-3.94275,-3.08625,-1.7465,-0.775,-0.15925,0.197,0.07625,-0.044,-1.371,-0.9145,-3.002
1,4.25,425.942,3.31,426.131,3.315,2018.02,426.411,3.303,427.00775,3.2485,2020.67075,425.856,3.385,425.73025,3.542,2021.269,428.121,3.785,435.589,4.09175,2422.348,5.49625,-0.6445,0.6685,425.531,3.411,0.4345,0.0665,0.485,12.67025,0.3675,0.2925,-5.93125,2.34425,1.02675,3.7325,3.285,-1.517,-5.642,-1.6025,-1.9175,-6.2895,93.0065,81.6025,2.023,-7.76,-7.02,-6.1575,2.8,-1.08,4.5,0.025,251.3,276.8,-5.67,275.75,290.3,0.39,0.36,0.28,0.16,0.35,0.05,0.16,-0.04,-5.6925,-4.811,-3.2735,-2.793,-1.712,-0.4715,0.11425,0.064,-3.763,-4.269,-2.144,-1.171,-1.0585,0.08,0.095,0.175,0.004,-1.3705,-3.328,-2.33,-1.564,-0.755,0.36425,-0.03575,0.514,0.236,-4.9015,-4.296,-3.346,-2.5825,-1.608,0.252,0.198,-0.176,-4.37525,-3.94,-3.063,-1.756,-0.77425,-0.157,0.197,0.078,-0.043,-1.33925,-0.9,-2.9475
1,4.75,426.0085,3.2825,426.272,3.185,2018,426.3515,3.338,426.52125,3.143,2019.358,425.79975,3.375,425.913,3.457,2020.528,426.7385,3.74325,450.0135,4.322,2537.43125,5.63425,-0.8035,0.697,425.643,3.31425,0.48175,0.071,0.56,17.967,0.5505,0.28125,-7.2715,2.603,1.1155,3.6025,3.1,-1.486,-5.38825,-1.49025,-1.77,-7.22325,93.035,81.89,2.107,-7.6225,-6.635,-6.195,2.7,-1.2075,4.4,-0.0375,250.65,277.825,-7.0125,275.95,290.55,0.35,0.37,0.2725,0.16,0.365,0.05,0.16,-0.04,-5.606,-4.695,-3.1255,-2.6555,-1.70075,-0.47225,0.1145,0.064,-3.73325,-4.236,-2.14025,-1.17075,-1.0545,0.07125,0.095,0.175,0.004,-1.38075,-3.305,-2.32225,-1.552,-0.7555,0.365,-0.03575,0.514,0.236,-4.86775,-4.26825,-3.32675,-2.567,-1.59125,0.25275,0.19825,-0.176,-4.329,-3.905,-3.0465,-1.74525,-0.77325,-0.156,0.197,0.10525,-0.043,-1.387,-0.93125,-2.965
