DOY2,HR2,TAU,H,LE,FC,SC,SH,SLE,WS,USTAR,T_SONIC,CO2,H2O,SW_IN,SW_OUT,LW_IN,LW_OUT,TA_1_1_1,TA_1_2_1,TA_1_3_1,RH_1_1_1,RH_1_2_1,TS_1_1_1,TS_1_2_1,VPD,PA
1,0.25,-0.0570484115,-11.22401143,11.67078218,1.151854902,0.039967047,-0.3964225265,-0.245553079,1.504036282,0.2187407845,21.58077575,408.75161825,17.67481338,-1.335,2.07,369.8,410.6,19.55,19.66,18.61,89.6,95,21.055,20.69,3.809377033,101.8432784
1,0.75,-0.056526608,-11.689317245,12.88106277,1.098415687,0.043641079,-0.393372725,-0.337148977,1.594155139,0.2150199095,21.48253115,408.65897695,17.57668283,-1.342,2.0685,371.2,409.45,19.355,19.43,18.65,90.2,95.9,20.92,20.67,3.873300463,101.83861565
1,1.25,-0.055800721,-11.94141383,12.38932161,1.2347528365,0.008668286,-0.337141563,-0.401813536,1.510725134,0.2152053395,21.21713755,408.95488105,17.58623518,-1.2825,2.064,372.15,408.9,19.18,19.165,18.51,90.3,96.2,20.87,20.635,3.764896392,101.81922635
1,1.75,-0.0547126775,-11.826617645,12.07150024,1.115309591,0.005782266,-0.3263320155,-0.174230486,1.4914920595,0.2142162415,21.1198711,409.0943746,17.48090636,-1.3175,1.994,374.15,408.95,19.015,19.1,18.26,90.8,96.5,20.83,20.6,3.6592332475,101.79529205
1,2.25,-0.062736847,-12.63989044,12.54793535,1.2192406765,0.012991496,-0.2705284495,-0.330018783,1.6353586755,0.22921764,20.95590825,409.6537971,17.15205486,-1.368,1.96,373.5,408.5,19.045,19.095,18.17,90.55,96.85,20.8,20.55,3.906899636,101.78418175
1,2.75,-0.070830823,-11.67836248,11.39852783,1.1669821305,0.015100637,-0.288397717,-0.5393043505,1.618966452,0.24281661,20.8357435,409.7488477,17.0765747,-1.307,1.9635,373.5,407.7,18.88,18.905,18.12,91.2,97.25,20.755,20.535,3.67064515,101.7846296
1,3.25,-0.0657206025,-10.127558465,9.045046635,1.185581719,0.021190122,-0.2459912855,-0.27025203,1.611488142,0.2323352035,20.63100615,410.5404046,16.93021095,-1.2735,2.0055,376.65,407.35,18.795,18.845,17.97,91.5,97.3,20.69,20.525,3.668485514,101.78217775
1,3.75,-0.070798994,-10.98635911,11.30177222,1.1656797525,0.017504354,-0.1970171545,-0.416306881,1.679264665,0.241850271,20.5813408,410.24904175,16.34856087,-1.2405,1.9145,375.8,407.05,18.62,18.665,18.02,91.4,97.35,20.675,20.5,3.723553435,101.7806873
1,4.25,-0.0694896995,-9.823485809,10.93941521,1.179682051,0.021494275,-0.243005924,-0.209157002,1.700832131,0.240984243,20.61481765,410.811674,16.62363536,-1.291,1.921,375.5,406.8,18.595,18.61,17.95,91.95,97.55,20.68,20.46,3.675674352,101.77543575
1,4.75,-0.068219967,-10.12648846,9.96566185,1.1471641005,0.012329148,-0.275616655,-0.296544986,1.645405776,0.238665338,20.2546718,411.17284535,16.83522304,-1.301,1.9225,375.7,406.05,18.52,18.535,17.97,91.9,97.7,20.645,20.445,3.664645309,101.7825192
1,5.25,-0.070599037,-9.746690098,10.251795845,1.062829951,0.011023637,-0.208651125,-0.2519705285,1.649979576,0.2410150585,20.1787435,411.75678325,16.463770555,-1.331,1.8645,373.6,404.8,18.415,18.52,17.83,92.2,97.7,20.63,20.415,3.624082559,101.7853459
1,5.75,-0.076822267,-8.6625601195,10.36250751,1.104943724,0.0204104675,-0.2387650035,-0.191666719,1.671083766,0.2496820415,19.96987555,412.1161575,16.126942705,-1.2715,1.8915,375.55,404.8,18.36,18.41,17.74,92.05,98.05,20.62,20.345,3.6192708215,101.7877985
1,6.25,-0.066042638,-9.093614735,8.9259186975,1.202256146,0.022637198,-0.1894264,-0.3060805025,1.627260221,0.235408595,19.8039744,412.6851431,16.39619616,-1.3175,1.947,374.2,404.9,18.21,18.315,17.81,92.3,98.05,20.605,20.295,3.607155072,101.795398
1,6.75,-0.075537709,-9.667195979,9.0322136785,1.1991221,0.008990251,-0.241776004,-0.368589159,1.721608504,0.250833324,19.7237956,412.730621,16.623573445,-1.2695,1.938,373.75,404.25,18.245,18.255,17.65,92.6,98.5,20.575,20.25,3.3785217275,101.8147361
1,7.25,-0.084138779,-9.5433356455,9.878365999,1.2091122605,0.009945144,-0.163718986,-0.364983654,1.812518192,0.261764787,19.6253405,412.5156053,16.1392602,0.569,2.2305,374.55,403.4,18.225,18.205,17.46,92.8,98.7,20.54,20.215,3.464108075,101.8245047
1,7.75,-0.084762335,-8.119976036,9.4646024695,0.779980316,0.05057714,0.70708883,0.0861069855,1.821379606,0.264515112,19.5896748,411.1493994,16.02605506,32.56,9.585,375.3,404.25,18.255,18.355,17.71,92.5,98.7,20.455,20.22,4.0367324955,101.8485166
1,8.25,-0.091373097,-0.858445415,17.321653795,0.397184237,0.048379084,3.328932516,1.0147729295,1.755190593,0.275551233,19.633222,412.5984742,16.30689965,123.9,31.84,375.15,409.8,18.655,18.815,18.4,91.4,97.75,20.345,20.13,5.941358069,101.908689
1,8.75,-0.131002141,14.013180255,32.06559603,-0.283511578,-0.0098934735,3.2027125195,0.8059922245,2.1259454195,0.3305093885,20.20408605,410.2906675,17.07760605,233.65,45.22,375.05,417.1,19.86,20.02,19.42,87.2,95.5,20.13,19.96,7.412581863,101.93680715
1,9.25,-0.165867467,37.08347895,38.782733805,-1.057657592,-0.060516321,2.736519551,0.830970179,2.2226006505,0.3718516965,21.2471606,410.4321781,17.40786246,351.3,55.88,368.35,424.95,20.67,21.05,20.63,81.35,90.5,19.885,19.755,8.816210626,101.95692765
1,9.75,-0.185091306,56.13474224,51.68747356,-1.87633932,-0.0674038145,2.364934869,0.412265142,2.652259353,0.394252808,21.8584321,409.0944853,16.97404253,455.35,68.47,369.2,433.4,21.455,21.94,21.68,78.11,84.7,19.655,19.595,9.991846274,101.9640383
1,10.25,-0.20685404,82.31740429,61.46005785,-2.861081504,-0.054064458,1.584974955,0.123382231,2.778008545,0.410021607,22.6754209,408.413381,17.4609061,545.2,66.605,367.25,440.15,22.395,23.01,22.57,73.495,79.425,19.6,19.55,10.768430955,101.9880538
1,10.75,-0.228251597,99.42247523,70.42553335,-3.647103804,-0.0469167635,1.2408340435,0.352505871,2.920192418,0.43859776,23.3166212,407.4810593,17.582804585,623.65,71.4,367.05,445.7,23.015,23.465,22.99,70.005,75.83,19.59,19.515,11.474124155,101.9712771
1,11.25,-0.211911268,110.7042794,80.10090401,-3.824241309,-0.0701679325,0.3186014645,0.14759729,2.802307788,0.423041517,24.1900359,406.1433234,17.82565319,682.35,73.87,368.9,449.9,23.585,23.98,23.86,68.375,72.745,19.655,19.56,11.24518905,101.9565514
1,11.75,-0.200102765,118.0614242,85.22738209,-4.101034668,-0.091048744,-0.139029875,0.240476617,2.796733186,0.4102493615,24.4377672,405.18806125,17.82392643,731.55,77.085,373.1,453.8,23.905,24.275,24.12,66.635,71.86,19.71,19.495,10.97586433,101.92919075
1,12.25,-0.214444888,123.5470563,93.732570405,-4.334611571,-0.04837364,-0.12391023,0.2811039975,2.841821229,0.424142361,24.8546684,404.96771865,17.83928253,747.6,77.25,375.2,454.95,24.065,24.495,24.42,65.94,70.39,19.84,19.48,10.877769995,101.9011976
1,12.75,-0.23014194,135.731447,102.6228978,-5.037633701,-0.04171346,0.209434718,0.22896907,2.80842963,0.441216544,24.9929868,404.64670375,17.816726045,762.2,76.695,377.9,456.95,24.465,24.805,24.63,64.645,69.87,19.945,19.505,10.808383895,101.8743492
1,13.25,-0.227698565,134.2876489,106.22917,-4.8904684425,-0.028243442,0.646270228,0.346123614,2.929337562,0.439542724,25.0938218,403.87522805,17.96230244,739.7,75.71,376.1,459.4,24.545,25,24.77,63.895,69.555,20.07,19.57,11.29810475,101.8265205
1,13.75,-0.2331186655,129.13086195,107.5142233,-4.6991114935,-0.01016188,0.632163791,0.366361556,3.0353463345,0.4454994445,25.1466107,403.6681593,18.008506,713.35,74.515,376.25,459.45,24.67,25.055,24.74,64.205,69.36,20.165,19.72,11.943748835,101.7835879
1,14.25,-0.236817582,125.923233,105.7121162,-4.521517669,-0.01197087,0.475639623,0.302606765,2.99130991,0.444790161,25.174888,402.723057,18.18040875,673.75,72.375,375.85,458.8,24.68,25.05,24.62,64.155,69.805,20.36,19.855,12.083016515,101.7562751
1,14.75,-0.233393256,112.8887142,106.3282585,-4.556349686,-0.018891647,-0.0134124585,0.365272719,2.9283279455,0.439881144,25.10002025,402.4301892,18.13695596,593.05,67.255,377.35,457,24.52,24.89,24.44,63.7,69.845,20.5,20.04,12.146285685,101.72344245
1,15.25,-0.2367711085,104.84638755,97.382506275,-4.2983257995,-0.014364575,-0.0034641095,0.1957995515,2.9593855595,0.446679302,25.0456188,402.3260381,18.098874695,519.9,60.715,376.3,455.25,24.47,24.835,24.37,64.53,70.4,20.695,20.23,11.9730091,101.7226013
1,15.75,-0.233299399,89.8915782,92.71533149,-3.936413675,0.05019748,1.48256755,0.305933856,2.995721596,0.446850374,25.1762006,402.7158708,18.587205735,426.7,52.09,374.75,451.5,24.22,24.6,24.16,64.8,71.225,20.92,20.4,12.766123445,101.7229885
1,16.25,-0.221649871,71.84901393,84.50552493,-3.3665455295,-0.039495125,-1.122035976,-0.012135425,2.880056904,0.434191033,25.1283612,402.2898808,18.66742193,333.7,44.89,372.8,446.75,24.05,24.39,23.68,65.26,72.06,21.09,20.535,12.04585282,101.7132392
1,16.75,-0.201874509,50.46721712,77.69636975,-2.479029974,-0.040828702,-1.5596787615,0.143808283,2.8688512415,0.4133271855,25.0438013,401.9457603,18.609994555,214,33.94,373.95,442.75,23.675,23.96,23.49,67.435,74.25,21.18,20.665,10.65103024,101.72293105
1,17.25,-0.191862351,25.13249489,60.399714275,-1.57525123,-0.027400392,-1.7162739225,-0.1047922015,2.82906422,0.4023992635,24.82041285,401.97889035,18.655053985,112.7,21.34,371.45,436.95,23.34,23.55,22.75,69,75.305,21.245,20.755,9.7101404315,101.7408962
1,17.75,-0.158006926,4.455002121,46.92060901,-0.438329799,-0.018045627,-2.105204671,-0.1384680055,2.54292393,0.36491257,24.6373275,401.4612602,18.41889942,31.765,6.6275,367.5,431.1,22.855,22.98,22.01,71.105,78.125,21.25,20.84,8.353322181,101.7345358
1,18.25,-0.130749773,-7.377131081,36.26083715,0.534659524,0.017801703,-2.399079444,0.146611459,2.098567637,0.331539071,24.2040475,403.1365566,18.34222842,0.117,1.6745,366.45,424.85,22.16,22.24,21.38,74.565,81.7,21.33,20.91,7.25727674,101.7454866
1,18.75,-0.090408326,-9.349726627,29.9747686,0.889052262,0.036307172,-1.750762491,0.396427522,1.915619502,0.274820279,24.0879212,404.3394529,18.66799974,-1.908,2.0545,363.35,420.85,21.665,21.65,20.64,77.835,85.55,21.38,20.935,5.8766318695,101.7566315
1,19.25,-0.091460993,-8.116574679,24.6125875,1.033912415,0.0473154315,-0.9954504905,0.0979106925,1.826663585,0.278673534,23.54279315,405.396672,18.630089855,-1.7145,2.227,361.5,419.8,21.25,21.165,20.2,81.3,88.15,21.375,20.915,5.379242848,101.7754744
1,19.75,-0.086666893,-8.32952501,21.89848066,0.954968728,0.038593424,-0.851785654,-0.017925725,1.765662681,0.269329161,23.1789536,406.4529198,18.55800358,-1.5395,2.2375,362.9,418.2,20.975,20.995,19.86,82.85,89.85,21.38,20.9,5.012336602,101.7931914
1,20.25,-0.084652492,-7.302402058,21.38526875,0.999699326,0.026598861,-0.7073105195,-0.199162378,1.779678509,0.265454971,22.9660162,406.8790516,18.33794422,-1.5145,2.263,361.1,416.55,20.765,20.81,19.73,84.45,91.55,21.315,20.875,4.6365446595,101.81494675
1,20.75,-0.085634443,-7.799548886,20.6432767,0.908340654,0.050320457,-0.514920047,-0.152382836,1.692289485,0.267039614,22.7143198,406.9952278,18.18028245,-1.453,2.312,363.85,415.2,20.36,20.43,19.49,85.6,92.4,21.265,20.85,4.550852309,101.8296672
1,21.25,-0.080679362,-9.518532379,17.665213225,0.8897801835,0.0141453,-0.639207099,-0.293355046,1.773276523,0.256266965,22.4190543,406.7000632,18.03617805,-1.413,2.355,363.6,413.25,20.235,20.29,19.28,86.9,93.5,21.215,20.83,4.51353587,101.8442853
1,21.75,-0.0633895925,-6.119030082,17.605181505,0.812963472,0.0137148145,-0.598177725,-0.290181834,1.604707312,0.2303049695,22.4181059,406.9987947,17.766569815,-1.391,2.2555,366.5,412.55,20.065,20.035,19.17,87.35,94,21.16,20.805,4.213725915,101.8543706
1,22.25,-0.0728372415,-8.8250202815,17.66326499,1.046518944,0.018274875,-0.599161554,-0.214452455,1.7016095535,0.247535443,22.27299785,408.3449025,17.72212367,-1.3265,2.2655,368.6,412.2,20,20.03,19.07,88,94.85,21.11,20.785,4.13194103,101.87221615
1,22.75,-0.06956724,-8.8761507565,17.064299265,1.024978719,0.0089516355,-0.534618301,-0.0883882245,1.6565271875,0.2413731345,22.01775105,407.9974712,17.51448732,-1.319,2.151,367.35,411.35,20.06,19.945,18.91,88.7,95.3,21.075,20.77,4.022759699,101.8872247
1,23.25,-0.0624212185,-11.18905543,16.58316226,0.972851304,0.027325722,-0.5442490545,-0.415231648,1.6276050295,0.227468007,21.7983732,408.1904774,17.33920099,-1.349,2.111,368.75,411.3,19.88,19.825,18.85,89.2,95.85,21.05,20.73,4.126078138,101.89080515
1,23.75,-0.064864317,-11.66642593,12.677774805,1.185203356,0.031434617,-0.5247787645,-0.386422398,1.637544166,0.231642407,21.5405147,408.6177515,17.248265375,-1.3685,2.175,371.25,410.2,19.515,19.565,18.63,89.7,95.7,20.985,20.7,3.981662519,101.8787227
2,0.25,-0.081898096,-11.10011136,14.84185359,1.271378503,0.0081219145,-0.249673618,-0.2337584365,1.768518307,0.261423579,24.5708932,404.81279705,21.41688841,-1.386,2.024,376.7,425.1,22.1,22.15,21.45,89.9,94.3,22.99,22.78,4.755026744,101.9188461
2,0.75,-0.085975794,-10.08525322,13.89643983,1.2633009975,0.000433538,-0.255514404,-0.222418178,1.709057851,0.269888869,24.3579402,404.7501362,21.17326009,-1.385,2.0485,376.25,424.8,22.09,22.07,21.54,90.25,95,22.95,22.7,4.83213663,101.9078003
2,1.25,-0.076264102,-12.67157912,13.449537135,1.291662326,0.009243244,-0.216857951,-0.3938328675,1.821482912,0.253652729,24.2555631,405.7005688,21.086703255,-1.3135,1.9265,377.35,424.3,22.015,22.065,21.515,90.1,95.2,22.895,22.645,4.8288034605,101.8921219
2,1.75,-0.086079062,-11.14650175,14.12229597,1.27340863,0.0075923935,-0.145717101,-0.3171355715,1.959738067,0.268169402,24.1689306,406.6788263,20.87872885,-1.244,1.931,379.6,423.95,22.025,22.015,21.4,90.05,95.15,22.84,22.595,4.867166849,101.8709225
2,2.25,-0.096590245,-11.60660982,14.822616905,1.293163024,0.007914677,-0.216524316,-0.392775154,1.8505411035,0.2850096385,24.0998166000001,407.86116055,20.610665035,-1.2795,1.8735,380,424.35,21.95,21.99,21.535,89.8,95.3,22.775,22.5,4.7189534405,101.8499764
2,2.75,-0.0953461815,-12.13606153,13.69824204,1.315483922,0.0060796895,-0.2548604965,-0.6495372585,1.8189692505,0.2833185715,24.0010022,407.3434196,20.51231863,-1.3035,1.831,382.3,424.5,22.06,22.08,21.42,90.5,95.55,22.71,22.46,4.8048271425,101.82737715
2,3.25,-0.085736822,-12.309318515,13.619479645,1.3579481725,0.010869109,-0.216959971,-0.2919632675,1.723199548,0.267106733,23.9896112,406.9196008,20.37337642,-1.3275,1.861,384.45,423.85,22.01,22.03,21.39,90.55,95.85,22.68,22.435,4.795671923,101.8026342
2,3.75,-0.101027642,-11.01543097,12.02524102,1.2606424395,0.013855293,-0.170005978,-0.407359053,1.865136004,0.290260665,23.8566141,407.0319775,20.407520925,-1.3195,1.8585,383.3,423.15,21.755,21.855,21.19,90.4,96,22.65,22.395,4.676946098,101.8007683
2,4.25,-0.081528267,-11.55167111,10.049303811,1.2964903435,0.020711557,-0.259745285,-0.257340599,1.807150583,0.263572973,23.8609306,407.6474875,20.174516185,-1.304,1.869,382.1,422.75,21.635,21.68,21.03,90.95,96.1,22.625,22.35,4.4606943715,101.8049174
2,4.75,-0.082823624,-9.978164409,10.31353075,1.327979649,0.0133,-0.189184092,-0.1753726535,1.719587343,0.264440286,23.8234619,408.6594781,19.99996547,-1.307,1.9005,382.7,421.45,21.685,21.69,21.05,91.1,96.2,22.605,22.32,4.3796976265,101.8006559
2,5.25,-0.080776927,-10.27643083,9.1762060335,1.460772441,0.013700842,-0.204400444,-0.352252699,1.648291723,0.260885538,23.7424626,409.5017356,20.20331545,-1.3355,1.898,382.05,421.35,21.52,21.605,20.885,91.45,96.2,22.545,22.315,4.517672715,101.8036937
2,5.75,-0.073830351,-10.83586698,9.407055221,1.350237507,0.013682655,-0.18779986,-0.3615851645,1.707623928,0.247250382,23.5882757,409.3946335,19.96902754,-1.307,1.8845,384.3,420.7,21.485,21.53,20.88,91.45,96.4,22.5,22.3,4.733468603,101.8228548
2,6.25,-0.076293878,-10.3792663605,8.536893496,1.37622676,0.015774025,-0.163190717,-0.343614452,1.690300537,0.251090579,23.6008522,409.733937,20.09004681,-1.3145,1.946,381.7,419.95,21.385,21.355,20.86,91,96.7,22.47,22.285,4.689542278,101.8440542
2,6.75,-0.080268042,-11.63347769,8.636777787,1.3372505665,0.018443244,-0.171544013,-0.356481209,1.716693292,0.259208223,23.3862238,410.291183,19.8540887,-1.227,1.925,382.75,419.8,21.27,21.275,20.85,91.35,96.8,22.445,22.24,4.522217459,101.8630133
2,7.25,-0.075796555,-11.78524484,9.83872244,1.210499465,0.003602575,0.010604086,-0.238842081,1.735594691,0.252680169,23.3212129,408.42387925,19.54845916,5.0005,2.87,384.95,419.9,21.34,21.335,20.875,91.45,97.1,22.42,22.205,4.642967487,101.8906425
2,7.75,-0.06971051,-7.428447216,13.76592906,0.732170595,0.0371406635,1.943183944,0.590736245,1.710485469,0.241237638,23.1452747,407.5909556,19.70625311,62.775,19.805,384.45,424.3,21.67,21.745,21.18,91.1,96.7,22.35,22.185,5.644219047,101.9176816
2,8.25,-0.099519619,6.744244263,26.947837295,-0.09874852,0.041827854,4.691000586,1.6265712495,1.92484764,0.287281572,23.7713772,406.7437855,20.62471722,175.35,40.25,381.4,430.5,22.26,22.52,22.325,89,94.3,22.255,22.045,7.867924066,101.9472801
2,8.75,-0.133469855,29.701274605,39.93330003,-1.416244848,-0.049648225,3.210643533,1.4383354915,2.270287878,0.335600644,24.4193718,408.3185297,21.22020791,291.05,51.06,378.85,438.85,23.11,23.405,23.19,84.2,92,22.03,21.785,9.9738943145,101.9603537
2,9.25,-0.176169143,52.282571685,53.85860405,-2.423780291,-0.08755591,2.094462714,0.831352797,2.6334272,0.386058436,25.1955475,404.9165413,21.7616208,408.35,80.02,377.25,445.95,23.965,24.38,24.215,79.53,87.45,21.84,21.54,11.35169548,101.9827193
2,9.75,-0.206628849,80.62975383,68.15374397,-3.922565351,-0.056973002,1.472963516,0.641297681,2.814593064,0.417545604,25.8151575,401.8146556,22.1027304,521.35,71.81,378.85,452.35,24.47,24.935,24.83,76.32,82,21.735,21.325,11.95312515,101.9832179
2,10.25,-0.227423965,96.5727706,81.52325925,-4.57,-0.0425650675,0.917586949,0.1418783695,3.015901565,0.440699712,26.1449512,399.9992783,22.58285285,624.6,69.84,380.55,459,25.005,25.545,25.62,73.87,78.8,21.715,21.3,12.77213698,102.0001761
2,10.75,-0.250602986,117.1547741,94.655545315,-4.8093584255,-0.0330182995,0.5979139275,0.310045188,3.1230632245,0.463361384,26.5971988,399.90363985,22.50960312,703,73.075,382.65,463.25,25.37,25.975,26.23,71.515,76.22,21.685,21.325,13.20846212,102.0151772
2,11.25,-0.2718316005,133.3708282,109.0154862,-5.309727363,-0.079524361,0.012043626,0.2101073275,3.1909982635,0.480329455,27.01742105,398.74569085,22.89583588,776.8,78.07,384.3,466.4,25.7,26.24,26.38,70.69,74.98,21.825,21.37,13.22348467,102.01594875
2,11.75,-0.265033226,142.1181648,120.4169109,-5.4827505375,-0.0862623225,-0.66848851,0.12092346,3.261063009,0.47619238,27.2712238,397.99747445,22.73344038,824.5,80.65,385.85,470.4,25.865,26.32,26.59,69.69,73.64,21.81,21.445,12.67925879,102.00866595
2,12.25,-0.271445156,156.96352755,130.7864249,-5.532983361,-0.026686248,-0.0658111225,0.123669363,3.243788739,0.480136254,27.330171,397.4258231,22.680456535,859,82.15,386.5,472.8,26.115,26.53,26.835,68.72,72.51,21.94,21.525,12.457489695,101.9798111
2,12.75,-0.2814830515,165.9592612,134.4900497,-5.833772452,-0.008027597,0.247916143,0.397733704,3.319753359,0.4912905,27.52979915,397.13570215,23.03589798,882,83.2,387.55,473.75,26.305,26.725,27.115,68.815,71.795,22.08,21.655,12.69032926,101.94529225
2,13.25,-0.28310478,172.67640445,143.9374587,-5.78,-0.002213799,0.2736918775,0.385339027,3.332318491,0.492443701,27.7873176,397.1493653,23.03057396,874,83.65,388.15,475.1,26.345,26.76,27.155,67.95,71.135,22.24,21.725,12.81363644,101.8966698
2,13.75,-0.2832033585,169.9412316,152.1057026,-5.902691823,-0.0048299115,0.250973448,0.1915516735,3.328510164,0.4921519805,27.79112295,397.23649515,23.174198325,837,81.6,388.45,476.6,26.405,26.82,27.305,67.865,70.5,22.43,21.8,12.71850863,101.84514465
2,14.25,-0.2913599925,170.73287905,152.47981405,-5.889391557,-0.004211033,0.100163703,0.022862688,3.300466197,0.4983420095,27.7636132,397.1759379,22.97456975,793.85,79.12,388.85,475.7,26.345,26.875,27.34,68.07,70.705,22.6,21.915,12.57153215,101.8150059
2,14.75,-0.281475463,160.7165891,147.9102572,-5.43,-0.009102365,-0.120910562,0.1531892805,3.32411653,0.486788818,27.8282717,397.318862,23.14032913,729.25,75.605,388.5,474.1,26.41,26.91,27.26,67.275,70.565,22.765,22.055,12.55834984,101.7939717
2,15.25,-0.2679611245,148.78295145,139.79507625,-5.003936877,-0.013577736,-0.294744956,0.334033122,3.291717854,0.478387008,27.7286974,396.9866573,23.21002935,641.75,69.78,388.75,470.95,26.285,26.715,26.985,68.055,70.975,22.895,22.195,12.400132185,101.77942985
2,15.75,-0.2643634275,131.9732026,133.801577,-4.6025199355,0.024222722,0.2333813165,0.0671096585,3.2966393645,0.476236584,27.63379525,396.9642109,23.009207435,540.8,62.035,388.2,468.05,26.09,26.545,26.785,67.715,72.54,23.1,22.475,12.5257268,101.76073085
2,16.25,-0.2587019395,114.5469716,119.81939875,-4.131614093,-0.0139705925,-0.385383346,-0.1815720535,3.239270588,0.470317326,27.56542125,397.0915267,22.89937435,439.65,53.595,385.8,464.2,25.875,26.275,26.435,69.1,72.36,23.25,22.63,12.144472425,101.7568672
2,16.75,-0.240517729,93.908788405,105.04596285,-3.56100608,-0.029837222,-1.202060248,0.0398251845,3.069926246,0.4545132555,27.3857096,396.8988037,22.8356157,330.9,43.775,384.8,461.25,25.825,26.195,26.22,69.885,74.33,23.37,22.755,11.26824709,101.76005915
2,17.25,-0.2324062,63.10302125,93.70836261,-2.635520662,-0.0131913215,-1.329383224,-0.1652404375,2.993997288,0.444846788,27.1829758,396.80208085,22.7489265,208.45,32.83,381.75,455.45,25.6,25.93,25.71,71.495,75.715,23.425,22.845,10.44716825,101.77366455
2,17.75,-0.19607686,34.19745863,77.23170833,-1.431710826,-0.001863964,-1.464134393,-0.2842804385,2.776770057,0.407241055,26.9144829,396.6860554,22.67751465,97.5,18.995,378.55,448.85,25.185,25.46,25.125,72.845,77.12,23.455,22.925,9.314689168,101.7857415
2,18.25,-0.165967187,5.418290159,55.98525333,-0.102027543,0.0121,-1.946112093,-0.120085513,2.592673365,0.376090257,26.3842278,397.0815861,22.43707721,17.53,3.28,375.8,442.25,24.665,24.825,24.35,75.365,80.4,23.465,22.975,8.193652709,101.7984639
2,18.75,-0.146838282,-6.510431079,42.1421245,0.831112385,0.015631149,-2.135386449,-0.323894015,2.308659332,0.351720887,26.119475,399.3399823,22.00431513,-1.2065,1.818,373.8,437.55,24.115,24.205,23.745,77.725,82.4,23.495,23.03,7.116128996,101.80896
2,19.25,-0.1238994165,-10.29626706,37.10092649,1.1158837295,0.024223981,-0.903055017,-0.075298892,2.114643149,0.3233105795,26.14220145,399.85017155,21.888649235,-1.6325,2.096,373.9,435.3,23.815,23.885,23.43,80.05,85.55,23.5,23.04,6.389995715,101.8304521
2,19.75,-0.109557076,-10.316569305,32.27836444,1.148500346,0.0232157755,-0.581796419,0.1751335885,1.99436929,0.303282743,25.8672628,400.2148282,21.93921878,-1.536,2.156,373.2,433.75,23.545,23.64,23.205,81.5,87.35,23.44,23.065,5.942167237,101.839921
2,20.25,-0.095895883,-12.065809225,27.27775864,1.180732962,0.018790863,-0.495879184,0.095056486,1.932012277,0.2836083875,25.6700404,401.38082925,21.92701849,-1.556,2.2125,371,432.05,23.37,23.44,22.9,82.85,89,23.42,23.075,5.611376195,101.8564314
2,20.75,-0.093852875,-12.637301495,23.90863614,1.217458706,0.019930351,-0.354491282,-0.033838188,1.839315194,0.280126618,25.5759363,402.0670771,21.99516711,-1.5095,2.29,372.1,431.6,23.19,23.24,22.665,84.5,89.8,23.385,23.07,5.405198205,101.8726608
2,21.25,-0.090845937,-12.278324385,22.93264731,1.194358759,0.005697895,-0.345425426,-0.01811622,1.866222015,0.275810642,25.4511914,402.3444171,21.92344116,-1.4705,2.2975,371.6,430,23.04,23.165,22.435,85.8,91.2,23.335,23.05,5.134374854,101.8835755
