DOY2,HR2,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_4_1_1,TS_5_1_1,TS_6_1_1,TS_7_1_1,G_2_1_1,G_3_1_1,G_4_1_1,G_5_1_1,G_6_1_1,G_7_1_1,PPFD_IN_2_1_1,WS_2_2_1,T_SONIC_2_2_1,WS_2_1_1,T_SONIC_2_1_1,NETRAD_2_1_1,TA_2_9_1,TA_2_7_1,TA_2_6_1,TA_2_5_1,PPFD_IN_2_5_1,PPFD_IN_2_4_1,PPFD_IN_2_3_1,PPFD_IN_2_2_1,WS_2_3_1,T_SONIC_2_3_1,SW_IN_2_2_1,SW_OUT_2_2_1,LW_IN_2_2_1,LW_OUT_2_2_1,NETRAD_2_2_1,T_CANOPY_2_1_1,T_CANOPY_2_1_2,CO2_2_9_1,H2O_2_9_1,CO2_2_7_1,H2O_2_7_1,CO2_2_6_1,H2O_2_6_1,CO2_2_5_1,H2O_2_5_1,CO2_2_4_1,H2O_2_4_1,CO2_2_3_1,H2O_2_3_1,CO2_2_2_1,H2O_2_2_1,CO2_2_1_1,H2O_2_1_1,TA_2_4_1,TA_2_3_1,TA_2_2_1,TA_2_1_1,VPD_2_9_1,VPD_2_7_1,VPD_2_6_1,VPD_2_5_1,VPD_2_4_1,VPD_2_3_1,VPD_2_2_1,VPD_2_1_1,TA_1_1_1,RH_1_1_1,TA_1_2_1,RH_1_2_1,WS_1_1_1,PA_1_1_1,NETRAD_1_1_1,TAU_2_1_1,H_2_1_1,LE_2_1_1,FC_2_1_1,CO2_2_8_1,H2O_2_8_1,T_SONIC_2_5_1,TA_2_8_1,PA_2_1_1,RH_2_1_1,VPD_2_8_1,WS_2_5_1,USTAR_2_1_1,U_SIGMA_2_1_1,V_SIGMA_2_1_1,W_SIGMA_2_1_1
1,0.25,21.3339583,20.851458325,22.3616667,21.2422083,21.3710833575,22.386875,19.109250015,20.7775833425,20.9154583425,21.2337500075,-5.1737166825,-4.3731666375,-4.0290333,-5.24691664,-4.238404165,-4.5608375075,-1.981941685,0.2171041875,18.276291665,0.2138916975,18.7467083175,-24.54175,18.3209166675,18.673041635,18.781083345,18.221416645,-3.339,0,-2.673,-2.857,0.2568333,18.6451666775,-1.868220815,-1.4673250075,388.440994495,405.655889225,-40.4967917,12.5864166925,18.165291685,394.190815,20.0158159,394.06493,20.0122359,394.272675,20.0795634,394.406385,20.1630384,394.45435,20.2990134,394.52262,20.47206215,395.5964,20.6283994,402.63366,21.9537834,18.116229,18.19081525,18.30520025,18.31549,0.35471625,0.30241065,0.2933086,0.19737215,0.050021775,0.194067,0.1951655,0.112998525,18.54625915,86.9597605825,18.64899665,82.930292195,0.024579845,97.23626712425,-29.09824465,-0.707990885,-207.533941795,-28.351054485,-0.851417915,380.048681665,19.41543603,21.07370965,19.198622535,94.970853774,50.82156174,1.42512510475,0.19896722,0.06956096,0.21336626555,0.18870022685,0.0988977834
1,0.75,21.282083325,20.868333325,22.379375,21.2479583425,21.3744166575,22.3285416575,19.2367916575,20.7134166425,20.8630833,21.190541685,-5.2779667,-4.3063333,-4.0119417,-5.22986667,-4.1401083,-4.580716685,-1.97065,0.2662708,18.186708335,0.2336124975,18.473958335,-21.608375,18.253041635,18.5999583,18.91575,18.235416655,-3.339,0,-2.673,-2.857,0.226841645,18.50625001,-1.7096583,-1.667925,388.1736012625,404.58444767,-39.745708315,12.445,18.009541685,393.8723625,20.1868429,394.058175,20.1470929,394.0048375,20.1391869,394.1149625,20.16790436,394.1760625,20.21901036,394.208225,20.27638436,395.051275,20.3132909,403.759225,21.7180489,18.092715,18.14992,18.238015,18.28995,0.28537225,0.17641175,0.11942035,0.214590625,0.17732125,0.1712462,0.141963425,0.11366905,18.46960329,87.729765915,18.6897452175,83.140124835,0.0018542,97.2141974975,-23.95009113,-0.69748326,-259.47239834,-23.47295908,-0.6719705,379.87831902,19.54837716,21.21230666,19.30589704,94.929806862,49.86571638,1.4120020686,0.20286678,0.073548,0.1518243842,0.1407881138,0.0998486758
1,1.25,21.229166675,20.88,22.3866666875,21.252624985,21.3738333575,22.2747083425,19.2278333,20.6617916425,20.8235416575,21.201333315,-5.2761583175,-4.2545,-4.025958315,-5.2743,-3.965591665,-4.5724666925,-1.9593167,0.212625,18.126625,0.222125,18.4838749825,-25.053333365,17.9379166675,18.589,18.7600833,18.0224167,-3.339,0,-2.673,-2.857,0.2381667,18.5118333,-1.9142750075,-2.0259708075,381.920354105,404.3042918175,-44.7814583,12.382916685,17.9585833075,393.6876375,20.44926054,393.97765,20.46374454,394.0451125,20.48132254,394.1874375,20.50060054,394.1225625,20.52806654,394.4965,20.56473854,395.55561,20.551221855,404.8256880375,21.76556236,17.99024,18.004585,18.03423,18.102,0.083484125,0.2463757,0.063928175,0.213966075,0.0331274,0.0188097,0.03149425,0.162610975,18.371187,86.245390915,18.502708265,82.690937,0.004046515,97.176303705,-29.9447211325,-0.75797212,-143.60574348,-33.3783598,-0.95379784,380.2939833,19.14226702,21.76693308,19.87727112,94.877889788,49.14500318,1.31584297,0.21169064,0.04232246,0.1031372992,0.0923423292,0.0601016826
1,1.75,21.1768749875,20.8972916875,22.385833325,21.2624166575,21.3593333575,22.2120833575,19.0838333425,20.606499985,20.781124985,21.1718333,-5.2007625,-4.3646666375,-4.1693458075,-5.80100003,-4.0916666825,-4.7682292,-1.92824167,0.2469583125,18.10075,0.2007875,18.4961250175,-22.067583365,17.9123333325,18.583375,18.725833345,18.0159167,-3.339,0,-2.673,-2.857,0.2342833,18.48825001,-1.8235458075,-1.7238375,378.8671196875,404.4074025125,-50.392541685,12.4462500075,18.0270000075,394.1248125,20.36937454,394.2215875,20.40663454,394.133025,20.44935654,394.3996625,20.49240454,394.43325,20.55368236,394.4550875,20.63405636,394.95995,20.744789045,403.3306255375,21.7700509,17.95688,17.969145,18.03621,18.0786,0.22350375,0.1934514,0.263738625,0.140549375,0.03530715,0.07972265,0.0421425,0.091627625,18.268665575,82.85578972,18.3299857825,81.94549778,0.000312500000000002,97.15522983,-31.94430373,-0.80137368,-253.3751718925,-33.9243105,-0.57522124,380.39609596,19.30973648,21.91184356,19.96647674,94.85426021,47.94139772,1.3842645492,0.24367728,0.05451152,0.1431449268,0.112160053,0.0828032128
1,2.25,21.1399999875,20.8764583125,22.3885417,21.259625,21.3481666575,22.135000015,19.0079583425,20.5490833575,20.7315416575,21.0830833075,-5.0751999825,-4.4772083625,-4.340229185,-5.45695,-4.0942,-5.1242708075,-1.91765833,0.2263542,17.9645416825,0.2440125,18.352333315,-20.430666635,17.9149167,18.4495833325,18.7183333,17.953666645,-3.339,0,-2.6730416675,-2.857,0.232808345,18.42525,-1.9527499925,-1.9173375,380.0787510875,404.000618865,-45.363083315,12.79175,17.9400417,394.448175,20.46589036,394.3666375,20.49050436,394.446025,20.52126636,394.5137625,20.56403636,394.6177625,20.61405636,394.86375,20.68962436,396.0948875,20.6876809,403.5812880375,22.0286009,17.876755,17.9287,18.01814,18.06605,0.439917375,0.163442225,0.2396096,0.207588,0.0898164,0.090431775,0.0654277,0.0790831,18.0080894425,84.85513553,18.2899632675,79.407241835,0.00898392500000001,97.1259736265,-28.32178726,-0.63355798,-190.47553776,-30.06173782,-0.40753772,379.95511244,18.79915154,21.94903696,19.95741014,94.838668364,48.41781384,1.4370239996,0.22973106,0.05549896,0.169447658,0.1841296938,0.1025621266
1,2.75,21.0885416875,20.8347916875,22.3883333125,21.2615416425,21.35175,22.0724583575,18.9793333425,20.4910417,20.6883333575,21.0503750075,-5.0111958175,-4.5975416375,-4.5275541925,-5.53758333,-4.2085958175,-5.3390791925,-1.890416685,0.2262500125,17.897958335,0.2152916975,18.40608333,-22.33575,17.8654583,18.5513750325,18.7915,17.890166655,-3.339,0,-2.673,-2.8569250075,0.241033355,18.30824999,-2.1161208,-1.5736583075,376.3839392775,403.56832037,-47.1983333075,13.0197916925,17.8815417,394.4465875,20.56292654,394.6011875,20.66850436,394.5540125,20.81013836,394.6931,20.92408036,394.9355,21.1481569,395.203225,21.24593254,396.52788,21.3949284,403.47365,22.26955654,17.816415,17.87248,17.96087,18.01255,0.53587,0.213666575,0.1528868,0.2518345,0.08157875,0.083587125,0.097618,0.04211615,17.9503978575,85.3898105,18.2283743575,81.03273875,0.09634289,97.11329367,-30.7324469125,-0.69103776,-125.6062711525,-34.48892344,-1.43073002,380.23410652,18.85108522,21.88754302,19.79231426,94.823466992,49.17705324,1.5379089872,0.23482076,0.0523518,0.1142737714,0.1288638368,0.071853947
1,3.25,21.02,20.7879166875,22.3918749875,21.2699583425,21.352749985,22.001875,18.89375,20.43,20.63275,21.0224999925,-4.9807958175,-4.4887916375,-4.581995815,-5.61599997,-4.0873125,-5.400695815,-1.880258315,0.1962499875,17.631416665,0.2162333025,18.085750015,-32.7013333,17.650916635,18.5945416675,18.71825001,17.64549999,-3.339,0,-2.6730458325,-2.857,0.227525,18.215416645,-1.824179185,-1.4444583075,377.89874393,401.5603154075,-47.952708315,12.9254583,17.473,394.1176625,20.75966,394.079425,20.85677436,394.0903625,20.9125,394.1806,20.995954,394.3345875,21.06299654,394.5247125,21.10039454,395.455475,21.236619355,402.2017,21.98252436,17.524185,17.58568,17.69842,17.7813,0.125772875,0.55783595,0.58153665,0.0269845,0.06607605,0.1537778,0.1389918,0.0548095,17.87766525,86.968273865,18.30044314,81.1405392,0.015583365,97.11749920925,-28.76480446,-0.67506648,-174.7474877575,-29.68702254,-1.69247628,380.2926858,18.5038797,21.3452333,19.59842556,94.820463678,49.2418753,1.6620631486,0.17616274,0.0483575,0.1046252038,0.1462810252,0.0756068224
1,3.75,20.966,20.7410416875,22.401875,21.2719166425,21.3537917,21.9340416425,18.9247083,20.362624985,20.570874985,20.979125,-4.9491333,-4.509625,-4.636508315,-5.6215167,-4.2135041825,-5.4264541925,-1.851674985,0.2721874875,17.589416665,0.2383167,17.924750015,-23.8637083,17.83325,18.6987083325,18.7325,17.75574999,-3.339025,0,-2.673316665,-2.857,0.215008355,18.16900001,-2.128479185,-1.3040375,384.1797323425,400.5179702375,-43.6593333075,13.130041685,17.3187083,394.21985,20.762664,394.3427625,20.92707036,394.3181625,20.84264436,394.4778375,20.88991636,394.5946125,20.93292054,395.117625,21.00194454,396.933685,21.18413,402.9690425625,21.94906054,17.534055,17.59198,17.51879,17.59045,0.3371026,0.3829035,0.2216589,0.066559825,0.026710175,0.03187255,0.0295231,0.0867015,17.802601925,87.132492,18.3161798925,81.914788165,0.046418335,97.12759791425,-27.23078099,-0.60624122,-176.8714069,-29.12559466,-0.9749071,380.53325114,18.42533284,20.64290308,18.87471686,94.838863928,48.59627498,1.4482101456,0.21437236,0.05606034,0.1750236902,0.1489785836,0.0998277362
1,4.25,20.9183333125,20.693125,22.4141667,21.280375,21.3640416425,21.8796666425,18.8892917,20.30125,20.525,20.9432916925,-4.8577625175,-4.6157916375,-4.6816458075,-5.6621667,-4.4444875,-5.403858315,-1.8437333,0.2464374875,17.3145416825,0.2494000025,17.72641667,-26.0951249675,17.6113749675,18.4185416675,18.4486667,17.532333355,-3.34035,0,-2.908841635,-2.857,0.2523417,18.105,-1.6739125,-0.9610125075,381.7877613975,399.266979045,-41.1239166925,12.102833315,17.075125,394.64336,20.35830725,394.594,20.42819425,394.74138,20.410831,394.84162,20.46301825,394.8987,20.60146225,394.93142,20.746715,396.02956,21.013641,404.39832,21.72067675,17.28723575,17.3278125,17.30415075,17.3782825,0.0899464,0.190065,0.04993415,0.0820565,0.1080648,0.0744218,0.064433475,0.07936475,17.783396585,86.09277447,18.1257215925,81.73846303,0.00212500000000001,97.14467083425,-27.93774142,-0.57820146,-176.01321912,-21.91033288,-2.01517644,381.01415664,18.3792441,20.0522964,18.32227852,94.868068334,48.4253639,1.4746548416,0.15943224,0.08042766,0.1588688742,0.1819542438,0.0971115994
1,4.75,20.868958325,20.649375,22.415833325,21.2922916425,21.3655417,21.846125015,18.7360416425,20.2553333575,20.4766666425,20.8967916925,-4.8356167,-4.5162083625,-4.5850666925,-5.77323333,-4.4929125175,-5.576625,-1.81936667,0.204270825,17.0914999825,0.2485416975,17.44233333,-23.4092083325,17.4015833,18.249208365,18.20525,17.2634167,-3.339025,0,-2.686491665,-2.857,0.277291645,18.074916655,-1.8778917,-0.903025,384.6275556725,399.49106149,-42.551041685,11.751916685,17.0710000075,394.38768,20.27161325,394.39508,20.2993605,394.57142,20.367973,394.6776,20.4400265,394.80866,20.53121375,395.23872,20.65723625,396.83367,20.88730075,404.76188086,21.55649125,17.023331,17.0446485,17.10389325,17.1963725,0.1548938,0.22976555,0.17371495,0.0257825,0.097174,0.084932175,0.08482,0.090491,17.6470672,87.68634547,17.8668021425,82.308335165,0.00270836500000001,97.1665433735,-25.4374753,-0.5776575,-230.64820626,-33.79809442,-2.54662624,380.75847626,18.13409092,19.96905078,18.23094704,94.883635054,47.83983122,1.8618382006,0.20028716,0.06791358,0.1446549618,0.1542462346,0.0928765602
