DOY2,HR2,FC,H,LE,CO2,USTAR,TA,RH,PA,WS,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,13.496653965,9.089595,39.9531540725,435.18727431,0.389905688,25.8885,95.5475,99.314124918,2.2262,-4.6105,0,0,439.5675,456.0725
1,0.75,21.0424,11.84750379025,43.713285754,430.447158375,0.48786475,25.951,95.5,99.315067432,2.247825,-5.27755000000001,0,0,438.1675,455.7025
1,1.25,15.6685,17.0016507999999,34.811481815,439.321719015,0.571904,25.777,95.5,99.30825,2.212575,-4.7945,0,0,437.9,455.2725
1,1.75,18.96446287,11.1423999999999,123.09791723,446.6798707,0.61944825,25.5335,95.7,99.2947183055,2.247,-4.9372,0,0,436.835,454.4425
1,2.25,13.699125331,6.1243,37.540898486,448.23194808,0.570541149,25.23,95.6,99.292257636,2.26355,-4.95552500000003,0,0,437.575,454.2025
1,2.75,21.7439700295,9.86889999999996,92.4516148282504,447.2341524,0.532257999999999,25.021,95.65,99.26935,2.29185,-4.74795000000002,0,0,436.7025,454.44
1,3.25,20.344219075,7.42273999999997,63.8448537349999,451.844045905,0.6077785,24.906,95.65,99.28375,2.1646,-3.82925,0,0,436.535,453.4
1,3.75,19.95399480975,23.7883991039999,61.7122999999997,464.145516085,0.589246999999999,24.6675,95.65,99.26785,2.332125,-3.596,0,0,438.6375,454.475
1,4.25,21.189411013,14.811675,102.95005,463.490917215,0.590336,24.58125,95.7,99.253472245,2.315875,-2.3466,0,0,438.7675,452.4025
1,4.75,20.727077997,22.0054,75.617128527,462.12276548,0.61886225,24.2775,95.7,99.2673,2.4304,-2.0301,0,0,437.1025,451.935
1,5.25,26.6023186,7.13013192725,168.246177495,453.147850185,0.575374,24.28875,95.8,99.2686,2.42375,-2.01275,1.52825,5.865025,436.7675,451.035
1,5.75,24.6898515,10.60202,101.33436800625,472.31333804,0.525009753974999,24.06,95.8,99.2715411955,2.569625,-1.41805000000001,2.5277,5.600525,436.67,449.24
1,6.25,19.79415,23.960375,92.14991015,464.581675845,0.52490375,24.112,95.8,99.309858324,2.4192,10.583,31.58075,11.0425,436.78,448.8
1,6.75,24.6217904975,20.2855624364999,142.678875,464.1193796,0.524833,24.08775,95.8,99.347271758,2.521,132.2725,122.625,30.29775,437.8375,451.1375
1,7.25,28.27175,38.9108,146.9419064375,472.72464431,0.59990875,24.5765,95.8,99.400869153,2.549875,124.0675,229.7225,43.931,440.205,455.7025
1,7.75,35.58095,81.4815000000001,232.13960804,457.81373135,0.64824075,25.45825,95.755,99.449,2.895975,225.075,356.4425,54.87175,443.705,462.385
1,8.25,20.450225,108.599,312.9575,439.243782065,0.800337060199999,26.17475,95.7,99.4843804525,3.066625,303.575,471.785,66.823,446.3,468.695
1,8.75,17.24195034625,152.43875,439.4785,440.255,0.880468759375,27.10975,95.49,99.51665,3.52125,403.7875,586.16,79.258,447.8,473.79
1,9.25,12.7445,174.97331055,475.360789885,430.338529175,0.88484686605,27.689,95.5325,99.52705,3.7273,538.04,721.565,90.83,451.63,478.52
1,9.75,21.05616328,230.01053725,563.914,432.66036255,0.867899913,28.37125,95.4,99.53559652,3.702,583.0325,779.885,100.24,453.4675,485.1425
1,10.25,12.1272,257.11823368,651.0009469,424.368985125,1.135624726875,28.73425,95.305,99.530875,3.87075,668.295,880.025,110.81,450.7675,489.4
1,10.75,35.61975,257.770955825,645.595041169999,429.4825,0.865238773875,29.0275,95.4,99.5142,3.9126,726.5725,928.7,114.035,451.835,495.0775
1,11.25,22.7683,271.9024651625,754.0212886975,439.905,0.83598565,29.4135,94.825,99.48301311425,4.01985,752.975,969,121.5375,454.975,500.2375
1,11.75,20.51325,304.24545835,658.1725,421.859,0.797589478125,29.856,94.7025,99.48105024125,3.8774,818,1023.3,125.47,453.84,504.86
1,12.25,11.445945,272.68930367,644.3572348,407.582635975,0.85931960345,29.8655,94.7,99.46665,3.6565,798.465,990,121.035,455.8375,504.04
1,12.75,12.6968,274.017108295,699.12993055,400.184407375,0.755215,29.9725,94.015,99.463175,3.85,829.675,1039.375,124.54,458.035,507.0025
1,13.25,5.0123624999999,258.9707375325,689.235112165,412.636720945,0.7694170917,30.0725,94.3025,99.462625,3.59305,788.34,956.375,119.95,459.8,509.4675
1,13.75,1.8751675,245.52014924,605.5914317,401.010914065,0.75423,30.3785,94.1,99.4624,3.7488,748.8675,917.025,115.615,457.75,512.0175
1,14.25,10.805375,187.38544985,616.6378367575,405.7185,0.93300058265,30.725,94.29,99.447,4.70469999999998,673.52,849.4,106.2075,459.205,510.1725
1,14.75,21.6578117014999,169.18989875,556.79507992,396.52501604,0.771348,30.877,94,99.432,3.5886,615.4,756.17,95.67,460.1725,507.9425
1,15.25,15.417507014,151.48603319,598.686055699998,394.653129545,0.68222709415,31.0355,94.405,99.4014,3.58585,542.785,670.1675,81.8675,454.47,507.315
1,15.75,10.6214,145.67386228,553.989,396.4169509875,0.76391075,30.981,94.5075,99.3378,3.41195,464.52,565.7375,71.11325,455.735,500.24
1,16.25,16.040975,109.22015,561.40638219,399.03175,0.881753999999998,30.7495,94.6075,99.2802,3.1914,335.84,435.89,55.7465,454.5075,498.69
1,16.75,6.03311344274998,93.74605,490.269,397.81454,0.598608,30.39375,95.0025,99.2372,2.9826,226.94,307.8425,43.51975,447.5675,494.4825
1,17.25,7.36126087909998,109.555,463.22,391.765584655,0.61908925,29.838,95.005,99.1989,2.712025,119.895,187.93,32.3655,444.285,488.56
1,17.75,9.78586145025,104.207,408.346,396.83972674,0.685256,29.7015,94.92,99.15745,2.5705,33.082,84.5399999999999,15.2305,443.545,481.685
1,18.25,7.402321857175,94.8162,392.58225,399.8810637775,0.598062,28.979,94.8,99.12405,2.799,-8.03197499999999,10.4935,5.84515,442.63,477.555
1,18.75,11.75415,61.81186638,432.66075,401.3527881375,0.639048999999999,28.9505,94.7,99.10376109725,2.839,-10.8425,0,0,438.665,474.5
1,19.25,14.70304925275,65.285,332.79425,417.546336735,0.577410749999999,28.446,94.8,99.1586,2.665,-11.27325,0,0,439.165,473.14
1,19.75,15.35575,49.9710999999998,303.188,421.1131990425,0.69182625,27.7525,94.9675,99.210925,2.531275,-10.54575,0,0,439.595,471.985
1,20.25,13.899942375,22.2512750945,220.5925,420.863051015,0.522144,27.5605,95.19,99.247,2.57335,-10.22075,0,0,440.16,470.015
1,20.75,19.35480265275,17.267375,133.32025,423.2865,0.56619,27.345,95.435,99.2772318545,2.3645,-8.16450000000001,0,0,438.865,466.325
1,21.25,18.007203348,5.67413417150001,122.445517145,420.22892981,0.523913,27.2895,95.27,99.30895,2.309,-7.92800000000001,0,0,442.61,464.745
1,21.75,22.167575,5.98174915487498,75.281328963,421.47077223,0.4575869995,26.9585,95.135,99.3455255585,2.387725,-7.13965000000001,0,0,438.8,464.365
1,22.25,20.03826918125,6.5811798075,51.1412000000001,418.80091823,0.47476,26.534,95.3,99.36361390875,2.370575,-8.49400000000001,0,0,438.58,461.56
1,22.75,11.74425,14.26734223,48.36139484,425.97156576,0.482594,26.5265,95.3,99.36967137,2.40985,-6.85769999999999,0,0,439.695,459.615
1,23.25,21.26658001,6.44734743425,93.9978164522499,430.71491886,0.40178381605,26.397,95.1425,99.3690849995,2.307625,-6.6888,0,0,439,458.83
1,23.75,18.3240933725,9.3541438756,87.4325499999999,442.6057279975,0.4138098731,26.1725,95.39,99.34715974375,2.2037,-5.03132500000003,0,0,440.355,457.9
2,0.25,17.294,2.910855394625,101.372,479.161449275,0.575898384774999,27.022,95.935,99.293070345,2.4515,-4.221975,0,0,440.51,450.9
2,0.75,18.1025965444999,7.98384117705,197.45708892,467.386318205,0.918217763199998,27.506,96.48,99.2588892475,2.452625,-3.47525,0,0,439.805,449.8725
2,1.25,18.426575,7.1589075,100.32305,466.29117112,0.687555249999999,26.89425,95.9225,99.2614,2.416125,-4.096225,0,0,439.4575,449.63
2,1.75,24.2305,6.82493302749995,193.538029775,479.6228244,0.824862992199995,25.994,96.3475,99.263046935,2.47425,-3.7208,0,0,438.905,448.6575
2,2.25,22.7716,6.83227500000002,71.627932124,452.408235055,0.775299,25.758,96.4475,99.2786,2.3527,-3.893125,0,0,438.6,447.6075
2,2.75,28.0035314765,7.80173928664997,215.827702429999,439.363635375,0.7419508431,25.774,96.325,99.27825,2.1897,-2.389875,0,0,438.1525,446.1925
2,3.25,40.3292467390001,17.5064692369999,242.649945075,476.23099745,0.738832772625,25.786,96.345,99.2514,2.27,-2.7348,0,0,438.3675,446.0725
2,3.75,33.0785138215001,4.2132703068,137.324065475,487.67305818,0.692351016,25.262,96.44,99.232275,2.6282,-3.0783,0,0,438.0525,445.7
2,4.25,28.7355674625,7.0770125,97.4163333719996,481.85288502,0.526795685299999,25.3445,96.44,99.21995,2.44635,-2.85780000000001,0,0,438.1575,444.31
2,4.75,24.29865699775,5.25144000000001,64.506130152,472.820822655,0.559524,28.9224999999999,96.4675,99.2099881955,2.455,-1.7365,0,0,438.2525,442.9525
2,5.25,23.60604384375,12.57318412,162.38204626,484.45,0.73329072925,28.8964999999999,96.4675,99.2303928375,3.03855,-1.419875,1.70215,4.4764,437.9525,442.9
2,5.75,20.3008417985,3.36665508259998,93.7893874399997,466.5225442725,0.5949685,28.8879999999999,96.4675,99.2466046835,2.633375,-1.67725,2.04575,4.5458,438.01,442.2575
2,6.25,25.1348667525,5.64243499999995,168.141096975,495.293287165,0.8289408536,24.44375,96.5,99.28568038,2.816875,4.42825,17.5715,6.25625,437.8775,443
2,6.75,26.548281762,14.9928249999999,164.78945919,481.2365242125,0.8903419496,24.6115,96.47,99.332633302,3.049475,269.4125,106.1725,24.88075,439.005,444.5675
2,7.25,40.318588488,31.4962563625,154.28427436,524.08183656,0.699421,34.24,96.375,99.3921294315,2.7392,327,220.2475,38.2905,441.22,448.8675
2,7.75,36.56793433825,79.116234825,209.56801364,508.573,0.71129475,33.78275,96.2,99.439466524,2.686475,210.875,349.6525,50.7545,444.82,452.9
2,8.25,35.962519374,97.6020105274995,314.5797152675,511.33573855,1.0707125,32.875,96.03,99.490990635,3.0506,296.775,476.93,63.116,448.91,459.805
2,8.75,16.0598828,122.4181380475,446.261092575,504.07742635,1.53929104069999,32.83025,95.7175,99.502424403,3.2375,390.33,595.0625,75.95725,451.705,466.2575
2,9.25,20.483825,155.03355112,537.6057003,505.6158390875,1.42851743295,31.99175,95.3125,99.5361133875,3.47895,488.3575,709.5675,87.905,453.61,472.41
2,9.75,20.858940307,198.959762195,640.3206894825,511.7191161025,0.811035966025,30.27375,95.2225,99.5345768825,3.679625,576.015,810.05,96.6725,450.62,477.7
2,10.25,28.85151973,189.6635954,675.15715972,494.742978875,1.11282756999999,31.17125,95.4,99.5357321275,3.766875,664.2875,889.525,102.505,451.4675,482.2575
2,10.75,27.5105,200.59078354,662.77846563,476.3,0.885226493199998,31.39325,94.585,99.501201921,4.02905,759.6225,958.05,113.6775,453.81,485.8625
