DOY2,HR2,CO2,H2O,CH4,FC,FCH4,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,PA,RH,TA,VPD,TS_1_1_1,TS_2_1_1,TS_3_1_1,TS_1_2_1,TS_2_2_1,TS_3_2_1,TS_1_3_1,TS_2_3_1,TS_3_3_1,TS_1_4_1,TS_2_4_1,TS_3_4_1,TS_1_5_1,TS_2_5_1,TS_3_5_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD,PPFD_IN_1_1_1,PPFD_IN_2_1_1,PPFD_OUT,PPFD_DIF,SW_IN,SW_OUT,LW_IN,LW_OUT
1,5.25,416.067775,3.39178525,2038.09,-0.874953,-25.195025,-124.1531,-5.464185,0.213591125,0.0250587875,-0.7346502,0.15645725,0.030378875,3.41277875,0.1358214,100.53175,44.23875,0.82,0.00935,6.01835,4.7252,4.6864,6.28505,4.91395,5.11585,6.7503,5.84315,5.843,7.148,6.81595,6.581,7.88455,7.5512,7.423,-28.199275,-18.62438,-23.272645,-91.676,-0.302051,0,-0.12346,-0.35715,-4.40317,-0.010791,242.386,305.4825
1,5.75,415.9908,4.11524,2038.192,-1.7096045,-22.2077775,-102.624075,-6.32674,0.2253545,0.03103797,-0.891060775,0.1555752,0.02601618,3.611974,0.13972565,100.538,45.5375,1.06985,0.0085,5.9949,4.6396,4.62825,6.27245,4.7806,5.0905,6.7419,5.79025,5.8078,7.15465,6.8199,6.5577,7.8825,7.548,7.42435,-28.320295,-18.96994,-23.634635,-91.822,-0.31133225,0,-0.12346,-0.35715,-4.276299,0.133089,242.83,307.0335
1,6.25,415.3845,4.3459095,2035.5565,-2.804485,-15.4462375,-108.3848,-3.9149115,0.29553275,0.0266896875,-0.8514441,0.160466,0.0313123375,2.38910375,0.1249185,100.4965,48.4125,0.982325,0.006525,5.96975,4.60865,4.58045,6.259375,4.688725,5.0712,6.72785,5.72275,5.7809,7.152075,6.817875,6.5397,7.880425,7.54335,7.40575,-26.7812725,-18.7168825,-23.8066325,-91.375,-0.8651425,0,-0.12346,-0.35715,-4.59534225,0.0593505,242.467,306.5
1,6.75,419.507125,4.27988625,2040.6785,-1.524633025,-24.0165375,-85.375325,-3.25034275,0.262932375,0.0285677875,-0.889327925,0.161363125,0.03431065,2.22739,0.14198075,100.465,49.3375,0.910575,0.006325,5.97505,4.59625,4.519825,6.25325,4.636475,5.038075,6.713275,5.679,5.755425,7.154375,6.823175,6.520025,7.878125,7.5401,7.391325,-23.7745,-16.4283625,-24.06861,-91.0595,-0.790328,0,0,-0.35715,-5.03939075,-0.07194,241.472,305.352
1,7.25,422.384,4.3554975,2038.51875,-1.67620525,-24.40169,-81.24885,-1.99728,0.24718725,0.034529175,-0.72503375,0.15482575,0.0295728625,2.027215,0.129521075,100.45,48.3175,0.75515,0,5.9515,4.561475,4.4918,6.246525,4.800575,4.993425,6.700225,5.664475,5.733975,7.15245,6.828025,6.504875,7.87565,7.53685,7.431875,-19.689135,-15.69527,-23.519905,-86.96875,0.63660475,1.750035,0.1018545,1.1369275,-1.2202005,0.14388,242.12975,306.0095
1,7.75,424.67735,3.638527,2041.1155,-0.7207477,-29.0892875,-65.8671,-2.71462375,0.18319075,0.03105856,-0.5679945,0.16421375,0.038662375,0.9548032,0.11893835,100.469125,49.165,0.95815,0.002,5.940925,4.508325,4.47895,6.230975,4.7519,4.92415,6.67765,5.706875,5.677,7.13745,6.78905,6.446475,7.855,7.5192,7.353475,-17.6473375,-15.9605525,-22.8227625,-55.9585,9.24700125,12.31568,0.37038,9.6191975,3.8023985,0.6348705,241.5035,308.17275
1,8.25,424.24815,3.830755,2039.41125,-1.542469,-39.9793925,-57.1917275,-4.0256825,0.158080875,0.02633805,-0.6925773,0.183046375,0.064377025,1.146906375,0.15040495,100.526825,47.6875,1.475375,0,5.920525,4.573475,4.46895,6.179375,4.75705,4.845125,6.6365,5.633,5.595125,7.090375,6.735975,6.3501,7.833775,7.500825,7.24265,-15.2805225,-14.3305525,-22.004365,-4.418,21.8862,30.50061,0.8426145,24.345725,9.504114,1.2571515,241.554,315.95475
1,8.75,422.13975,4.40156,2031.1745,-3.393843,-20.11065,-53.56846,4.19796525,0.404756125,0.050851,-1.1272591,0.204351,0.1118415,3.6241375,0.2053484,100.578025,44.284,2.916675,0,5.90745,4.58,4.48585,6.154325,4.794,4.8089,6.613725,5.64405,5.538975,7.055725,6.7037,6.257325,7.8141,7.50095,7.062925,-13.58276,-11.9833525,-20.3976925,12.808,34.646135,52.97725,1.4599145,43.73306,15.4260275,1.58268,243.802,324.33125
1,9.25,416.5326,4.692337,2018.71125,-6.28232825,-57.650815,-27.20795,9.546165,0.333277125,0.0791792125,-0.8122962,0.2531825,0.1379265,5.95698625,0.16243915,100.64535,41.278,4.154975,0,5.880225,4.884075,4.5301,6.126825,4.98005,4.8229,6.6049,5.68655,5.49135,7.04475,6.702075,6.2292,7.792425,7.51025,7.06665,-12.8669125,-10.1235225,-17.6948375,20.77725,58.51186,66.4120425,2.4414215,54.19161,25.584995,2.751705,245.52325,334.04325
1,9.75,420.115125,4.59162875,2007.1495,-4.0656745,-38.89626,-26.4212175,10.5460435,0.448972625,0.0766587375,-0.6739591,0.291243375,0.167318375,8.0074025,0.1891981,100.656,39.86225,4.888575,0,5.871975,4.926175,4.58625,6.14005,4.99635,4.8367,6.61265,5.751625,5.49455,7.05725,6.711375,6.2513,7.79895,7.522025,7.0881,-12.2281975,-9.2090925,-16.2793375,32.0005,108.0276,119.335705,5.5340945,96.85903,49.8211375,5.2821945,248.044,339.91875
1,10.25,417.03995,4.800405,1982.66875,-4.378382,-36.27754,-17.2795,14.0384375,0.357125625,0.108016,-0.7333825,0.312168,0.182940875,9.04698875,0.2006492,100.651525,36.12575,5.53125,0,5.83125,4.920875,4.648925,6.128825,5.00095,4.83925,6.617075,5.767475,5.48795,7.0667,6.711375,6.2543,7.804575,7.541325,7.09465,-11.8584175,-8.3647525,-15.164085,54.01925,152.1904,182.54502,6.6020235,123.00265,68.9599775,6.4116525,250.98075,343.227
1,10.75,416.0933,4.737645,1994.55425,-5.25213425,-20.1679825,-9.207968,19.20943,0.513484125,0.1202965,-0.8576071,0.357045875,0.194248375,10.6686775,0.203057125,100.6458,35.8975,6.464975,0,5.8376,4.940625,4.7422,6.134925,5.01775,4.94455,6.626825,5.78295,5.518475,7.08365,6.693175,6.2906,7.836075,7.553975,7.2137,-11.2947175,-8.32767,-14.300905,52.12475,173.4914,186.592635,9.413825,124.85325,77.6805,7.3720515,253.0595,346.16925
1,11.25,415.318625,4.78566625,2005.371,-6.54549725,-40.626425,-20.7358,20.3735375,0.4579725,0.1016634,-0.872642875,0.3687892,0.2057876,10.9567,0.1926592,100.6256,34.4525,6.61525,0,5.86855,4.95945,4.8032,6.15775,5.0316,5.01195,6.63455,5.7986,5.5975,7.09435,6.67515,6.34875,7.83845,7.556,7.2294,-10.678315,-7.29751,-13.702615,49.599,153.5102,145.64253125,6.524861,120.657375,66.532685,6.204825,255.6535,347.276
1,11.75,414.886125,4.76642,1994.7535,-5.36527525,-41.8404,-13.76504,21.4373625,0.49131025,0.132451,-0.8296591,0.369282125,0.200501875,11.3450125,0.1824756,100.6002,32.975,6.79525,0,5.95215,5.0156,4.86255,6.197125,5.0782,5.08675,6.65105,5.82245,5.585675,7.105425,6.68305,6.3402,7.830825,7.562325,7.24135,-10.1805275,-6.8089175,-12.9545325,37.83675,134.476525,139.15458125,7.7563745,112.6803875,56.5396875,6.5087715,255.51975,347.84875
1,12.25,414.3311,4.729927,1997.968,-3.769366,-10.33042,-11.12924,15.70363,0.418676,0.09474845,-1.09396525,0.37452675,0.20044575,11.5142375,0.166642525,100.5593,30.9905,6.96925,0.051875,5.952475,5.06615,4.929075,6.201825,5.124525,5.1347,6.64505,5.8158,5.575375,7.1116,6.69755,6.356675,7.8495,7.558325,7.2624,-9.5985765,-6.3733,-12.2728925,55.35275,150.448225,161.99726875,8.598989,125.345,66.81061,7.283925,255.2595,348.4045
1,12.75,413.2082,4.59336375,2007.332,-4.61324,-34.84089,-3.1156125,24.500155,0.464660125,0.096339675,-0.9413455,0.401191875,0.193904,11.60985,0.1397026,100.5317,30.19025,7.29515,0.167075,5.9565,5.1131,5.0301,6.20855,5.16995,5.19355,6.641,5.83075,5.64185,7.10885,6.7105,6.37525,7.87775,7.5577,7.3731,-9.169569,-6.255125,-11.62246,56.033,175.8147,193.21815,9.574323,126.431,76.995805,7.355865,256.4325,349.7985
1,13.25,412.290225,4.50504,2008.67375,-5.302431,-14.1373625,-15.1761925,14.942195,0.4912118,0.1056789,-0.9052763,0.4385874,0.2067201,11.88,0.15804825,100.509,28.55625,7.44605,0.321275,5.96435,5.15105,5.12515,6.21,5.2067,5.2553,6.64275,5.8525,5.6931,7.1111,6.7067,6.40075,7.88365,7.56195,7.40015,-8.918382,-6.075825,-10.941615,33.413,108.5107,166.50336,6.518688,122.76445,44.520525,4.222878,257.4755,350.273
1,13.75,412.681725,4.52511825,1998.6955,-3.36057875,-6.95096925,-36.6359,22.722675,0.4858879,0.1239719,-0.8233736,0.3945409,0.1869173,12.37556,0.17613735,100.518,28.0925,7.49035,0.5285,5.9698,5.19555,5.213,6.21825,5.2475,5.31925,6.64205,5.8656,5.7142,7.11275,6.69255,6.4074,7.8823,7.56005,7.3846,-8.515488,-5.62513,-10.383515,46.4285,171.111555,194.022175,7.506368,124.749125,71.80524,8.618412,258.8895,351.355
1,14.25,411.7704,4.709279,2001.35475,-3.75669775,-8.396142,-34.18548,17.388955,0.584554675,0.084649415,-0.99866,0.3576147,0.16597995,12.7664625,0.1347616,100.5346,28.695,7.7565,0.5715,5.982125,5.247,5.333,6.232625,5.289625,5.42025,6.649125,5.88525,5.741875,7.121,6.679875,6.413875,7.890625,7.564875,7.424875,-8.4558,-5.603125,-9.4162625,41.065,121.519,139.07424,6.23473,108.502375,54.13475,6.36669,259.53375,353.515
1,14.75,412.71275,4.528445,1993.92875,-3.57876625,-6.0480245,-17.844575,12.33715,0.4571863,0.103410025,-1.0161065,0.2916093,0.147785275,12.4459525,0.123360475,100.5518,27.00625,7.793375,0.589875,5.99725,5.3315,5.479375,6.253875,5.356875,5.53575,6.65325,5.905375,5.782875,7.112125,6.67375,6.424375,7.898625,7.5715,7.45275,-7.8775725,-5.542,-8.9118925,28.47875,120.142125,126.4040825,5.6019975,104.3771,52.4742,5.953035,260.66,353.88875
1,15.25,413.3594,4.4187495,1996.2015,-3.27165075,-10.1983475,-14.1276,8.66532975,0.519584275,0.0936305125,-0.998867125,0.29734055,0.1352254,12.59227,0.123334,100.5776,27.55875,7.978625,0.6635,6.017625,5.431375,5.573,6.26925,5.439625,5.61025,6.659125,5.92925,5.83375,7.119375,6.66875,6.446125,7.90225,7.557375,7.4335,-7.39468,-5.342325,-8.2854975,16.58625,93.2247,98.00196,4.351965,78.70391,42.277875,3.938715,260.98125,354.44875
1,15.75,412.17515,4.5344385,2005.7215,-2.9613425,-7.5389075,-48.74509,4.24405,0.393271825,0.0837905525,-0.819146025,0.27870035,0.1041653,12.5966425,0.13470515,100.5772,28.43375,8.533625,0.679375,6.040625,5.54125,5.69175,6.281,5.5325,5.666375,6.66,5.965875,5.86675,7.1285,6.66725,6.47375,7.90325,7.547,7.408,-7.291055,-4.6719875,-7.7567225,6.6075,47.5152,65.894175,2.77785,55.37015,21.4374375,3.09342,261.92875,352.54875
1,16.25,413.771875,4.7861575,2010.638,-2.349586,-9.922932,-65.24535,-2.322595,0.32839675,0.048920355,-0.79056795,0.20485745,0.0728278925,12.73234,0.130534875,100.5866,31.35875,7.915875,0.64775,6.073,5.669875,5.81575,6.30075,5.644875,5.761125,6.662625,6.008,5.894625,7.13275,6.68025,6.49925,7.9035,7.55725,7.44875,-6.6589425,-4.4560125,-7.2279475,-28.91,37.7688,37.953135,1.7130075,31.32206,14.683425,1.9693575,262.63,348.7875
1,16.75,415.082125,4.89616125,2014.2565,-0.479807275,-5.8105,-82.3676275,-3.7726915,0.34459435,0.0371445225,-0.561295325,0.126279275,0.035510365,12.08688,0.148673125,100.6,31.09875,7.256375,0.541,6.115125,5.760375,5.908875,6.328625,5.7205,5.860375,6.665375,6.04575,5.950125,7.135125,6.694625,6.51725,7.90525,7.56375,7.470625,-6.32527,-4.3622875,-7.19134,-66.835,10.53094,10.797835,0.49384,8.797795,3.768815,0.50358,260.6075,342.70125
1,17.25,415.8134,4.978634,2017.15175,-0.703515925,-8.3275755,-98.8460125,-7.006079,0.370785675,0.02122517,-0.5366902,0.144875775,0.02633513,12.3898275,0.164542025,100.6146,34.139,7.2098,0.4299,6.1667,5.856,5.989,6.3543,5.7946,5.9617,6.6722,6.0894,6.0173,7.1437,6.7286,6.5681,7.9082,7.5742,7.4898,-6.219158,-4.27223,-6.543794,-84.355,0.92935,0.83335,0.12346,0.4762,-3.65687,-0.654654,257.95,336.553
1,17.75,416.8137,5.012512,2027.38325,-2.18161,-26.29016,-102.8415,-7.28663,0.229497725,0.02088867,-0.5748644,0.12216235,0.0181958575,12.06732,0.1828277,100.6306,38.58,7.1206,0.3498,6.2114,5.99,6.0171,6.3743,5.8747,6.0281,6.6806,6.122,6.0659,7.1457,6.7749,6.5865,7.9032,7.5806,7.5137,-6.185998,-4.75308,-6.093115,-92.385,-2.38172,-0.11905,-0.12346,-0.35715,-4.783783,-0.963996,256.555,328.73375
1,18.25,417.978875,5.16691875,2029.1225,-1.61768475,-27.065835,-110.6219,-6.950599,0.267975575,0.0213581425,-0.6635671,0.1407136,0.01868992,11.459475,0.201870475,100.6386,39.939,6.8414,0.3464,6.2312,6.0344,6.0026,6.386,5.9187,6.0743,6.6817,6.1242,6.1048,7.1422,6.754,6.5664,7.8964,7.5635,7.4852,-6.220816,-5.59253,-6.138671,-91.24375,-2.14781725,-0.11905,-0.24692,-0.35715,-4.92558,-0.453222,255.53,325.85625
1,18.75,418.8508,5.01644,2039.344,-2.490505,-15.5265,-101.11405,-4.16795,0.38656405,0.0183845975,-0.6092532,0.142783075,0.02197956,10.192,0.18098575,100.6418,40.928,6.4898,0.3604,6.2467,6.0323,6.038,6.4013,5.9357,6.054,6.6881,6.1462,6.1435,7.1316,6.7404,6.539,7.8895,7.5527,7.4671,-8.369584,-7.8566,-7.194594,-90.2525,-0.57713,-0.11905,-0.37038,-0.35715,-4.567356,-0.338118,254.9425,322.5375
1,19.25,418.8464,5.041666,2032.01675,-1.767326,-29.81045,-101.311115,-3.890235,0.345350875,0.020829655,-0.54604165,0.1196239775,0.020738105,10.1189625,0.182514375,100.6386,41.71375,6.502,0.3075,6.259,6.0505,6.0796,6.4175,5.9611,6.0461,6.6899,6.1692,6.1653,7.1169,6.7383,6.5348,7.8693,7.5279,7.4295,-11.14506,-9.73925,-8.538496,-91.21,-0.55761,-0.11905,-0.37038,-0.35715,-4.32854,-0.57552,254.53875,321.28375
1,19.75,418.7674,4.68534775,2031.889,-2.621196,-15.136675,-105.6886,-3.2974625,0.2300395,0.02970497,-0.6091374,0.16022375,0.0239669125,10.50454,0.203459325,100.6334,43.57025,6.1621,0.2609,6.2665,6.0003,5.9726,6.4239,5.9694,6.0671,6.6827,6.1788,6.1844,7.116,6.7293,6.5487,7.8578,7.5083,7.3943,-13.62878,-11.42956,-9.965373,-90.9525,-0.37174,-0.11905,-0.24692,-0.35715,-4.783783,-0.3597,252.75,318.3475
1,20.25,419.02175,4.669714,2028.265,-2.77227925,-30.7387,-113.3234,-4.018492,0.354661275,0.018127615,-0.6150338,0.16363,0.0199989025,9.8408145,0.2056145,100.5836,44.626,5.3485,0.2472,6.2662,5.8896,5.813,6.4418,5.9681,6.081,6.6911,6.2,6.2085,7.118,6.7303,6.5575,7.8575,7.505,7.4008,-16.66124,-12.59827,-12.41398,-90.77375,-0.37174,-0.11905,-0.24692,-0.35715,-4.485263,-0.510774,254.12375,316.55875
1,20.75,419.31515,4.0580985,2033.155,-2.275836,-40.83696,-104.164,-9.505382,0.393239075,0.028365595,-0.63580555,0.130734775,0.019530135,9.07043675,0.1687686,100.6008,41.066,5.0314,0.245,6.2681,5.7989,5.7079,6.4639,5.9362,6.0673,6.6979,6.2177,6.2249,7.1198,6.7378,6.5774,7.8558,7.4989,7.3977,-18.36066,-14.04245,-13.94009,-90.586,-0.37174,-0.00892875000000002,-0.135806,-0.35715,-4.4778,-0.57552,254.07,315.2475
1,21.25,417.7304,3.674189,2019.302,-3.4896775,-27.238575,-121.361175,-6.5810885,0.28940975,0.02778739,-0.524168275,0.152779725,0.022588435,9.592021,0.19369215,100.6388,40.5175,5.2405,0.240225,6.2767,5.4019,5.7015,6.4708,5.7799,6.0138,6.7011,6.2149,6.2272,7.125,6.7459,6.591,7.852,7.4918,7.3439,-20.42494,-14.99111,-14.82683,-91.1695,-0.37174,-0.11905,-0.24692,-0.35715,-4.567356,-0.230208,252.501,313.1825
1,21.75,418.339125,3.624705,2029.874,-3.17728,-41.6288375,-110.94695,-3.783798,0.191018475,0.0242249675,-0.630388825,0.15424,0.020754345,8.40996975,0.1841485,100.653125,41.4275,4.5835,0.22275,6.2759,5.2152,5.6657,6.4658,5.7207,5.9209,6.718,6.2238,6.214,7.1311,6.761,6.6,7.8394,7.4775,7.324,-22.0846,-15.27962,-15.94786,-88.8395,-0.419251,-0.00892875000000002,-0.12346,-0.35715,-4.716616,-0.187044,251.356,311.58
1,22.25,420.44475,3.63019775,2035.752,-3.420255,-26.06524,-116.254475,-9.004256,0.22586815,0.021652455,-0.551498225,0.124517475,0.02154181,7.67037225,0.2128216,100.6632,41.74,3.7941,0.213,6.2783,5.0503,5.5467,6.4541,5.573,5.8528,6.7379,6.196,6.2109,7.1297,6.7551,6.5864,7.8328,7.4695,7.3012,-23.26837,-15.78166,-17.32106,-89.5275,-0.4553815,-0.11905,-0.12346,-0.35715,-4.634523,-0.21582,250.2415,310.96875
1,22.75,418.944775,4.74773125,2037.094,-2.3406175,-27.166125,-113.119225,-8.473882,0.19145205,0.021625805,-0.59821215,0.1431398,0.0224060875,7.79873475,0.20004475,100.634075,46.2625,3.466,0.1955,6.2826,4.8812,5.4292,6.445,5.4211,5.7968,6.7589,6.204,6.2111,7.1394,6.7797,6.6208,7.8447,7.4835,7.3693,-23.85029,-16.07506,-18.09064,-90.118,-0.682575,-0.11905,-0.135806,-0.35715,-4.358392,-0.079134,248.7535,308.40375
1,23.25,419.103625,4.57492625,2036.8895,-0.6341928,-37.7916375,-119.19,-12.42355,0.25888185,0.0240466675,-0.64853785,0.134301725,0.0315373275,8.06368075,0.1932425,100.586375,45.752,3.4072,0.18765,6.2806,4.716,5.3175,6.4508,5.2811,5.7289,6.77,6.1307,6.2115,7.1377,6.7865,6.6414,7.8501,7.4906,7.4,-25.14029,-16.63089,-18.62589,-91.314,-0.37174,-0.00892875000000002,-0.12346,-0.35715,-4.500189,-0.079134,246.663,307.925
1,23.75,419.437,3.22093,2026.26,-1.60025,-32.5188,-129.32465,-8.1587485,0.24452685,0.02489231,-0.81648715,0.13456385,0.022830795,6.96325975,0.190390575,100.5402,46.0895,3.1189,0.142075,6.272,4.6004,5.2267,6.4498,5.1626,5.6609,6.7797,6.09,6.2135,7.1357,6.7853,6.6485,7.8477,7.488,7.4011,-23.99294,-17.05958,-19.47355,-92.695,-0.37174,-0.11905,-0.12346,-0.35715,-4.186743,-0.079134,247.01125,306.214
2,0.25,420.86925,4.79033825,2025.1385,-2.05726525,-22.2245,-92.198445,-5.3724605,0.2540132,0.02540116,-0.7385082,0.1517066,0.02084608,7.62932,0.2173302,100.3945,46.248,3.6467,0.3,6.3036,5.3095,4.9154,6.501,5.5214,5.3551,6.9305,6.1037,6.0255,7.2412,6.8,6.6067,7.8898,7.3761,7.2371,-20.64044,-19.4785,-17.84333,-90.753,-0.50649575,-0.154765,-0.12346,-0.35715,-4.55243,-0.208626,241.1955,308.317
2,0.75,419.85175,4.659028,2026.812,-1.4758685,-46.12838,-112.231,-5.761451,0.2773007,0.02403884,-0.7191268,0.1327321,0.01921169,7.198872,0.193405,100.4078,46.527,3.3529,0.27655,6.276,5.2901,4.8203,6.4728,5.4279,5.2689,6.9305,6.0696,5.9712,7.2467,6.805,6.6142,7.8911,7.3788,7.2336,-22.42114,-18.98624,-18.634,-90.3865,-0.37174,-0.11905,-0.24692,-0.35715,-4.671838,-0.043164,239.40625,307.532
2,1.25,419.953725,4.51570725,2018.22,-2.035096,-19.2890075,-100.20956,-4.242592,0.2542077,0.02649703,-0.6792686,0.1217212,0.02676163,7.039792,0.1898435,100.4055,47.13,2.8981,0.2311,6.2226,5.2998,4.7363,6.479,5.3464,5.1885,6.9104,6.0301,5.9195,7.253,6.8088,6.5905,7.8892,7.3799,7.2335,-22.57696,-18.29512,-19.84451,-91.412,-0.5111425,-0.11905,-0.12346,-0.35715,-4.373318,-0.043164,238.46275,307.111
2,1.75,420.6948,4.326722,2019.929,-0.984733325,-31.1041,-89.300275,-4.1351955,0.2027638,0.03670217,-0.6663988,0.1574862,0.0290431,6.243702,0.201258275,100.3972,47.7755,2.2646,0.21595,6.1643,5.1986,4.6765,6.4349,5.2854,5.1153,6.8902,6.0166,5.8879,7.2533,6.8056,6.5699,7.8865,7.3771,7.2111,-23.13078,-19.03514,-20.8679,-91.88925,-0.18587,-0.11905,-0.12346,-0.35715,-4.716616,0.028776,237.6455,306.044
2,2.25,421.086,4.3173745,2024.4155,-3.666312,-50.012,-113.02135,-4.560993,0.3849109,0.02264039,-0.553535125,0.1029897,0.01800576,6.184517,0.198462975,100.4131,47.428,2.0017,0.2358,6.1369,5.0999,4.6352,6.4013,5.2052,5.069,6.8702,5.9945,5.8658,7.257,6.8165,6.5484,7.8873,7.3769,7.2189,-24.27145,-21.54208,-21.99871,-91.51825,-0.32991925,-0.154765,-0.12346,-0.35715,-4.55243,-0.07194,237.64675,305.929
