DOY2,HR2,FC,FCH4,LE,H,PPFD_IN,TA,TS,RH,VPD,USTAR,WS,V_SIGMA,TAU,T_SONIC,CO2,H2O,U_SIGMA,W_SIGMA,PA,LW_IN,LW_OUT,NETRAD,SW_IN,SW_OUT
1,0.25,-0.08727225,6.0635,-19.034,-61.7992,-0.0005262149761,2.00175,8.415,35.7816,0.95531775,0.035615,0.437248134775,0.0181475,-0.2355158,10.3824275,403.60095,0.05206647,0.170895025,0.0575995,101.908575,214.309633682208,210.854202279202,-6.81312825629042,-7.6559681372549,-2.37525
1,0.75,-2.0129134,-126.889075,-4.3635,-58.7662,-0.00054109736538,2.38075,8.2855,36.6274,1.134167,0.03714,0.5209836406,0.02538,-0.2023595,10.2045,405.394525,0.03983959,0.20999385,0.0583094475,101.92425,212.658634633682,211.641150284901,-6.73388119203973,-4.04968212669683,0.0664676911544231
1,1.25,-5.5770223,-41.00985,-8.75505,-50.74375,-0.0006195629088,2.719,8.15225,36.42725,0.74349375,0.0290875,0.511811522725,0.019218,-0.25168975,10.090175,407.50955,0.051018325,0.1763958,0.0411999,101.923125,211.836251189343,212.054237891738,-6.8001941871259,-4.25007409502263,0.186283594452774
1,1.75,-3.509321625,-115.9304,-18.59685,-51.4601,-0.0004448694514,1.876,8.01375,36.898375,0.72175,0.0321475,0.340745329325,0.0152125,-0.29285845,9.775412,407.5716,0.051040415,0.14002745,0.03603948,101.88275,211.513701236918,212.675925925926,-6.36427906210922,-4.55739008295626,0.158768054722639
1,2.25,-0.6603424,-38.86125,-9.0544,-50.481,-0.00050146110344,1.455,7.87475,38.108,0.79416,0.027475,0.5846763048,0.01347225,-0.22324085,9.59111575,408.730425,0.051519105,0.214887525,0.041069615,101.8463,216.477497621313,211.037856125356,-7.02576514259837,-5.29724377828054,0.192972902923538
1,2.75,-0.139397275,-27.125325,-6.263025,-57.410125,-0.00062155819726,2.4325,7.702,35.6139,0.736913,0.0339425,0.5234042637,0.0105505,-0.21279575,9.4317655,409.45505,0.0517003425,0.1517698,0.0501172275,101.829125,220.40271170314,215.902635327635,-6.08667436219672,-4.29770022624434,0.206951705397301
1,3.25,0.380859875,-15.3894,-1.24045,-53.7232,-0.00051159739554,2.40625,7.505,36.4092,0.807945,0.03953,0.339539699125,0.0131525,-0.304563175,9.32172675,407.513975,0.049562235,0.158701375,0.045741455,101.8237,214.930019029495,216.557086894587,-6.36076414507677,-4.65686349924585,0.198859034857571
1,3.75,-6.0516854,-39.568225,-7.604,-49.0806,-0.00052881232404,2.27475,7.30275,36.9097,0.93797,0.04154,0.377317082075,0.0199025,-0.25145705,8.6052735,406.2833,0.0203945325,0.153107225,0.0288976525,101.8221,217.732088487155,216.648628917379,-6.28890852565798,-4.53692967571644,0.0245024490254872
1,4.25,-8.339351,-31.85345,-23.3707,-56.444,-0.00036099357646,2.05125,7.1195,36.0371,0.9651145,0.0255575,0.529916966675,0.0206875,-0.195761875,7.028119,406.05105,0.0481575475,0.2017022,0.05978352,101.81455,215.648430066603,216.811805555556,-6.57187844793668,-4.77588348416289,0.229664149175413
1,4.75,-1.5763874,-64.7302,-14.0555,-50.0217,-0.00047627849522,1.8555,6.93375,38.1725,0.998719,0.025535,0.113549001325,0.0156,-0.22932075,6.19506375,406.5382,0.0201520721,0.307175225,0.05609753,101.797325,213.048549000951,215.249305555556,-6.67758551691348,-4.24297869532428,0.0288223294602699
